 INPUT STRING:	انا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyEAd_1]
   UNSPLITVOC:	(miyEAduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	miyEAd+uh
        GLOSS:	appointment/appointed time+his/its

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P4W24
      OFFSETS:	118-122
       TOKENS:	P4W27-P4W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	وهتخرجي
     IS_TRANS:	whtxrjy
        INDEX:	P4W25
      OFFSETS:	123-130
       TOKENS:	P4W28-P4W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(wiHatuxorujiy)
          POS:	CONJ+FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	wi+Ha+tu+xoruj+iy
        GLOSS:	and+will+you+oust/remove+you

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P4W26
      OFFSETS:	131-134
       TOKENS:	P4W31-P4W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/some day/ever/days

 INPUT STRING:	25
     IS_TRANS:	25
        INDEX:	P4W27
      OFFSETS:	135-137
       TOKENS:	P4W32-P4W32
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(25)
          POS:	NOUN_NUM
          VOC:	25
        GLOSS:	25

 INPUT STRING:	يناير
     IS_TRANS:	ynAyr
        INDEX:	P4W28
      OFFSETS:	137-142
       TOKENS:	P4W33-P4W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yanAyir_1]
   UNSPLITVOC:	(yanAyir)
          POS:	NOUN
          VOC:	yanAyir
        GLOSS:	January

 INPUT STRING:	تقولي
     IS_TRANS:	tqwly
        INDEX:	P4W29
      OFFSETS:	143-148
       TOKENS:	P4W34-P4W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwliy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+quwl+iy
        GLOSS:	you+said/say/be said/say/(for example)+you

 INPUT STRING:	يسقط
     IS_TRANS:	ysqT
        INDEX:	P4W30
      OFFSETS:	149-153
       TOKENS:	P4W35-P4W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siqiT_1]
   UNSPLITVOC:	(yasoqaT)
          POS:	IV3MS+IV
          VOC:	ya+soqaT
        GLOSS:	he/it+fall/make fall

 INPUT STRING:	حكم
     IS_TRANS:	Hkm
        INDEX:	P4W31
      OFFSETS:	154-157
       TOKENS:	P4W36-P4W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(Hukom)
          POS:	NOUN
          VOC:	Hukom
        GLOSS:	rule/government

 INPUT STRING:	العسكر
     IS_TRANS:	AlEskr
        INDEX:	P4W32
      OFFSETS:	158-164
       TOKENS:	P4W37-P4W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokar_1]
   UNSPLITVOC:	(AlEasokar)
          POS:	DET+NOUN
          VOC:	Al+Easokar
        GLOSS:	the+army/troops

 INPUT STRING:	والا
     IS_TRANS:	wAlA
        INDEX:	P4W33
      OFFSETS:	165-169
       TOKENS:	P4W38-P4W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	هتقعدي
     IS_TRANS:	htqEdy
        INDEX:	P4W34
      OFFSETS:	170-176
       TOKENS:	P4W39-P4W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(HatiqoEud~iy)
          POS:	FUT_PART+IV2MS+IV+IVSUFF_DO:1S
          VOC:	Ha+ti+qoEud+niy
        GLOSS:	will+you+sit down/be seated/remain+me

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P4W35
      OFFSETS:	177-179
       TOKENS:	P4W42-P4W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	بيتك
     IS_TRANS:	bytk
        INDEX:	P4W36
      OFFSETS:	180-184
       TOKENS:	P4W43-P4W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayt_1]
   UNSPLITVOC:	(baytik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	bayt+ik
        GLOSS:	house/houses+your

 INPUT STRING:	تدعي
     IS_TRANS:	tdEy
        INDEX:	P4W37
      OFFSETS:	185-189
       TOKENS:	P4W45-P4W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEA_1]
   UNSPLITVOC:	(tidoEiy)
          POS:	IV2MS+IV
          VOC:	ti+doEiy
        GLOSS:	you+call/invite/be called/be invited

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P4W38
      OFFSETS:	190-194
       TOKENS:	P4W46-P4W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yArab~)
          POS:	VOC_PART+NOUN
          VOC:	yaA+rab~
        GLOSS:	oh+lord/master

 INPUT STRING:	عدي
     IS_TRANS:	Edy
        INDEX:	P4W39
      OFFSETS:	195-198
       TOKENS:	P4W48-P4W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(Ead~iy)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Ead~iy+(null)
        GLOSS:	traverse/cross/be traversed/be crossed+you

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P4W40
      OFFSETS:	199-202
       TOKENS:	P4W49-P4W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	للبر
     IS_TRANS:	llbr
        INDEX:	P4W41
      OFFSETS:	203-207
       TOKENS:	P4W50-P4W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bar~_1]
   UNSPLITVOC:	(lilbar~)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+bar~
        GLOSS:	to/for+the+land/earth

 INPUT STRING:	الامان
     IS_TRANS:	AlAmAn
        INDEX:	P4W42
      OFFSETS:	208-214
       TOKENS:	P4W52-P4W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amAn_1]
   UNSPLITVOC:	(Al>amAn)
          POS:	DET+NOUN
          VOC:	Al+>amAn
        GLOSS:	the+safety/protection

 INPUT STRING:	هههههههههههههههههههههههههه
     IS_TRANS:	hhhhhhhhhhhhhhhhhhhhhhhhhh
        INDEX:	P5W1
      OFFSETS:	0-26
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha_1]
   UNSPLITVOC:	(ha)
          POS:	INTERJ
          VOC:	ha
        GLOSS:	lol

 INPUT STRING:	استنونى
     IS_TRANS:	AstnwnY
        INDEX:	P6W1
      OFFSETS:	0-7
       TOKENS:	P6W1-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotan~aY_1]
   UNSPLITVOC:	(Aisotan~uwniy)
          POS:	CV+CVSUFF_SUBJ:2P+CVSUFF_DO:1S
          VOC:	Aisotan~+uwA+niy
        GLOSS:	wait+they+me

 INPUT STRING:	هفرجكم
     IS_TRANS:	hfrjkm
        INDEX:	P6W2
      OFFSETS:	8-14
       TOKENS:	P6W3-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[far~aj_1]
   UNSPLITVOC:	(HaAafar~ajkum)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2P
          VOC:	Ha+Aa+far~aj+kum
        GLOSS:	will+I+show+you

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P6W3
      OFFSETS:	15-18
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اكبر
     IS_TRANS:	Akbr
        INDEX:	P6W4
      OFFSETS:	19-23
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akobar_1]
   UNSPLITVOC:	(>akobar)
          POS:	ADJ_COMP
          VOC:	>akobar
        GLOSS:	greater/greatest

 INPUT STRING:	كذبة
     IS_TRANS:	k*bp
        INDEX:	P6W5
      OFFSETS:	24-28
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ki*obap_1]
   UNSPLITVOC:	(ki*obap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ki*ob+ap
        GLOSS:	lie/untruth+[fem.sg.]

 INPUT STRING:	للفيديو
     IS_TRANS:	llfydyw
        INDEX:	P6W6
      OFFSETS:	29-36
       TOKENS:	P6W9-P6W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiydyuw_1]
   UNSPLITVOC:	(lilfiydyuw)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+fiydyuw
        GLOSS:	for/to+the+video

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P6W7
      OFFSETS:	37-39
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	شايفين
     IS_TRANS:	$Ayfyn
        INDEX:	P7W1
      OFFSETS:	0-6
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayofiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	$Ayof+iyn
        GLOSS:	seeing+two

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P7W2
      OFFSETS:	7-9
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	بنات
     IS_TRANS:	bnAt
        INDEX:	P7W3
      OFFSETS:	10-14
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(banAt)
          POS:	NOUN
          VOC:	banAt
        GLOSS:	daughter/girl/daughters/girls

 INPUT STRING:	البنت
     IS_TRANS:	Albnt
        INDEX:	P7W4
      OFFSETS:	15-20
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(Albinot)
          POS:	DET+NOUN
          VOC:	Al+binot
        GLOSS:	the+daughter/girl/daughters/girls

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P7W5
      OFFSETS:	21-25
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	that

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P7W6
      OFFSETS:	26-28
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الفديو
     IS_TRANS:	Alfdyw
        INDEX:	P7W7
      OFFSETS:	29-35
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fidoyuw_1]
   UNSPLITVOC:	(Alfidoyuw)
          POS:	DET+NOUN
          VOC:	Al+fidoyuw
        GLOSS:	the+video

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P7W8
      OFFSETS:	36-38
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P7W9
      OFFSETS:	39-43
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	that

 INPUT STRING:	لابسه
     IS_TRANS:	lAbsh
        INDEX:	P7W10
      OFFSETS:	44-49
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAbis_1]
   UNSPLITVOC:	(lAbosap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	lAbos+ap
        GLOSS:	wearing+[fem.sg.]

 INPUT STRING:	اخضر
     IS_TRANS:	AxDr
        INDEX:	P7W11
      OFFSETS:	50-54
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axoDar_1]
   UNSPLITVOC:	(>axoDar)
          POS:	ADJ
          VOC:	>axoDar
        GLOSS:	green

 INPUT STRING:	وشعرها
     IS_TRANS:	w$ErhA
        INDEX:	P7W12
      OFFSETS:	55-61
       TOKENS:	P7W12-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEorap_1]
   UNSPLITVOC:	(wi$aEorahA)
          POS:	CONJ+NOUN+POSS_PRON_3FS
          VOC:	wi+$aEor+hA
        GLOSS:	and+hair+its/their/her

 INPUT STRING:	مكشوف
     IS_TRANS:	mk$wf
        INDEX:	P7W13
      OFFSETS:	62-67
       TOKENS:	P7W15-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mako$uwf_1]
   UNSPLITVOC:	(mako$uwf)
          POS:	ADJ
          VOC:	mako$uwf
        GLOSS:	open-air/exposed

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P8W1
      OFFSETS:	0-2
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	عملت
     IS_TRANS:	Emlt
        INDEX:	P8W2
      OFFSETS:	3-7
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Eamal+it
        GLOSS:	do/make/act+it/they/she

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P8W3
      OFFSETS:	8-9
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	صور
     IS_TRANS:	Swr
        INDEX:	P8W4
      OFFSETS:	9-12
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwar)
          POS:	NOUN
          VOC:	Suwar
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P9W1
      OFFSETS:	0-5
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one/person/individual+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P9W2
      OFFSETS:	6-8
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P9W3
      OFFSETS:	9-14
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	بيضربها
     IS_TRANS:	byDrbhA
        INDEX:	P9W4
      OFFSETS:	15-22
       TOKENS:	P9W4-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(biyiDorabhA)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	bi+yi+Dorab+hA
        GLOSS:	[present-tense]+he/it+strike/hit/be struck/be hit+it/them/her

 INPUT STRING:	وهى
     IS_TRANS:	whY
        INDEX:	P9W5
      OFFSETS:	23-26
       TOKENS:	P9W7-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wihiy~a)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	wi+hiy~a
        GLOSS:	while+she

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P9W6
      OFFSETS:	27-29
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	الست
     IS_TRANS:	Alst
        INDEX:	P9W7
      OFFSETS:	30-34
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sit~_1]
   UNSPLITVOC:	(Als~it~)
          POS:	DET+NOUN
          VOC:	Al+sit~
        GLOSS:	the+lady/miss/ladies/misses

 INPUT STRING:	العجوزة
     IS_TRANS:	AlEjwzp
        INDEX:	P9W8
      OFFSETS:	35-42
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajuwz_1]
   UNSPLITVOC:	(AlEajuwzap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Eajuwz+ap
        GLOSS:	the+old/elderly+[fem.sg.]

 INPUT STRING:	والتانية
     IS_TRANS:	wAltAnyp
        INDEX:	P10W1
      OFFSETS:	0-8
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(wiAltAnoyap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wi+Al+tAnoy+ap
        GLOSS:	and+the+second+[fem.sg.]

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P10W2
      OFFSETS:	9-14
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	بيحميها
     IS_TRANS:	byHmyhA
        INDEX:	P10W3
      OFFSETS:	15-22
       TOKENS:	P10W4-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HamaY_1]
   UNSPLITVOC:	(biyiHomiyhA)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	bi+yi+Homiy+hA
        GLOSS:	[present-tense]+he/it+defend/protect/forbid/be defended/be protected/be forbidden+it/them/her

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P10W4
      OFFSETS:	23-25
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الطوب
     IS_TRANS:	AlTwb
        INDEX:	P10W5
      OFFSETS:	26-31
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwbap_1]
   UNSPLITVOC:	(AlT~uwb)
          POS:	DET+NOUN
          VOC:	Al+Tuwb
        GLOSS:	the+bricks

 INPUT STRING:	والتالتة
     IS_TRANS:	wAltAltp
        INDEX:	P11W1
      OFFSETS:	0-8
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAlit_1]
   UNSPLITVOC:	(wiAltAlotap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wi+Al+tAlot+ap
        GLOSS:	and+the+third+[fem.sg.]

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P11W2
      OFFSETS:	9-14
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	عمل
     IS_TRANS:	Eml
        INDEX:	P11W3
      OFFSETS:	15-18
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Eamal+(null)
        GLOSS:	do/make/act+he/it

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P11W4
      OFFSETS:	19-22
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	راسها
     IS_TRANS:	rAshA
        INDEX:	P11W5
      OFFSETS:	23-28
       TOKENS:	P11W6-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAs_1]
   UNSPLITVOC:	(rAshA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	rAs+hA
        GLOSS:	head+its/their/her

 INPUT STRING:	حرف
     IS_TRANS:	Hrf
        INDEX:	P11W6
      OFFSETS:	29-32
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harof_1]
   UNSPLITVOC:	(Harof)
          POS:	NOUN
          VOC:	Harof
        GLOSS:	letter/letters

 INPUT STRING:	تى
     IS_TRANS:	tY
        INDEX:	P11W7
      OFFSETS:	33-35
       TOKENS:	P11W9-P11W9
