 INPUT STRING:	ده
       TOKENS:	P56W7-P56W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uEuwr_1]
   UNSPLITVOC:	($uEuwr)
          POS:	NOUN
          VOC:	$uEuwr
        GLOSS:	feeling/sentiment/awareness

 INPUT STRING:	بالخوف
     IS_TRANS:	bAlxwf
        INDEX:	P56W6
      OFFSETS:	24-30
       TOKENS:	P56W8-P56W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xawf_1]
   UNSPLITVOC:	(biAlxawf)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+xawf
        GLOSS:	with/by+the+fear

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P56W7
      OFFSETS:	31-33
       TOKENS:	P56W10-P56W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مجرد
     IS_TRANS:	mjrd
        INDEX:	P56W8
      OFFSETS:	34-38
       TOKENS:	P56W11-P56W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(mujar~ad)
          POS:	NOUN
          VOC:	mujar~ad
        GLOSS:	nothing but/mere

 INPUT STRING:	الاقتراب
     IS_TRANS:	AlAqtrAb
        INDEX:	P56W9
      OFFSETS:	39-47
       TOKENS:	P56W12-P56W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiqotirAb_1]
   UNSPLITVOC:	(AlAiqotirAb)
          POS:	DET+NOUN
          VOC:	Al+AiqotirAb
        GLOSS:	the+approach/approximation

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P56W10
      OFFSETS:	48-50
       TOKENS:	P56W13-P56W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اللجنة
     IS_TRANS:	Alljnp
        INDEX:	P56W11
      OFFSETS:	51-57
       TOKENS:	P56W14-P56W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lajonap_1]
   UNSPLITVOC:	(All~ajonap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+lajon+ap
        GLOSS:	the+council/committee/commission+[fem.sg.]

 INPUT STRING:	الانتخابية
     IS_TRANS:	AlAntxAbyp
        INDEX:	P56W12
      OFFSETS:	58-68
       TOKENS:	P56W15-P56W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotixAbiy_1]
   UNSPLITVOC:	(Al<inotixAbiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+<inotixAbiy~+ap
        GLOSS:	the+electoral/election/selection+[fem.sg.]

 INPUT STRING:	بسبب
     IS_TRANS:	bsbb
        INDEX:	P56W13
      OFFSETS:	69-73
       TOKENS:	P56W16-P56W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(bisabab)
          POS:	PREP+NOUN
          VOC:	bi+sabab
        GLOSS:	with/by+reason/cause/because of/due to

 INPUT STRING:	أعمال
     IS_TRANS:	>EmAl
        INDEX:	P56W14
      OFFSETS:	74-79
       TOKENS:	P56W18-P56W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(>aEomAl)
          POS:	NOUN
          VOC:	>aEomAl
        GLOSS:	actions/activities/work

 INPUT STRING:	البلطجة
     IS_TRANS:	AlblTjp
        INDEX:	P56W15
      OFFSETS:	80-87
       TOKENS:	P56W19-P56W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baloTajap_1]
   UNSPLITVOC:	(AlbaloTajap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+baloTaj+ap
        GLOSS:	the+gangsterism+[fem.sg.]

 INPUT STRING:	وإرهاب
     IS_TRANS:	w<rhAb
        INDEX:	P56W16
      OFFSETS:	88-94
       TOKENS:	P56W20-P56W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<irohAb_1]
   UNSPLITVOC:	(wi<irohAb)
          POS:	CONJ+NOUN
          VOC:	wi+<irohAb
        GLOSS:	and+terrorism/terrorizing

 INPUT STRING:	الناخبين
     IS_TRANS:	AlnAxbyn
        INDEX:	P56W17
      OFFSETS:	95-103
       TOKENS:	P56W22-P56W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAxib_1]
   UNSPLITVOC:	(Aln~Axibiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+nAxib+iyn
        GLOSS:	the+voter/elector+[masc.pl.]

 INPUT STRING:	وعمليات
     IS_TRANS:	wEmlyAt
        INDEX:	P56W18
      OFFSETS:	104-111
       TOKENS:	P56W23-P56W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy~ap_1]
   UNSPLITVOC:	(wiEamaliy~At)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+Eamaliy~+At
        GLOSS:	and+operations/missions/processes+[fem.pl.]

 INPUT STRING:	منع
     IS_TRANS:	mnE
        INDEX:	P56W19
      OFFSETS:	112-115
       TOKENS:	P56W25-P56W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoE_1]
   UNSPLITVOC:	(manoE)
          POS:	NOUN
          VOC:	manoE
        GLOSS:	prevention/interdiction

 INPUT STRING:	دخول
     IS_TRANS:	dxwl
        INDEX:	P56W20
      OFFSETS:	116-120
       TOKENS:	P56W26-P56W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duxuwl_1]
   UNSPLITVOC:	(duxuwl)
          POS:	NOUN
          VOC:	duxuwl
        GLOSS:	entrance/penetration

 INPUT STRING:	المواطنين
     IS_TRANS:	AlmwATnyn
        INDEX:	P56W21
      OFFSETS:	121-130
       TOKENS:	P56W27-P56W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwATin_1]
   UNSPLITVOC:	(AlmuwAToniyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+muwATon+iyn
        GLOSS:	the+citizen+[masc.pl.]

 INPUT STRING:	للجان
     IS_TRANS:	lljAn
        INDEX:	P56W22
      OFFSETS:	131-136
       TOKENS:	P56W28-P56W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAn_1]
   UNSPLITVOC:	(liljAn)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+jAn
        GLOSS:	to/for+the+councils/committees/commissions

 INPUT STRING:	إلا
     IS_TRANS:	<lA
        INDEX:	P56W23
      OFFSETS:	137-140
       TOKENS:	P56W30-P56W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	PREP
          VOC:	<il~A
        GLOSS:	except

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P56W24
      OFFSETS:	141-143
       TOKENS:	P56W31-P56W31
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P56W25
      OFFSETS:	144-147
       TOKENS:	P56W32-P56W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	حاملا
     IS_TRANS:	HAmlA
        INDEX:	P56W26
      OFFSETS:	148-153
       TOKENS:	P56W33-P56W33
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAmil_1]
   UNSPLITVOC:	(HAmilAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	HAmil+AF
        GLOSS:	bearing/carrying+[acc.indef.]

 INPUT STRING:	لشعار
     IS_TRANS:	l$EAr
        INDEX:	P56W27
      OFFSETS:	154-159
       TOKENS:	P56W34-P56W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iEAr_1]
   UNSPLITVOC:	(li$iEAr)
          POS:	PREP+NOUN
          VOC:	li+$iEAr
        GLOSS:	for/to+slogan/motto

 INPUT STRING:	الحزب
     IS_TRANS:	AlHzb
        INDEX:	P56W28
      OFFSETS:	160-165
       TOKENS:	P56W36-P56W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hizob_2]
   UNSPLITVOC:	(AlHizob)
          POS:	DET+NOUN_PROP
          VOC:	Al+Hizob
        GLOSS:	the+Hizb/Hezb

 INPUT STRING:	الوطني
     IS_TRANS:	AlwTny
        INDEX:	P56W29
      OFFSETS:	166-172
       TOKENS:	P56W37-P56W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTaniy_2]
   UNSPLITVOC:	(AlwaTaniy)
          POS:	DET+NOUN_PROP
          VOC:	Al+waTaniy
        GLOSS:	the+Watani

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P56W30
      OFFSETS:	173-176
       TOKENS:	P56W38-P56W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	صدره
     IS_TRANS:	Sdrh
        INDEX:	P56W31
      OFFSETS:	177-181
       TOKENS:	P56W39-P56W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sidor_1]
   UNSPLITVOC:	(Sidoruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Sidor+uh
        GLOSS:	chest/bosom+his/its

 INPUT STRING:	وإن
     IS_TRANS:	w<n
        INDEX:	P57W1
      OFFSETS:	0-3
       TOKENS:	P57W1-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(wi<in)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+<in
        GLOSS:	and+Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P57W2
      OFFSETS:	4-7
       TOKENS:	P57W3-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P57W3
      OFFSETS:	8-11
       TOKENS:	P57W4-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	الشعور
     IS_TRANS:	Al$Ewr
        INDEX:	P57W4
      OFFSETS:	12-18
       TOKENS:	P57W5-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uEuwr_1]
   UNSPLITVOC:	(Al$~uEuwr)
          POS:	DET+NOUN
          VOC:	Al+$uEuwr
        GLOSS:	the+feeling/sentiment/awareness

 INPUT STRING:	حسينا
     IS_TRANS:	HsynA
        INDEX:	P57W5
      OFFSETS:	19-24
       TOKENS:	P57W6-P57W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hav~_1]
   UNSPLITVOC:	(Has~aynA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	Has~+aynA
        GLOSS:	feel/perceive+we [verb]

 INPUT STRING:	إنه
     IS_TRANS:	<nh
        INDEX:	P57W6
      OFFSETS:	25-28
       TOKENS:	P57W7-P57W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	تضاءل
     IS_TRANS:	tDA'l
        INDEX:	P57W7
      OFFSETS:	29-34
       TOKENS:	P57W9-P57W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taDA'al_1]
   UNSPLITVOC:	(taDA'al)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	taDA'al+(null)
        GLOSS:	dwindle/decline/decrease+he/it [verb]

 INPUT STRING:	خصوصا
     IS_TRANS:	xSwSA
        INDEX:	P57W8
      OFFSETS:	35-40
       TOKENS:	P57W10-P57W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(xuSuwSAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	xuSuwS+AF
        GLOSS:	matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P57W9
      OFFSETS:	41-44
       TOKENS:	P57W11-P57W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P57W10
      OFFSETS:	45-47
       TOKENS:	P57W12-P57W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	شوفنا
     IS_TRANS:	$wfnA
        INDEX:	P57W11
      OFFSETS:	48-53
       TOKENS:	P57W13-P57W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwfnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	$uwf+nA
        GLOSS:	look/see+we [verb]

 INPUT STRING:	منظر
     IS_TRANS:	mnZr
        INDEX:	P57W12
      OFFSETS:	54-58
       TOKENS:	P57W14-P57W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoZar_1]
   UNSPLITVOC:	(manoZar)
          POS:	NOUN
          VOC:	manoZar
        GLOSS:	view/scenery/appearance

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P57W13
      OFFSETS:	59-64
       TOKENS:	P57W15-P57W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P57W14
      OFFSETS:	65-69
       TOKENS:	P57W16-P57W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P57W15
      OFFSETS:	70-74
       TOKENS:	P57W17-P57W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she [verb]

 INPUT STRING:	مصممة
     IS_TRANS:	mSmmp
        INDEX:	P57W16
      OFFSETS:	75-80
       TOKENS:	P57W18-P57W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muSam~im_1]
   UNSPLITVOC:	(muSam~imap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muSam~im+ap
        GLOSS:	determined/resolute+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P57W17
      OFFSETS:	81-84
       TOKENS:	P57W19-P57W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	دخول
     IS_TRANS:	dxwl
        INDEX:	P57W18
      OFFSETS:	85-89
       TOKENS:	P57W20-P57W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duxuwl_1]
   UNSPLITVOC:	(duxuwl)
          POS:	NOUN
          VOC:	duxuwl
        GLOSS:	entrance/penetration

 INPUT STRING:	اللجان
     IS_TRANS:	AlljAn
        INDEX:	P57W19
      OFFSETS:	90-96
       TOKENS:	P57W21-P57W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lajonap_1]
   UNSPLITVOC:	(AllijAn)
          POS:	DET+NOUN
          VOC:	Al+lijAn
        GLOSS:	the+councils/committees/commissions

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P57W20
      OFFSETS:	97-99
       TOKENS:	P57W22-P57W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	انتخابات
     IS_TRANS:	AntxAbAt
        INDEX:	P57W21
      OFFSETS:	100-108
       TOKENS:	P57W23-P57W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotixAb_1]
   UNSPLITVOC:	(AinotixAbAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	<inotixAb+At
        GLOSS:	elections/selections+[fem.pl.]

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P57W22
      OFFSETS:	109-113
       TOKENS:	P57W24-P57W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P57W23
      OFFSETS:	114-119
       TOKENS:	P57W25-P57W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation

 INPUT STRING:	2005
     IS_TRANS:	2005
        INDEX:	P57W24
      OFFSETS:	120-124
       TOKENS:	P57W26-P57W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[2005_1]
   UNSPLITVOC:	(2005)
          POS:	NOUN_NUM
          VOC:	2005
        GLOSS:	2005

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P57W25
      OFFSETS:	125-128
       TOKENS:	P57W27-P57W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P57W26
      OFFSETS:	129-131
       TOKENS:	P57W28-P57W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P57W27
      OFFSETS:	132-134
       TOKENS:	P57W29-P57W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	سلم
     IS_TRANS:	slm
        INDEX:	P57W28
      OFFSETS:	135-138
       TOKENS:	P57W30-P57W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sil~im_1]
   UNSPLITVOC:	(sil~im)
          POS:	NOUN
          VOC:	sil~im
        GLOSS:	ladder/stairs

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P57W29
      OFFSETS:	139-141
       TOKENS:	P57W31-P57W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	شباك
     IS_TRANS:	$bAk
        INDEX:	P57W30
      OFFSETS:	142-146
       TOKENS:	P57W32-P57W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ib~Ak_1]
   UNSPLITVOC:	($ib~Ak)
          POS:	NOUN
          VOC:	$ib~Ak
        GLOSS:	window

 INPUT STRING:	الحمام
     IS_TRANS:	AlHmAm
        INDEX:	P57W31
      OFFSETS:	147-153
       TOKENS:	P57W33-P57W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ham~Am_1]
   UNSPLITVOC:	(AlHam~Am)
          POS:	DET+NOUN
          VOC:	Al+Ham~Am
        GLOSS:	the+bath

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P58W1
      OFFSETS:	0-3
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	تيقنا
     IS_TRANS:	tyqnA
        INDEX:	P58W2
      OFFSETS:	4-9
       TOKENS:	P58W2-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tayaq~an_1]
   UNSPLITVOC:	(tayaq~an~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	tayaq~an+nA
        GLOSS:	ascertain/be convinced+we [verb]

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P58W3
      OFFSETS:	10-12
       TOKENS:	P58W3-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P58W4
      OFFSETS:	13-15
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P58W5
      OFFSETS:	16-18
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dA)
          POS:	DEM_PRON_MS
          VOC:	dA
        GLOSS:	this

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P58W6
      OFFSETS:	19-22
       TOKENS:	P58W6-P58W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	صحوة
     IS_TRANS:	SHwp
        INDEX:	P58W7
      OFFSETS:	23-27
       TOKENS:	P58W7-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaHowap_1]
   UNSPLITVOC:	(SaHowap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	SaHow+ap
