 INPUT STRING:	موضوع
      COMMENT:	[]
        LEMMA:	[farEiy_1]
   UNSPLITVOC:	(AlfrEyAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+frEy+At
        GLOSS:	the+branches+[fem.pl.]

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P66W1
      OFFSETS:	1-3
       TOKENS:	P66W1-P66W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P66W2
      OFFSETS:	4-8
       TOKENS:	P66W2-P66W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	يهمنى
     IS_TRANS:	yhmnY
        INDEX:	P66W3
      OFFSETS:	9-14
       TOKENS:	P66W3-P66W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ham~_1]
   UNSPLITVOC:	(yihim~iniy)
          POS:	IV3MS+IV+IVSUFF_DO:1S
          VOC:	yi+him~+niy
        GLOSS:	he/it+interest+me

 INPUT STRING:	اعرفه
     IS_TRANS:	AErfh
        INDEX:	P66W4
      OFFSETS:	15-20
       TOKENS:	P66W5-P66W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(AaEorafuh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+Eoraf+uh
        GLOSS:	I+know/be known+them

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P66W5
      OFFSETS:	21-23
       TOKENS:	P66W7-P66W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	وائل
     IS_TRANS:	wA}l
        INDEX:	P66W6
      OFFSETS:	24-28
       TOKENS:	P66W8-P66W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(wA}il)
          POS:	NOUN_PROP
          VOC:	wA}il
        GLOSS:	Wail

 INPUT STRING:	غنيم
     IS_TRANS:	gnym
        INDEX:	P66W7
      OFFSETS:	29-33
       TOKENS:	P66W9-P66W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Guniym_1]
   UNSPLITVOC:	(gnym)
          POS:	NOUN_PROP
          VOC:	gnym
        GLOSS:	Gunim

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P66W8
      OFFSETS:	34-37
       TOKENS:	P66W10-P66W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	مصرى
     IS_TRANS:	mSrY
        INDEX:	P66W9
      OFFSETS:	38-42
       TOKENS:	P66W12-P66W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(maSoriy)
          POS:	ADJ
          VOC:	maSoriy
        GLOSS:	Egyptian

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P66W10
      OFFSETS:	43-45
       TOKENS:	P66W13-P66W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يهمنى
     IS_TRANS:	yhmnY
        INDEX:	P66W11
      OFFSETS:	46-51
       TOKENS:	P66W14-P66W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ham~_1]
   UNSPLITVOC:	(yihim~iniy)
          POS:	IV3MS+IV+IVSUFF_DO:1S
          VOC:	yi+him~+niy
        GLOSS:	he/it+intesrest+me

 INPUT STRING:	ديانته
     IS_TRANS:	dyAnth
        INDEX:	P66W12
      OFFSETS:	52-58
       TOKENS:	P66W16-P66W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diyAnap_1]
   UNSPLITVOC:	(dyAntap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dyAnt+ap
        GLOSS:	religion+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P66W13
      OFFSETS:	59-62
       TOKENS:	P66W17-P66W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+CONJ
          VOC:	wa+lA
        GLOSS:	and+nor, neither

 INPUT STRING:	حالة
     IS_TRANS:	HAlp
        INDEX:	P66W14
      OFFSETS:	63-67
       TOKENS:	P66W19-P66W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAlap_1]
   UNSPLITVOC:	(HAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAl+ap
        GLOSS:	condition/case/situation/cases/situations/instances+[fem.sg.]

 INPUT STRING:	الاجتماعية
     IS_TRANS:	AlAjtmAEyp
        INDEX:	P66W15
      OFFSETS:	68-78
       TOKENS:	P66W20-P66W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ijotimAEiy~_1]
   UNSPLITVOC:	(AlAijotimAEiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+{ijotimAEiy~+ap
        GLOSS:	the+social+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P66W16
      OFFSETS:	79-82
       TOKENS:	P66W21-P66W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+CONJ
          VOC:	wa+lA
        GLOSS:	and+nor, neither

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P66W17
      OFFSETS:	83-85
       TOKENS:	P66W23-P66W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P66W18
      OFFSETS:	86-90
       TOKENS:	P66W24-P66W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs+[fem.sg.]

 INPUT STRING:	كفاية
     IS_TRANS:	kfAyp
        INDEX:	P66W19
      OFFSETS:	91-96
       TOKENS:	P66W25-P66W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kifAyap_1]
   UNSPLITVOC:	(kifAyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kifAy+ap
        GLOSS:	enough+[fem.sg.]

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P66W20
      OFFSETS:	97-100
       TOKENS:	P66W26-P66W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawiy~_1]
   UNSPLITVOC:	(AwY)
          POS:	ADJ
          VOC:	AwY
        GLOSS:	much

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P66W21
      OFFSETS:	101-104
       TOKENS:	P66W27-P66W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P66W22
      OFFSETS:	105-108
       TOKENS:	P66W29-P66W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to+he/it

 INPUT STRING:	الفضل
     IS_TRANS:	AlfDl
        INDEX:	P66W23
      OFFSETS:	109-114
       TOKENS:	P66W31-P66W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faDol_1]
   UNSPLITVOC:	(AlfaDol)
          POS:	DET+NOUN
          VOC:	Al+faDol
        GLOSS:	the+favour

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P66W24
      OFFSETS:	115-117
       TOKENS:	P66W32-P66W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P66W25
      OFFSETS:	118-121
       TOKENS:	P66W33-P66W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P66W26
      OFFSETS:	122-125
       TOKENS:	P66W35-P66W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~al)
          POS:	ADJ
          VOC:	>aw~al
        GLOSS:	first of all/primarily/in the first place

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P66W27
      OFFSETS:	126-130
       TOKENS:	P66W36-P66W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	ADJ
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	قام
     IS_TRANS:	qAm
        INDEX:	P66W28
      OFFSETS:	131-134
       TOKENS:	P66W37-P66W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(qAm)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAm+(null)
        GLOSS:	be based (on)+he/it

 INPUT STRING:	بالشرارة
     IS_TRANS:	bAl$rArp
        INDEX:	P66W29
      OFFSETS:	135-143
       TOKENS:	P66W38-P66W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$arArap_1]
   UNSPLITVOC:	(biAl$~arArap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+$arAr+ap
        GLOSS:	with/by+the+spark/sparks+[fem.sg.]

 INPUT STRING:	الاولى
     IS_TRANS:	AlAwlY
        INDEX:	P66W30
      OFFSETS:	144-150
       TOKENS:	P66W40-P66W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(AlAuwlaY)
          POS:	DET+ADJ
          VOC:	Al+AuwlaY
        GLOSS:	the+first of all/primarily/in the first place

 INPUT STRING:	للثورة
     IS_TRANS:	llvwrp
        INDEX:	P66W31
      OFFSETS:	151-157
       TOKENS:	P66W41-P66W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(lilv~awrap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+vawr+ap
        GLOSS:	for/to+the+revolution/uprising+[fem.sg.]

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P67W1
      OFFSETS:	1-7
       TOKENS:	P67W1-P67W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+NOUN
          VOC:	wi+baEodayn
        GLOSS:	and+after

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P67W2
      OFFSETS:	8-10
       TOKENS:	P67W3-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P67W3
      OFFSETS:	11-13
       TOKENS:	P67W4-P67W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	المقال
     IS_TRANS:	AlmqAl
        INDEX:	P67W4
      OFFSETS:	14-20
       TOKENS:	P67W5-P67W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqAl_1]
   UNSPLITVOC:	(AlmaqAl)
          POS:	DET+NOUN
          VOC:	Al+maqAl
        GLOSS:	the+article/essay

 INPUT STRING:	بيقول
     IS_TRANS:	byqwl
        INDEX:	P67W5
      OFFSETS:	21-26
       TOKENS:	P67W6-P67W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwl)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+quwl
        GLOSS:	[present-tense]+he/it+said/say/be said/say/(for example)

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P67W6
      OFFSETS:	28-30
       TOKENS:	P67W8-P67W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	احترامى
     IS_TRANS:	AHtrAmY
        INDEX:	P67W7
      OFFSETS:	31-38
       TOKENS:	P67W9-P67W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotaram_1]
   UNSPLITVOC:	(AaHotorAm~iy)
          POS:	IV1S+IV+IVSUFF_DO:1S
          VOC:	Aa+HotorAm+niy
        GLOSS:	I+respect+me

 INPUT STRING:	الشديد
     IS_TRANS:	Al$dyd
        INDEX:	P67W8
      OFFSETS:	39-45
       TOKENS:	P67W11-P67W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$idiyd_1]
   UNSPLITVOC:	(Al$~idiyd)
          POS:	DET+ADJ
          VOC:	Al+$idiyd
        GLOSS:	the+intense

 INPUT STRING:	لوائل
     IS_TRANS:	lwA}l
        INDEX:	P67W9
      OFFSETS:	46-51
       TOKENS:	P67W12-P67W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(liwA}il)
          POS:	PREP+NOUN_PROP
          VOC:	li+wA}il
        GLOSS:	for/to+Wail

 INPUT STRING:	غنيم
     IS_TRANS:	gnym
        INDEX:	P67W10
      OFFSETS:	52-56
       TOKENS:	P67W14-P67W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Guniym_1]
   UNSPLITVOC:	(gnym)
          POS:	NOUN_PROP
          VOC:	gnym
        GLOSS:	Gunim

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P67W11
      OFFSETS:	59-63
       TOKENS:	P67W15-P67W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P67W12
      OFFSETS:	64-66
       TOKENS:	P67W16-P67W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مجرد
     IS_TRANS:	mjrd
        INDEX:	P67W13
      OFFSETS:	67-71
       TOKENS:	P67W17-P67W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(mujar~ad)
          POS:	ADJ
          VOC:	mujar~ad
        GLOSS:	bare/pure/naked (eye)/devoid of

 INPUT STRING:	قطيع
     IS_TRANS:	qTyE
        INDEX:	P67W14
      OFFSETS:	72-76
       TOKENS:	P67W18-P67W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qaTiyE_1]
   UNSPLITVOC:	(qTyE)
          POS:	NOUN
          VOC:	qTyE
        GLOSS:	herd

 INPUT STRING:	بكلمه
     IS_TRANS:	bklmh
        INDEX:	P67W15
      OFFSETS:	77-82
       TOKENS:	P67W19-P67W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(bikilomap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+kilom+ap
        GLOSS:	with/by+word+[fem.sg.]

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P67W16
      OFFSETS:	83-86
       TOKENS:	P67W21-P67W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+he/it

 INPUT STRING:	هنروح
     IS_TRANS:	hnrwH
        INDEX:	P67W17
      OFFSETS:	87-92
       TOKENS:	P67W23-P67W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HaniruwH)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+ruwH
        GLOSS:	will+we+go

 INPUT STRING:	يمين
     IS_TRANS:	ymyn
        INDEX:	P67W18
      OFFSETS:	93-97
       TOKENS:	P67W25-P67W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yimiyn_1]
   UNSPLITVOC:	(yimiyn)
          POS:	NOUN
          VOC:	yimiyn
        GLOSS:	right

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P67W19
      OFFSETS:	98-100
       TOKENS:	P67W26-P67W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	شمال
     IS_TRANS:	$mAl
        INDEX:	P67W20
      OFFSETS:	101-105
       TOKENS:	P67W27-P67W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$imAl_1]
   UNSPLITVOC:	($imAl)
          POS:	NOUN
          VOC:	$imAl
        GLOSS:	left

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P67W21
      OFFSETS:	106-109
       TOKENS:	P67W28-P67W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P67W22
      OFFSETS:	110-112
       TOKENS:	P67W29-P67W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P67W23
      OFFSETS:	113-117
       TOKENS:	P67W30-P67W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Aiy~Am)
          POS:	NOUN
          VOC:	Aiy~Am
        GLOSS:	today/some day/ever/days

 INPUT STRING:	اعتقاله
     IS_TRANS:	AEtqAlh
        INDEX:	P67W24
      OFFSETS:	118-125
       TOKENS:	P67W31-P67W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iEotiqAl_1]
   UNSPLITVOC:	({iEotiqAlhi)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	{iEotiqAl+hi
        GLOSS:	arrest/detention+its/his

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P67W25
      OFFSETS:	126-132
       TOKENS:	P67W33-P67W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	ماتوقفتش
     IS_TRANS:	mAtwqft$
        INDEX:	P67W26
      OFFSETS:	133-141
       TOKENS:	P67W34-P67W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wiqif_1]
   UNSPLITVOC:	(mA_tiwqft$)
          POS:	NEG_PART+IV3FS+IV+NEG_PART
          VOC:	mA+ti+wqft+$
        GLOSS:	not+it/they/she+stop+not

 INPUT STRING:	لحظة
     IS_TRANS:	lHZp
        INDEX:	P67W27
      OFFSETS:	142-146
       TOKENS:	P67W37-P67W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laHoZap_1]
   UNSPLITVOC:	(laHoZap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	laHoZ+ap
        GLOSS:	moment/instant+[fem.sg.]

 INPUT STRING:	ياريت
     IS_TRANS:	yAryt
        INDEX:	P68W1
      OFFSETS:	1-6
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yArayot_1]
   UNSPLITVOC:	(yArayot)
          POS:	PSEUDO_VERB
          VOC:	yArayot
        GLOSS:	wish

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P68W2
      OFFSETS:	7-10
       TOKENS:	P68W2-P68W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P68W3
      OFFSETS:	11-16
       TOKENS:	P68W3-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	تفوق
     IS_TRANS:	tfwq
        INDEX:	P68W4
      OFFSETS:	17-21
       TOKENS:	P68W4-P68W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAq_1]
   UNSPLITVOC:	(tifuwq)
          POS:	IV3FS+IV
          VOC:	ti+fuwq
        GLOSS:	it/they/she+surpass/excel

 INPUT STRING:	وتبطل
     IS_TRANS:	wtbTl
        INDEX:	P68W5
      OFFSETS:	22-27
       TOKENS:	P68W5-P68W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baT~al_1]
   UNSPLITVOC:	(witibaT~al)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+baT~al
        GLOSS:	and+it/they/she+thwart/abolish/be thwarted/be abolished

 INPUT STRING:	التفكير
     IS_TRANS:	Altfkyr
        INDEX:	P68W6
      OFFSETS:	28-35
       TOKENS:	P68W7-P68W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tafokiyr_1]
   UNSPLITVOC:	(Alt~afokiyr)
          POS:	DET+NOUN
          VOC:	Al+tafokiyr
        GLOSS:	the+thinking/meditation/reflection

 INPUT STRING:	بالشكل
     IS_TRANS:	bAl$kl
        INDEX:	P68W7
      OFFSETS:	36-42
