 INPUT STRING:	نحن
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatiyl_1]
   UNSPLITVOC:	(Alqatiyl)
          POS:	DET+NOUN
          VOC:	Al+qatiyl
        GLOSS:	the+casualty/dead person/killed person

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P9W11
      OFFSETS:	50-51
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	عندما
     IS_TRANS:	EndmA
        INDEX:	P10W1
      OFFSETS:	1-6
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EinodamA_1]
   UNSPLITVOC:	(EindamA)
          POS:	NOUN+CASE_DEF_ACC+SUB_CONJ
          VOC:	Einod+a+mA
        GLOSS:	the time when+[def.acc.]+that

 INPUT STRING:	شاهدت
     IS_TRANS:	$Ahdt
        INDEX:	P10W2
      OFFSETS:	7-12
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Ahad_1]
   UNSPLITVOC:	($Ahadotu)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	$Ahad+tu
        GLOSS:	watch/observe/witness+I [verb]

 INPUT STRING:	تلك
     IS_TRANS:	tlk
        INDEX:	P10W3
      OFFSETS:	13-16
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(tiloka)
          POS:	DEM_PRON_F
          VOC:	tiloka
        GLOSS:	that/those

 INPUT STRING:	الفرحة
     IS_TRANS:	AlfrHp
        INDEX:	P10W4
      OFFSETS:	17-23
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroHap_1]
   UNSPLITVOC:	(AlfaroHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+faroH+ap
        GLOSS:	the+joy+[fem.sg.]

 INPUT STRING:	بحكم
     IS_TRANS:	bHkm
        INDEX:	P10W5
      OFFSETS:	24-28
       TOKENS:	P10W6-P10W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(biHukom)
          POS:	PREP+NOUN
          VOC:	bi+Hukom
        GLOSS:	with/by+judgment/decision/verdict

 INPUT STRING:	هزيل
     IS_TRANS:	hzyl
        INDEX:	P10W6
      OFFSETS:	29-33
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[haziyl_1]
   UNSPLITVOC:	(haziyl)
          POS:	ADJ
          VOC:	haziyl
        GLOSS:	emaciated/gaunt

 INPUT STRING:	لن
     IS_TRANS:	ln
        INDEX:	P10W7
      OFFSETS:	34-36
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lano_1]
   UNSPLITVOC:	(lano)
          POS:	NEG_PART
          VOC:	lano
        GLOSS:	not, never, nevermore

 INPUT STRING:	يرى
     IS_TRANS:	yrY
        INDEX:	P10W8
      OFFSETS:	37-40
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>aY-a_1]
   UNSPLITVOC:	(yaraY)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	ya+raY+(null)
        GLOSS:	he/it+see/think/believe+[ind.]

 INPUT STRING:	تنفيذة
     IS_TRANS:	tnfy*p
        INDEX:	P10W9
      OFFSETS:	41-47
       TOKENS:	P10W11-P10W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tanofiy*_1]
   UNSPLITVOC:	(tanofiy*uhu)
          POS:	NOUN+CASE_DEF_NOM+POSS_PRON_3MS
          VOC:	tanofiy*+u+hu
        GLOSS:	implementation/execution/carrying out+[def.nom]+its/his

 INPUT STRING:	النور
     IS_TRANS:	Alnwr
        INDEX:	P10W10
      OFFSETS:	48-53
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[nuwr_2]
   UNSPLITVOC:	(Alnuwr)
          POS:	DET+NOUN
          VOC:	Al+nuwr
        GLOSS:	the+light

 INPUT STRING:	مطلقا
     IS_TRANS:	mTlqA
        INDEX:	P10W11
      OFFSETS:	54-59
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muTolaq_1]
   UNSPLITVOC:	(muTolaqAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	muTolaq+AF
        GLOSS:	absolutely+[acc.indef.]

 INPUT STRING:	ادركت
     IS_TRANS:	Adrkt
        INDEX:	P10W12
      OFFSETS:	60-65
       TOKENS:	P10W15-P10W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>adorak_1]
   UNSPLITVOC:	(>adorakotu)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	>adorak+tu
        GLOSS:	comprehend/realize+I [verb]

 INPUT STRING:	كم
     IS_TRANS:	km
        INDEX:	P10W13
      OFFSETS:	66-68
       TOKENS:	P10W16-P10W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kamo_2]
   UNSPLITVOC:	(kamo)
          POS:	REL_PRON
          VOC:	kamo
        GLOSS:	how many/much

 INPUT STRING:	نحن
     IS_TRANS:	nHn
        INDEX:	P10W14
      OFFSETS:	69-72
       TOKENS:	P10W17-P10W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[naHonu_1]
   UNSPLITVOC:	(naHonu)
          POS:	PRON_1P
          VOC:	naHonu
        GLOSS:	we

 INPUT STRING:	شعب
     IS_TRANS:	$Eb
        INDEX:	P10W15
      OFFSETS:	73-76
       TOKENS:	P10W18-P10W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	($aEob)
          POS:	NOUN
          VOC:	$aEob
        GLOSS:	people/nation

 INPUT STRING:	يستحق
     IS_TRANS:	ystHq
        INDEX:	P10W16
      OFFSETS:	77-82
       TOKENS:	P10W19-P10W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isotaHaq~_1]
   UNSPLITVOC:	(yasotaHiq~u)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	ya+sotaHiq~+u
        GLOSS:	he/it+deserve/merit+[ind.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P10W17
      OFFSETS:	83-85
       TOKENS:	P10W20-P10W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	يحدث
     IS_TRANS:	yHdv
        INDEX:	P10W18
      OFFSETS:	86-90
       TOKENS:	P10W21-P10W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hadav-u_1]
   UNSPLITVOC:	(yaHoduvu)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	ya+Hoduv+u
        GLOSS:	he/it+happen/take place+[ind.]

 INPUT STRING:	لة
     IS_TRANS:	lp
        INDEX:	P10W19
      OFFSETS:	91-93
       TOKENS:	P10W22-P10W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li-_1]
   UNSPLITVOC:	(lahu)
          POS:	PREP+PRON_3MS
          VOC:	la+hu
        GLOSS:	to/for+it/him (it/he has)

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P10W20
      OFFSETS:	96-98
       TOKENS:	P10W24-P10W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يهن
     IS_TRANS:	yhn
        INDEX:	P10W21
      OFFSETS:	99-102
       TOKENS:	P10W25-P10W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hAn-u_1]
   UNSPLITVOC:	(yahuno)
          POS:	IV3MS+IV+IVSUFF_MOOD:J
          VOC:	ya+hun+o
        GLOSS:	he/it+be insignificant/be contemptible+[jus.]

 INPUT STRING:	يسهل
     IS_TRANS:	yshl
        INDEX:	P10W22
      OFFSETS:	103-107
       TOKENS:	P10W26-P10W26
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sahul-u_1]
   UNSPLITVOC:	(yasohulu)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	ya+sohul+u
        GLOSS:	he/it+be easy/be convenient+[ind.]

 INPUT STRING:	الهوان
     IS_TRANS:	AlhwAn
        INDEX:	P10W23
      OFFSETS:	108-114
       TOKENS:	P10W27-P10W27
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hawAn_1]
   UNSPLITVOC:	(AlhawAn)
          POS:	DET+NOUN
          VOC:	Al+hawAn
        GLOSS:	the+insignificance/degradation

 INPUT STRING:	علية
     IS_TRANS:	Elyp
        INDEX:	P10W24
      OFFSETS:	115-119
       TOKENS:	P10W28-P10W29
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayhi)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+hi
        GLOSS:	on/above+it/him

 INPUT STRING:	وما
     IS_TRANS:	wmA
        INDEX:	P10W25
      OFFSETS:	122-125
       TOKENS:	P10W30-P10W31
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(wamA)
          POS:	CONJ+NEG_PART
          VOC:	wa+mA
        GLOSS:	and+not

 INPUT STRING:	لجرح
     IS_TRANS:	ljrH
        INDEX:	P10W26
      OFFSETS:	126-130
       TOKENS:	P10W32-P10W33
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[juroH_1]
   UNSPLITVOC:	(lajuroH)
          POS:	PREP+NOUN
          VOC:	la+juroH
        GLOSS:	for/to+wound/injury

 INPUT STRING:	بميت
     IS_TRANS:	bmyt
        INDEX:	P10W27
      OFFSETS:	131-135
       TOKENS:	P10W34-P10W35
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[may~it_1]
   UNSPLITVOC:	(bimay~it)
          POS:	PREP+NOUN
          VOC:	bi+may~it
        GLOSS:	with/by+dead/lifeless

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P10W28
      OFFSETS:	136-138
       TOKENS:	P10W36-P10W36
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min_2]
   UNSPLITVOC:	(min)
          POS:	PART
          VOC:	min
        GLOSS:	[no_gloss]

 INPUT STRING:	إيلام
     IS_TRANS:	<ylAm
        INDEX:	P10W29
      OFFSETS:	139-144
       TOKENS:	P10W37-P10W37
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iylAm_1]
   UNSPLITVOC:	(<iylAm)
          POS:	NOUN
          VOC:	<iylAm
        GLOSS:	wound/pain

 INPUT STRING:	حينما
     IS_TRANS:	HynmA
        INDEX:	P11W1
      OFFSETS:	1-6
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HiynamA_1]
   UNSPLITVOC:	(HiynamA)
          POS:	NOUN+CASE_DEF_ACC+SUB_CONJ
          VOC:	Hiyn+a+mA
        GLOSS:	when/while+[def.acc.]+that

 INPUT STRING:	اصدر
     IS_TRANS:	ASdr
        INDEX:	P11W2
      OFFSETS:	7-11
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aSodar_1]
   UNSPLITVOC:	(>aSodara)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>aSodar+a
        GLOSS:	issue/publish+he/it [verb]

 INPUT STRING:	القاضى
     IS_TRANS:	AlqADY
        INDEX:	P11W3
      OFFSETS:	12-18
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qADiy_1]
   UNSPLITVOC:	(AlqADiy)
          POS:	DET+NOUN
          VOC:	Al+qADiy
        GLOSS:	the+judge/magistrate

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P11W4
      OFFSETS:	19-24
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+judgment/decision/verdict

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P11W5
      OFFSETS:	25-29
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn-u_1]
   UNSPLITVOC:	(kAnat)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+at
        GLOSS:	be/was/were+it/they/she [verb]

 INPUT STRING:	الكاميرا
     IS_TRANS:	AlkAmyrA
        INDEX:	P11W6
      OFFSETS:	30-38
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kAmirA_1]
   UNSPLITVOC:	(AlkAmiyrA)
          POS:	DET+NOUN
          VOC:	Al+kAmiyrA
        GLOSS:	the+camera

 INPUT STRING:	مركزة
     IS_TRANS:	mrkzp
        INDEX:	P11W7
      OFFSETS:	39-44
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[murak~az_1]
   UNSPLITVOC:	(murak~azap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	murak~az+ap
        GLOSS:	concentrated/centralized/condensed+[fem.sg.]

 INPUT STRING:	علية
     IS_TRANS:	Elyp
        INDEX:	P11W8
      OFFSETS:	45-49
       TOKENS:	P11W9-P11W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayhi)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+hi
        GLOSS:	on/above+it/him

 INPUT STRING:	وسمعت
     IS_TRANS:	wsmEt
        INDEX:	P11W9
      OFFSETS:	50-55
       TOKENS:	P11W11-P11W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[samiE-a_1]
   UNSPLITVOC:	(wasamiEotu)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wa+samiE+tu
        GLOSS:	and+hear/listen+I [verb]

 INPUT STRING:	صوت
     IS_TRANS:	Swt
        INDEX:	P11W10
      OFFSETS:	56-59
       TOKENS:	P11W13-P11W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sawot_2]
   UNSPLITVOC:	(Sawot)
          POS:	NOUN
          VOC:	Sawot
        GLOSS:	voice/sound

 INPUT STRING:	صرخات
     IS_TRANS:	SrxAt
        INDEX:	P11W11
      OFFSETS:	60-65
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saroxap_1]
   UNSPLITVOC:	(SaraxAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	Sarax+At
        GLOSS:	shouts/screams+[fem.pl.]

 INPUT STRING:	واصوات
     IS_TRANS:	wASwAt
        INDEX:	P11W12
      OFFSETS:	66-72
       TOKENS:	P11W15-P11W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sawot_2]
   UNSPLITVOC:	(wa>aSowAt)
          POS:	CONJ+NOUN
          VOC:	wa+>aSowAt
        GLOSS:	and+voices/sounds

 INPUT STRING:	متداخلة
     IS_TRANS:	mtdAxlp
        INDEX:	P11W13
      OFFSETS:	73-80
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutadAxil_1]
   UNSPLITVOC:	(mutadAxilap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mutadAxil+ap
        GLOSS:	conflicting/contradictory+[fem.sg.]

 INPUT STRING:	ظننت
     IS_TRANS:	Znnt
        INDEX:	P11W14
      OFFSETS:	81-85
       TOKENS:	P11W18-P11W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Zan~-u_1]
   UNSPLITVOC:	(Zananotu)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Zanan+tu
        GLOSS:	think/believe/presume+I [verb]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P11W15
      OFFSETS:	86-88
       TOKENS:	P11W19-P11W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البداية
     IS_TRANS:	AlbdAyp
        INDEX:	P11W16
      OFFSETS:	89-96
       TOKENS:	P11W20-P11W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bidAyap_1]
   UNSPLITVOC:	(AlbidAyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+bidAy+ap
        GLOSS:	the+beginning/start+[fem.sg.]

 INPUT STRING:	انة
     IS_TRANS:	Anp
        INDEX:	P11W17
      OFFSETS:	97-100
       TOKENS:	P11W21-P11W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~ahu)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	>an~a+hu
        GLOSS:	that+it/he

 INPUT STRING:	صرخات
     IS_TRANS:	SrxAt
        INDEX:	P11W18
      OFFSETS:	101-106
       TOKENS:	P11W23-P11W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saroxap_1]
   UNSPLITVOC:	(SaraxAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	Sarax+At
        GLOSS:	shouts/screams+[fem.pl.]

 INPUT STRING:	لوعة
     IS_TRANS:	lwEp
        INDEX:	P11W19
      OFFSETS:	107-111
       TOKENS:	P11W24-P11W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lawoEap_1]
   UNSPLITVOC:	(lawoEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lawoE+ap
        GLOSS:	anguish/torment+[fem.sg.]

 INPUT STRING:	لميوعة
     IS_TRANS:	lmywEp
        INDEX:	P11W20
      OFFSETS:	112-118
       TOKENS:	P11W25-P11W26
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muyuwEap_1]
   UNSPLITVOC:	(limuyuwEap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+muyuwE+ap
        GLOSS:	for/to+liquid state/softness/flaccidity+[fem.sg.]

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P11W21
      OFFSETS:	119-124
       TOKENS:	P11W27-P11W27
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+judgment/decision/verdict

 INPUT STRING:	وهتافات
     IS_TRANS:	whtAfAt
        INDEX:	P11W22
      OFFSETS:	125-132
       TOKENS:	P11W28-P11W29
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hutAf_1]
   UNSPLITVOC:	(wahutAfAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wa+hutAf+At
        GLOSS:	and+shouting/cheering/shouts+[fem.pl.]

 INPUT STRING:	اعتراض
     IS_TRANS:	AEtrAD
        INDEX:	P11W23
      OFFSETS:	133-139
       TOKENS:	P11W30-P11W30
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iEotirAD_1]
   UNSPLITVOC:	(AiEotirAD)
          POS:	NOUN
          VOC:	{iEotirAD
        GLOSS:	opposition/resistance/insertion

 INPUT STRING:	وثورة
     IS_TRANS:	wvwrp
        INDEX:	P11W24
      OFFSETS:	140-145
       TOKENS:	P11W31-P11W32
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vaworap_1]
   UNSPLITVOC:	(wavaworap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wa+vawor+ap
        GLOSS:	and+revolution/uprising+[fem.sg.]

 INPUT STRING:	ولكم
     IS_TRANS:	wlkm
        INDEX:	P11W25
      OFFSETS:	146-150
       TOKENS:	P11W33-P11W33
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wlkm)
          POS:	NO_FUNC
          VOC:	wlkm
        GLOSS:	nogloss

 INPUT STRING:	صدمت
     IS_TRANS:	Sdmt
        INDEX:	P11W26
      OFFSETS:	151-155
       TOKENS:	P11W34-P11W34
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sadam-i_1]
   UNSPLITVOC:	(Sudimotu)
          POS:	PV_PASS+PVSUFF_SUBJ:1S
          VOC:	Sudim+tu
        GLOSS:	be shocked+I [verb]

 INPUT STRING:	عندما
     IS_TRANS:	EndmA
        INDEX:	P11W27
      OFFSETS:	156-161
       TOKENS:	P11W35-P11W36
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EinodamA_1]
   UNSPLITVOC:	(EindamA)
          POS:	NOUN+CASE_DEF_ACC+SUB_CONJ
          VOC:	Einod+a+mA
        GLOSS:	the time when+[def.acc.]+that

 INPUT STRING:	إنتقلت
     IS_TRANS:	<ntqlt
        INDEX:	P11W28
      OFFSETS:	162-168
       TOKENS:	P11W37-P11W37
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{inotaqal_1]
   UNSPLITVOC:	(Ainotaqalat)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	{inotaqal+at
        GLOSS:	move/transfer+it/they/she [verb]

 INPUT STRING:	الكاميرا
     IS_TRANS:	AlkAmyrA
        INDEX:	P11W29
      OFFSETS:	169-177
       TOKENS:	P11W38-P11W38
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kAmirA_1]
   UNSPLITVOC:	(AlkAmiyrA)
          POS:	DET+NOUN
          VOC:	Al+kAmiyrA
        GLOSS:	the+camera

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P11W30
      OFFSETS:	178-181
       TOKENS:	P11W39-P11W39
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الجمهور
     IS_TRANS:	Aljmhwr
        INDEX:	P11W31
      OFFSETS:	182-189
       TOKENS:	P11W40-P11W40
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jumohuwr_1]
   UNSPLITVOC:	(Aljumohuwr)
          POS:	DET+NOUN
          VOC:	Al+jumohuwr
        GLOSS:	the+multitude/public

 INPUT STRING:	لأرى
     IS_TRANS:	l>rY
        INDEX:	P11W32
      OFFSETS:	190-194
       TOKENS:	P11W41-P11W42
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>aY-a_1]
   UNSPLITVOC:	(li>araY)
          POS:	PREP+IV1S+IV+IVSUFF_MOOD:S
          VOC:	li+>a+raY+(null)
        GLOSS:	for+me to+see/think/believe+[sub.]

 INPUT STRING:	بعينى
     IS_TRANS:	bEynY
        INDEX:	P11W33
