 INPUT STRING:	جميعنا
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PREP
          VOC:	Hat~aY
        GLOSS:	until/up to

 INPUT STRING:	يظهر
     IS_TRANS:	yZhr
        INDEX:	P30W2
      OFFSETS:	4-8
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahar_1]
   UNSPLITVOC:	(yiZohar)
          POS:	IV3MS+IV
          VOC:	yi+Zohar
        GLOSS:	he/it+appear/emerge

 INPUT STRING:	ذلك
     IS_TRANS:	*lk
        INDEX:	P30W3
      OFFSETS:	9-12
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*alik_1]
   UNSPLITVOC:	(*alik)
          POS:	DEM_PRON_MS
          VOC:	*alik
        GLOSS:	that

 INPUT STRING:	الوجه
     IS_TRANS:	Alwjh
        INDEX:	P30W4
      OFFSETS:	13-18
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wajoh_1]
   UNSPLITVOC:	(Alwajoh)
          POS:	DET+NOUN
          VOC:	Al+wajoh
        GLOSS:	the+face/front/faces/side/aspect/sides/aspects

 INPUT STRING:	القبيح
     IS_TRANS:	AlqbyH
        INDEX:	P30W5
      OFFSETS:	19-25
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabiyH_1]
   UNSPLITVOC:	(AlqabiyH)
          POS:	DET+ADJ
          VOC:	Al+qabiyH
        GLOSS:	the+ugly/repulsive/insolent

 INPUT STRING:	الدميم
     IS_TRANS:	Aldmym
        INDEX:	P30W6
      OFFSETS:	26-32
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aldamiym_1]
   UNSPLITVOC:	(Aldamiym)
          POS:	DET+ADJ
          VOC:	Al+damiym
        GLOSS:	the+ugly/deformed

 INPUT STRING:	وتتساقط
     IS_TRANS:	wttsAqT
        INDEX:	P30W7
      OFFSETS:	33-40
       TOKENS:	P30W7-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tasAqaT_1]
   UNSPLITVOC:	(watatasAqaT)
          POS:	CONJ+IV3FS+IV
          VOC:	wa+ta+tasAqaT
        GLOSS:	and+she+co-exist/live together

 INPUT STRING:	ألاقنعه
     IS_TRANS:	>lAqnEh
        INDEX:	P30W8
      OFFSETS:	41-48
       TOKENS:	P30W9-P30W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(AlAqniEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AqniE+ap
        GLOSS:	the+masks+[fem.sg.]

 INPUT STRING:	وتتهاوى
     IS_TRANS:	wtthAwY
        INDEX:	P31W1
      OFFSETS:	0-7
       TOKENS:	P31W1-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tahAwaY_1]
   UNSPLITVOC:	(watatahAwaY)
          POS:	CONJ+IV3FS+IV
          VOC:	wa+ta+tahAwaY
        GLOSS:	and+she+collapse

 INPUT STRING:	المزيفات
     IS_TRANS:	AlmzyfAt
        INDEX:	P31W2
      OFFSETS:	8-16
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muzay~if_1]
   UNSPLITVOC:	(Almuzay~ifAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+muzay~if+At
        GLOSS:	the+forger/counterfeiter+[fem.pl.]

 INPUT STRING:	مهما
     IS_TRANS:	mhmA
        INDEX:	P31W3
      OFFSETS:	17-21
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahomA_1]
   UNSPLITVOC:	(mahomA)
          POS:	REL_PRON
          VOC:	mahomA
        GLOSS:	whatever

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P31W4
      OFFSETS:	22-26
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be/was/were+it/they/she

 INPUT STRING:	درجة
     IS_TRANS:	drjp
        INDEX:	P31W5
      OFFSETS:	27-31
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[darojap_1]
   UNSPLITVOC:	(darojap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	daroj+ap
        GLOSS:	degree/class/rank/grade/level/degrees/classes/ranks+[fem.sg.]

 INPUT STRING:	إتقانها
     IS_TRANS:	<tqAnhA
        INDEX:	P31W6
      OFFSETS:	32-39
       TOKENS:	P31W7-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<itoqAn_1]
   UNSPLITVOC:	(<itoqAnhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	<itoqAn+hA
        GLOSS:	mastery/proficiency+its/their/her

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P31W7
      OFFSETS:	40-41
       TOKENS:	P31W9-P31W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P31W8
      OFFSETS:	41-42
       TOKENS:	P31W10-P31W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P31W9
      OFFSETS:	42-43
       TOKENS:	P31W11-P31W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	رائع
     IS_TRANS:	rA}E
        INDEX:	P32W1
      OFFSETS:	0-4
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rA}iE_1]
   UNSPLITVOC:	(rA}iE)
          POS:	ADJ
          VOC:	rA}iE
        GLOSS:	splendid/marvelous/magnificent/crystal clear/brilliant

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P32W2
      OFFSETS:	5-7
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P32W3
      OFFSETS:	8-12
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	طرح
     IS_TRANS:	TrH
        INDEX:	P33W1
      OFFSETS:	0-3
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaroH_1]
   UNSPLITVOC:	(TaroH)
          POS:	NOUN
          VOC:	TaroH
        GLOSS:	suggestion/proposal/suggestions/proposals

 INPUT STRING:	اكثر
     IS_TRANS:	Akvr
        INDEX:	P33W2
      OFFSETS:	4-8
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akovar_2]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akovar
        GLOSS:	more/most/majority

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P33W3
      OFFSETS:	9-11
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	رائع
     IS_TRANS:	rA}E
        INDEX:	P33W4
      OFFSETS:	12-16
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rA}iE_1]
   UNSPLITVOC:	(rA}iE)
          POS:	ADJ
          VOC:	rA}iE
        GLOSS:	splendid/marvelous/magnificent/crystal clear/brilliant

 INPUT STRING:	تقديرى
     IS_TRANS:	tqdyrY
        INDEX:	P34W1
      OFFSETS:	0-6
       TOKENS:	P34W1-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqodiyr_1]
   UNSPLITVOC:	(taqodiyriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	taqodiyr+iy
        GLOSS:	appreciation/gratitude/in appreciation for/estimate/calculation/appraisal/estimates/calculations+my

 INPUT STRING:	ومرور
     IS_TRANS:	wmrwr
        INDEX:	P35W1
      OFFSETS:	0-5
       TOKENS:	P35W1-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muruwr_1]
   UNSPLITVOC:	(wimuruwr)
          POS:	CONJ+NOUN
          VOC:	wi+muruwr
        GLOSS:	and+going (through)/passing (by)/passing/crossing/traffic

 INPUT STRING:	رائع
     IS_TRANS:	rA}E
        INDEX:	P35W2
      OFFSETS:	6-10
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rA}iE_1]
   UNSPLITVOC:	(rA}iE)
          POS:	ADJ
          VOC:	rA}iE
        GLOSS:	splendid/marvelous/magnificent/crystal clear/brilliant

 INPUT STRING:	كالعاده
     IS_TRANS:	kAlEAdh
        INDEX:	P35W3
      OFFSETS:	11-18
       TOKENS:	P35W4-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdap_1]
   UNSPLITVOC:	(kaAlEAdap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	ka+Al+EAd+ap
        GLOSS:	like/such+the+habit/custom/practice/customs/practices/habits/usually/typically+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P35W4
      OFFSETS:	19-21
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اسماء
     IS_TRANS:	AsmA'
        INDEX:	P35W5
      OFFSETS:	22-27
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AasomA'_1]
   UNSPLITVOC:	(AsomA')
          POS:	NOUN_PROP
          VOC:	AsomA'
        GLOSS:	Asmaa

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P35W6
      OFFSETS:	27-28
       TOKENS:	P35W8-P35W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P35W7
      OFFSETS:	28-29
       TOKENS:	P35W9-P35W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	نورتى
     IS_TRANS:	nwrtY
        INDEX:	P36W1
      OFFSETS:	0-5
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naw~ar_1]
   UNSPLITVOC:	(naw~artiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	naw~ar+tiy
        GLOSS:	shed light/enlighten+you

 INPUT STRING:	امممممم
     IS_TRANS:	Ammmmmm
        INDEX:	P37W1
      OFFSETS:	0-7
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aim_1]
   UNSPLITVOC:	(Aim)
          POS:	INTERJ
          VOC:	Aim
        GLOSS:	used when someone is following a conversation

 INPUT STRING:	تغير
     IS_TRANS:	tgyr
        INDEX:	P38W1
      OFFSETS:	0-4
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagay~ur_1]
   UNSPLITVOC:	(tagay~ur)
          POS:	NOUN
          VOC:	tagay~ur
        GLOSS:	change/variation/changes/variations

 INPUT STRING:	القناع
     IS_TRANS:	AlqnAE
        INDEX:	P38W2
      OFFSETS:	5-11
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(AlqinAE)
          POS:	DET+NOUN
          VOC:	Al+qinAE
        GLOSS:	the+weapons/armor/mask/masks/veils

 INPUT STRING:	هكتفى
     IS_TRANS:	hktfY
        INDEX:	P38W3
      OFFSETS:	12-17
       TOKENS:	P38W3-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiktafaY_1]
   UNSPLITVOC:	(HaAaktifiy)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+ktifiy
        GLOSS:	will+I+suffice

 INPUT STRING:	باللى
     IS_TRANS:	bAllY
        INDEX:	P38W4
      OFFSETS:	18-23
       TOKENS:	P38W5-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(biAlliy)
          POS:	PREP+REL_PRON
          VOC:	bi+Alliy
        GLOSS:	with/by+what

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P38W5
      OFFSETS:	24-27
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	قلته
     IS_TRANS:	qlth
        INDEX:	P38W6
      OFFSETS:	28-32
       TOKENS:	P38W8-P38W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qultuh)
          POS:	PV+PVSUFF_SUBJ:2MS+PVSUFF_DO:3MS
          VOC:	qul+t+uh
        GLOSS:	said/say/be said/(for example)+you+it/him

 INPUT STRING:	عنه
     IS_TRANS:	Enh
        INDEX:	P38W7
      OFFSETS:	33-36
       TOKENS:	P38W10-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~uh)
          POS:	PREP+PRON_3MS
          VOC:	Ean~+uh
        GLOSS:	over/on/about/off+him/it

 INPUT STRING:	فهذا
     IS_TRANS:	fh*A
        INDEX:	P38W8
      OFFSETS:	37-41
       TOKENS:	P38W12-P38W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(fah`*A)
          POS:	RC_PART+DEM_PRON_MS
          VOC:	fa+h`*A
        GLOSS:	so/then+this [masc.sg.]

 INPUT STRING:	غشاً
     IS_TRANS:	g$AF
        INDEX:	P38W9
      OFFSETS:	42-46
       TOKENS:	P38W14-P38W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gi$~_1]
   UNSPLITVOC:	(gi$~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	gi$~+AF
        GLOSS:	cheating+[acc.indef.]

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P39W1
      OFFSETS:	0-3
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to/as for/as far as he (she/it/..etc) is concerned/but/however/yet

 INPUT STRING:	تعديل
     IS_TRANS:	tEdyl
        INDEX:	P39W2
      OFFSETS:	4-9
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEodiyl_1]
   UNSPLITVOC:	(taEodiyl)
          POS:	NOUN
          VOC:	taEodiyl
        GLOSS:	adjustment/change/modification/amendment

 INPUT STRING:	القناع
     IS_TRANS:	AlqnAE
        INDEX:	P39W3
      OFFSETS:	10-16
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(AlqinAE)
          POS:	DET+NOUN
          VOC:	Al+qinAE
        GLOSS:	the+weapons/armor/mask/masks/veils

 INPUT STRING:	هتكلم
     IS_TRANS:	htklm
        INDEX:	P40W1
      OFFSETS:	0-5
       TOKENS:	P40W1-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(HaAatokal~im)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+tokal~im
        GLOSS:	will+I+talk/speak

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P40W2
      OFFSETS:	6-9
       TOKENS:	P40W3-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	شويه
     IS_TRANS:	$wyh
        INDEX:	P40W3
      OFFSETS:	10-14
       TOKENS:	P40W5-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	few/some/a little/several/a few+[fem.sg.]

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P41W1
      OFFSETS:	0-3
       TOKENS:	P41W1-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P41W2
      OFFSETS:	4-7
       TOKENS:	P41W3-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	there is+it/him

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P41W3
      OFFSETS:	8-11
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P41W4
      OFFSETS:	12-16
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous/a lot/very

 INPUT STRING:	بتعترض
     IS_TRANS:	btEtrD
        INDEX:	P41W5
      OFFSETS:	17-23
       TOKENS:	P41W7-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaraD_1]
   UNSPLITVOC:	(bitiEotiriD)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+EotiriD
        GLOSS:	[present-tense]+it/they/she+be inserted in/oppose/object/object to/be opposed to

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P41W6
      OFFSETS:	24-27
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الحكايه
     IS_TRANS:	AlHkAyh
        INDEX:	P41W7
      OFFSETS:	28-35
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HikAyap_1]
   UNSPLITVOC:	(AlHikAyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HikAy+ap
        GLOSS:	the+story/account+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P41W8
      OFFSETS:	36-38
       TOKENS:	P41W11-P41W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P42W1
      OFFSETS:	0-4
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	هخد
     IS_TRANS:	hxd
        INDEX:	P42W2
      OFFSETS:	5-8
       TOKENS:	P42W2-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(HaAaxud)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+xud
        GLOSS:	will+I+take/begin/be taken/convey/treat/chose/receive and gain/marry

 INPUT STRING:	مثال
     IS_TRANS:	mvAl
        INDEX:	P42W3
      OFFSETS:	9-13
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mivAl_1]
   UNSPLITVOC:	(mivAl)
          POS:	NOUN
          VOC:	mivAl
        GLOSS:	example/model/examples/models/proverbs

 INPUT STRING:	بسيط
     IS_TRANS:	bsyT
        INDEX:	P42W4
      OFFSETS:	14-18
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[basiyT_1]
   UNSPLITVOC:	(basiyT)
          POS:	ADJ
          VOC:	basiyT
        GLOSS:	simple/plain/okay/no problem

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P43W1
      OFFSETS:	0-2
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P43W2
      OFFSETS:	3-7
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	example/proverb/for example/proverbs/examples+[acc.indef.]

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P43W3
      OFFSETS:	8-13
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	بتحب
