 INPUT STRING:	مش
        LEMMA:	[EaloyA'_1]
   UNSPLITVOC:	(EaloyA')
          POS:	NOUN
          VOC:	EaloyA'
        GLOSS:	loftiness/upper class

 INPUT STRING:	جري
     IS_TRANS:	jry
        INDEX:	P23W1
      OFFSETS:	0-3
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaraY_1]
   UNSPLITVOC:	(jaraY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	jaraY+(null)
        GLOSS:	happen+he/it

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P23W2
      OFFSETS:	4-7
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyh_1]
   UNSPLITVOC:	(>iyh)
          POS:	INTERROG_PRON
          VOC:	>iyh
        GLOSS:	what

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P24W1
      OFFSETS:	0-4
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	هنحكم
     IS_TRANS:	hnHkm
        INDEX:	P24W2
      OFFSETS:	5-10
       TOKENS:	P24W2-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(HanuHokum)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+nu+Hokum
        GLOSS:	will+we+judge

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P24W3
      OFFSETS:	11-14
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	حشود
     IS_TRANS:	H$wd
        INDEX:	P24W4
      OFFSETS:	15-19
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ha$od_2]
   UNSPLITVOC:	(Hu$uwd)
          POS:	NOUN
          VOC:	Hu$uwd
        GLOSS:	crowds/throngs/gatherings

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P24W5
      OFFSETS:	20-22
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	سلوك
     IS_TRANS:	slwk
        INDEX:	P24W6
      OFFSETS:	23-27
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suluwk_1]
   UNSPLITVOC:	(suluwk)
          POS:	NOUN
          VOC:	suluwk
        GLOSS:	behavior/conduct

 INPUT STRING:	شخص
     IS_TRANS:	$xS
        INDEX:	P24W7
      OFFSETS:	28-31
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	($axoS)
          POS:	NOUN
          VOC:	$axoS
        GLOSS:	individual/person/individuals/persons

 INPUT STRING:	فيهم
     IS_TRANS:	fyhm
        INDEX:	P24W8
      OFFSETS:	32-36
       TOKENS:	P24W9-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhum)
          POS:	PREP+PRON_3P
          VOC:	fiy+hum
        GLOSS:	in+they

 INPUT STRING:	هنقول
     IS_TRANS:	hnqwl
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Haniquwl)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+quwl
        GLOSS:	will+we+said/say/be said/say/(for example)

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P25W2
      OFFSETS:	6-8
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	حشود
     IS_TRANS:	H$wd
        INDEX:	P25W3
      OFFSETS:	9-13
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ha$od_2]
   UNSPLITVOC:	(Hu$uwd)
          POS:	NOUN
          VOC:	Hu$uwd
        GLOSS:	crowds/throngs/gatherings

 INPUT STRING:	طالعه
     IS_TRANS:	TAlEh
        INDEX:	P25W4
      OFFSETS:	14-19
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAliE_1]
   UNSPLITVOC:	(TAloEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	TAloE+ap
        GLOSS:	rising/ascending+[fem.sg.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P25W5
      OFFSETS:	20-24
       TOKENS:	P25W6-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P25W6
      OFFSETS:	25-29
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P25W7
      OFFSETS:	30-34
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	of

 INPUT STRING:	بط
     IS_TRANS:	bT
        INDEX:	P25W8
      OFFSETS:	35-37
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buT~_1]
   UNSPLITVOC:	(buT~)
          POS:	NOUN
          VOC:	buT~
        GLOSS:	duck

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P25W9
      OFFSETS:	38-41
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	عارفه
     IS_TRANS:	EArfh
        INDEX:	P25W10
      OFFSETS:	42-47
       TOKENS:	P25W12-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P25W11
      OFFSETS:	48-52
       TOKENS:	P25W13-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	of

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P25W12
      OFFSETS:	53-56
       TOKENS:	P25W14-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyh_1]
   UNSPLITVOC:	(>iyh)
          POS:	INTERROG_PRON
          VOC:	>iyh
        GLOSS:	what

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P25W13
      OFFSETS:	57-59
       TOKENS:	P25W15-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like

 INPUT STRING:	ماكنتوا
     IS_TRANS:	mAkntwA
        INDEX:	P25W14
      OFFSETS:	60-67
       TOKENS:	P25W16-P25W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_kuntuwA)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:2P
          VOC:	mA+kun+tuwA
        GLOSS:	not+be+you

 INPUT STRING:	بتقولوا
     IS_TRANS:	btqwlwA
        INDEX:	P25W15
      OFFSETS:	68-75
       TOKENS:	P25W18-P25W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bitiquwluwA)
          POS:	PROG_PART+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	bi+ti+quwl+uwA
        GLOSS:	[present-tense]+you+said/say/be said/say/(for example)+we

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P26W1
      OFFSETS:	0-3
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriously

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P26W2
      OFFSETS:	4-7
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	ساعات
     IS_TRANS:	sAEAt
        INDEX:	P26W3
      OFFSETS:	8-13
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	sAE+At
        GLOSS:	hour/time/hours+[fem.pl.]

 INPUT STRING:	بضحك
     IS_TRANS:	bDHk
        INDEX:	P26W4
      OFFSETS:	14-18
       TOKENS:	P26W5-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DiHik_1]
   UNSPLITVOC:	(bAaDoHak)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+DoHak
        GLOSS:	[present-tense]+I+laugh

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W5
      OFFSETS:	19-21
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الاسلوب
     IS_TRANS:	AlAslwb
        INDEX:	P26W6
      OFFSETS:	22-29
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usoluwb_1]
   UNSPLITVOC:	(Al>usoluwb)
          POS:	DET+NOUN
          VOC:	Al+>usoluwb
        GLOSS:	the+style/method/manner

 INPUT STRING:	بحس
     IS_TRANS:	bHs
        INDEX:	P27W1
      OFFSETS:	0-3
       TOKENS:	P27W1-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>aHas~_1]
   UNSPLITVOC:	(bAaHis~)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+His~
        GLOSS:	[present-tense]+I+feel/perceive/be felt/be perceived

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P27W2
      OFFSETS:	4-7
       TOKENS:	P27W3-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P27W3
      OFFSETS:	8-10
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	ينفع
     IS_TRANS:	ynfE
        INDEX:	P27W4
      OFFSETS:	11-15
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafaE_1]
   UNSPLITVOC:	(yinofaE)
          POS:	IV3MS+IV
          VOC:	yi+nofaE
        GLOSS:	he/it+utilize

 INPUT STRING:	نردح
     IS_TRANS:	nrdH
        INDEX:	P27W5
      OFFSETS:	16-20
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[radaH_1]
   UNSPLITVOC:	(nirodaH)
          POS:	IV1P+IV
          VOC:	ni+rodaH
        GLOSS:	we+dance

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P27W6
      OFFSETS:	21-24
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be+we

 INPUT STRING:	ردحنا
     IS_TRANS:	rdHnA
        INDEX:	P27W7
      OFFSETS:	25-30
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[radaH_1]
   UNSPLITVOC:	(rdiHnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	rdiH+nA
        GLOSS:	dance+we [verb]

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P28W1
      OFFSETS:	0-3
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	متقسمين
     IS_TRANS:	mtqsmyn
        INDEX:	P28W2
      OFFSETS:	4-11
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoqas~im_1]
   UNSPLITVOC:	(mitoqas~imiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	mitoqas~im+iyn
        GLOSS:	divided+[masc.pl.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P29W1
      OFFSETS:	0-2
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P29W2
      OFFSETS:	3-7
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	الاوقات
     IS_TRANS:	AlAwqAt
        INDEX:	P29W3
      OFFSETS:	8-15
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(Al>awqAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+>awq+At
        GLOSS:	the+moments/times+[fem.pl.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P29W4
      OFFSETS:	16-20
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P29W5
      OFFSETS:	21-25
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	نكون
     IS_TRANS:	nkwn
        INDEX:	P29W6
      OFFSETS:	26-30
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(nikuwn)
          POS:	IV1P+IV
          VOC:	ni+kuwn
        GLOSS:	we+be

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P29W7
      OFFSETS:	31-35
       TOKENS:	P29W7-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+she/it

 INPUT STRING:	متكاتفين
     IS_TRANS:	mtkAtfyn
        INDEX:	P29W8
      OFFSETS:	36-44
       TOKENS:	P29W9-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitokAtif_1]
   UNSPLITVOC:	(mitokAtofiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	mitokAtof+iyn
        GLOSS:	mutually supportive+[masc.pl.]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P30W1
      OFFSETS:	0-4
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P30W2
      OFFSETS:	5-9
       TOKENS:	P30W2-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~inA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~i+nA
        GLOSS:	all+our

 INPUT STRING:	مصريين
     IS_TRANS:	mSryyn
        INDEX:	P30W3
      OFFSETS:	10-16
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(maSoriyiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	maSoriy+iyn
        GLOSS:	Egyptians+[masc.pl.]

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(balA$)
          POS:	NEG_PART
          VOC:	balA$
        GLOSS:	not

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P31W2
      OFFSETS:	5-9
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	يكرمكوا
     IS_TRANS:	ykrmkwA
        INDEX:	P31W3
      OFFSETS:	10-17
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ykrmkwA)
          POS:	NO_FUNC
          VOC:	ykrmkwA
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P31W4
      OFFSETS:	18-20
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	يحصل
     IS_TRANS:	yHSl
        INDEX:	P31W5
      OFFSETS:	21-25
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(yiHoSal)
          POS:	IV3MS+IV
          VOC:	yi+HoSal
        GLOSS:	he/it+occur/happen/take place

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P32W1
      OFFSETS:	0-4
       TOKENS:	P32W1-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يهدي
     IS_TRANS:	yhdy
        INDEX:	P32W2
      OFFSETS:	5-9
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[had~aY_1]
   UNSPLITVOC:	(yihad~iy)
          POS:	IV3MS+IV
          VOC:	yi+had~iy
        GLOSS:	he/it+calm down

 INPUT STRING:	سركوا
     IS_TRANS:	srkwA
        INDEX:	P32W3
      OFFSETS:	10-15
       TOKENS:	P32W4-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sir~_1]
   UNSPLITVOC:	(sir~ukuw)
          POS:	NOUN+POSS_PRON_2P
          VOC:	sir~u+kuw
        GLOSS:	secret+your

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P32W4
      OFFSETS:	16-20
       TOKENS:	P32W6-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yArab~)
          POS:	VOC_PART+NOUN
          VOC:	yaA+rab~
        GLOSS:	oh+lord/master

 INPUT STRING:	ويحفاظكو
     IS_TRANS:	wyHfAZkw
        INDEX:	P32W5
      OFFSETS:	21-29
       TOKENS:	P32W8-P32W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HafiZ_1]
   UNSPLITVOC:	(wiyiHfAZkuw)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:2P
          VOC:	wi+yi+HfAZk+uw
        GLOSS:	and+he/it+protect+you [pl.] [verb]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P32W6
      OFFSETS:	30-32
       TOKENS:	P32W11-P32W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	العين
     IS_TRANS:	AlEyn
        INDEX:	P32W7
      OFFSETS:	33-38
       TOKENS:	P32W12-P32W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eayn_1]
   UNSPLITVOC:	(AlEayn)
          POS:	DET+NOUN
          VOC:	Al+Eayn
        GLOSS:	the+eye/eyes/water spring/water source/water springs/water sources/notables/VIP's/Aain

 INPUT STRING:	طبيعى
     IS_TRANS:	TbyEY
        INDEX:	P33W1
      OFFSETS:	0-5
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TabiyEiy_1]
   UNSPLITVOC:	(TabiyEiy)
          POS:	ADJ
          VOC:	TabiyEiy
        GLOSS:	natural

 INPUT STRING:	يحصل
     IS_TRANS:	yHSl
        INDEX:	P33W2
      OFFSETS:	6-10
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(yiHoSal)
          POS:	IV3MS+IV
          VOC:	yi+HoSal
