 INPUT STRING:	هل
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	ها
     IS_TRANS:	hA
        INDEX:	P18W6
      OFFSETS:	24-26
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hA_1]
   UNSPLITVOC:	(hA)
          POS:	DEM_PRON
          VOC:	hA
        GLOSS:	this

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P18W7
      OFFSETS:	27-29
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she/it

 INPUT STRING:	أكبر
     IS_TRANS:	>kbr
        INDEX:	P18W8
      OFFSETS:	30-34
       TOKENS:	P18W9-P18W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akobar_1]
   UNSPLITVOC:	(>akobar)
          POS:	ADJ_COMP
          VOC:	>akobar
        GLOSS:	larger/largest/greater/greatest

 INPUT STRING:	وأقوي
     IS_TRANS:	w>qwy
        INDEX:	P18W9
      OFFSETS:	35-40
       TOKENS:	P18W10-P18W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqowaY_1]
   UNSPLITVOC:	(wi>aqowaY)
          POS:	CONJ+ADJ_COMP
          VOC:	wi+>aqowaY
        GLOSS:	and+stronger/strongest/more/most powerful

 INPUT STRING:	دولة
     IS_TRANS:	dwlp
        INDEX:	P18W10
      OFFSETS:	41-45
       TOKENS:	P18W12-P18W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(dawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawl+ap
        GLOSS:	state/country/states/countries+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P18W11
      OFFSETS:	46-48
       TOKENS:	P18W13-P18W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المنطقة
     IS_TRANS:	AlmnTqp
        INDEX:	P18W12
      OFFSETS:	49-56
       TOKENS:	P18W14-P18W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoTiqap_1]
   UNSPLITVOC:	(AlmanoTiqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+manoTiq+ap
        GLOSS:	the+area/zone/territory+[fem.sg.]

 INPUT STRING:	يتم
     IS_TRANS:	ytm
        INDEX:	P18W13
      OFFSETS:	57-60
       TOKENS:	P18W15-P18W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(yatim~)
          POS:	IV3MS+IV
          VOC:	ya+tim~
        GLOSS:	he/it+conclude/take place

 INPUT STRING:	تدمير
     IS_TRANS:	tdmyr
        INDEX:	P18W14
      OFFSETS:	61-66
       TOKENS:	P18W16-P18W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tadomiyr_1]
   UNSPLITVOC:	(tadomiyr)
          POS:	NOUN
          VOC:	tadomiyr
        GLOSS:	destruction/annihilation

 INPUT STRING:	اكبر
     IS_TRANS:	Akbr
        INDEX:	P18W15
      OFFSETS:	67-71
       TOKENS:	P18W17-P18W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akobar_1]
   UNSPLITVOC:	(>akobar)
          POS:	ADJ_COMP
          VOC:	>akobar
        GLOSS:	larger/largest/greater/greatest

 INPUT STRING:	مستودع
     IS_TRANS:	mstwdE
        INDEX:	P18W16
      OFFSETS:	72-78
       TOKENS:	P18W18-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotawdaE_1]
   UNSPLITVOC:	(musotawdaE)
          POS:	NOUN
          VOC:	musotawdaE
        GLOSS:	repository/storehouse

 INPUT STRING:	ذخيرة
     IS_TRANS:	*xyrp
        INDEX:	P18W17
      OFFSETS:	79-84
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*axiyrap_1]
   UNSPLITVOC:	(*axiyrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	*axiyr+ap
        GLOSS:	ammunition/treasure/provisions+[fem.sg.]

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P18W18
      OFFSETS:	85-88
       TOKENS:	P18W20-P18W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to+she/it

 INPUT STRING:	لجيشها
     IS_TRANS:	ljy$hA
        INDEX:	P18W19
      OFFSETS:	89-95
       TOKENS:	P18W22-P18W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(lijay$ahA)
          POS:	PREP+NOUN+POSS_PRON_3FS
          VOC:	li+jay$+hA
        GLOSS:	for/to+army/troops+its/their/her

 INPUT STRING:	الثاني
     IS_TRANS:	AlvAny
        INDEX:	P18W20
      OFFSETS:	96-102
       TOKENS:	P18W25-P18W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(AlvAniy)
          POS:	DET+ADJ_NUM
          VOC:	Al+vAniy
        GLOSS:	the+second/next

 INPUT STRING:	الميداني
     IS_TRANS:	AlmydAny
        INDEX:	P18W21
      OFFSETS:	103-111
       TOKENS:	P18W26-P18W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maydAniy_1]
   UNSPLITVOC:	(AlmaydAniy)
          POS:	DET+ADJ
          VOC:	Al+maydAniy
        GLOSS:	the+field

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P18W22
      OFFSETS:	112-113
       TOKENS:	P18W27-P18W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	فما
     IS_TRANS:	fmA
        INDEX:	P18W23
      OFFSETS:	114-117
       TOKENS:	P18W28-P18W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(famA)
          POS:	CONJ+INTERROG_PRON
          VOC:	fa+mA
        GLOSS:	so/and+what/which

 INPUT STRING:	بالكم
     IS_TRANS:	bAlkm
        INDEX:	P18W24
      OFFSETS:	118-123
       TOKENS:	P18W30-P18W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAl_1]
   UNSPLITVOC:	(bAlkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	bAl+kum
        GLOSS:	mind/attention+your

 INPUT STRING:	أنتم
     IS_TRANS:	>ntm
        INDEX:	P18W25
      OFFSETS:	124-128
       TOKENS:	P18W32-P18W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotum_1]
   UNSPLITVOC:	(Ainotum)
          POS:	PRON_2P
          VOC:	Ainotum
        GLOSS:	you [masc.pl.]

 INPUT STRING:	الآخرين
     IS_TRANS:	Al|xryn
        INDEX:	P18W26
      OFFSETS:	129-136
       TOKENS:	P18W33-P18W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|xar_1]
   UNSPLITVOC:	(Al|xariyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+|xar+iyn
        GLOSS:	the+other/another+two

 INPUT STRING:	بما
     IS_TRANS:	bmA
        INDEX:	P18W27
      OFFSETS:	137-140
       TOKENS:	P18W34-P18W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(bimA)
          POS:	PREP+SUB_CONJ
          VOC:	bi+mA
        GLOSS:	with+that

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P18W28
      OFFSETS:	141-143
       TOKENS:	P18W36-P18W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(qado)
          POS:	VERB_PART
          VOC:	qado
        GLOSS:	may, might, perhaps, maybe, possibly, probably

 INPUT STRING:	نحدثه
     IS_TRANS:	nHdvh
        INDEX:	P18W29
      OFFSETS:	144-149
       TOKENS:	P18W37-P18W38
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aHodav_1]
   UNSPLITVOC:	(nuHodivuhu)
          POS:	IV1P+IV+IVSUFF_MOOD:I+IVSUFF_DO:3MS
          VOC:	nu+Hodiv+u+hu
        GLOSS:	we+cause/bring about+[ind.]+it/him

 INPUT STRING:	بكم
     IS_TRANS:	bkm
        INDEX:	P18W30
      OFFSETS:	150-153
       TOKENS:	P18W39-P18W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bikum)
          POS:	PREP+PRON_2P
          VOC:	bi+kum
        GLOSS:	with/by+you [masc.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P18W31
      OFFSETS:	154-155
       TOKENS:	P18W41-P18W41
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وهل
     IS_TRANS:	whl
        INDEX:	P19W1
      OFFSETS:	0-3
       TOKENS:	P19W1-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(wahal)
          POS:	CONJ+INTERROG_PART
          VOC:	wa+hal
        GLOSS:	and+do?/is?

 INPUT STRING:	تكون
     IS_TRANS:	tkwn
        INDEX:	P19W2
      OFFSETS:	4-8
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(tikuwn)
          POS:	IV3FS+IV
          VOC:	ti+kuwn
        GLOSS:	it/they/she+be

 INPUT STRING:	رسالة
     IS_TRANS:	rsAlp
        INDEX:	P19W3
      OFFSETS:	9-14
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[risAlap_1]
   UNSPLITVOC:	(risAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	risAl+ap
        GLOSS:	letter/communication/dissertation/letters/messages+[fem.sg.]

 INPUT STRING:	إلي
     IS_TRANS:	<ly
        INDEX:	P19W4
      OFFSETS:	15-18
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P19W5
      OFFSETS:	19-22
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P19W6
      OFFSETS:	23-25
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	تسحب
     IS_TRANS:	tsHb
        INDEX:	P19W7
      OFFSETS:	26-30
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saHab_1]
   UNSPLITVOC:	(tisoHab)
          POS:	IV3FS+IV
          VOC:	ti+soHab
        GLOSS:	it/they/she+withdraw/pull out/be pulled out/be withdrawn

 INPUT STRING:	تأييدها
     IS_TRANS:	t>yydhA
        INDEX:	P19W8
      OFFSETS:	31-38
       TOKENS:	P19W9-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>oyiyd_1]
   UNSPLITVOC:	(ta>oyiydhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	ta>oyiyd+hA
        GLOSS:	support/approval/assistance+its/their/her

 INPUT STRING:	لضرب
     IS_TRANS:	lDrb
        INDEX:	P19W9
      OFFSETS:	39-43
       TOKENS:	P19W11-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darob_1]
   UNSPLITVOC:	(liDarob)
          POS:	PREP+NOUN
          VOC:	li+Darob
        GLOSS:	for/to+strike/attack/bombardment

 INPUT STRING:	إيران
     IS_TRANS:	<yrAn
        INDEX:	P19W10
      OFFSETS:	44-49
       TOKENS:	P19W13-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyrAn_1]
   UNSPLITVOC:	(<iyrAn)
          POS:	NOUN_PROP
          VOC:	<iyrAn
        GLOSS:	Iran

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P19W11
      OFFSETS:	50-51
       TOKENS:	P19W14-P19W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P19W12
      OFFSETS:	52-54
       TOKENS:	P19W15-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P19W13
      OFFSETS:	55-58
       TOKENS:	P19W16-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الأقل
     IS_TRANS:	Al>ql
        INDEX:	P19W14
      OFFSETS:	59-64
       TOKENS:	P19W17-P19W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqal~_1]
   UNSPLITVOC:	(Al>aqal~)
          POS:	DET+ADJ_COMP
          VOC:	Al+>aqal~
        GLOSS:	the+least/smallest/minimum

 INPUT STRING:	الالتزام
     IS_TRANS:	AlAltzAm
        INDEX:	P19W15
      OFFSETS:	65-73
       TOKENS:	P19W18-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilotizAm_1]
   UNSPLITVOC:	(AlAilotizAm)
          POS:	DET+NOUN
          VOC:	Al+AilotizAm
        GLOSS:	the+commitment/obligation

 INPUT STRING:	بالحيادية
     IS_TRANS:	bAlHyAdyp
        INDEX:	P19W16
      OFFSETS:	74-83
       TOKENS:	P19W19-P19W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HiyAdiy~ap_1]
   UNSPLITVOC:	(biAlHiyAdiy~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+HiyAdiy~+ap
        GLOSS:	with/by+the+neutrality+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W17
      OFFSETS:	84-85
       TOKENS:	P19W21-P19W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	أم
     IS_TRANS:	>m
        INDEX:	P20W1
      OFFSETS:	0-2
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>amo_1]
   UNSPLITVOC:	(>amo)
          POS:	CONJ
          VOC:	>amo
        GLOSS:	or

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P20W2
      OFFSETS:	3-5
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	حدث
     IS_TRANS:	Hdv
        INDEX:	P20W3
      OFFSETS:	6-9
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Hadav)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Hadav+(null)
        GLOSS:	happen+he/it

 INPUT STRING:	مجرد
     IS_TRANS:	mjrd
        INDEX:	P20W4
      OFFSETS:	10-14
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(mujar~ad)
          POS:	NOUN
          VOC:	mujar~ad
        GLOSS:	nothing but/mere

 INPUT STRING:	إهمال
     IS_TRANS:	<hmAl
        INDEX:	P20W5
      OFFSETS:	15-20
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ihomAl_1]
   UNSPLITVOC:	(<ihomAl)
          POS:	NOUN
          VOC:	<ihomAl
        GLOSS:	neglect/oversight/carelessness

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P20W6
      OFFSETS:	21-23
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	خطأ
     IS_TRANS:	xT>
        INDEX:	P20W7
      OFFSETS:	24-27
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTa>_1]
   UNSPLITVOC:	(xaTa>)
          POS:	NOUN
          VOC:	xaTa>
        GLOSS:	mistake/error/fault

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P20W8
      OFFSETS:	28-30
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المسئولين
     IS_TRANS:	Alms}wlyn
        INDEX:	P20W9
      OFFSETS:	31-40
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso}uwl_1]
   UNSPLITVOC:	(Almaso}uwliyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+maso}uwl+iyn
        GLOSS:	the+responsible+two

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P20W10
      OFFSETS:	41-43
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	مستودع
     IS_TRANS:	mstwdE
        INDEX:	P20W11
      OFFSETS:	44-50
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotawdaE_1]
   UNSPLITVOC:	(musotawdaE)
          POS:	NOUN
          VOC:	musotawdaE
        GLOSS:	repository/storehouse

 INPUT STRING:	الذخيرة
     IS_TRANS:	Al*xyrp
        INDEX:	P20W12
      OFFSETS:	51-58
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*axiyrap_1]
   UNSPLITVOC:	(Al*~axiyrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+*axiyr+ap
        GLOSS:	the+ammunition/treasure/provisions+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W13
      OFFSETS:	59-60
       TOKENS:	P20W13-P20W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayo_1]
   UNSPLITVOC:	(>ayo)
          POS:	PART
          VOC:	>ayo
        GLOSS:	that is to say

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P21W2
      OFFSETS:	3-6
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P21W3
      OFFSETS:	7-9
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	تسبب
     IS_TRANS:	tsbb
        INDEX:	P21W4
      OFFSETS:	10-14
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tasab~ab_1]
   UNSPLITVOC:	(tasab~ab)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	tasab~ab+(null)
        GLOSS:	cause/lead to/result in+

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P21W5
      OFFSETS:	15-17
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الانفجار
     IS_TRANS:	AlAnfjAr
        INDEX:	P21W6
      OFFSETS:	18-26
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinofijAr_1]
   UNSPLITVOC:	(AlAinofijAr)
          POS:	DET+NOUN
          VOC:	Al+AinofijAr
        GLOSS:	the+explosion/detonation

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P21W7
      OFFSETS:	27-29
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P21W8
      OFFSETS:	30-32
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P21W9
      OFFSETS:	33-36
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	وراءه
     IS_TRANS:	wrA'h
        INDEX:	P21W10
      OFFSETS:	37-42
       TOKENS:	P21W10-P21W11
