 INPUT STRING:	فعلا
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same/self/selves

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P10W36
      OFFSETS:	166-172
       TOKENS:	P10W46-P10W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+methodology/system/order/methodologies/systems

 INPUT STRING:	مدرسين
     IS_TRANS:	mdrsyn
        INDEX:	P10W37
      OFFSETS:	173-179
       TOKENS:	P10W47-P10W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudar~is_1]
   UNSPLITVOC:	(mudar~isiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	mudar~is+iyn
        GLOSS:	instructor/teacher+[masc.pl]

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P10W38
      OFFSETS:	180-183
       TOKENS:	P10W48-P10W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P10W39
      OFFSETS:	184-188
       TOKENS:	P10W49-P10W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	بيديروا
     IS_TRANS:	bydyrwA
        INDEX:	P10W40
      OFFSETS:	189-196
       TOKENS:	P10W50-P10W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adAr_1]
   UNSPLITVOC:	(biyidiyruwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+diyr+uwA
        GLOSS:	[present-tense]+they+direct/manage/conduct+we

 INPUT STRING:	الامر
     IS_TRANS:	AlAmr
        INDEX:	P10W41
      OFFSETS:	197-202
       TOKENS:	P10W52-P10W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(Al>amor)
          POS:	DET+NOUN
          VOC:	Al+>amor
        GLOSS:	the+matter/issue/matters/issues

 INPUT STRING:	ومفيش
     IS_TRANS:	wmfy$
        INDEX:	P10W42
      OFFSETS:	203-208
       TOKENS:	P10W53-P10W53
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wmfy$)
          POS:	NO_FUNC
          VOC:	wmfy$
        GLOSS:	nogloss

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P10W43
      OFFSETS:	209-213
       TOKENS:	P10W54-P10W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P10W44
      OFFSETS:	214-219
       TOKENS:	P10W55-P10W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(AisomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Aisom+hA
        GLOSS:	name+its/their/her

 INPUT STRING:	مدرس
     IS_TRANS:	mdrs
        INDEX:	P10W45
      OFFSETS:	220-224
       TOKENS:	P10W57-P10W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudar~is_1]
   UNSPLITVOC:	(mudar~is)
          POS:	NOUN
          VOC:	mudar~is
        GLOSS:	instructor/teacher

 INPUT STRING:	يستقصد
     IS_TRANS:	ystqSd
        INDEX:	P10W46
      OFFSETS:	225-231
       TOKENS:	P10W58-P10W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotaqoSad_1]
   UNSPLITVOC:	(yisotaqoSad)
          POS:	IV3MS+IV
          VOC:	yi+sotaqoSad
        GLOSS:	he/it+oppress/brutalize/persecute

 INPUT STRING:	تلميذ
     IS_TRANS:	tlmy*
        INDEX:	P10W47
      OFFSETS:	232-237
       TOKENS:	P10W59-P10W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tilomiy*_1]
   UNSPLITVOC:	(tilomiy*)
          POS:	NOUN
          VOC:	tilomiy*
        GLOSS:	student/pupil

 INPUT STRING:	ويسقطوا
     IS_TRANS:	wysqTwA
        INDEX:	P10W48
      OFFSETS:	238-245
       TOKENS:	P10W60-P10W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[saq~aT_1]
   UNSPLITVOC:	(wiyisaq~aTuh)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	wi+yi+saq~aT+uh
        GLOSS:	and+he/it+fall/drop+it/him

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P10W49
      OFFSETS:	246-248
       TOKENS:	P10W63-P10W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الماده
     IS_TRANS:	AlmAdh
        INDEX:	P10W50
      OFFSETS:	249-255
       TOKENS:	P10W64-P10W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAd~ap_1]
   UNSPLITVOC:	(AlmAd~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mAd~+ap
        GLOSS:	the+subject/topic+[fem.sg.]

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P11W1
      OFFSETS:	1-7
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+later/next

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P11W2
      OFFSETS:	8-10
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الجامعه
     IS_TRANS:	AljAmEh
        INDEX:	P11W3
      OFFSETS:	11-18
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmoEap_1]
   UNSPLITVOC:	(AljAmoEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jAmoE+ap
        GLOSS:	the+university+[fem.sg.]

 INPUT STRING:	بنات
     IS_TRANS:	bnAt
        INDEX:	P11W4
      OFFSETS:	19-23
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(banAt)
          POS:	NOUN
          VOC:	banAt
        GLOSS:	daughter/girl/daughters/girls

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P11W5
      OFFSETS:	24-27
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	اعز
     IS_TRANS:	AEz
        INDEX:	P11W6
      OFFSETS:	28-31
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaz~_1]
   UNSPLITVOC:	(AaEiz~)
          POS:	IV1S+IV
          VOC:	Aa+Eiz~
        GLOSS:	I+ascribe/blame

 INPUT STRING:	بالله
     IS_TRANS:	bAllh
        INDEX:	P11W7
      OFFSETS:	32-37
       TOKENS:	P11W8-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(biAll~ah)
          POS:	PREP+NOUN
          VOC:	bi+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P11W8
      OFFSETS:	38-42
       TOKENS:	P11W10-P11W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يحفظنا
     IS_TRANS:	yHfZnA
        INDEX:	P11W9
      OFFSETS:	43-49
       TOKENS:	P11W12-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HafaZ_1]
   UNSPLITVOC:	(yiHofaZnA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+HofaZ+nA
        GLOSS:	he/it+preserve/protect/maintain+us

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P11W10
      OFFSETS:	50-54
       TOKENS:	P11W14-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhum)
          POS:	PREP+PRON_3P
          VOC:	min+hum
        GLOSS:	from+they

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P11W11
      OFFSETS:	55-59
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	NOUN
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P11W12
      OFFSETS:	60-64
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P11W13
      OFFSETS:	65-68
       TOKENS:	P11W18-P11W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be+we

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P11W14
      OFFSETS:	69-71
       TOKENS:	P11W19-P11W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الثانوى
     IS_TRANS:	AlvAnwY
        INDEX:	P11W15
      OFFSETS:	72-79
       TOKENS:	P11W20-P11W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAnawiy_1]
   UNSPLITVOC:	(Alv~Anawiy)
          POS:	DET+ADJ
          VOC:	Al+vAnawiy
        GLOSS:	the+secondary

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P11W16
      OFFSETS:	80-83
       TOKENS:	P11W21-P11W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P11W17
      OFFSETS:	84-86
       TOKENS:	P11W23-P11W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P11W18
      OFFSETS:	87-91
       TOKENS:	P11W24-P11W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(>ay~Am)
          POS:	NOUN
          VOC:	>ay~Am
        GLOSS:	today/some day/ever/days

 INPUT STRING:	الدراسه
     IS_TRANS:	AldrAsh
        INDEX:	P11W19
      OFFSETS:	92-99
       TOKENS:	P11W25-P11W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dirAsap_1]
   UNSPLITVOC:	(Ald~irAsap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dirAs+ap
        GLOSS:	the+study/studies/research+[fem.sg.]

 INPUT STRING:	محميين
     IS_TRANS:	mHmyyn
        INDEX:	P11W20
      OFFSETS:	100-106
       TOKENS:	P11W26-P11W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomiy_1]
   UNSPLITVOC:	(maHomiyiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	maHomiy+iyn
        GLOSS:	protected/protectorate+[masc.pl]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P11W21
      OFFSETS:	107-109
       TOKENS:	P11W27-P11W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	البنات
     IS_TRANS:	AlbnAt
        INDEX:	P11W22
      OFFSETS:	110-116
       TOKENS:	P11W28-P11W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(AlbanAt)
          POS:	DET+NOUN
          VOC:	Al+banAt
        GLOSS:	the+daughter/girl/daughters/girls

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P11W23
      OFFSETS:	117-121
       TOKENS:	P11W29-P11W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	تبع
     IS_TRANS:	tbE
        INDEX:	P11W24
      OFFSETS:	122-125
       TOKENS:	P11W30-P11W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tabaE_1]
   UNSPLITVOC:	(tabaE)
          POS:	NOUN
          VOC:	tabaE
        GLOSS:	follower/subordinate/followers/partisans/according (to)/pursuant (to)

 INPUT STRING:	مصلحتهم
     IS_TRANS:	mSlHthm
        INDEX:	P11W25
      OFFSETS:	126-133
       TOKENS:	P11W31-P11W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSolaHap_1]
   UNSPLITVOC:	(maSolaHithum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	maSolaH+ap+hum
        GLOSS:	interest/advantage/favor+[fem.sg.]+their

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P11W26
      OFFSETS:	134-139
       TOKENS:	P11W33-P11W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+also/too

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P11W27
      OFFSETS:	140-142
       TOKENS:	P11W35-P11W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الدكاتره
     IS_TRANS:	AldkAtrh
        INDEX:	P11W28
      OFFSETS:	143-151
       TOKENS:	P11W36-P11W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dukotuwr_1]
   UNSPLITVOC:	(Ald~akAtorap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dakAtor+ap
        GLOSS:	the+doctors+[fem.sg.]

 INPUT STRING:	الرهاب
     IS_TRANS:	AlrhAb
        INDEX:	P11W29
      OFFSETS:	152-158
       TOKENS:	P11W37-P11W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rahiyb_1]
   UNSPLITVOC:	(Alr~uhAb)
          POS:	DET+ADJ
          VOC:	Al+ruhAb
        GLOSS:	the+dreadful/fearful/serious

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P11W30
      OFFSETS:	159-164
       TOKENS:	P11W38-P11W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+also/too

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P11W31
      OFFSETS:	165-167
       TOKENS:	P11W40-P11W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P11W32
      OFFSETS:	168-172
       TOKENS:	P11W41-P11W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P11W33
      OFFSETS:	173-176
       TOKENS:	P11W42-P11W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P11W34
      OFFSETS:	177-180
       TOKENS:	P11W43-P11W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P11W35
      OFFSETS:	181-185
       TOKENS:	P11W44-P11W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	تخطط
     IS_TRANS:	txTT
        INDEX:	P11W36
      OFFSETS:	186-190
       TOKENS:	P11W45-P11W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaT~aT_1]
   UNSPLITVOC:	(tixaT~aT)
          POS:	IV2MS+IV
          VOC:	ti+xaT~aT
        GLOSS:	you+plan/make plans/draw lines/demarcate

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P11W37
      OFFSETS:	191-194
       TOKENS:	P11W46-P11W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	for/to+it/them/her

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P11W38
      OFFSETS:	195-199
       TOKENS:	P11W48-P11W48
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mfy$)
          POS:	NO_FUNC
          VOC:	mfy$
        GLOSS:	nogloss

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P11W39
      OFFSETS:	200-202
       TOKENS:	P11W49-P11W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN_NUM
          VOC:	Had~
        GLOSS:	one/individual

 INPUT STRING:	يخططلك
     IS_TRANS:	yxTTlk
        INDEX:	P11W40
      OFFSETS:	203-209
       TOKENS:	P11W50-P11W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaT~aT_1]
   UNSPLITVOC:	(yixaT~aT_lak)
          POS:	IV3MS+IV+PREP+PRON_2MS
          VOC:	yi+xaT~aT+li+ak
        GLOSS:	he/it+plan/make plans/draw lines/demarcate+to/for+you

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P11W41
      OFFSETS:	210-212
       TOKENS:	P11W53-P11W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	يقولك
     IS_TRANS:	yqwlk
        INDEX:	P11W42
      OFFSETS:	213-218
       TOKENS:	P11W54-P11W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwlak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+quwl+ak
        GLOSS:	he/it+said/say/be said/say/(for example)+you

 INPUT STRING:	زاكر
     IS_TRANS:	zAkr
        INDEX:	P11W43
      OFFSETS:	219-223
       TOKENS:	P11W56-P11W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*Akir_1]
   UNSPLITVOC:	(*Akir)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	*Akir+(null)
        GLOSS:	study+you

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P11W44
      OFFSETS:	224-226
       TOKENS:	P11W57-P11W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P11W45
      OFFSETS:	227-229
       TOKENS:	P11W58-P11W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P11W46
      OFFSETS:	230-232
       TOKENS:	P11W59-P11W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P12W1
      OFFSETS:	1-6
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+also/too

 INPUT STRING:	المشكله
     IS_TRANS:	Alm$klh
        INDEX:	P12W2
      OFFSETS:	7-14
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue+[fem.sg.]

 INPUT STRING:	الكبرى
     IS_TRANS:	AlkbrY
        INDEX:	P12W3
      OFFSETS:	15-21
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akobar_1]
   UNSPLITVOC:	(AlkuboraY)
          POS:	DET+ADJ_COMP
          VOC:	Al+kuboraY
        GLOSS:	the+larger/largest/greater/greatest

