 INPUT STRING:	بصراحة
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P99W7
      OFFSETS:	18-19
       TOKENS:	P99W7-P99W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	شفت
     IS_TRANS:	$ft
        INDEX:	P99W8
      OFFSETS:	19-22
       TOKENS:	P99W8-P99W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uft)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	$uf+t
        GLOSS:	look+you

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P99W9
      OFFSETS:	23-26
       TOKENS:	P99W9-P99W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	لقاء
     IS_TRANS:	lqA'
        INDEX:	P99W10
      OFFSETS:	27-31
       TOKENS:	P99W10-P99W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liqA'_1]
   UNSPLITVOC:	(liqA')
          POS:	NOUN
          VOC:	liqA'
        GLOSS:	meeting/encounter/interview/meetings/encounters/interviews

 INPUT STRING:	بيقول
     IS_TRANS:	byqwl
        INDEX:	P99W11
      OFFSETS:	32-37
       TOKENS:	P99W11-P99W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwl)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+quwl
        GLOSS:	[present-tense]+he/it+said/say/be said/say/(for example)

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P99W12
      OFFSETS:	38-44
       TOKENS:	P99W13-P99W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+regime/government

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P99W13
      OFFSETS:	45-47
       TOKENS:	P99W14-P99W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P99W14
      OFFSETS:	48-51
       TOKENS:	P99W15-P99W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	حيسقط
     IS_TRANS:	HysqT
        INDEX:	P99W15
      OFFSETS:	52-57
       TOKENS:	P99W16-P99W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saq~aT_1]
   UNSPLITVOC:	(Hayisaq~aT)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+saq~aT
        GLOSS:	will+he/it+fall/fail

 INPUT STRING:	حيسقط
     IS_TRANS:	HysqT
        INDEX:	P99W16
      OFFSETS:	58-63
       TOKENS:	P99W18-P99W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saq~aT_1]
   UNSPLITVOC:	(Hayisaq~aT)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+saq~aT
        GLOSS:	will+he/it+fall/fail

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P99W17
      OFFSETS:	63-64
       TOKENS:	P99W20-P99W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P99W18
      OFFSETS:	64-65
       TOKENS:	P99W21-P99W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P99W19
      OFFSETS:	66-68
       TOKENS:	P99W22-P99W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الفساد
     IS_TRANS:	AlfsAd
        INDEX:	P99W20
      OFFSETS:	69-75
       TOKENS:	P99W23-P99W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fasAd_1]
   UNSPLITVOC:	(AlfasAd)
          POS:	DET+NOUN
          VOC:	Al+fasAd
        GLOSS:	the+corruption

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P99W21
      OFFSETS:	76-77
       TOKENS:	P99W24-P99W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	العفن
     IS_TRANS:	AlEfn
        INDEX:	P99W22
      OFFSETS:	78-83
       TOKENS:	P99W25-P99W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eafan_1]
   UNSPLITVOC:	(AlEafan)
          POS:	DET+NOUN
          VOC:	Al+Eafan
        GLOSS:	the+infection/decay

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P99W23
      OFFSETS:	84-88
       TOKENS:	P99W26-P99W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P99W24
      OFFSETS:	89-92
       TOKENS:	P99W27-P99W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/he

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P99W25
      OFFSETS:	93-95
       TOKENS:	P99W29-P99W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P99W26
      OFFSETS:	96-98
       TOKENS:	P99W30-P99W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P99W27
      OFFSETS:	99-105
       TOKENS:	P99W31-P99W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P100W1
      OFFSETS:	0-2
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P100W2
      OFFSETS:	3-7
       TOKENS:	P100W2-P100W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	NOUN
          VOC:	kuway~is
        GLOSS:	good/nice

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P100W3
      OFFSETS:	8-10
       TOKENS:	P100W3-P100W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P100W4
      OFFSETS:	11-17
       TOKENS:	P100W4-P100W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	لحقته
     IS_TRANS:	lHqth
        INDEX:	P100W5
      OFFSETS:	18-23
       TOKENS:	P100W5-P100W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHiq_1]
   UNSPLITVOC:	(liHoqituh)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3MS
          VOC:	liHoq+it+uh
        GLOSS:	follow/catch+it/they/she+it/him

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P100W6
      OFFSETS:	24-25
       TOKENS:	P100W7-P100W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	سقطته
     IS_TRANS:	sqTth
        INDEX:	P100W7
      OFFSETS:	26-31
       TOKENS:	P100W8-P100W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[saq~aT_1]
   UNSPLITVOC:	(saq~aTituh)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3MS
          VOC:	saq~aT+it+uh
        GLOSS:	make fall/drop+it/they/she+it/him

 INPUT STRING:	بدري
     IS_TRANS:	bdry
        INDEX:	P100W8
      OFFSETS:	32-36
       TOKENS:	P100W10-P100W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badoriy_1]
   UNSPLITVOC:	(badoriy)
          POS:	ADJ
          VOC:	badoriy
        GLOSS:	early

 INPUT STRING:	بدل
     IS_TRANS:	bdl
        INDEX:	P100W9
      OFFSETS:	37-40
       TOKENS:	P100W11-P100W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badal_1]
   UNSPLITVOC:	(badal)
          POS:	NOUN
          VOC:	badal
        GLOSS:	substitute/substitutes/instead of/in lieu of

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P100W10
      OFFSETS:	41-43
       TOKENS:	P100W12-P100W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P100W11
      OFFSETS:	44-48
       TOKENS:	P100W13-P100W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	المصيبة
     IS_TRANS:	AlmSybp
        INDEX:	P100W12
      OFFSETS:	49-56
       TOKENS:	P100W14-P100W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muSiybap_1]
   UNSPLITVOC:	(AlmuSiybap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muSiyb+ap
        GLOSS:	the+accident/misfortune+[fem.sg.]

 INPUT STRING:	تبقى
     IS_TRANS:	tbqY
        INDEX:	P100W13
      OFFSETS:	57-61
       TOKENS:	P100W15-P100W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(tiboqaY)
          POS:	IV3FS+IV
          VOC:	ti+boqaY
        GLOSS:	it/they/she+become

 INPUT STRING:	اتقل
     IS_TRANS:	Atql
        INDEX:	P100W14
      OFFSETS:	62-66
       TOKENS:	P100W16-P100W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>atoqal_1]
   UNSPLITVOC:	(>atoqal)
          POS:	ADJ_COMP
          VOC:	>atoqal
        GLOSS:	heavier

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P100W15
      OFFSETS:	67-68
       TOKENS:	P100W17-P100W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	اتقل
     IS_TRANS:	Atql
        INDEX:	P100W16
      OFFSETS:	69-73
       TOKENS:	P100W18-P100W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>atoqal_1]
   UNSPLITVOC:	(>atoqal)
          POS:	ADJ_COMP
          VOC:	>atoqal
        GLOSS:	heavier

 INPUT STRING:	آآآه
     IS_TRANS:	|||h
        INDEX:	P101W1
      OFFSETS:	0-4
       TOKENS:	P101W1-P101W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|h_1]
   UNSPLITVOC:	(|h)
          POS:	INTERJ
          VOC:	|h
        GLOSS:	Ah

 INPUT STRING:	ياني
     IS_TRANS:	yAny
        INDEX:	P101W2
      OFFSETS:	5-9
       TOKENS:	P101W2-P101W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yAny)
          POS:	NO_FUNC
          VOC:	yAny
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P101W3
      OFFSETS:	9-10
       TOKENS:	P101W3-P101W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P101W4
      OFFSETS:	10-11
       TOKENS:	P101W4-P101W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P101W5
      OFFSETS:	11-15
       TOKENS:	P101W5-P101W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/God+our

 INPUT STRING:	ينتقم
     IS_TRANS:	yntqm
        INDEX:	P101W6
      OFFSETS:	16-21
       TOKENS:	P101W7-P101W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotaqam_1]
   UNSPLITVOC:	(yinotiqim)
          POS:	IV3MS+IV
          VOC:	yi+notiqim
        GLOSS:	he/it+take revenge

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P101W7
      OFFSETS:	22-24
       TOKENS:	P101W8-P101W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P101W8
      OFFSETS:	25-29
       TOKENS:	P101W9-P101W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P101W9
      OFFSETS:	30-35
       TOKENS:	P101W10-P101W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they

 INPUT STRING:	السبب
     IS_TRANS:	Alsbb
        INDEX:	P101W10
      OFFSETS:	36-41
       TOKENS:	P101W11-P101W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(Als~abab)
          POS:	DET+NOUN
          VOC:	Al+sabab
        GLOSS:	the+reason/cause/because of/due to

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P101W11
      OFFSETS:	42-44
       TOKENS:	P101W12-P101W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P101W12
      OFFSETS:	45-47
       TOKENS:	P101W13-P101W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~)
          POS:	NOUN
          VOC:	rab~
        GLOSS:	God

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P101W13
      OFFSETS:	47-48
       TOKENS:	P101W14-P101W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P101W14
      OFFSETS:	48-49
       TOKENS:	P101W15-P101W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ههههههههههههههههه
     IS_TRANS:	hhhhhhhhhhhhhhhhh
        INDEX:	P102W1
      OFFSETS:	0-17
       TOKENS:	P102W1-P102W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	sound of laugh

 INPUT STRING:	واضح
     IS_TRANS:	wADH
        INDEX:	P103W1
      OFFSETS:	0-4
       TOKENS:	P103W1-P103W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wADiH_1]
   UNSPLITVOC:	(wADiH)
          POS:	ADJ
          VOC:	wADiH
        GLOSS:	clear/obvious/visible

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P103W2
      OFFSETS:	5-9
       TOKENS:	P103W2-P103W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P103W3
      OFFSETS:	10-13
       TOKENS:	P103W4-P103W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still

 INPUT STRING:	فاكرين
     IS_TRANS:	fAkryn
        INDEX:	P103W4
      OFFSETS:	14-20
       TOKENS:	P103W5-P103W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAkir_1]
   UNSPLITVOC:	(fAkoriyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	fAkor+iyn
        GLOSS:	remembering+[masc.pl.]

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P103W5
      OFFSETS:	21-26
       TOKENS:	P103W6-P103W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	شعب
     IS_TRANS:	$Eb
        INDEX:	P103W6
      OFFSETS:	27-30
       TOKENS:	P103W7-P103W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	($aEob)
          POS:	NOUN
          VOC:	$aEob
        GLOSS:	people/nation/peoples/nations

 INPUT STRING:	حسني
     IS_TRANS:	Hsny
        INDEX:	P103W7
      OFFSETS:	31-35
       TOKENS:	P103W8-P103W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Husoniy_1]
   UNSPLITVOC:	(Husoniy)
          POS:	NOUN_PROP
          VOC:	Husoniy
        GLOSS:	Hosny/Hosni

 INPUT STRING:	تصدقي
     IS_TRANS:	tSdqy
        INDEX:	P104W1
      OFFSETS:	0-5
       TOKENS:	P104W1-P104W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(tiSad~aqiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+Sad~aq+iy
        GLOSS:	you+believe/give credence to/confirm/be believed+you

 INPUT STRING:	فكرتيني
     IS_TRANS:	fkrtyny
        INDEX:	P104W2
      OFFSETS:	6-13
       TOKENS:	P104W2-P104W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(fak~artiyniy)
          POS:	PV+PVSUFF_SUBJ:2FS+PVSUFF_DO:1S
          VOC:	fak~ar+tiy+niy
        GLOSS:	remind+you+me

 INPUT STRING:	بخطاب
     IS_TRANS:	bxTAb
        INDEX:	P104W3
      OFFSETS:	14-19
       TOKENS:	P104W4-P104W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiTAb_1]
   UNSPLITVOC:	(bixiTAb)
          POS:	PREP+NOUN
          VOC:	bi+xiTAb
        GLOSS:	with/by+speech/letter/message

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P104W4
      OFFSETS:	20-25
       TOKENS:	P104W6-P104W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P104W5
      OFFSETS:	26-31
       TOKENS:	P104W7-P104W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_2]
   UNSPLITVOC:	(Al>aw~al)
          POS:	DET+ADJ_NUM
          VOC:	Al+>aw~al
        GLOSS:	the+first

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P104W6
      OFFSETS:	32-35
       TOKENS:	P104W8-P104W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P104W7
      OFFSETS:	36-42
       TOKENS:	P104W9-P104W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	بتاع
