 INPUT STRING:	في
          VOC:	Al+tamowiyl
        GLOSS:	the+financing/funding/backing

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P11W1
      OFFSETS:	0-1
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P11W2
      OFFSETS:	2-8
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	عرفتوا
     IS_TRANS:	ErftwA
        INDEX:	P11W3
      OFFSETS:	9-15
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(EiriftuwA)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	Eirif+tuwA
        GLOSS:	know+you

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P11W4
      OFFSETS:	16-19
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P11W5
      OFFSETS:	20-23
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(miyn)
          POS:	REL_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P11W6
      OFFSETS:	24-26
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	عميل
     IS_TRANS:	Emyl
        INDEX:	P11W7
      OFFSETS:	27-31
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamiyl_1]
   UNSPLITVOC:	(Eamiyl)
          POS:	NOUN
          VOC:	Eamiyl
        GLOSS:	agent/agents

 INPUT STRING:	الأمريكان
     IS_TRANS:	Al>mrykAn
        INDEX:	P11W8
      OFFSETS:	32-41
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykiy_1]
   UNSPLITVOC:	(Al>amoriykAn)
          POS:	DET+NOUN
          VOC:	Al+>amoriykAn
        GLOSS:	the+Americans

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P11W9
      OFFSETS:	41-42
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W10
      OFFSETS:	42-43
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W11
      OFFSETS:	43-44
       TOKENS:	P11W11-P11W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P12W1
      OFFSETS:	0-2
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P12W2
      OFFSETS:	3-5
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P12W3
      OFFSETS:	6-8
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	حببتي
     IS_TRANS:	Hbbty
        INDEX:	P12W4
      OFFSETS:	9-14
       TOKENS:	P12W4-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(Habibatiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habib+ap+iy
        GLOSS:	beloved+[fem.sg.]+my

 INPUT STRING:	للناس
     IS_TRANS:	llnAs
        INDEX:	P12W5
      OFFSETS:	15-20
       TOKENS:	P12W6-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(liln~As)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+nAs
        GLOSS:	for/to+the+people

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P12W6
      OFFSETS:	21-25
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بتفهممممممم
     IS_TRANS:	btfhmmmmmmm
        INDEX:	P12W7
      OFFSETS:	26-37
       TOKENS:	P12W9-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(bitifham)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+fham
        GLOSS:	will+she/it+understand

 INPUT STRING:	وبتشغل
     IS_TRANS:	wbt$gl
        INDEX:	P13W1
      OFFSETS:	0-6
       TOKENS:	P13W1-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$agal_1]
   UNSPLITVOC:	(wibiti$ogil)
          POS:	CONJ+PROG_PART+IV3FS+IV
          VOC:	wi+bi+ti+$ogil
        GLOSS:	and+[present-tense]+it/they/she+occupy/preoccupy/employ

 INPUT STRING:	مخها
     IS_TRANS:	mxhA
        INDEX:	P13W2
      OFFSETS:	7-11
       TOKENS:	P13W4-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mux~_1]
   UNSPLITVOC:	(mux~ahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	mux~+hA
        GLOSS:	brain+its/their/her

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P13W3
      OFFSETS:	12-15
       TOKENS:	P13W6-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	بتتفرج
     IS_TRANS:	bttfrj
        INDEX:	P13W4
      OFFSETS:	16-22
       TOKENS:	P13W8-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(bititofar~aj)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+tofar~aj
        GLOSS:	[present-tense]+it/they/she+watch

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P13W5
      OFFSETS:	23-26
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	القنوات
     IS_TRANS:	AlqnwAt
        INDEX:	P13W6
      OFFSETS:	27-34
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qanAp_1]
   UNSPLITVOC:	(AlqanawAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+qanaw+At
        GLOSS:	the+channel/channels+[fem.pl.]

 INPUT STRING:	المصريه
     IS_TRANS:	AlmSryh
        INDEX:	P13W7
      OFFSETS:	35-42
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptians+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P13W8
      OFFSETS:	43-46
       TOKENS:	P13W13-P13W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	القنوات
     IS_TRANS:	AlqnwAt
        INDEX:	P13W9
      OFFSETS:	47-54
       TOKENS:	P13W14-P13W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qanAp_1]
   UNSPLITVOC:	(AlqanawAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+qanaw+At
        GLOSS:	the+channel/channels+[fem.pl.]

 INPUT STRING:	التانية
     IS_TRANS:	AltAnyp
        INDEX:	P13W10
      OFFSETS:	55-62
       TOKENS:	P13W15-P13W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(Alt~Anoyap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+tAnoy+ap
        GLOSS:	the+second+[fem.sg.]

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P14W1
      OFFSETS:	0-4
       TOKENS:	P14W1-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يفك
     IS_TRANS:	yfk
        INDEX:	P14W2
      OFFSETS:	5-8
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~_1]
   UNSPLITVOC:	(yifuk~)
          POS:	IV3MS+IV
          VOC:	yi+fuk~
        GLOSS:	he/it+solve

 INPUT STRING:	كرب
     IS_TRANS:	krb
        INDEX:	P14W3
      OFFSETS:	9-12
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[karob_1]
   UNSPLITVOC:	(karob)
          POS:	NOUN
          VOC:	karob
        GLOSS:	worry/fear/worries/fears

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P14W4
      OFFSETS:	13-16
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+every

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P15W2
      OFFSETS:	4-8
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P15W3
      OFFSETS:	9-11
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فاهم
     IS_TRANS:	fAhm
        INDEX:	P15W4
      OFFSETS:	12-16
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhim)
          POS:	ADJ
          VOC:	fAhim
        GLOSS:	understanding

 INPUT STRING:	ومغييب
     IS_TRANS:	wmgyyb
        INDEX:	P15W5
      OFFSETS:	17-23
       TOKENS:	P15W6-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mugay~ab_1]
   UNSPLITVOC:	(wmugay~ab)
          POS:	CONJ+ADJ
          VOC:	w+mugay~ab
        GLOSS:	and+a state of oblivion

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P15W6
      OFFSETS:	24-28
       TOKENS:	P15W8-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yArab~)
          POS:	VOC_PART+NOUN
          VOC:	yaA+rab~
        GLOSS:	oh+lord/master

 INPUT STRING:	يفهم
     IS_TRANS:	yfhm
        INDEX:	P15W7
      OFFSETS:	29-33
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(yifoham)
          POS:	IV3MS+IV
          VOC:	yi+foham
        GLOSS:	he/it+understand

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P15W8
      OFFSETS:	34-38
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better

 INPUT STRING:	حال
     IS_TRANS:	HAl
        INDEX:	P15W9
      OFFSETS:	39-42
       TOKENS:	P15W12-P15W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAl)
          POS:	NOUN
          VOC:	HAl
        GLOSS:	situation/condition/case/situations/conditions/cases

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P15W10
      OFFSETS:	43-48
       TOKENS:	P15W13-P15W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P15W11
      OFFSETS:	49-52
       TOKENS:	P15W14-P15W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	baqaY+(null)
        GLOSS:	become+he/it

 INPUT STRING:	صعب
     IS_TRANS:	SEb
        INDEX:	P15W12
      OFFSETS:	53-56
       TOKENS:	P15W15-P15W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(SaEob)
          POS:	ADJ
          VOC:	SaEob
        GLOSS:	difficult/hard/arduous

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P16W1
      OFFSETS:	0-4
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also

 INPUT STRING:	الجماعه
     IS_TRANS:	AljmAEh
        INDEX:	P16W2
      OFFSETS:	5-12
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(AljamAEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jamAE+ap
        GLOSS:	the+party/group/squad/groups/parties/squads/Gama'a/Jemaah+[fem.sg.]

 INPUT STRING:	بتوع
     IS_TRANS:	btwE
        INDEX:	P16W3
      OFFSETS:	13-17
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bituwE)
          POS:	NOUN
          VOC:	bituwE
        GLOSS:	of

 INPUT STRING:	بسكلته
     IS_TRANS:	bsklth
        INDEX:	P16W4
      OFFSETS:	18-24
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bisokilit~ap_1]
   UNSPLITVOC:	(bisokilit~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bisokilit~+ap
        GLOSS:	bike+[fem.sg.]

 INPUT STRING:	الانتاج
     IS_TRANS:	AlAntAj
        INDEX:	P16W5
      OFFSETS:	25-32
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotAj_1]
   UNSPLITVOC:	(Al<inotAj)
          POS:	DET+NOUN
          VOC:	Al+<inotAj
        GLOSS:	the+production/output

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P16W6
      OFFSETS:	33-36
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	those

 INPUT STRING:	اهي
     IS_TRANS:	Ahy
        INDEX:	P16W7
      OFFSETS:	37-40
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ahuw_1]
   UNSPLITVOC:	(Ahiy)
          POS:	DEM_PRON_FS
          VOC:	Ahiy
        GLOSS:	this

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P16W8
      OFFSETS:	41-46
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	بقالها
     IS_TRANS:	bqAlhA
        INDEX:	P16W9
      OFFSETS:	47-53
       TOKENS:	P16W9-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqA_1]
   UNSPLITVOC:	(baqA_lahA)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_3FS
          VOC:	baqA+(null)+li+hA
        GLOSS:	become+he/it+to/for+it/them/her

 INPUT STRING:	فتره
     IS_TRANS:	ftrh
        INDEX:	P16W10
      OFFSETS:	54-58
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatorap_1]
   UNSPLITVOC:	(fatorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fator+ap
        GLOSS:	phase/time period/interval/phases/time periods/intervals+[fem.sg.]

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P16W11
      OFFSETS:	59-63
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mfy$)
          POS:	NO_FUNC
          VOC:	mfy$
        GLOSS:	nogloss

 INPUT STRING:	مظاهرات
     IS_TRANS:	mZAhrAt
        INDEX:	P16W12
      OFFSETS:	64-71
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muZAhrap_1]
   UNSPLITVOC:	(muZAhrAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	muZAhr+At
        GLOSS:	demonstrations+[fem.pl.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P16W13
      OFFSETS:	72-75
       TOKENS:	P16W15-P16W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+not

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P16W14
      OFFSETS:	76-80
       TOKENS:	P16W17-P16W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	العجله
     IS_TRANS:	AlEjlh
        INDEX:	P17W1
      OFFSETS:	0-6
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajalap_1]
   UNSPLITVOC:	(AlEajalap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Eajal+ap
        GLOSS:	the+wheel/tire/wheels/tires+[fem.sg.]

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P17W2
      OFFSETS:	7-10
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still/yet

 INPUT STRING:	مفسيه
     IS_TRANS:	mfsyh
        INDEX:	P17W3
      OFFSETS:	11-16
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mafosiy_1]
   UNSPLITVOC:	(mafosiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mafosiy~+ap
        GLOSS:	flat+[fem.sg.]

 INPUT STRING:	لييييييييييييه
     IS_TRANS:	lyyyyyyyyyyyyh
        INDEX:	P17W4
      OFFSETS:	17-31
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P17W5
      OFFSETS:	32-33
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P17W6
      OFFSETS:	33-34
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	وحوداث
     IS_TRANS:	wHwdAv
        INDEX:	P18W1
      OFFSETS:	0-6
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wHwdAv)
          POS:	TYPO
          VOC:	wHwdAv
        GLOSS:	nogloss

 INPUT STRING:	الاعتداء
