 INPUT STRING:	لا
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(fak~aruwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	fak~ar+uwA
        GLOSS:	think/consider/ponder+you [pl.] [verb]

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P44W8
      OFFSETS:	34-37
       TOKENS:	P44W9-P44W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P44W9
      OFFSETS:	38-40
       TOKENS:	P44W10-P44W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	تقرأو
     IS_TRANS:	tqr>w
        INDEX:	P44W10
      OFFSETS:	41-46
       TOKENS:	P44W11-P44W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qara>_1]
   UNSPLITVOC:	(tiqora>uwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ti+qora>+uwA
        GLOSS:	you [pl.]+read+[pl.]

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P44W11
      OFFSETS:	47-50
       TOKENS:	P44W12-P44W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(h`*A)
          POS:	DEM_PRON_MS
          VOC:	h`*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P44W12
      OFFSETS:	51-57
       TOKENS:	P44W13-P44W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P44W13
      OFFSETS:	58-62
       TOKENS:	P44W14-P44W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	السياسة
     IS_TRANS:	AlsyAsp
        INDEX:	P44W14
      OFFSETS:	63-70
       TOKENS:	P44W15-P44W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsap_1]
   UNSPLITVOC:	(Als~iyAsap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+siyAs+ap
        GLOSS:	the+politics+[fem.sg.]

 INPUT STRING:	غلب
     IS_TRANS:	glb
        INDEX:	P44W15
      OFFSETS:	71-74
       TOKENS:	P44W16-P44W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galab_1]
   UNSPLITVOC:	(galab)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	galab+(null)
        GLOSS:	defeat/overcome+he/it [verb]

 INPUT STRING:	مشجعين
     IS_TRANS:	m$jEyn
        INDEX:	P44W16
      OFFSETS:	75-81
       TOKENS:	P44W17-P44W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$aj~iE_1]
   UNSPLITVOC:	(mu$aj~iEiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	mu$aj~iE+iyn
        GLOSS:	supporter/proponent+[masc.pl.]

 INPUT STRING:	الكورة
     IS_TRANS:	Alkwrp
        INDEX:	P44W17
      OFFSETS:	82-88
       TOKENS:	P44W18-P44W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kawrap_1]
   UNSPLITVOC:	(Alkawrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kawr+ap
        GLOSS:	the+ball/football+[fem.sg.]

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P44W18
      OFFSETS:	89-93
       TOKENS:	P44W19-P44W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(balA$)
          POS:	NEG_PART
          VOC:	balA$
        GLOSS:	no/not/non-/except for/except/rhetorical question/do not/is

 INPUT STRING:	نعزب
     IS_TRANS:	nEzb
        INDEX:	P44W19
      OFFSETS:	94-98
       TOKENS:	P44W20-P44W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ea*~ib_1]
   UNSPLITVOC:	(niEaz~ib)
          POS:	IV1P+IV
          VOC:	ni+Ea*~ib
        GLOSS:	we+torture/torment

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P44W20
      OFFSETS:	99-102
       TOKENS:	P44W21-P44W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN_QUANT
          VOC:	baEoD
        GLOSS:	some, a few, little, part

 INPUT STRING:	والموضع
     IS_TRANS:	wAlmwDE
        INDEX:	P44W21
      OFFSETS:	103-110
       TOKENS:	P44W22-P44W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDiE_1]
   UNSPLITVOC:	(wiAlmawDiE)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+mawDiE
        GLOSS:	and+the+place/position/object/subject/focus/places/positions

 INPUT STRING:	كفاية
     IS_TRANS:	kfAyp
        INDEX:	P44W22
      OFFSETS:	111-116
       TOKENS:	P44W24-P44W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kifAyap_1]
   UNSPLITVOC:	(kifAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kifAy+ap
        GLOSS:	sufficiency/competence+[fem.sg.]

 INPUT STRING:	علية
     IS_TRANS:	Elyp
        INDEX:	P44W23
      OFFSETS:	117-121
       TOKENS:	P44W25-P44W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him/it

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P44W24
      OFFSETS:	122-125
       TOKENS:	P44W27-P44W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	like that/this way

 INPUT STRING:	وبجد
     IS_TRANS:	wbjd
        INDEX:	P44W25
      OFFSETS:	126-130
       TOKENS:	P44W28-P44W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(wibijad~)
          POS:	CONJ+PREP+NOUN
          VOC:	wi+bi+jad~
        GLOSS:	and+with/by+seriousness/earnestness

 INPUT STRING:	ايها
     IS_TRANS:	AyhA
        INDEX:	P45W1
      OFFSETS:	0-4
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ay~uhA_1]
   UNSPLITVOC:	(>ay~uhA)
          POS:	VOC_PART
          VOC:	>ay~uhA
        GLOSS:	O, oh

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P45W2
      OFFSETS:	5-10
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	الاكابر
     IS_TRANS:	AlAkAbr
        INDEX:	P45W3
      OFFSETS:	11-18
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akobar_2]
   UNSPLITVOC:	(Al>akAbir)
          POS:	DET+ADJ
          VOC:	Al+>akAbir
        GLOSS:	the+seniors/leaders

 INPUT STRING:	بالقياس
     IS_TRANS:	bAlqyAs
        INDEX:	P45W4
      OFFSETS:	19-26
       TOKENS:	P45W4-P45W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiyAs_1]
   UNSPLITVOC:	(biAlqiyAs)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+qiyAs
        GLOSS:	with/by+the+analogy/analogies/in comparison (with)

 INPUT STRING:	فكل
     IS_TRANS:	fkl
        INDEX:	P45W5
      OFFSETS:	27-30
       TOKENS:	P45W6-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(fakul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	fa+kul~
        GLOSS:	so/and+all, entire, every, whole

 INPUT STRING:	شيئ
     IS_TRANS:	$y}
        INDEX:	P45W6
      OFFSETS:	31-34
       TOKENS:	P45W8-P45W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iy'_1]
   UNSPLITVOC:	($iy})
          POS:	NOUN
          VOC:	$iy}
        GLOSS:	something/thing

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P45W7
      OFFSETS:	35-37
       TOKENS:	P45W9-P45W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	مقاس
     IS_TRANS:	mqAs
        INDEX:	P45W8
      OFFSETS:	38-42
       TOKENS:	P45W10-P45W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqAs_1]
   UNSPLITVOC:	(maqAs)
          POS:	NOUN.VN
          VOC:	maqAs
        GLOSS:	measuring/gauging

 INPUT STRING:	بالقياس
     IS_TRANS:	bAlqyAs
        INDEX:	P45W9
      OFFSETS:	43-50
       TOKENS:	P45W11-P45W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiyAs_1]
   UNSPLITVOC:	(biAlqiyAs)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+qiyAs
        GLOSS:	with/by+the+analogy/analogies/in comparison (with)

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P46W1
      OFFSETS:	0-2
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	عهد
     IS_TRANS:	Ehd
        INDEX:	P46W2
      OFFSETS:	3-6
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eahod_1]
   UNSPLITVOC:	(Eahod)
          POS:	NOUN
          VOC:	Eahod
        GLOSS:	age/period

 INPUT STRING:	رسول
     IS_TRANS:	rswl
        INDEX:	P46W3
      OFFSETS:	7-11
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasuwl_1]
   UNSPLITVOC:	(rasuwl)
          POS:	NOUN
          VOC:	rasuwl
        GLOSS:	messenger (Muhammad)

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P46W4
      OFFSETS:	12-16
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	الحبيب
     IS_TRANS:	AlHbyb
        INDEX:	P46W5
      OFFSETS:	17-23
       TOKENS:	P46W5-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(AlHabiyb)
          POS:	DET+NOUN
          VOC:	Al+Habiyb
        GLOSS:	the+dear/beloved/sweetheart

 INPUT STRING:	المصطفي
     IS_TRANS:	AlmSTfy
        INDEX:	P46W6
      OFFSETS:	24-31
       TOKENS:	P46W6-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlmuSoTafaY_1]
   UNSPLITVOC:	(AlmuSoTafaY)
          POS:	DET+ADJ
          VOC:	Al+muSoTafaY
        GLOSS:	the+chosen/selected

 INPUT STRING:	كانو
     IS_TRANS:	kAnw
        INDEX:	P46W7
      OFFSETS:	32-36
       TOKENS:	P46W7-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they [verb]

 INPUT STRING:	المسلمين
     IS_TRANS:	Almslmyn
        INDEX:	P46W8
      OFFSETS:	37-45
       TOKENS:	P46W8-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(Almusolimiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+musolim+iyn
        GLOSS:	the+Muslim+[masc.pl.]

 INPUT STRING:	احدهم
     IS_TRANS:	AHdhm
        INDEX:	P46W9
      OFFSETS:	46-51
       TOKENS:	P46W9-P46W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aHad_1]
   UNSPLITVOC:	(>aHaduhum)
          POS:	NOUN+CASE_DEF_NOM+POSS_PRON_3MP
          VOC:	>aHad+u+hum
        GLOSS:	one (of)/someone/anyone/no-one+[def.nom]+their

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P46W10
      OFFSETS:	52-54
       TOKENS:	P46W11-P46W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(qado)
          POS:	VERB_PART
          VOC:	qado
        GLOSS:	may, might, perhaps, maybe, possibly, probably

 INPUT STRING:	ارسل
     IS_TRANS:	Arsl
        INDEX:	P46W11
      OFFSETS:	55-59
       TOKENS:	P46W12-P46W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>arosal_1]
   UNSPLITVOC:	(>arosal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>arosal+(null)
        GLOSS:	send/transmit+he/it [verb]

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P46W12
      OFFSETS:	60-63
       TOKENS:	P46W13-P46W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P46W13
      OFFSETS:	64-67
       TOKENS:	P46W14-P46W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	قريش
     IS_TRANS:	qry$
        INDEX:	P46W14
      OFFSETS:	68-72
       TOKENS:	P46W15-P46W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quray$_1]
   UNSPLITVOC:	(quray$)
          POS:	NOUN_PROP
          VOC:	quray$
        GLOSS:	Quraish

 INPUT STRING:	رسالة
     IS_TRANS:	rsAlp
        INDEX:	P46W15
      OFFSETS:	73-78
       TOKENS:	P46W16-P46W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[risAlap_1]
   UNSPLITVOC:	(risAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	risAl+ap
        GLOSS:	letter/communication/dissertation+[fem.sg.]

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P46W16
      OFFSETS:	79-83
       TOKENS:	P46W17-P46W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	قادمون
     IS_TRANS:	qAdmwn
        INDEX:	P46W17
      OFFSETS:	84-90
       TOKENS:	P46W19-P46W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAdim_1]
   UNSPLITVOC:	(qAdimuwna)
          POS:	ADJ+NSUFF_MASC_PL_NOM
          VOC:	qAdim+uwna
        GLOSS:	arriving/coming/proceeding+[masc.pl.]

 INPUT STRING:	للحرب
     IS_TRANS:	llHrb
        INDEX:	P46W18
      OFFSETS:	91-96
       TOKENS:	P46W20-P46W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(lilHarob)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+Harob
        GLOSS:	for/to+the+war/warfare

 INPUT STRING:	فقال
     IS_TRANS:	fqAl
        INDEX:	P46W19
      OFFSETS:	97-101
       TOKENS:	P46W22-P46W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(faqAl)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	fa+qAl+(null)
        GLOSS:	so/and+say+he/it [verb]

 INPUT STRING:	رسول
     IS_TRANS:	rswl
        INDEX:	P46W20
      OFFSETS:	102-106
       TOKENS:	P46W24-P46W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasuwl_1]
   UNSPLITVOC:	(rasuwl)
          POS:	NOUN
          VOC:	rasuwl
        GLOSS:	messenger (Muhammad)

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P46W21
      OFFSETS:	107-111
       TOKENS:	P46W25-P46W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P46W22
      OFFSETS:	112-115
       TOKENS:	P46W26-P46W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	كشفها
     IS_TRANS:	k$fhA
        INDEX:	P46W23
      OFFSETS:	116-121
       TOKENS:	P46W27-P46W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka$of_1]
   UNSPLITVOC:	(ka$ofahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	ka$of+hA
        GLOSS:	report/revelation/disclosure/examination+her/its/their

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P46W24
      OFFSETS:	122-124
       TOKENS:	P46W29-P46W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	INTERROG_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P46W25
      OFFSETS:	125-128
       TOKENS:	P46W30-P46W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	فقام
     IS_TRANS:	fqAm
        INDEX:	P47W1
      OFFSETS:	0-4
       TOKENS:	P47W1-P47W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAm-u_1]
   UNSPLITVOC:	(faqAma)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	fa+qAm+a
        GLOSS:	so/and+undertake/carry out+he/it [verb]

 INPUT STRING:	احد
     IS_TRANS:	AHd
        INDEX:	P47W2
      OFFSETS:	5-8
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHad_1]
   UNSPLITVOC:	(>aHad)
          POS:	NOUN
          VOC:	>aHad
        GLOSS:	one (of)/someone/anyone/no-one

 INPUT STRING:	الصحابة
     IS_TRANS:	AlSHAbp
        INDEX:	P47W3
      OFFSETS:	9-16
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaHAbap_1]
   UNSPLITVOC:	(AlS~aHAbap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+SaHAb+ap
        GLOSS:	the+companions of the Prophet+[fem.sg.]

 INPUT STRING:	وقال
     IS_TRANS:	wqAl
        INDEX:	P47W4
      OFFSETS:	17-21
       TOKENS:	P47W5-P47W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAl)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+qAl+(null)
        GLOSS:	and+say+he/it [verb]

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P47W5
      OFFSETS:	22-27
       TOKENS:	P47W7-P47W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(waAll~`hi)
          POS:	PREP+NOUN_PROP+CASE_DEF_GEN
          VOC:	wa+All~`h+i
        GLOSS:	by+Allah/God+[def.gen.]

 INPUT STRING:	لأقطعن
     IS_TRANS:	l>qTEn
        INDEX:	P47W6
      OFFSETS:	28-34
       TOKENS:	P47W9-P47W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aqoTaE_1]
   UNSPLITVOC:	(la>aqoTaEona)
          POS:	RC_PART+PV+PVSUFF_SUBJ:3FP
          VOC:	la+>aqoTaE+na
        GLOSS:	Will (definitely/certainly)+sever/interrupt+they [fem.pl.] [verb]

 INPUT STRING:	ربقبتة
     IS_TRANS:	rbqbtp
        INDEX:	P47W7
      OFFSETS:	35-41
       TOKENS:	P47W11-P47W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(rbqbtp)
          POS:	TYPO
          VOC:	rbqbtp
        GLOSS:	nogloss

 INPUT STRING:	فكان
     IS_TRANS:	fkAn
        INDEX:	P47W8
      OFFSETS:	42-46
       TOKENS:	P47W12-P47W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(fakAn)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	fa+kAn+(null)
        GLOSS:	so/and+be+he/it [verb]

 INPUT STRING:	رسول
     IS_TRANS:	rswl
        INDEX:	P47W9
      OFFSETS:	47-51
       TOKENS:	P47W14-P47W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasuwl_1]
   UNSPLITVOC:	(rasuwl)
          POS:	NOUN
          VOC:	rasuwl
        GLOSS:	messenger (Muhammad)

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P47W10
      OFFSETS:	52-56
       TOKENS:	P47W15-P47W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	صلي
     IS_TRANS:	Sly
        INDEX:	P47W11
      OFFSETS:	57-60
       TOKENS:	P47W16-P47W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sal~ay_1]
