 INPUT STRING:	طبعا

 INPUT STRING:	بما
     IS_TRANS:	bmA
        INDEX:	P24W15
      OFFSETS:	80-83
       TOKENS:	P24W21-P24W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(bimA)
          POS:	PREP+REL_PRON
          VOC:	bi+mA
        GLOSS:	with/by+what/which

 INPUT STRING:	فيهم
     IS_TRANS:	fyhm
        INDEX:	P24W16
      OFFSETS:	84-88
       TOKENS:	P24W23-P24W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhum)
          POS:	PREP+PRON_3P
          VOC:	fiy+hum
        GLOSS:	in+them

 INPUT STRING:	بنتى
     IS_TRANS:	bntY
        INDEX:	P24W17
      OFFSETS:	89-93
       TOKENS:	P24W25-P24W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	binot+iy
        GLOSS:	daughter/girl+my

 INPUT STRING:	المصريه
     IS_TRANS:	AlmSryh
        INDEX:	P24W18
      OFFSETS:	94-101
       TOKENS:	P24W27-P24W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptian+[fem.sg.]

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P24W19
      OFFSETS:	102-105
       TOKENS:	P24W28-P24W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all, entire, every, whole

 INPUT STRING:	الاطفال
     IS_TRANS:	AlATfAl
        INDEX:	P24W20
      OFFSETS:	106-113
       TOKENS:	P24W30-P24W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tifol_1]
   UNSPLITVOC:	(Al>aTofAl)
          POS:	DET+NOUN
          VOC:	Al+>aTofAl
        GLOSS:	the+children/infants

 INPUT STRING:	السعودين
     IS_TRANS:	AlsEwdyn
        INDEX:	P24W21
      OFFSETS:	114-122
       TOKENS:	P24W31-P24W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlsuEuwdiy_1]
   UNSPLITVOC:	(AlsuEuwdiy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+suEuwdiy~+iyn
        GLOSS:	the+Saudi+[pl.]

 INPUT STRING:	60
     IS_TRANS:	60
        INDEX:	P24W22
      OFFSETS:	123-125
       TOKENS:	P24W32-P24W32
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(60)
          POS:	NOUN_NUM
          VOC:	60
        GLOSS:	60

 INPUT STRING:	طالب
     IS_TRANS:	TAlb
        INDEX:	P24W23
      OFFSETS:	126-130
       TOKENS:	P24W33-P24W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(TAlib)
          POS:	NOUN
          VOC:	TAlib
        GLOSS:	student

 INPUT STRING:	وطالبه
     IS_TRANS:	wTAlbh
        INDEX:	P24W24
      OFFSETS:	131-137
       TOKENS:	P24W34-P24W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(wiTAlibap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+TAlib+ap
        GLOSS:	and+student+[fem.sg.]

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P24W25
      OFFSETS:	139-143
       TOKENS:	P24W36-P24W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يهديها
     IS_TRANS:	yhdyhA
        INDEX:	P24W26
      OFFSETS:	144-150
       TOKENS:	P24W38-P24W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadaY_1]
   UNSPLITVOC:	(yihodiyhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+hodiy+hA
        GLOSS:	he/it+guide/direct/lead+it/them/her

 INPUT STRING:	ومديره
     IS_TRANS:	wmdyrh
        INDEX:	P25W1
      OFFSETS:	0-6
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudiyr_1]
   UNSPLITVOC:	(wimudiyrap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+mudiyr+ap
        GLOSS:	and+director/manager/chief+[fem.sg.]

 INPUT STRING:	الروضه
     IS_TRANS:	AlrwDh
        INDEX:	P25W2
      OFFSETS:	7-13
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rawDap_1]
   UNSPLITVOC:	(Alr~awDap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+rawD+ap
        GLOSS:	the+garden/meadow/kindergarten+[fem.sg.]

 INPUT STRING:	نفسها
     IS_TRANS:	nfshA
        INDEX:	P25W3
      OFFSETS:	14-19
       TOKENS:	P25W4-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	nafos+hA
        GLOSS:	same/self+its/their/her

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P25W4
      OFFSETS:	20-23
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	ليها
     IS_TRANS:	lyhA
        INDEX:	P25W5
      OFFSETS:	24-28
       TOKENS:	P25W7-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyhA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/for+it/them/her

 INPUT STRING:	عامل
     IS_TRANS:	EAml
        INDEX:	P25W6
      OFFSETS:	29-33
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmil)
          POS:	NOUN
          VOC:	EAmil
        GLOSS:	factor/agent/coefficient

 INPUT STRING:	كبير
     IS_TRANS:	kbyr
        INDEX:	P25W7
      OFFSETS:	34-38
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyr)
          POS:	ADJ
          VOC:	kibiyr
        GLOSS:	large/great/important/major/senior/senior/important

 INPUT STRING:	عرضت
     IS_TRANS:	ErDt
        INDEX:	P25W8
      OFFSETS:	39-43
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaraD_1]
   UNSPLITVOC:	(EaraDit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	EaraD+it
        GLOSS:	expose+it/they/she [verb]

 INPUT STRING:	نفسها
     IS_TRANS:	nfshA
        INDEX:	P25W9
      OFFSETS:	44-49
       TOKENS:	P25W12-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	nafos+hA
        GLOSS:	same/self+its/their/her

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P25W10
      OFFSETS:	50-54
       TOKENS:	P25W14-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it/they/she

 INPUT STRING:	وقفت
     IS_TRANS:	wqft
        INDEX:	P25W11
      OFFSETS:	55-59
       TOKENS:	P25W16-P25W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiqif_1]
   UNSPLITVOC:	(wiqofit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	wiqof+it
        GLOSS:	stop/stand+it/they/she [verb]

 INPUT STRING:	قصاد
     IS_TRANS:	qSAd
        INDEX:	P25W12
      OFFSETS:	60-64
       TOKENS:	P25W17-P25W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quSAd_1]
   UNSPLITVOC:	(quSAd)
          POS:	NOUN
          VOC:	quSAd
        GLOSS:	in front of/opposite

 INPUT STRING:	المديره
     IS_TRANS:	Almdyrh
        INDEX:	P25W13
      OFFSETS:	65-72
       TOKENS:	P25W18-P25W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudiyr_1]
   UNSPLITVOC:	(Almudiyrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mudiyr+ap
        GLOSS:	the+director/manager/chief+[fem.sg.]

 INPUT STRING:	ومضت
     IS_TRANS:	wmDt
        INDEX:	P25W14
      OFFSETS:	73-77
       TOKENS:	P25W19-P25W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maD~aY_1]
   UNSPLITVOC:	(wimaD~it)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+maD~+it
        GLOSS:	and+sign+it/they/she [verb]

 INPUT STRING:	لى
     IS_TRANS:	lY
        INDEX:	P25W15
      OFFSETS:	78-80
       TOKENS:	P25W21-P25W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~a)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/for+me

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P25W16
      OFFSETS:	81-84
       TOKENS:	P25W23-P25W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ورقه
     IS_TRANS:	wrqh
        INDEX:	P25W17
      OFFSETS:	85-89
       TOKENS:	P25W24-P25W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waraqap_1]
   UNSPLITVOC:	(waraqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	waraq+ap
        GLOSS:	paper/sheet+[fem.sg.]

 INPUT STRING:	بان
     IS_TRANS:	bAn
        INDEX:	P25W18
      OFFSETS:	90-93
       TOKENS:	P25W25-P25W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(bi<in~)
          POS:	PREP+SUB_CONJ
          VOC:	bi+<in~
        GLOSS:	with+that

 INPUT STRING:	بنتى
     IS_TRANS:	bntY
        INDEX:	P25W19
      OFFSETS:	94-98
       TOKENS:	P25W27-P25W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	binot+iy
        GLOSS:	daughter/girl+my

 INPUT STRING:	ليها
     IS_TRANS:	lyhA
        INDEX:	P25W20
      OFFSETS:	99-103
       TOKENS:	P25W29-P25W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyhA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/for+it/them/her (it/she has, they have)

 INPUT STRING:	مكان
     IS_TRANS:	mkAn
        INDEX:	P25W21
      OFFSETS:	104-108
       TOKENS:	P25W31-P25W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(makAn)
          POS:	NOUN
          VOC:	makAn
        GLOSS:	place/location/position

 INPUT STRING:	وتحدتها
     IS_TRANS:	wtHdthA
        INDEX:	P25W22
      OFFSETS:	109-116
       TOKENS:	P25W32-P25W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[toHad~aY_1]
   UNSPLITVOC:	(witoHad~ithA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3FS
          VOC:	wi+toHad~+it+hA
        GLOSS:	and+provoke/challenge/incite+it/they/she [verb]+it/them/her

 INPUT STRING:	واكيد
     IS_TRANS:	wAkyd
        INDEX:	P25W23
      OFFSETS:	117-122
       TOKENS:	P25W35-P25W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(wi>akiyd)
          POS:	CONJ+ADJ
          VOC:	wi+>akiyd
        GLOSS:	and+certain/definite

 INPUT STRING:	شخصيه
     IS_TRANS:	$xSyh
        INDEX:	P25W24
      OFFSETS:	123-128
       TOKENS:	P25W37-P25W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoSiy~ap_1]
   UNSPLITVOC:	($axoSiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$axoSiy~+ap
        GLOSS:	identity/person/personality/individual+[fem.sg.]

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P25W25
      OFFSETS:	129-131
       TOKENS:	P25W38-P25W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	something like

 INPUT STRING:	شخصيه
     IS_TRANS:	$xSyh
        INDEX:	P25W26
      OFFSETS:	132-137
       TOKENS:	P25W39-P25W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoSiy~ap_1]
   UNSPLITVOC:	($axoSiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$axoSiy~+ap
        GLOSS:	identity/person/personality/individual+[fem.sg.]

 INPUT STRING:	المديره
     IS_TRANS:	Almdyrh
        INDEX:	P25W27
      OFFSETS:	138-145
       TOKENS:	P25W40-P25W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudiyr_1]
   UNSPLITVOC:	(Almudiyrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mudiyr+ap
        GLOSS:	the+director/manager/chief+[fem.sg.]

 INPUT STRING:	موش
     IS_TRANS:	mw$
        INDEX:	P25W28
      OFFSETS:	146-149
       TOKENS:	P25W41-P25W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muw$_1]
   UNSPLITVOC:	(muw$)
          POS:	NEG_PART
          VOC:	muw$
        GLOSS:	not

 INPUT STRING:	هاتنساهلها
     IS_TRANS:	hAtnsAhlhA
        INDEX:	P25W29
      OFFSETS:	150-160
       TOKENS:	P25W42-P25W42
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(hAtnsAhlhA)
          POS:	NO_FUNC
          VOC:	hAtnsAhlhA
        GLOSS:	nogloss

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P26W1
      OFFSETS:	0-5
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W2
      OFFSETS:	6-8
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	يومها
     IS_TRANS:	ywmhA
        INDEX:	P26W3
      OFFSETS:	9-14
       TOKENS:	P26W4-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yuwmhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	yuwm+hA
        GLOSS:	today/some day/ever/days+its/their/her

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P26W4
      OFFSETS:	15-19
       TOKENS:	P26W6-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I

 INPUT STRING:	مكسوفه
     IS_TRANS:	mkswfh
        INDEX:	P26W5
      OFFSETS:	20-26
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makosuwf_1]
   UNSPLITVOC:	(makosuwfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	makosuwf+ap
        GLOSS:	critical/embarrassed+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W6
      OFFSETS:	27-29
       TOKENS:	P26W9-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P26W7
      OFFSETS:	30-34
       TOKENS:	P26W10-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	same/self+my

 INPUT STRING:	وعاوزه
     IS_TRANS:	wEAwzh
        INDEX:	P26W8
      OFFSETS:	35-41
       TOKENS:	P26W12-P26W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(wiEAwozap)
          POS:	CONJ+ADJ.VN+NSUFF_FEM_SG
          VOC:	wi+EAwoz+ap
        GLOSS:	and+wanting/needing+[fem.sg.]

 INPUT STRING:	ااقول
     IS_TRANS:	AAqwl
        INDEX:	P26W9
      OFFSETS:	42-47
       TOKENS:	P26W14-P26W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(>aquwl)
          POS:	IV1S+IV
          VOC:	>a+quwl
        GLOSS:	I+say

 INPUT STRING:	كلمه
     IS_TRANS:	klmh
        INDEX:	P26W10
      OFFSETS:	48-52
       TOKENS:	P26W15-P26W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(kilomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kilom+ap
        GLOSS:	word/remark/speech+[fem.sg.]

 INPUT STRING:	الحق
     IS_TRANS:	AlHq
        INDEX:	P26W11
      OFFSETS:	53-57
       TOKENS:	P26W16-P26W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(AlHaq~)
          POS:	DET+NOUN
          VOC:	Al+Haq~
        GLOSS:	the+right, prerogative, truth

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P26W12
      OFFSETS:	58-60
       TOKENS:	P26W17-P26W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P26W13
      OFFSETS:	61-63
       TOKENS:	P26W18-P26W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	موش
     IS_TRANS:	mw$
        INDEX:	P26W14
      OFFSETS:	64-67
       TOKENS:	P26W19-P26W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muw$_1]
   UNSPLITVOC:	(muw$)
          POS:	NEG_PART
          VOC:	muw$
        GLOSS:	not

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P26W15
      OFFSETS:	68-70
       TOKENS:	P26W20-P26W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P26W16
      OFFSETS:	71-76
       TOKENS:	P26W21-P26W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/countries

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P26W17
      OFFSETS:	77-80
       TOKENS:	P26W22-P26W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P26W18
      OFFSETS:	81-84
       TOKENS:	P26W23-P26W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P26W19
      OFFSETS:	85-87
       TOKENS:	P26W25-P26W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	الشخصيات
     IS_TRANS:	Al$xSyAt
        INDEX:	P26W20
      OFFSETS:	88-96
       TOKENS:	P26W26-P26W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoSiy~ap_1]
   UNSPLITVOC:	(Al$~axoSiy~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+$axoSiy~+At
        GLOSS:	the+identities/personalities/persons/individuals+[fem.pl.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P26W21
      OFFSETS:	97-100
       TOKENS:	P26W27-P26W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	واكيد
     IS_TRANS:	wAkyd
        INDEX:	P26W22
      OFFSETS:	101-106
       TOKENS:	P26W28-P26W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(wi>akiyd)
          POS:	CONJ+ADJ
          VOC:	wi+>akiyd
        GLOSS:	and+certain/definite

 INPUT STRING:	انتو
     IS_TRANS:	Antw
        INDEX:	P26W23
      OFFSETS:	107-111
       TOKENS:	P26W30-P26W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
