 INPUT STRING:	ده
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وممكن
     IS_TRANS:	wmmkn
        INDEX:	P11W1
      OFFSETS:	0-5
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(wimumokin)
          POS:	CONJ+ADJ
          VOC:	wi+mumokin
        GLOSS:	and+possible

 INPUT STRING:	تكون
     IS_TRANS:	tkwn
        INDEX:	P11W2
      OFFSETS:	6-10
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(tikuwn)
          POS:	IV3FS+IV
          VOC:	ti+kuwn
        GLOSS:	it/they/she+be

 INPUT STRING:	المقولة
     IS_TRANS:	Almqwlp
        INDEX:	P11W3
      OFFSETS:	11-18
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqawlap_1]
   UNSPLITVOC:	(Almuqawlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muqawl+ap
        GLOSS:	the+statement/pronouncement/proposition+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P11W4
      OFFSETS:	19-21
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	عبارة
     IS_TRANS:	EbArp
        INDEX:	P11W5
      OFFSETS:	22-27
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EubArap_1]
   UNSPLITVOC:	(EubArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EubAr+ap
        GLOSS:	expression+[fem.sg.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P11W6
      OFFSETS:	28-30
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	الهام
     IS_TRANS:	AlhAm
        INDEX:	P11W7
      OFFSETS:	31-36
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ilohAm_1]
   UNSPLITVOC:	(<ilohAm)
          POS:	NOUN
          VOC:	<ilohAm
        GLOSS:	inspiration

 INPUT STRING:	جه
     IS_TRANS:	jh
        INDEX:	P11W8
      OFFSETS:	37-39
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(jih)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	jih+(null)
        GLOSS:	come/arrive/reach+he/it [verb]

 INPUT STRING:	لزعيمنا
     IS_TRANS:	lzEymnA
        INDEX:	P11W9
      OFFSETS:	40-47
       TOKENS:	P11W10-P11W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zaEiym_1]
   UNSPLITVOC:	(lizaEiym)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	li+zaEiym+nA
        GLOSS:	for/to+leader/head of state+our

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P11W10
      OFFSETS:	48-50
       TOKENS:	P11W13-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	السما
     IS_TRANS:	AlsmA
        INDEX:	P11W11
      OFFSETS:	51-56
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samA_1]
   UNSPLITVOC:	(Als~amA)
          POS:	DET+NOUN
          VOC:	Al+samA
        GLOSS:	the+sky

 INPUT STRING:	حدف
     IS_TRANS:	Hdf
        INDEX:	P11W12
      OFFSETS:	57-60
       TOKENS:	P11W15-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadof_1]
   UNSPLITVOC:	(Hadof)
          POS:	NOUN
          VOC:	Hadof
        GLOSS:	throwing

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W13
      OFFSETS:	60-61
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W14
      OFFSETS:	61-62
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	and+if

 INPUT STRING:	ريسنا
     IS_TRANS:	rysnA
        INDEX:	P12W2
      OFFSETS:	4-9
       TOKENS:	P12W3-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(ray~isnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	ray~is+nA
        GLOSS:	captain/cheif/boss/president+our

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P12W3
      OFFSETS:	10-13
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	say+he/it [verb]

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P12W4
      OFFSETS:	14-18
       TOKENS:	P12W6-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she/it/they

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P12W5
      OFFSETS:	19-21
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	القرآن
     IS_TRANS:	Alqr|n
        INDEX:	P12W6
      OFFSETS:	22-28
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quro|n_1]
   UNSPLITVOC:	(Alquro|n)
          POS:	DET+NOUN_PROP
          VOC:	Al+quro|n
        GLOSS:	the+Quran

 INPUT STRING:	عادى
     IS_TRANS:	EAdY
        INDEX:	P13W1
      OFFSETS:	0-4
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	ADJ
          VOC:	EAdiy
        GLOSS:	ordinary/regular/normal

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P13W2
      OFFSETS:	5-9
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	شيخ
     IS_TRANS:	$yx
        INDEX:	P13W3
      OFFSETS:	10-13
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	($ayx)
          POS:	NOUN
          VOC:	$ayx
        GLOSS:	Sheikh/chieftain

 INPUT STRING:	الازهر
     IS_TRANS:	AlAzhr
        INDEX:	P13W4
      OFFSETS:	14-20
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>azohar_1]
   UNSPLITVOC:	(Al>azohar)
          POS:	DET+NOUN_PROP
          VOC:	Al+>azohar
        GLOSS:	the+Azhar

 INPUT STRING:	يطلع
     IS_TRANS:	yTlE
        INDEX:	P13W5
      OFFSETS:	21-25
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(yiTolaE)
          POS:	IV3MS+IV
          VOC:	yi+TolaE
        GLOSS:	he/it+appear/rise

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P13W6
      OFFSETS:	26-31
       TOKENS:	P13W6-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+us

 INPUT STRING:	ويقول
     IS_TRANS:	wyqwl
        INDEX:	P13W7
      OFFSETS:	32-37
       TOKENS:	P13W8-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiyiquwl)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+quwl
        GLOSS:	and+he/it+say

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P13W8
      OFFSETS:	38-40
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W9
      OFFSETS:	41-43
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	القرآن
     IS_TRANS:	Alqr|n
        INDEX:	P13W10
      OFFSETS:	44-50
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quro|n_1]
   UNSPLITVOC:	(Alquro|n)
          POS:	DET+NOUN_PROP
          VOC:	Al+quro|n
        GLOSS:	the+Quran

 INPUT STRING:	ويجوز
     IS_TRANS:	wyjwz
        INDEX:	P13W11
      OFFSETS:	51-56
       TOKENS:	P13W13-P13W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaw~iz_1]
   UNSPLITVOC:	(wiyijaw~iz)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+jaw~iz
        GLOSS:	and+he/it+be allowed/be possible

 INPUT STRING:	يجوز
     IS_TRANS:	yjwz
        INDEX:	P13W12
      OFFSETS:	57-61
       TOKENS:	P13W15-P13W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAz_1]
   UNSPLITVOC:	(yajuwz)
          POS:	IV3MS+IV
          VOC:	ya+juwz
        GLOSS:	he/it+be allowed/be possible

 INPUT STRING:	يجوز
     IS_TRANS:	yjwz
        INDEX:	P13W13
      OFFSETS:	62-66
       TOKENS:	P13W16-P13W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAz_1]
   UNSPLITVOC:	(yajuwz)
          POS:	IV3MS+IV
          VOC:	ya+juwz
        GLOSS:	he/it+be allowed/be possible

 INPUT STRING:	ضم
     IS_TRANS:	Dm
        INDEX:	P13W14
      OFFSETS:	67-69
       TOKENS:	P13W17-P13W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dam~_1]
   UNSPLITVOC:	(Dam~)
          POS:	NOUN
          VOC:	Dam~
        GLOSS:	joining/addition/annexation

 INPUT STRING:	مقولات
     IS_TRANS:	mqwlAt
        INDEX:	P13W15
      OFFSETS:	70-76
       TOKENS:	P13W18-P13W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maquwlap_1]
   UNSPLITVOC:	(maquwlAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	maquwl+At
        GLOSS:	statements/pronouncements/propositions+[fem.pl.]

 INPUT STRING:	الريس
     IS_TRANS:	Alrys
        INDEX:	P13W16
      OFFSETS:	77-82
       TOKENS:	P13W19-P13W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(Alr~ay~is)
          POS:	DET+NOUN
          VOC:	Al+ray~is
        GLOSS:	the+captain/chief/boss/president

 INPUT STRING:	للقرآن
     IS_TRANS:	llqr|n
        INDEX:	P13W17
      OFFSETS:	83-89
       TOKENS:	P13W20-P13W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quro|n_1]
   UNSPLITVOC:	(lilquro|n)
          POS:	PREP+DET+NOUN_PROP
          VOC:	li+Al+quro|n
        GLOSS:	to/for+the+Quran

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W18
      OFFSETS:	89-90
       TOKENS:	P13W22-P13W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W19
      OFFSETS:	90-91
       TOKENS:	P13W23-P13W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P14W1
      OFFSETS:	0-2
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	صفوت
     IS_TRANS:	Sfwt
        INDEX:	P14W2
      OFFSETS:	3-7
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Safowat_1]
   UNSPLITVOC:	(Safowat)
          POS:	NOUN_PROP
          VOC:	Safowat
        GLOSS:	Safwat

 INPUT STRING:	الشريف
     IS_TRANS:	Al$ryf
        INDEX:	P14W3
      OFFSETS:	8-14
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iriyf_1]
   UNSPLITVOC:	(Al$~iriyf)
          POS:	DET+NOUN_PROP
          VOC:	Al+$iriyf
        GLOSS:	the+Sharif

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P14W4
      OFFSETS:	15-18
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P14W5
      OFFSETS:	19-22
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	say+he/it [verb]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P14W6
      OFFSETS:	23-25
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P14W7
      OFFSETS:	26-27
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	سنين
     IS_TRANS:	snyn
        INDEX:	P14W8
      OFFSETS:	28-32
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(siniyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	sin+iyn
        GLOSS:	years+[masc.pl.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P14W9
      OFFSETS:	33-35
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	ريسنا
     IS_TRANS:	rysnA
        INDEX:	P14W10
      OFFSETS:	36-41
       TOKENS:	P14W10-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(ray~isnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	ray~is+nA
        GLOSS:	captain/cheif/boss/president+our

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P14W11
      OFFSETS:	42-44
       TOKENS:	P14W12-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	ينطق
     IS_TRANS:	ynTq
        INDEX:	P14W12
      OFFSETS:	45-49
       TOKENS:	P14W13-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naTaq_1]
   UNSPLITVOC:	(yinoTaq)
          POS:	IV3MS+IV
          VOC:	yi+noTaq
        GLOSS:	he/it+speak/utter/pronounce/be spoken/be uttered/be pronounced

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P14W13
      OFFSETS:	50-52
       TOKENS:	P14W14-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	الهوى
     IS_TRANS:	AlhwY
        INDEX:	P14W14
      OFFSETS:	53-58
       TOKENS:	P14W15-P14W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hawaY_1]
   UNSPLITVOC:	(AlhawaY)
          POS:	DET+NOUN
          VOC:	Al+hawaY
        GLOSS:	the+affection/inclination/preference/desires/wishes/inclinations

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W15
      OFFSETS:	58-59
       TOKENS:	P14W16-P14W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W16
      OFFSETS:	59-60
       TOKENS:	P14W17-P14W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	عشت
     IS_TRANS:	E$t
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EA$_1]
   UNSPLITVOC:	(Ei$t)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	Ei$+t
        GLOSS:	live/experience+you [masc.sg.] [verb]

 INPUT STRING:	قهرا
     IS_TRANS:	qhrA
        INDEX:	P15W2
      OFFSETS:	4-8
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(qhrA)
          POS:	NO_FUNC
          VOC:	qhrA
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P15W3
      OFFSETS:	9-11
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	ريسنا
     IS_TRANS:	rysnA
        INDEX:	P15W4
      OFFSETS:	12-17
       TOKENS:	P15W4-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(ray~isnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	ray~is+nA
        GLOSS:	captain/cheif/boss/president+our

 INPUT STRING:	المحبوب
     IS_TRANS:	AlmHbwb
        INDEX:	P15W5
      OFFSETS:	18-25
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHobuwb_1]
   UNSPLITVOC:	(AlmaHobuwb)
          POS:	DET+ADJ
          VOC:	Al+maHobuwb
        GLOSS:	the+dear/desirable

 INPUT STRING:	قبيح
     IS_TRANS:	qbyH
        INDEX:	P15W6
      OFFSETS:	26-30
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabiyH_1]
   UNSPLITVOC:	(qabiyH)
          POS:	ADJ
          VOC:	qabiyH
        GLOSS:	ugly/repulsive/insolent

 INPUT STRING:	موباراك
     IS_TRANS:	mwbArAk
        INDEX:	P15W7
      OFFSETS:	31-38
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mwbArAk_1]
   UNSPLITVOC:	(mwbArAk)
          POS:	NOUN_PROP
          VOC:	mwbArAk
        GLOSS:	Mubarak

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P16W1
      OFFSETS:	0-2
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	عمي
     IS_TRANS:	Emy
        INDEX:	P16W2
      OFFSETS:	3-6
       TOKENS:	P16W2-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~_1]
   UNSPLITVOC:	(Eam~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eam~+iy
        GLOSS:	paternal uncle/uncle+my

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P16W3
      OFFSETS:	7-12
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	طلع
     IS_TRANS:	TlE
        INDEX:	P16W4
      OFFSETS:	13-16
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
