 INPUT STRING:	سلام
        INDEX:	P22W12
      OFFSETS:	57-62
       TOKENS:	P22W15-P22W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Alyawm)
          POS:	DET+NOUN
          VOC:	Al+yawm
        GLOSS:	the+ever/period/day/today/some day

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P22W13
      OFFSETS:	63-64
       TOKENS:	P22W16-P22W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P22W14
      OFFSETS:	65-69
       TOKENS:	P22W17-P22W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	أم
     IS_TRANS:	>m
        INDEX:	P22W15
      OFFSETS:	70-72
       TOKENS:	P22W19-P22W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(>um~)
          POS:	NOUN
          VOC:	>um~
        GLOSS:	mother/maternal/mothers

 INPUT STRING:	الرقم
     IS_TRANS:	Alrqm
        INDEX:	P22W16
      OFFSETS:	73-78
       TOKENS:	P22W20-P22W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raqam_1]
   UNSPLITVOC:	(Alr~aqam)
          POS:	DET+NOUN
          VOC:	Al+raqam
        GLOSS:	the+number

 INPUT STRING:	القومي
     IS_TRANS:	Alqwmy
        INDEX:	P22W17
      OFFSETS:	79-85
       TOKENS:	P22W21-P22W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawmiy_1]
   UNSPLITVOC:	(Alqawmiy)
          POS:	DET+ADJ
          VOC:	Al+qawmiy
        GLOSS:	the+state/national

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P22W18
      OFFSETS:	85-86
       TOKENS:	P22W22-P22W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P22W19
      OFFSETS:	86-87
       TOKENS:	P22W23-P22W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	أتحلت
     IS_TRANS:	>tHlt
        INDEX:	P23W1
      OFFSETS:	0-5
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(AitoHal~it)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	AitoHal~+it
        GLOSS:	be dissolved/be solved/be disbanded+it/they/she

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P23W2
      OFFSETS:	6-13
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue/problems/issues/inconveniences+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P23W3
      OFFSETS:	13-14
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P24W1
      OFFSETS:	0-2
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no/non-/not

 INPUT STRING:	برضة
     IS_TRANS:	brDp
        INDEX:	P24W2
      OFFSETS:	3-7
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too/as well (as)/along with/in addition (to)/then/afterwards/next

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W3
      OFFSETS:	7-8
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W4
      OFFSETS:	8-9
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	الحكومة
     IS_TRANS:	AlHkwmp
        INDEX:	P24W5
      OFFSETS:	10-17
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P24W6
      OFFSETS:	18-20
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قرارها
     IS_TRANS:	qrArhA
        INDEX:	P24W7
      OFFSETS:	21-27
       TOKENS:	P24W7-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarArhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	qarAr+hA
        GLOSS:	decision/resolution/decisions/resolutions+its/their/her

 INPUT STRING:	الإداري
     IS_TRANS:	Al<dAry
        INDEX:	P24W8
      OFFSETS:	28-35
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<idAriy_1]
   UNSPLITVOC:	(Al<idAriy)
          POS:	DET+ADJ
          VOC:	Al+<idAriy
        GLOSS:	the+administrative/management/departmental/officer/administratively/officially

 INPUT STRING:	بالسماح
     IS_TRANS:	bAlsmAH
        INDEX:	P24W9
      OFFSETS:	36-43
       TOKENS:	P24W10-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samAH_1]
   UNSPLITVOC:	(biAls~amAH)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+samAH
        GLOSS:	with/by+the+permission/munificence

 INPUT STRING:	للمصريين
     IS_TRANS:	llmSryyn
        INDEX:	P24W10
      OFFSETS:	44-52
       TOKENS:	P24W12-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(lilmaSoriy~iyn)
          POS:	PREP+DET+NOUN+NSUFF_MASC_PL
          VOC:	li+Al+maSoriy~+iyn
        GLOSS:	for/to+the+Egyptian/Egyptians+[masc.pl.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P24W11
      OFFSETS:	53-55
       TOKENS:	P24W14-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الخارج
     IS_TRANS:	AlxArj
        INDEX:	P24W12
      OFFSETS:	56-62
       TOKENS:	P24W15-P24W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xArij_1]
   UNSPLITVOC:	(AlxArij)
          POS:	DET+NOUN
          VOC:	Al+xArij
        GLOSS:	the+outside/outer part/overseas/exterior

 INPUT STRING:	بممارسة
     IS_TRANS:	bmmArsp
        INDEX:	P24W13
      OFFSETS:	63-70
       TOKENS:	P24W16-P24W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumArosap_1]
   UNSPLITVOC:	(bimumArosap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+mumAros+ap
        GLOSS:	with/by+practice+[fem.sg.]

 INPUT STRING:	حقوقهم
     IS_TRANS:	Hqwqhm
        INDEX:	P24W14
      OFFSETS:	71-77
       TOKENS:	P24W18-P24W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Huquwqhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Huquwq+hum
        GLOSS:	truth/right/against/towards/rights/law+their

 INPUT STRING:	السياسية
     IS_TRANS:	AlsyAsyp
        INDEX:	P24W15
      OFFSETS:	78-86
       TOKENS:	P24W20-P24W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsiy_1]
   UNSPLITVOC:	(Als~iyAsiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+siyAsiy~+ap
        GLOSS:	the+political+[fem.sg.]

 INPUT STRING:	قالت
     IS_TRANS:	qAlt
        INDEX:	P24W16
      OFFSETS:	87-91
       TOKENS:	P24W21-P24W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAlit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qAl+it
        GLOSS:	said/say/be said/(for example)+it/they/she

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W17
      OFFSETS:	91-92
       TOKENS:	P24W22-P24W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W18
      OFFSETS:	92-93
       TOKENS:	P24W23-P24W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	يسمح
     IS_TRANS:	ysmH
        INDEX:	P24W19
      OFFSETS:	95-99
       TOKENS:	P24W24-P24W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samaH_1]
   UNSPLITVOC:	(yisomaH)
          POS:	IV3MS+IV
          VOC:	yi+somaH
        GLOSS:	he/it+allow/permit/authorize/be allowed/be permitted/be authorized

 INPUT STRING:	فقط
     IS_TRANS:	fqT
        INDEX:	P24W20
      OFFSETS:	100-103
       TOKENS:	P24W25-P24W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(faqaT)
          POS:	NOUN
          VOC:	faqaT
        GLOSS:	only/enough/just/but/however/bare/pure/naked (eye)

 INPUT STRING:	لحاملي
     IS_TRANS:	lHAmly
        INDEX:	P24W21
      OFFSETS:	104-110
       TOKENS:	P24W26-P24W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HAmil_1]
   UNSPLITVOC:	(liHAmiliyn)
          POS:	PREP+ADJ+NSUFF_MASC_PL
          VOC:	li+HAmil+iyn
        GLOSS:	for/to+bearing/carrying+[masc.pl.]

 INPUT STRING:	الرقم
     IS_TRANS:	Alrqm
        INDEX:	P24W22
      OFFSETS:	111-116
       TOKENS:	P24W28-P24W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raqam_1]
   UNSPLITVOC:	(Alr~aqam)
          POS:	DET+NOUN
          VOC:	Al+raqam
        GLOSS:	the+number

 INPUT STRING:	القومي
     IS_TRANS:	Alqwmy
        INDEX:	P24W23
      OFFSETS:	117-123
       TOKENS:	P24W29-P24W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawmiy_1]
   UNSPLITVOC:	(Alqawmiy)
          POS:	DET+ADJ
          VOC:	Al+qawmiy
        GLOSS:	the+state/national

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P24W24
      OFFSETS:	124-127
       TOKENS:	P24W30-P24W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	27
     IS_TRANS:	27
        INDEX:	P24W25
      OFFSETS:	128-130
       TOKENS:	P24W31-P24W31
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[27_1]
   UNSPLITVOC:	(27)
          POS:	NOUN_NUM
          VOC:	27
        GLOSS:	27

 INPUT STRING:	سبتمبر
     IS_TRANS:	sbtmbr
        INDEX:	P24W26
      OFFSETS:	131-137
       TOKENS:	P24W32-P24W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sibotamobar_1]
   UNSPLITVOC:	(sibotamobar)
          POS:	NOUN_PROP
          VOC:	sibotamobar
        GLOSS:	September

 INPUT STRING:	2011
     IS_TRANS:	2011
        INDEX:	P24W27
      OFFSETS:	138-142
       TOKENS:	P24W33-P24W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[2011_1]
   UNSPLITVOC:	(2011)
          POS:	NOUN_NUM
          VOC:	2011
        GLOSS:	2011

 INPUT STRING:	بإعطاء
     IS_TRANS:	b<ETA'
        INDEX:	P24W28
      OFFSETS:	143-149
       TOKENS:	P24W34-P24W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEoTA'_1]
   UNSPLITVOC:	(biAiEoTA')
          POS:	PREP+NOUN
          VOC:	bi+AiEoTA'
        GLOSS:	with/by+offer/donation/concession/offers/donations/concessions/giving

 INPUT STRING:	صوته
     IS_TRANS:	Swth
        INDEX:	P24W29
      OFFSETS:	150-154
       TOKENS:	P24W36-P24W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Suwt_1]
   UNSPLITVOC:	(Suwtuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Suwt+uh
        GLOSS:	sounds/soundu/votes/vote/sound/voices/voice+his/its

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W30
      OFFSETS:	155-156
       TOKENS:	P24W38-P24W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W31
      OFFSETS:	156-157
       TOKENS:	P24W39-P24W39
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	فالإجابة
     IS_TRANS:	fAl<jAbp
        INDEX:	P25W1
      OFFSETS:	0-8
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AijAbap_1]
   UNSPLITVOC:	(faAlAijAbap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	fa+Al+AijAb+ap
        GLOSS:	so/and+the+answer/response/consent+[fem.sg.]

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P25W2
      OFFSETS:	9-11
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P25W3
      OFFSETS:	11-12
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P25W4
      OFFSETS:	12-13
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	المصريين
     IS_TRANS:	AlmSryyn
        INDEX:	P25W5
      OFFSETS:	14-22
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+maSoriy~+iyn
        GLOSS:	the+Egyptian/Egyptians+[masc.pl.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P25W6
      OFFSETS:	23-25
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الخارج
     IS_TRANS:	AlxArj
        INDEX:	P25W7
      OFFSETS:	26-32
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xArij_1]
   UNSPLITVOC:	(AlxArij)
          POS:	DET+NOUN
          VOC:	Al+xArij
        GLOSS:	the+outside/outer part/overseas/exterior

 INPUT STRING:	فعلياً
     IS_TRANS:	fElyAF
        INDEX:	P25W8
      OFFSETS:	33-39
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiEoliy~_1]
   UNSPLITVOC:	(fiEoliy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	fiEoliy~+AF
        GLOSS:	actual/real+[acc.indef.]

 INPUT STRING:	لن
     IS_TRANS:	ln
        INDEX:	P25W9
      OFFSETS:	40-42
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lan_1]
   UNSPLITVOC:	(lan)
          POS:	NEG_PART
          VOC:	lan
        GLOSS:	not/never/nevermore

 INPUT STRING:	يصوتوا
     IS_TRANS:	ySwtwA
        INDEX:	P25W10
      OFFSETS:	43-49
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saw~at_1]
   UNSPLITVOC:	(yiSaw~atuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+Saw~at+uwA
        GLOSS:	they+vote+[pl.]

 INPUT STRING:	بالأعداد
     IS_TRANS:	bAl>EdAd
        INDEX:	P25W11
      OFFSETS:	50-58
       TOKENS:	P25W12-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadad_1]
   UNSPLITVOC:	(biAl>aEodAd)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+>aEodAd
        GLOSS:	with/by+the+numbers

 INPUT STRING:	الملائمة
     IS_TRANS:	AlmlA}mp
        INDEX:	P25W12
      OFFSETS:	59-67
       TOKENS:	P25W14-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlmulA}im_1]
   UNSPLITVOC:	(AlmulA}imap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+mulA}im+ap
        GLOSS:	the+suitable/appropriate+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P25W13
      OFFSETS:	68-69
       TOKENS:	P25W15-P25W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الأمر
     IS_TRANS:	Al>mr
        INDEX:	P25W14
      OFFSETS:	70-75
       TOKENS:	P25W16-P25W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(Al>amor)
          POS:	DET+NOUN
          VOC:	Al+>amor
        GLOSS:	the+matter/issue/matters/issues/order/command/orders/commands

 INPUT STRING:	مُنتهى
     IS_TRANS:	munthY
        INDEX:	P25W15
      OFFSETS:	76-82
       TOKENS:	P25W17-P25W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muntahiy_1]
   UNSPLITVOC:	(muntahiy)
          POS:	ADJ
          VOC:	muntahiy
        GLOSS:	ending

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P26W1
      OFFSETS:	0-1
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الخبر
     IS_TRANS:	Alxbr
        INDEX:	P26W2
      OFFSETS:	2-7
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(Alxabar)
          POS:	DET+NOUN
          VOC:	Al+xabar
        GLOSS:	the+news/report/reports

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P26W3
      OFFSETS:	8-12
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	thing/owned by/something/property/commodities/that of/belonging to/goods

 INPUT STRING:	السماح
     IS_TRANS:	AlsmAH
        INDEX:	P26W4
      OFFSETS:	13-19
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samAH_1]
   UNSPLITVOC:	(Als~amAH)
          POS:	DET+NOUN
          VOC:	Al+samAH
        GLOSS:	the+permission/munificence

 INPUT STRING:	للمهاجرين
     IS_TRANS:	llmhAjryn
        INDEX:	P26W5
      OFFSETS:	20-29
       TOKENS:	P26W5-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhAjir_1]
   UNSPLITVOC:	(lilmuhAjoriyn)
          POS:	PREP+DET+NOUN+NSUFF_MASC_PL
          VOC:	li+Al+muhAjor+iyn
        GLOSS:	for/to+the+emigrant+[masc.pl.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P26W6
      OFFSETS:	30-31
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	المغتربين
     IS_TRANS:	Almgtrbyn
        INDEX:	P26W7
      OFFSETS:	32-41
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mugotarib_1]
   UNSPLITVOC:	(Almugotaribiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+mugotarib+iyn
        GLOSS:	the+expatriate/foreigner+[masc.pl.]

 INPUT STRING:	بممارسة
     IS_TRANS:	bmmArsp
        INDEX:	P26W8
      OFFSETS:	42-49
       TOKENS:	P26W9-P26W10
