 INPUT STRING:	-
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(bimA)
          POS:	PREP+REL_PRON
          VOC:	bi+mA
        GLOSS:	with/by+what/which

 INPUT STRING:	أنى
     IS_TRANS:	>nY
        INDEX:	P33W8
      OFFSETS:	28-31
       TOKENS:	P33W10-P33W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	<in~+iy
        GLOSS:	that+I

 INPUT STRING:	متعصب
     IS_TRANS:	mtESb
        INDEX:	P33W9
      OFFSETS:	32-37
       TOKENS:	P33W12-P33W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mutaEaS~ib_1]
   UNSPLITVOC:	(mutaEaS~ib)
          POS:	ADJ
          VOC:	mutaEaS~ib
        GLOSS:	fanatical/intolerant/chauvinist

 INPUT STRING:	قديم
     IS_TRANS:	qdym
        INDEX:	P33W10
      OFFSETS:	38-42
       TOKENS:	P33W13-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qadiym_1]
   UNSPLITVOC:	(qadiym)
          POS:	ADJ
          VOC:	qadiym
        GLOSS:	old/ancient/ancients

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P33W11
      OFFSETS:	43-44
       TOKENS:	P33W14-P33W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P33W12
      OFFSETS:	45-49
       TOKENS:	P33W15-P33W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	الحاجات
     IS_TRANS:	AlHAjAt
        INDEX:	P33W13
      OFFSETS:	50-57
       TOKENS:	P33W16-P33W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(AlHAjAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+HAj+At
        GLOSS:	the+need/needs/thing/belongings+[fem.pl.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P33W14
      OFFSETS:	58-60
       TOKENS:	P33W17-P33W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P33W15
      OFFSETS:	61-65
       TOKENS:	P33W18-P33W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P34W1
      OFFSETS:	0-3
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaY_1]
   UNSPLITVOC:	(munaY)
          POS:	NOUN_PROP
          VOC:	munaY
        GLOSS:	Mouna/Muna

 INPUT STRING:	متعصبة
     IS_TRANS:	mtESbp
        INDEX:	P34W2
      OFFSETS:	4-10
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutoEaS~ib_1]
   UNSPLITVOC:	(mutoEaS~ibap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mutoEaS~ib+ap
        GLOSS:	intolerent/fanatical+[fem.sg.]

 INPUT STRING:	أصيلة
     IS_TRANS:	>Sylp
        INDEX:	P34W3
      OFFSETS:	11-16
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSiyl_1]
   UNSPLITVOC:	(>aSiylap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	>aSiyl+ap
        GLOSS:	authentic/indigenous/permanent/late afternoons+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P34W4
      OFFSETS:	17-18
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P34W5
      OFFSETS:	19-22
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	رأيى
     IS_TRANS:	r>yY
        INDEX:	P34W6
      OFFSETS:	23-27
       TOKENS:	P34W6-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	ra>oy+iy
        GLOSS:	opinion/view/idea/opinions/views/ideas+my

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P34W7
      OFFSETS:	28-32
       TOKENS:	P34W8-P34W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/her/them

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P34W8
      OFFSETS:	33-36
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P34W9
      OFFSETS:	37-39
       TOKENS:	P34W11-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	زمان
     IS_TRANS:	zmAn
        INDEX:	P34W10
      OFFSETS:	40-44
       TOKENS:	P34W12-P34W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(zamAn)
          POS:	NOUN
          VOC:	zamAn
        GLOSS:	time/duration/times/durations

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P34W11
      OFFSETS:	45-47
       TOKENS:	P34W13-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P34W12
      OFFSETS:	48-51
       TOKENS:	P34W14-P34W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P34W13
      OFFSETS:	52-57
       TOKENS:	P34W15-P34W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwE)
          POS:	NOUN
          VOC:	mawDuwE
        GLOSS:	subject/theme/issue/subjects/themes/issues

 INPUT STRING:	العدرا
     IS_TRANS:	AlEdrA
        INDEX:	P34W14
      OFFSETS:	58-64
       TOKENS:	P34W16-P34W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EadorA_1]
   UNSPLITVOC:	(AlEadorA)
          POS:	DET+NOUN_PROP
          VOC:	Al+EadorA
        GLOSS:	the+Adra Mary/mariam/Jesuse's mother

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P34W15
      OFFSETS:	65-67
       TOKENS:	P34W17-P34W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W16
      OFFSETS:	67-68
       TOKENS:	P34W18-P34W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W17
      OFFSETS:	68-69
       TOKENS:	P34W19-P34W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	إتفرج
     IS_TRANS:	<tfrj
        INDEX:	P35W1
      OFFSETS:	0-5
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(Aitofar~aj)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Aitofar~aj+(null)
        GLOSS:	watch/observe+you

 INPUT STRING:	بنفسك
     IS_TRANS:	bnfsk
        INDEX:	P35W2
      OFFSETS:	6-11
       TOKENS:	P35W2-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(binafosak)
          POS:	PREP+NOUN+POSS_PRON_2MS
          VOC:	bi+nafos+ak
        GLOSS:	with/by+same/self/selves/soul/souls+your

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P35W3
      OFFSETS:	12-15
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الجزء
     IS_TRANS:	Aljz'
        INDEX:	P35W4
      OFFSETS:	16-21
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(Aljuz')
          POS:	DET+NOUN
          VOC:	Al+juz'
        GLOSS:	the+section/piece/portion/part/fraction/sections/pieces/portions

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P35W5
      OFFSETS:	22-24
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P35W6
      OFFSETS:	25-27
       TOKENS:	P35W8-P35W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	حلقتها
     IS_TRANS:	HlqthA
        INDEX:	P35W7
      OFFSETS:	28-34
       TOKENS:	P35W9-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Haloqap_2]
   UNSPLITVOC:	(HaloqithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	Haloq+ap+hA
        GLOSS:	episode+[fem.sg.]+its/their/her

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P35W8
      OFFSETS:	35-37
       TOKENS:	P35W11-P35W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/at/with

 INPUT STRING:	ماريو
     IS_TRANS:	mAryw
        INDEX:	P35W9
      OFFSETS:	38-43
       TOKENS:	P35W12-P35W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mAriyuw_1]
   UNSPLITVOC:	(mAriyuw)
          POS:	NOUN_PROP
          VOC:	mAriyuw
        GLOSS:	Mario

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P35W10
      OFFSETS:	44-45
       TOKENS:	P35W13-P35W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	أندرو
     IS_TRANS:	>ndrw
        INDEX:	P35W11
      OFFSETS:	46-51
       TOKENS:	P35W14-P35W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aanodruw_1]
   UNSPLITVOC:	(Anodruw)
          POS:	NOUN_PROP
          VOC:	Anodruw
        GLOSS:	Andrew

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P35W12
      OFFSETS:	51-52
       TOKENS:	P35W15-P35W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P35W13
      OFFSETS:	52-53
       TOKENS:	P35W16-P35W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	إنتى
     IS_TRANS:	<ntY
        INDEX:	P36W1
      OFFSETS:	2-6
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you

 INPUT STRING:	مزوداها
     IS_TRANS:	mzwdAhA
        INDEX:	P36W2
      OFFSETS:	7-14
       TOKENS:	P36W2-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mizaw~id_1]
   UNSPLITVOC:	(mizaw~idAhA)
          POS:	ADJ+NSUFF_FEM_SG+PRON_3FS
          VOC:	mizaw~id+ap+hA
        GLOSS:	increasing+[fem.sg.]+it/they/she

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W3
      OFFSETS:	15-16
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	محبكاها
     IS_TRANS:	mHbkAhA
        INDEX:	P36W4
      OFFSETS:	17-24
       TOKENS:	P36W5-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miHab~ik_1]
   UNSPLITVOC:	(miHab~ikAhA)
          POS:	ADJ+NSUFF_FEM_SG+PRON_3FS
          VOC:	miHab~ik+ap+hA
        GLOSS:	overreacting+[fem.sg.]+it/them/her

 INPUT STRING:	أوى
     IS_TRANS:	>wY
        INDEX:	P36W5
      OFFSETS:	25-28
       TOKENS:	P36W7-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	strong/powerful

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P36W6
      OFFSETS:	28-29
       TOKENS:	P36W8-P36W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P36W7
      OFFSETS:	29-30
       TOKENS:	P36W9-P36W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P36W8
      OFFSETS:	31-33
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	يمتحنوا
     IS_TRANS:	ymtHnwA
        INDEX:	P36W9
      OFFSETS:	34-41
       TOKENS:	P36W11-P36W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimotaHan_1]
   UNSPLITVOC:	(yimotiHonuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+motiHon+uwA
        GLOSS:	they+sit for an exam+they

 INPUT STRING:	دين
     IS_TRANS:	dyn
        INDEX:	P36W10
      OFFSETS:	42-45
       TOKENS:	P36W12-P36W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(diyn)
          POS:	NOUN
          VOC:	diyn
        GLOSS:	religion

 INPUT STRING:	إسلامى
     IS_TRANS:	<slAmY
        INDEX:	P36W11
      OFFSETS:	46-52
       TOKENS:	P36W13-P36W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<islAmiy_1]
   UNSPLITVOC:	(<islAmiy)
          POS:	ADJ
          VOC:	<islAmiy
        GLOSS:	Islamic/Muslim/Islamist

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W12
      OFFSETS:	53-54
       TOKENS:	P36W14-P36W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P36W13
      OFFSETS:	55-59
       TOKENS:	P36W15-P36W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P37W1
      OFFSETS:	0-3
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaY_1]
   UNSPLITVOC:	(munaY)
          POS:	NOUN_PROP
          VOC:	munaY
        GLOSS:	Mouna/Muna

 INPUT STRING:	الشاذلى
     IS_TRANS:	Al$A*lY
        INDEX:	P37W2
      OFFSETS:	4-11
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$A*liy_1]
   UNSPLITVOC:	(Al$A*liy)
          POS:	DET+NOUN_PROP
          VOC:	Al+$A*liy
        GLOSS:	the+Shazli/Shazly/Shadhili

 INPUT STRING:	قالت
     IS_TRANS:	qAlt
        INDEX:	P37W3
      OFFSETS:	12-16
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAlit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qAl+it
        GLOSS:	said/say/be said/(for example)+it/they/she

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P37W4
      OFFSETS:	17-20
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	بكل
     IS_TRANS:	bkl
        INDEX:	P37W5
      OFFSETS:	21-24
       TOKENS:	P37W5-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(bikul~)
          POS:	PREP+NOUN_QUANT
          VOC:	bi+kul~
        GLOSS:	with/by+all/entire/every/whole

 INPUT STRING:	بساطة
     IS_TRANS:	bsATp
        INDEX:	P37W6
      OFFSETS:	25-30
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[basATap_1]
   UNSPLITVOC:	(basATap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	basAT+ap
        GLOSS:	frankness/sincerity/simplicity/plainness+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P37W7
      OFFSETS:	30-31
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P37W8
      OFFSETS:	31-32
       TOKENS:	P37W9-P37W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P37W9
      OFFSETS:	33-34
       TOKENS:	P37W10-P37W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	بدعوى
     IS_TRANS:	bdEwY
        INDEX:	P37W10
      OFFSETS:	35-40
       TOKENS:	P37W11-P37W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowaY_1]
   UNSPLITVOC:	(bidaEowaY)
          POS:	PREP+NOUN
          VOC:	bi+daEowaY
        GLOSS:	with/by+lawsuit/allegation/legal action/lawsuits/allegations/legal actions

 INPUT STRING:	إنها
     IS_TRANS:	<nhA
        INDEX:	P37W11
      OFFSETS:	41-45
       TOKENS:	P37W13-P37W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she/it

 INPUT STRING:	عاوز
     IS_TRANS:	EAwz
        INDEX:	P37W12
      OFFSETS:	46-50
       TOKENS:	P37W15-P37W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwiz)
          POS:	ADJ.VN
          VOC:	EAwiz
        GLOSS:	wanting/needing

 INPUT STRING:	تهدى
     IS_TRANS:	thdY
        INDEX:	P37W13
      OFFSETS:	51-55
       TOKENS:	P37W16-P37W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[had~aY_1]
   UNSPLITVOC:	(tihad~iy)
          POS:	IV3FS+IV
          VOC:	ti+had~iy
        GLOSS:	it/they/she+get calm/calm down/slow down

 INPUT STRING:	النفوس
     IS_TRANS:	Alnfws
        INDEX:	P37W14
      OFFSETS:	56-62
       TOKENS:	P37W17-P37W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(Aln~ufuws)
          POS:	DET+NOUN
          VOC:	Al+nufuws
        GLOSS:	the+self/selves/soul/souls

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P38W1
      OFFSETS:	0-1
       TOKENS:	P38W1-P38W1
