 INPUT STRING:	ده
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	افتكر
     IS_TRANS:	Aftkr
        INDEX:	P15W27
      OFFSETS:	125-130
       TOKENS:	P15W30-P15W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aifotakar_1]
   UNSPLITVOC:	(Aafotikir)
          POS:	IV1S+IV
          VOC:	Aa+fotikir
        GLOSS:	I+think

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P15W28
      OFFSETS:	131-134
       TOKENS:	P15W31-P15W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P15W29
      OFFSETS:	135-138
       TOKENS:	P15W32-P15W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P15W30
      OFFSETS:	139-143
       TOKENS:	P15W33-P15W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	nifos+ak
        GLOSS:	desire/wish+your

 INPUT STRING:	تبقى
     IS_TRANS:	tbqY
        INDEX:	P15W31
      OFFSETS:	144-148
       TOKENS:	P15W35-P15W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(tiboqaY)
          POS:	IV2MS+IV
          VOC:	ti+boqaY
        GLOSS:	you+remain/become

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P15W32
      OFFSETS:	149-152
       TOKENS:	P15W36-P15W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P15W33
      OFFSETS:	153-154
       TOKENS:	P15W37-P15W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	بقيت
     IS_TRANS:	bqyt
        INDEX:	P15W34
      OFFSETS:	155-159
       TOKENS:	P15W38-P15W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqayt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	baq+ayt
        GLOSS:	remain/become+you

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P15W35
      OFFSETS:	160-163
       TOKENS:	P15W39-P15W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W36
      OFFSETS:	163-164
       TOKENS:	P15W40-P15W40
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بقيت
     IS_TRANS:	bqyt
        INDEX:	P15W37
      OFFSETS:	165-169
       TOKENS:	P15W41-P15W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqayt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	baq+ayt
        GLOSS:	remain/become+you

 INPUT STRING:	موظف
     IS_TRANS:	mwZf
        INDEX:	P15W38
      OFFSETS:	170-174
       TOKENS:	P15W42-P15W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwaZ~af_1]
   UNSPLITVOC:	(muwaZ~af)
          POS:	NOUN
          VOC:	muwaZ~af
        GLOSS:	employee

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P15W39
      OFFSETS:	175-177
       TOKENS:	P15W43-P15W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	بالآصح
     IS_TRANS:	bAl|SH
        INDEX:	P15W40
      OFFSETS:	178-184
       TOKENS:	P15W44-P15W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSaH~_1]
   UNSPLITVOC:	(biAl>aSaH~)
          POS:	PREP+DET+ADJ_COMP
          VOC:	bi+Al+>aSaH~
        GLOSS:	with/by+the+righter/rightest

 INPUT STRING:	بقيت
     IS_TRANS:	bqyt
        INDEX:	P15W41
      OFFSETS:	185-189
       TOKENS:	P15W46-P15W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqayt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	baq+ayt
        GLOSS:	remain/become+you

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P15W42
      OFFSETS:	190-192
       TOKENS:	P15W47-P15W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	قدرة
     IS_TRANS:	qdrp
        INDEX:	P15W43
      OFFSETS:	193-197
       TOKENS:	P15W48-P15W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidorap_1]
   UNSPLITVOC:	(qidorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qidor+ap
        GLOSS:	jug/pot/jugs/pots+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W44
      OFFSETS:	197-198
       TOKENS:	P15W49-P15W49
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	عارفه
     IS_TRANS:	EArfh
        INDEX:	P15W45
      OFFSETS:	199-204
       TOKENS:	P15W50-P15W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W46
      OFFSETS:	204-205
       TOKENS:	P15W51-P15W51
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	اقولكم
     IS_TRANS:	Aqwlkm
        INDEX:	P16W1
      OFFSETS:	0-6
       TOKENS:	P16W1-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwllikum)
          POS:	IV1S+IV+PREP+PRON_2P
          VOC:	Aa+quwl+li+kum
        GLOSS:	I+say+to+you

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P16W2
      OFFSETS:	6-7
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	حاسين
     IS_TRANS:	HAsyn
        INDEX:	P16W3
      OFFSETS:	8-13
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAsis_1]
   UNSPLITVOC:	(HAs~iyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	HAs~+iyn
        GLOSS:	feeling+two

 INPUT STRING:	بالعزة
     IS_TRANS:	bAlEzp
        INDEX:	P16W4
      OFFSETS:	14-20
       TOKENS:	P16W6-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eiz~ap_1]
   UNSPLITVOC:	(biAlEiz~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+Eiz~+ap
        GLOSS:	with/by+the+power/glory/honor+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W5
      OFFSETS:	21-22
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	الكرامة
     IS_TRANS:	AlkrAmp
        INDEX:	P16W6
      OFFSETS:	23-30
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[karAmap_1]
   UNSPLITVOC:	(AlkarAmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+karAm+ap
        GLOSS:	the+dignity/generosity+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W7
      OFFSETS:	31-32
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	PART
          VOC:	wi
        GLOSS:	while

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P16W8
      OFFSETS:	33-37
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P16W9
      OFFSETS:	38-42
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	young man/young men

 INPUT STRING:	صغير
     IS_TRANS:	Sgyr
        INDEX:	P16W10
      OFFSETS:	43-47
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sugay~ar_1]
   UNSPLITVOC:	(Sugay~ar)
          POS:	ADJ
          VOC:	Sugay~ar
        GLOSS:	young/small

 INPUT STRING:	طلعوا
     IS_TRANS:	TlEwA
        INDEX:	P16W11
      OFFSETS:	48-53
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiloEuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	TiloE+uwA
        GLOSS:	appear/seem+they

 INPUT STRING:	اجدع
     IS_TRANS:	AjdE
        INDEX:	P16W12
      OFFSETS:	54-58
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajodaE_1]
   UNSPLITVOC:	(>ajodaE)
          POS:	ADJ_COMP
          VOC:	>ajodaE
        GLOSS:	stronger/strongest

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W13
      OFFSETS:	59-60
       TOKENS:	P16W16-P16W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	ارجل
     IS_TRANS:	Arjl
        INDEX:	P16W14
      OFFSETS:	61-65
       TOKENS:	P16W17-P16W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Arjal_1]
   UNSPLITVOC:	(Arjal)
          POS:	ADJ_COMP
          VOC:	Arjal
        GLOSS:	more /most virile

 INPUT STRING:	منكم
     IS_TRANS:	mnkm
        INDEX:	P16W15
      OFFSETS:	66-70
       TOKENS:	P16W18-P16W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minkum)
          POS:	PREP+PRON_2P
          VOC:	min+kum
        GLOSS:	from+you

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P16W16
      OFFSETS:	71-74
       TOKENS:	P16W20-P16W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	افرجوا
     IS_TRANS:	AfrjwA
        INDEX:	P16W17
      OFFSETS:	75-81
       TOKENS:	P16W21-P16W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aforaj_1]
   UNSPLITVOC:	(>aforajuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	>aforaj+uwA
        GLOSS:	release/liberate/set free+they [verb]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P16W18
      OFFSETS:	82-84
       TOKENS:	P16W22-P16W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	ضابط
     IS_TRANS:	DAbT
        INDEX:	P16W19
      OFFSETS:	85-89
       TOKENS:	P16W23-P16W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAbiT_1]
   UNSPLITVOC:	(DAbiT)
          POS:	NOUN
          VOC:	DAbiT
        GLOSS:	officer/officers

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P16W20
      OFFSETS:	90-95
       TOKENS:	P16W24-P16W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W21
      OFFSETS:	96-97
       TOKENS:	P16W25-P16W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	الاتنين
     IS_TRANS:	AlAtnyn
        INDEX:	P16W22
      OFFSETS:	98-105
       TOKENS:	P16W26-P16W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aivonayn_1]
   UNSPLITVOC:	(AlAitonayn)
          POS:	DET+NOUN_NUM
          VOC:	Al+Aivonayn
        GLOSS:	the+two

 INPUT STRING:	العساكر
     IS_TRANS:	AlEsAkr
        INDEX:	P16W23
      OFFSETS:	106-113
       TOKENS:	P16W27-P16W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokar_1]
   UNSPLITVOC:	(AlEasAkir)
          POS:	DET+NOUN
          VOC:	Al+EasAkir
        GLOSS:	the+armies/troops/soldiers

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P16W24
      OFFSETS:	114-118
       TOKENS:	P16W28-P16W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	that

 INPUT STRING:	معاه
     IS_TRANS:	mEAh
        INDEX:	P16W25
      OFFSETS:	119-123
       TOKENS:	P16W29-P16W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEa+uh
        GLOSS:	with+his/its

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W26
      OFFSETS:	124-125
       TOKENS:	P16W31-P16W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	محدش
     IS_TRANS:	mHd$
        INDEX:	P16W27
      OFFSETS:	126-130
       TOKENS:	P16W32-P16W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(mA_Had~i$)
          POS:	NEG_PART+NOUN+NEG_PART
          VOC:	mA+Had~+$
        GLOSS:	not+one/person/individual+not

 INPUT STRING:	انتقم
     IS_TRANS:	Antqm
        INDEX:	P16W28
      OFFSETS:	131-136
       TOKENS:	P16W35-P16W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotaqam_1]
   UNSPLITVOC:	(Ainotaqam)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Ainotaqam+(null)
        GLOSS:	retaliate/revenge/avenge+he/it

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P16W29
      OFFSETS:	137-141
       TOKENS:	P16W36-P16W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhum)
          POS:	PREP+PRON_3P
          VOC:	min+hum
        GLOSS:	from+them

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P16W30
      OFFSETS:	142-145
       TOKENS:	P16W38-P16W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	كلمهم
     IS_TRANS:	klmhm
        INDEX:	P16W31
      OFFSETS:	146-151
       TOKENS:	P16W39-P16W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imhum)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3P
          VOC:	kal~im+(null)+hum
        GLOSS:	speak/talk+he/it+them

 INPUT STRING:	كلمة
     IS_TRANS:	klmp
        INDEX:	P16W32
      OFFSETS:	152-156
       TOKENS:	P16W41-P16W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(kilomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kilom+ap
        GLOSS:	word+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P16W33
      OFFSETS:	156-157
       TOKENS:	P16W42-P16W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P16W34
      OFFSETS:	158-160
       TOKENS:	P16W43-P16W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P16W35
      OFFSETS:	161-165
       TOKENS:	P16W44-P16W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P16W36
      OFFSETS:	166-171
       TOKENS:	P16W46-P16W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P16W37
      OFFSETS:	172-174
       TOKENS:	P16W47-P16W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	دقائق
     IS_TRANS:	dqA}q
        INDEX:	P16W38
      OFFSETS:	175-180
       TOKENS:	P16W48-P16W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daqiyqap_1]
   UNSPLITVOC:	(daqA}iq)
          POS:	NOUN
          VOC:	daqA}iq
        GLOSS:	minutes

 INPUT STRING:	شايفين
     IS_TRANS:	$Ayfyn
        INDEX:	P16W39
      OFFSETS:	181-187
       TOKENS:	P16W49-P16W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayofiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	$Ayof+iyn
        GLOSS:	seeing+two

 INPUT STRING:	انتوا
     IS_TRANS:	AntwA
        INDEX:	P16W40
      OFFSETS:	188-193
       TOKENS:	P16W50-P16W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you

 INPUT STRING:	بتعملوا
     IS_TRANS:	btEmlwA
        INDEX:	P16W41
      OFFSETS:	194-201
       TOKENS:	P16W51-P16W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiluwA)
          POS:	PROG_PART+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	bi+ti+Eomil+uwA
        GLOSS:	[present-tense]+you+do/make/act+we

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P16W42
      OFFSETS:	202-205
       TOKENS:	P16W53-P16W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P16W43
      OFFSETS:	206-208
       TOKENS:	P16W54-P16W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الجثث
     IS_TRANS:	Aljvv
        INDEX:	P16W44
      OFFSETS:	209-214
       TOKENS:	P16W55-P16W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juv~ap_1]
   UNSPLITVOC:	(Aljuvav)
          POS:	DET+NOUN
          VOC:	Al+juvav
        GLOSS:	the+corpses

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W45
      OFFSETS:	215-216
       TOKENS:	P16W56-P16W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	المغمي
     IS_TRANS:	Almgmy
        INDEX:	P16W46
      OFFSETS:	217-223
       TOKENS:	P16W57-P16W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
