 INPUT STRING:	هل
        INDEX:	P16W8
      OFFSETS:	37-41
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(makAn)
          POS:	NOUN
          VOC:	makAn
        GLOSS:	place/location/position

 INPUT STRING:	تقصد
     IS_TRANS:	tqSd
        INDEX:	P16W9
      OFFSETS:	42-46
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSad_1]
   UNSPLITVOC:	(tuqoSud)
          POS:	IV2MS+IV
          VOC:	tu+qoSud
        GLOSS:	you [masc.sg.]+intend/mean/pursue

 INPUT STRING:	عندكم
     IS_TRANS:	Endkm
        INDEX:	P16W10
      OFFSETS:	47-52
       TOKENS:	P16W11-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(Eanodukum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	Eanod+kum
        GLOSS:	with / at+your [pl.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P16W11
      OFFSETS:	53-55
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P16W12
      OFFSETS:	56-58
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	اختى
     IS_TRANS:	AxtY
        INDEX:	P16W13
      OFFSETS:	59-63
       TOKENS:	P16W15-P16W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(>uxotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>uxot+iy
        GLOSS:	sister/counterpart+my

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P16W14
      OFFSETS:	64-66
       TOKENS:	P16W17-P16W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P16W15
      OFFSETS:	67-70
       TOKENS:	P16W18-P16W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country

 INPUT STRING:	فيييها
     IS_TRANS:	fyyyhA
        INDEX:	P16W16
      OFFSETS:	71-77
       TOKENS:	P16W19-P16W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+her/it/them

 INPUT STRING:	الكويس
     IS_TRANS:	Alkwys
        INDEX:	P16W17
      OFFSETS:	78-84
       TOKENS:	P16W21-P16W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(Alkuway~is)
          POS:	DET+ADJ
          VOC:	Al+kuway~is
        GLOSS:	the+good/nice

 INPUT STRING:	والوحش
     IS_TRANS:	wAlwH$
        INDEX:	P16W18
      OFFSETS:	85-91
       TOKENS:	P16W22-P16W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHi$_1]
   UNSPLITVOC:	(wiAlwiHi$)
          POS:	CONJ+DET+ADJ
          VOC:	wi+Al+wiHi$
        GLOSS:	and+the+bad

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P16W19
      OFFSETS:	92-94
       TOKENS:	P16W24-P16W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_2MS
          VOC:	fiy+uh
        GLOSS:	there is+him/it

 INPUT STRING:	امهات
     IS_TRANS:	AmhAt
        INDEX:	P16W20
      OFFSETS:	95-100
       TOKENS:	P16W26-P16W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(>um~ahAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	>um~ah+At
        GLOSS:	mothers+[fem.pl.]

 INPUT STRING:	رائعه
     IS_TRANS:	rA}Eh
        INDEX:	P16W21
      OFFSETS:	101-106
       TOKENS:	P16W27-P16W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rA}iE_1]
   UNSPLITVOC:	(rA}iEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	rA}iE+ap
        GLOSS:	splendid/marvelous/magnificent+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P16W22
      OFFSETS:	107-109
       TOKENS:	P16W28-P16W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P16W23
      OFFSETS:	110-113
       TOKENS:	P16W29-P16W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P16W24
      OFFSETS:	114-117
       TOKENS:	P16W30-P16W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P16W25
      OFFSETS:	118-120
       TOKENS:	P16W32-P16W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	البلاد
     IS_TRANS:	AlblAd
        INDEX:	P16W26
      OFFSETS:	121-127
       TOKENS:	P16W33-P16W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(AlbilAd)
          POS:	DET+NOUN
          VOC:	Al+bilAd
        GLOSS:	the+countries

 INPUT STRING:	العربييه
     IS_TRANS:	AlErbyyh
        INDEX:	P16W27
      OFFSETS:	128-136
       TOKENS:	P16W34-P16W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlEarabiy~_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+Arab/Arabic+[fem.sg.]

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P17W1
      OFFSETS:	0-4
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	معدش
     IS_TRANS:	mEd$
        INDEX:	P17W2
      OFFSETS:	5-9
       TOKENS:	P17W2-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~_1]
   UNSPLITVOC:	(mA_Ead~i$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+Ead~+(null)+$
        GLOSS:	not+become/remain+he/it [verb]+not

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P17W3
      OFFSETS:	10-15
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation

 INPUT STRING:	المصرى
     IS_TRANS:	AlmSrY
        INDEX:	P17W4
      OFFSETS:	16-22
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P17W5
      OFFSETS:	23-26
       TOKENS:	P17W7-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/every/entire/whole+his/its

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P17W6
      OFFSETS:	27-30
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	ولالا
     IS_TRANS:	wlAlA
        INDEX:	P18W1
      OFFSETS:	0-5
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wlAlA)
          POS:	TYPO
          VOC:	wlAlA
        GLOSS:	nogloss

 INPUT STRING:	مكنتش
     IS_TRANS:	mknt$
        INDEX:	P18W2
      OFFSETS:	6-11
       TOKENS:	P18W2-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_konit$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	mA+kan+it+$
        GLOSS:	not+be+she/it/they [verb]+not

 INPUT STRING:	حصلت
     IS_TRANS:	HSlt
        INDEX:	P18W3
      OFFSETS:	12-16
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	HaSal+it
        GLOSS:	occur/happen/take place+it/they/she [verb]

 INPUT STRING:	مذبحه
     IS_TRANS:	m*bHh
        INDEX:	P18W4
      OFFSETS:	17-22
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma*obaHap_1]
   UNSPLITVOC:	(ma*obaHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ma*obaH+ap
        GLOSS:	massacre/slaughter+[fem.sg.]

 INPUT STRING:	بورسعيد
     IS_TRANS:	bwrsEyd
        INDEX:	P18W5
      OFFSETS:	23-30
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buwrsaEiyd_1]
   UNSPLITVOC:	(buwrsaEiyd)
          POS:	NOUN_PROP
          VOC:	buwrsaEiyd
        GLOSS:	Port Said

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P18W6
      OFFSETS:	31-36
       TOKENS:	P18W8-P18W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	for+that

 INPUT STRING:	الفلوس
     IS_TRANS:	Alflws
        INDEX:	P18W7
      OFFSETS:	37-43
       TOKENS:	P18W10-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filos_1]
   UNSPLITVOC:	(Alfiluws)
          POS:	DET+NOUN
          VOC:	Al+filuws
        GLOSS:	the+fils (small coins)/money

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$_1]
   UNSPLITVOC:	(maEoli$)
          POS:	INTERJ
          VOC:	maEoli$
        GLOSS:	sorry

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P19W2
      OFFSETS:	5-8
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	علاقه
     IS_TRANS:	ElAqh
        INDEX:	P19W3
      OFFSETS:	9-14
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EilAqap_1]
   UNSPLITVOC:	(EilAqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EilAq+ap
        GLOSS:	connection/relation/link+[fem.sg.]

 INPUT STRING:	مذبحه
     IS_TRANS:	m*bHh
        INDEX:	P19W4
      OFFSETS:	15-20
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma*obaHap_1]
   UNSPLITVOC:	(ma*obaHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ma*obaH+ap
        GLOSS:	massacre/slaughter+[fem.sg.]

 INPUT STRING:	بورسعيد
     IS_TRANS:	bwrsEyd
        INDEX:	P19W5
      OFFSETS:	21-28
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buwrsaEiyd_1]
   UNSPLITVOC:	(buwrsaEiyd)
          POS:	NOUN_PROP
          VOC:	buwrsaEiyd
        GLOSS:	Port Said

 INPUT STRING:	بموضوع
     IS_TRANS:	bmwDwE
        INDEX:	P19W6
      OFFSETS:	29-35
       TOKENS:	P19W6-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(bimawDuwE)
          POS:	PREP+NOUN
          VOC:	bi+mawDuwE
        GLOSS:	with/by+subject/theme/issue

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P19W7
      OFFSETS:	36-39
       TOKENS:	P19W8-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	امهات
     IS_TRANS:	AmhAt
        INDEX:	P19W8
      OFFSETS:	40-45
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(>um~ahAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	>um~ah+At
        GLOSS:	mothers+[fem.pl.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P19W9
      OFFSETS:	46-49
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	بتبيع
     IS_TRANS:	btbyE
        INDEX:	P19W10
      OFFSETS:	50-55
       TOKENS:	P19W12-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAE_1]
   UNSPLITVOC:	(bitibiyE)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+biyE
        GLOSS:	[present-tense]+it/they/she+sell

 INPUT STRING:	ولادها
     IS_TRANS:	wlAdhA
        INDEX:	P19W11
      OFFSETS:	56-62
       TOKENS:	P19W14-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(wilAdhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	wilAd+hA
        GLOSS:	children/sons+its/their/her

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P19W12
      OFFSETS:	63-68
       TOKENS:	P19W16-P19W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	for+that

 INPUT STRING:	الفلوس
     IS_TRANS:	Alflws
        INDEX:	P19W13
      OFFSETS:	69-75
       TOKENS:	P19W18-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filos_1]
   UNSPLITVOC:	(Alfiluws)
          POS:	DET+NOUN
          VOC:	Al+filuws
        GLOSS:	the+fils (small coins)/money

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P19W14
      OFFSETS:	76-78
       TOKENS:	P19W19-P19W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P19W15
      OFFSETS:	79-81
       TOKENS:	P19W20-P19W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P19W16
      OFFSETS:	82-84
       TOKENS:	P19W21-P19W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P19W17
      OFFSETS:	85-88
       TOKENS:	P19W22-P19W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P19W18
      OFFSETS:	89-94
       TOKENS:	P19W23-P19W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+he/it+occur/happen/take place

 INPUT STRING:	مشاكل
     IS_TRANS:	m$Akl
        INDEX:	P19W19
      OFFSETS:	95-100
       TOKENS:	P19W25-P19W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(ma$Akil)
          POS:	NOUN
          VOC:	ma$Akil
        GLOSS:	problems/inconveniences/issues

 INPUT STRING:	ومذابح
     IS_TRANS:	wm*AbH
        INDEX:	P19W20
      OFFSETS:	101-107
       TOKENS:	P19W26-P19W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma*obaHap_1]
   UNSPLITVOC:	(wima*AbiH)
          POS:	CONJ+NOUN
          VOC:	wi+ma*AbiH
        GLOSS:	and+massacres/slaughterhouses

 INPUT STRING:	وبلاوى
     IS_TRANS:	wblAwY
        INDEX:	P19W21
      OFFSETS:	108-114
       TOKENS:	P19W28-P19W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balowap_1]
   UNSPLITVOC:	(wibalAwiy)
          POS:	CONJ+NOUN
          VOC:	wi+balAwiy
        GLOSS:	and+tribulations/afflictions

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P19W22
      OFFSETS:	115-118
       TOKENS:	P19W30-P19W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	اعرف
     IS_TRANS:	AErf
        INDEX:	P19W23
      OFFSETS:	119-123
       TOKENS:	P19W31-P19W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(AaEoraf)
          POS:	IV1S+IV
          VOC:	Aa+Eoraf
        GLOSS:	I+know

 INPUT STRING:	واله
     IS_TRANS:	wAlh
        INDEX:	P19W24
      OFFSETS:	124-128
       TOKENS:	P19W32-P19W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+God/Allah

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P19W25
      OFFSETS:	129-132
       TOKENS:	P19W34-P19W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	فلسطنيين
     IS_TRANS:	flsTnyyn
        INDEX:	P19W26
      OFFSETS:	133-141
       TOKENS:	P19W35-P19W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[filisoTiyniy~_1]
   UNSPLITVOC:	(filisoTiyniy~iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	filisoTiyniy~+iyn
        GLOSS:	Palestinian+[masc.pl.]

 INPUT STRING:	وووحشني
     IS_TRANS:	wwwH$ny
        INDEX:	P19W27
      OFFSETS:	142-149
       TOKENS:	P19W36-P19W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wwwH$ny)
          POS:	TYPO
          VOC:	wwwH$ny
        GLOSS:	nogloss

 INPUT STRING:	قوى
     IS_TRANS:	qwY
        INDEX:	P19W28
      OFFSETS:	150-153
       TOKENS:	P19W37-P19W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	strong/powerful

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P19W29
      OFFSETS:	154-157
       TOKENS:	P19W38-P19W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P19W30
      OFFSETS:	158-161
       TOKENS:	P19W40-P19W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	فلسطينننين
     IS_TRANS:	flsTynnnyn
        INDEX:	P19W31
      OFFSETS:	162-172
       TOKENS:	P19W41-P19W41
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(flsTynnnyn)
          POS:	TYPO
          VOC:	flsTynnnyn
        GLOSS:	nogloss

 INPUT STRING:	بيموت
     IS_TRANS:	bymwt
        INDEX:	P19W32
      OFFSETS:	173-178
       TOKENS:	P19W42-P19W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
