 INPUT STRING:	عمر
        INDEX:	P9W13
      OFFSETS:	63-69
       TOKENS:	P9W17-P9W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	برده
     IS_TRANS:	brdh
        INDEX:	P9W14
      OFFSETS:	70-74
       TOKENS:	P9W18-P9W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too

 INPUT STRING:	والجيش
     IS_TRANS:	wAljy$
        INDEX:	P10W1
      OFFSETS:	0-6
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(wiAljay$)
          POS:	PART+DET+NOUN
          VOC:	wi+Al+jay$
        GLOSS:	[part.]+the+army/troops

 INPUT STRING:	بتاعنا
     IS_TRANS:	btAEnA
        INDEX:	P10W2
      OFFSETS:	7-13
       TOKENS:	P10W3-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	bitAE+nA
        GLOSS:	owned by+our

 INPUT STRING:	عمل
     IS_TRANS:	Eml
        INDEX:	P10W3
      OFFSETS:	14-17
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Eamal+(null)
        GLOSS:	work/act/function+he/it

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P10W4
      OFFSETS:	18-21
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	بالظبط
     IS_TRANS:	bAlZbT
        INDEX:	P10W5
      OFFSETS:	22-28
       TOKENS:	P10W7-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZaboT_1]
   UNSPLITVOC:	(biAlZ~aboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ZaboT
        GLOSS:	with/by+the+exactly

 INPUT STRING:	امريكا
     IS_TRANS:	AmrykA
        INDEX:	P11W1
      OFFSETS:	0-6
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	عايزه
     IS_TRANS:	EAyzh
        INDEX:	P11W2
      OFFSETS:	7-12
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	wanting/needing+[fem.sg.]

 INPUT STRING:	الفوضى
     IS_TRANS:	AlfwDY
        INDEX:	P11W3
      OFFSETS:	13-19
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fawDaY_1]
   UNSPLITVOC:	(AlfawDaY)
          POS:	DET+NOUN
          VOC:	Al+fawDaY
        GLOSS:	the+chaos/anarchy

 INPUT STRING:	تستمر
     IS_TRANS:	tstmr
        INDEX:	P11W4
      OFFSETS:	20-25
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotamar~_1]
   UNSPLITVOC:	(tisotamir~)
          POS:	IV3FS+IV
          VOC:	ti+sotamir~
        GLOSS:	it/they/she+continue/last (time)

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P11W5
      OFFSETS:	26-29
       TOKENS:	P11W5-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	عايزه
     IS_TRANS:	EAyzh
        INDEX:	P11W6
      OFFSETS:	30-35
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	wanting/needing+[fem.sg.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P11W7
      OFFSETS:	36-39
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	تبقى
     IS_TRANS:	tbqY
        INDEX:	P11W8
      OFFSETS:	40-44
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(tiboqaY)
          POS:	IV3FS+IV
          VOC:	ti+boqaY
        GLOSS:	it/they/she+become/remain

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P11W9
      OFFSETS:	45-49
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P12W2
      OFFSETS:	4-7
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	قلب
     IS_TRANS:	qlb
        INDEX:	P12W3
      OFFSETS:	8-11
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(qalob)
          POS:	NOUN
          VOC:	qalob
        GLOSS:	heart/center/essence

 INPUT STRING:	الشرق
     IS_TRANS:	Al$rq
        INDEX:	P12W4
      OFFSETS:	12-17
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aroq_1]
   UNSPLITVOC:	(Al$aroq)
          POS:	DET+NOUN_PROP
          VOC:	Al+$aroq
        GLOSS:	the+east/East

 INPUT STRING:	الاوسط
     IS_TRANS:	AlAwsT
        INDEX:	P12W5
      OFFSETS:	18-24
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awosaT_1]
   UNSPLITVOC:	(Al>awosaT)
          POS:	DET+NOUN_PROP
          VOC:	Al+>awosaT
        GLOSS:	the+middle/central

 INPUT STRING:	وقلب
     IS_TRANS:	wqlb
        INDEX:	P12W6
      OFFSETS:	25-29
       TOKENS:	P12W7-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(wiqalob)
          POS:	CONJ+NOUN
          VOC:	wi+qalob
        GLOSS:	and+heart/center/essence

 INPUT STRING:	العروبه
     IS_TRANS:	AlErwbh
        INDEX:	P12W7
      OFFSETS:	30-37
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Euruwbap_1]
   UNSPLITVOC:	(AlEuruwbap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Euruwb+ap
        GLOSS:	the+Arabism+[fem.sg.]

 INPUT STRING:	وامريكا
     IS_TRANS:	wAmrykA
        INDEX:	P13W1
      OFFSETS:	0-7
       TOKENS:	P13W1-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(wi>amoriykA)
          POS:	PART+NOUN_PROP
          VOC:	wi+>amoriykA
        GLOSS:	[part.]+America

 INPUT STRING:	عايزه
     IS_TRANS:	EAyzh
        INDEX:	P13W2
      OFFSETS:	8-13
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	wanting/needing+[fem.sg.]

 INPUT STRING:	تجيب
     IS_TRANS:	tjyb
        INDEX:	P13W3
      OFFSETS:	14-18
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(tijiyb)
          POS:	IV3FS+IV
          VOC:	ti+jiyb
        GLOSS:	it/they/she+bring

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P13W4
      OFFSETS:	19-21
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	one (of)/someone/anyone/no-one

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P13W5
      OFFSETS:	22-25
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مزاجها
     IS_TRANS:	mzAjhA
        INDEX:	P13W6
      OFFSETS:	26-32
       TOKENS:	P13W7-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mazAj_2]
   UNSPLITVOC:	(mazAjhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	mazAj+hA
        GLOSS:	temperament/mood/feeling+its/their/her

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P13W7
      OFFSETS:	33-37
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	naturally/of course+[acc.indef.]

 INPUT STRING:	يضمن
     IS_TRANS:	yDmn
        INDEX:	P13W8
      OFFSETS:	38-42
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Daman_1]
   UNSPLITVOC:	(yiDoman)
          POS:	IV3MS+IV
          VOC:	yi+Doman
        GLOSS:	he/it+guarantee/insure

 INPUT STRING:	مصلاحها
     IS_TRANS:	mSlAHhA
        INDEX:	P13W9
      OFFSETS:	43-50
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mSlAHhA)
          POS:	TYPO
          VOC:	mSlAHhA
        GLOSS:	nogloss

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P13W10
      OFFSETS:	51-55
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more, most, majority

 INPUT STRING:	واكتر
     IS_TRANS:	wAktr
        INDEX:	P13W11
      OFFSETS:	56-61
       TOKENS:	P13W13-P13W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(wi>akotar)
          POS:	CONJ+ADJ_COMP
          VOC:	wi+>akotar
        GLOSS:	and+more, most, majority

 INPUT STRING:	وبتدعم
     IS_TRANS:	wbtdEm
        INDEX:	P13W12
      OFFSETS:	62-68
       TOKENS:	P13W15-P13W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daE~am_1]
   UNSPLITVOC:	(wibitidaE~am)
          POS:	CONJ+PROG_PART+IV3FS+IV
          VOC:	wi+bi+ti+daE~am
        GLOSS:	and+[present-tense]+it/they/she+support/prop up/consolidate

 INPUT STRING:	المنظمات
     IS_TRANS:	AlmnZmAt
        INDEX:	P13W13
      OFFSETS:	69-77
       TOKENS:	P13W18-P13W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaZ~amap_1]
   UNSPLITVOC:	(AlmunaZ~amAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+munaZ~am+At
        GLOSS:	the+organizations+[fem.pl.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P13W14
      OFFSETS:	78-80
       TOKENS:	P13W19-P13W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P13W15
      OFFSETS:	81-86
       TOKENS:	P13W20-P13W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	الفوضى
     IS_TRANS:	AlfwDY
        INDEX:	P13W16
      OFFSETS:	87-93
       TOKENS:	P13W22-P13W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fawDaY_1]
   UNSPLITVOC:	(AlfawDaY)
          POS:	DET+NOUN
          VOC:	Al+fawDaY
        GLOSS:	the+chaos/anarchy

 INPUT STRING:	تستمر
     IS_TRANS:	tstmr
        INDEX:	P13W17
      OFFSETS:	94-99
       TOKENS:	P13W23-P13W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotamar~_1]
   UNSPLITVOC:	(tisotamir~)
          POS:	IV3FS+IV
          VOC:	ti+sotamir~
        GLOSS:	it/they/she+continue/last (time)

 INPUT STRING:	وضغطت
     IS_TRANS:	wDgTt
        INDEX:	P14W1
      OFFSETS:	0-5
       TOKENS:	P14W1-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DagaT_1]
   UNSPLITVOC:	(wiDagaTit)
          POS:	PART+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+DagaT+it
        GLOSS:	[part.]+press/push/pressurize/compress/press/push/click+it/they/she [verb]

 INPUT STRING:	عالبنك
     IS_TRANS:	EAlbnk
        INDEX:	P14W2
      OFFSETS:	6-12
       TOKENS:	P14W3-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banok_1]
   UNSPLITVOC:	(EaAlbanok)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+banok
        GLOSS:	on+the+bank

 INPUT STRING:	المركزى
     IS_TRANS:	AlmrkzY
        INDEX:	P14W3
      OFFSETS:	13-20
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marokaziy_1]
   UNSPLITVOC:	(Almarokaziy)
          POS:	DET+ADJ
          VOC:	Al+marokaziy
        GLOSS:	the+central

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P14W4
      OFFSETS:	21-26
       TOKENS:	P14W6-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	ميدناش
     IS_TRANS:	mydnA$
        INDEX:	P14W5
      OFFSETS:	27-33
       TOKENS:	P14W8-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<id~A_1]
   UNSPLITVOC:	(mAyid~iynA$)
          POS:	NEG_PART+IV3MS+IV+IVSUFF_DO:1P+NEG_PART
          VOC:	mA+yi+d~iy+nA+$
        GLOSS:	not+he/it+give+us+not

 INPUT STRING:	قروض
     IS_TRANS:	qrwD
        INDEX:	P14W6
      OFFSETS:	34-38
       TOKENS:	P14W12-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaroD_1]
   UNSPLITVOC:	(quruwD)
          POS:	NOUN
          VOC:	quruwD
        GLOSS:	loans

 INPUT STRING:	وكذلك
     IS_TRANS:	wk*lk
        INDEX:	P14W7
      OFFSETS:	39-44
       TOKENS:	P14W13-P14W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*alik_1]
   UNSPLITVOC:	(wika*alik)
          POS:	CONJ+PREP+DEM_PRON_MS
          VOC:	wi+ka+*alik
        GLOSS:	and+like/such as+that

 INPUT STRING:	عالدول
     IS_TRANS:	EAldwl
        INDEX:	P14W8
      OFFSETS:	45-51
       TOKENS:	P14W16-P14W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(EaAldiwal)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+diwal
        GLOSS:	like/such+the+state/country

 INPUT STRING:	العربيه
     IS_TRANS:	AlErbyh
        INDEX:	P14W9
      OFFSETS:	52-59
       TOKENS:	P14W18-P14W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+Arab/Arabic+[fem.sg.]

 INPUT STRING:	وكلنا
     IS_TRANS:	wklnA
        INDEX:	P14W10
      OFFSETS:	60-65
       TOKENS:	P14W19-P14W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~inA)
          POS:	CONJ+NOUN_QUANT+POSS_PRON_1P
          VOC:	wi+kul~+nA
        GLOSS:	and+all/entire/every/whole+our

 INPUT STRING:	شفنا
     IS_TRANS:	$fnA
        INDEX:	P14W11
      OFFSETS:	66-70
       TOKENS:	P14W22-P14W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($ufnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	$uf+nA
        GLOSS:	look+we [verb]

 INPUT STRING:	تصريح
     IS_TRANS:	tSryH
        INDEX:	P14W12
      OFFSETS:	71-76
       TOKENS:	P14W23-P14W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taSoriyH_1]
   UNSPLITVOC:	(taSoriyH)
          POS:	NOUN.VN
          VOC:	taSoriyH
        GLOSS:	declaration/statement

 INPUT STRING:	السعوديه
     IS_TRANS:	AlsEwdyh
        INDEX:	P14W13
      OFFSETS:	77-85
       TOKENS:	P14W24-P14W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suEuwdiy~ap_1]
   UNSPLITVOC:	(Als~uEuwdiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+suEuwdiy~+ap
        GLOSS:	the+Saudi Arabia+[fem.sg.]

 INPUT STRING:	بعدها
     IS_TRANS:	bEdhA
        INDEX:	P14W14
      OFFSETS:	86-91
       TOKENS:	P14W25-P14W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEodhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	baEod+hA
        GLOSS:	after+its/their/her

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P14W15
      OFFSETS:	92-96
       TOKENS:	P14W27-P14W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she/it/they

 INPUT STRING:	بتتعهد
     IS_TRANS:	bttEhd
        INDEX:	P14W16
      OFFSETS:	97-103
       TOKENS:	P14W29-P14W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tEah~id_1]
   UNSPLITVOC:	(bititEah~id)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+tEah~id
        GLOSS:	[present-tense]+she/it/they+undertake/assume obligation

 INPUT STRING:	بدفع
     IS_TRANS:	bdfE
        INDEX:	P14W17
      OFFSETS:	104-108
       TOKENS:	P14W31-P14W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafoE_1]
   UNSPLITVOC:	(bidafoE)
          POS:	PREP+NOUN
          VOC:	bi+dafoE
        GLOSS:	with/by+payment

 INPUT STRING:	التلاته
     IS_TRANS:	AltlAth
        INDEX:	P14W18
      OFFSETS:	109-116
       TOKENS:	P14W33-P14W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[talAt_1]
   UNSPLITVOC:	(Alt~alAtap)
          POS:	DET+NOUN_NUM+NSUFF_FEM_SG
          VOC:	Al+talAt+ap
        GLOSS:	the+three+[fem.sg.]

 INPUT STRING:	مليار
     IS_TRANS:	mlyAr
        INDEX:	P14W19
      OFFSETS:	117-122
       TOKENS:	P14W34-P14W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miloyAr_1]
   UNSPLITVOC:	(miloyAr)
          POS:	NOUN_NUM
          VOC:	miloyAr
        GLOSS:	milliard

 INPUT STRING:	مساعده
     IS_TRANS:	msAEdh
        INDEX:	P14W20
      OFFSETS:	123-129
       TOKENS:	P14W35-P14W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[musAEdap_1]
   UNSPLITVOC:	(musAEdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	musAEd+ap
        GLOSS:	assistance/aid/support/help+[fem.sg.]

 INPUT STRING:	لينا
     IS_TRANS:	lynA
        INDEX:	P14W21
      OFFSETS:	130-134
       TOKENS:	P14W36-P14W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liynA)
          POS:	PREP+PRON_1P
          VOC:	li+nA
        GLOSS:	for/to+us

 INPUT STRING:	فالمجلس
     IS_TRANS:	fAlmjls
        INDEX:	P15W1
      OFFSETS:	0-7
       TOKENS:	P15W1-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(faAlmajolis)
          POS:	CONJ+DET+NOUN
          VOC:	fa+Al+majolis
        GLOSS:	so/and+the+council/board

 INPUT STRING:	العسكرى
     IS_TRANS:	AlEskrY
        INDEX:	P15W2
      OFFSETS:	8-15
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military/army

