 INPUT STRING:	زى
 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P8W10
      OFFSETS:	38-40
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	يمكن
     IS_TRANS:	ymkn
        INDEX:	P8W11
      OFFSETS:	41-45
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amokan_1]
   UNSPLITVOC:	(yimokin)
          POS:	IV3MS+IV
          VOC:	yi+mokin
        GLOSS:	he/it+be possible/make possible for

 INPUT STRING:	الوزير
     IS_TRANS:	Alwzyr
        INDEX:	P8W12
      OFFSETS:	46-52
       TOKENS:	P8W12-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(Alwaziyr)
          POS:	DET+NOUN
          VOC:	Al+waziyr
        GLOSS:	the+minister

 INPUT STRING:	عاوز
     IS_TRANS:	EAwz
        INDEX:	P8W13
      OFFSETS:	53-57
       TOKENS:	P8W13-P8W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwiz)
          POS:	ADJ.VN
          VOC:	EAwiz
        GLOSS:	wanting/needing

 INPUT STRING:	يعمل
     IS_TRANS:	yEml
        INDEX:	P8W14
      OFFSETS:	58-62
       TOKENS:	P8W14-P8W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yiEomil)
          POS:	IV3MS+IV
          VOC:	yi+Eomil
        GLOSS:	he/it+do

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P8W15
      OFFSETS:	63-67
       TOKENS:	P8W15-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing+[fem.sg.]

 INPUT STRING:	يطور
     IS_TRANS:	yTwr
        INDEX:	P8W16
      OFFSETS:	68-72
       TOKENS:	P8W16-P8W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Taw~ar_1]
   UNSPLITVOC:	(yiTaw~ir)
          POS:	IV3MS+IV
          VOC:	yi+Taw~ir
        GLOSS:	he+promote/develop

 INPUT STRING:	بيها
     IS_TRANS:	byhA
        INDEX:	P8W17
      OFFSETS:	73-77
       TOKENS:	P8W17-P8W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyhA)
          POS:	PREP+PRON_3FS
          VOC:	bi+hA
        GLOSS:	by+her/it

 INPUT STRING:	التعليم
     IS_TRANS:	AltElym
        INDEX:	P8W18
      OFFSETS:	78-85
       TOKENS:	P8W19-P8W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliym_1]
   UNSPLITVOC:	(Alt~aEoliym)
          POS:	DET+NOUN
          VOC:	Al+taEoliym
        GLOSS:	the+education/teaching/instructions/precepts

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P8W19
      OFFSETS:	86-88
       TOKENS:	P8W20-P8W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P8W20
      OFFSETS:	89-94
       TOKENS:	P8W21-P8W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	لعلمكم
     IS_TRANS:	lElmkm
        INDEX:	P9W1
      OFFSETS:	0-6
       TOKENS:	P9W1-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilom_1]
   UNSPLITVOC:	(liEilomukum)
          POS:	PREP+NOUN+POSS_PRON_2P
          VOC:	li+Eilom+kum
        GLOSS:	for/to+knowledge+your

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P9W2
      OFFSETS:	7-10
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P9W3
      OFFSETS:	11-15
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	عمال
     IS_TRANS:	EmAl
        INDEX:	P9W4
      OFFSETS:	16-20
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~Al_1]
   UNSPLITVOC:	(Eam~Al)
          POS:	ADJ
          VOC:	Eam~Al
        GLOSS:	going on

 INPUT STRING:	يشتم
     IS_TRANS:	y$tm
        INDEX:	P9W5
      OFFSETS:	21-25
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$atam_1]
   UNSPLITVOC:	(yi$otim)
          POS:	IV3MS+IV
          VOC:	yi+$otim
        GLOSS:	he/it+revile/curse

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P9W6
      OFFSETS:	26-28
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الصبح
     IS_TRANS:	AlSbH
        INDEX:	P9W7
      OFFSETS:	29-34
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SuboH_1]
   UNSPLITVOC:	(AlS~uboH)
          POS:	DET+NOUN
          VOC:	Al+SuboH
        GLOSS:	the+morning/daybreak/mornings/daybreak

 INPUT STRING:	فيهم
     IS_TRANS:	fyhm
        INDEX:	P9W8
      OFFSETS:	35-39
       TOKENS:	P9W10-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhum)
          POS:	PREP+PRON_3P
          VOC:	fiy+hum
        GLOSS:	in+them

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P9W9
      OFFSETS:	40-42
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P9W10
      OFFSETS:	43-47
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become

 INPUT STRING:	لمؤاخزة
     IS_TRANS:	lm&Axzp
        INDEX:	P9W11
      OFFSETS:	48-55
       TOKENS:	P9W14-P9W14
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lm&Axzp)
          POS:	NO_FUNC
          VOC:	lm&Axzp
        GLOSS:	nogloss

 INPUT STRING:	جاهل
     IS_TRANS:	jAhl
        INDEX:	P9W12
      OFFSETS:	56-60
       TOKENS:	P9W15-P9W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAhil_1]
   UNSPLITVOC:	(jAhil)
          POS:	ADJ
          VOC:	jAhil
        GLOSS:	ignorant/foolish

 INPUT STRING:	وميعرفش
     IS_TRANS:	wmyErf$
        INDEX:	P9W13
      OFFSETS:	61-68
       TOKENS:	P9W16-P9W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(wimA_yiEoraf$)
          POS:	CONJ+NEG_PART+IV3MS+IV+NEG_PART
          VOC:	wi+mA+yi+Eoraf+$
        GLOSS:	and+not+he/it+know+not

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P9W14
      OFFSETS:	69-73
       TOKENS:	P9W20-P9W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing+[fem.sg.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P9W15
      OFFSETS:	74-76
       TOKENS:	P9W21-P9W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	المعلم
     IS_TRANS:	AlmElm
        INDEX:	P9W16
      OFFSETS:	77-83
       TOKENS:	P9W22-P9W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEal~im_1]
   UNSPLITVOC:	(AlmuEal~im)
          POS:	DET+NOUN
          VOC:	Al+muEal~im
        GLOSS:	the+teacher

 INPUT STRING:	الحقيقى
     IS_TRANS:	AlHqyqY
        INDEX:	P9W17
      OFFSETS:	84-91
       TOKENS:	P9W23-P9W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(AlHaqiyqiy)
          POS:	DET+ADJ
          VOC:	Al+Haqiyqiy
        GLOSS:	the+true/real

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P10W1
      OFFSETS:	0-2
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P10W2
      OFFSETS:	3-5
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P10W3
      OFFSETS:	6-8
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	حكومة
     IS_TRANS:	Hkwmp
        INDEX:	P10W4
      OFFSETS:	9-14
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(Hukuwmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hukuwm+ap
        GLOSS:	government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	تسيير
     IS_TRANS:	tsyyr
        INDEX:	P10W5
      OFFSETS:	15-20
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tasoyiyr_1]
   UNSPLITVOC:	(tasoyiyr)
          POS:	NOUN
          VOC:	tasoyiyr
        GLOSS:	propulsion/steering/guidance

 INPUT STRING:	اعمال
     IS_TRANS:	AEmAl
        INDEX:	P10W6
      OFFSETS:	21-26
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(>aEomAl)
          POS:	NOUN
          VOC:	>aEomAl
        GLOSS:	actions/activities/work

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P10W7
      OFFSETS:	27-31
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	تاخد
     IS_TRANS:	tAxd
        INDEX:	P10W8
      OFFSETS:	32-36
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(tAxud)
          POS:	IV3FS+IV
          VOC:	t+Axud
        GLOSS:	it/they/she+take

 INPUT STRING:	قرارات
     IS_TRANS:	qrArAt
        INDEX:	P10W9
      OFFSETS:	37-43
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarArAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	qarAr+At
        GLOSS:	decisions/resolutions+[fem.pl.]

 INPUT STRING:	جوهرية
     IS_TRANS:	jwhryp
        INDEX:	P10W10
      OFFSETS:	44-50
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jawhariy_1]
   UNSPLITVOC:	(jawhariy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jawhariy~+ap
        GLOSS:	fundamental/essential+[fem.sg.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P10W11
      OFFSETS:	51-53
       TOKENS:	P10W11-P10W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P10W12
      OFFSETS:	54-56
       TOKENS:	P10W12-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P10W13
      OFFSETS:	57-63
       TOKENS:	P10W13-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+then

 INPUT STRING:	الطلبة
     IS_TRANS:	AlTlbp
        INDEX:	P10W14
      OFFSETS:	64-70
       TOKENS:	P10W15-P10W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(AlT~alabap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Talab+ap
        GLOSS:	the+student/students+[fem.sg.]

 INPUT STRING:	بيطلعوا
     IS_TRANS:	byTlEwA
        INDEX:	P10W15
      OFFSETS:	71-78
       TOKENS:	P10W16-P10W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(biyiTolaEuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+TolaE+uwA
        GLOSS:	[present-tense]+they+appear/rise+[pl.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P10W16
      OFFSETS:	79-81
       TOKENS:	P10W18-P10W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ابتدائى
     IS_TRANS:	AbtdA}Y
        INDEX:	P10W17
      OFFSETS:	82-89
       TOKENS:	P10W19-P10W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ibotidA}iy_1]
   UNSPLITVOC:	(<ibotidA}iy)
          POS:	NOUN
          VOC:	<ibotidA}iy
        GLOSS:	junior

 INPUT STRING:	مستواهم
     IS_TRANS:	mstwAhm
        INDEX:	P10W18
      OFFSETS:	90-97
       TOKENS:	P10W20-P10W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotawaY_1]
   UNSPLITVOC:	(musotawAhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	musotawA+hum
        GLOSS:	level/standard+their

 INPUT STRING:	زفت
     IS_TRANS:	zft
        INDEX:	P10W19
      OFFSETS:	98-101
       TOKENS:	P10W22-P10W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zifot_2]
   UNSPLITVOC:	(zifot)
          POS:	ADJ
          VOC:	zifot
        GLOSS:	bad

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P11W1
      OFFSETS:	0-3
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(bijid~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P11W2
      OFFSETS:	4-8
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P11W3
      OFFSETS:	9-11
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P11W4
      OFFSETS:	12-16
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	يجي
     IS_TRANS:	yjy
        INDEX:	P11W5
      OFFSETS:	17-20
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(yijiy)
          POS:	IV3MS+IV
          VOC:	yi+jiy
        GLOSS:	he/it+come

 INPUT STRING:	يعمل
     IS_TRANS:	yEml
        INDEX:	P11W6
      OFFSETS:	21-25
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yiEomil)
          POS:	IV3MS+IV
          VOC:	yi+Eomil
        GLOSS:	he/it+do

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P11W7
      OFFSETS:	26-30
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing+[fem.sg.]

 INPUT STRING:	ترجعنا
     IS_TRANS:	trjEnA
        INDEX:	P11W8
      OFFSETS:	31-37
       TOKENS:	P11W9-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raj~aE_1]
   UNSPLITVOC:	(tiraj~aEnA)
          POS:	IV3FS+IV+IVSUFF_DO:1P
          VOC:	ti+raj~aE+nA
        GLOSS:	it/they/she+send back/be sent back+us

 INPUT STRING:	لورا
     IS_TRANS:	lwrA
        INDEX:	P11W9
      OFFSETS:	38-42
       TOKENS:	P11W11-P11W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warA_1]
   UNSPLITVOC:	(liwarA)
          POS:	PREP+NOUN
          VOC:	li+warA
        GLOSS:	for/to+back

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P12W1
      OFFSETS:	0-2
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	موافقة
     IS_TRANS:	mwAfqp
        INDEX:	P12W2
      OFFSETS:	3-9
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miwAfiq_1]
   UNSPLITVOC:	(miwAfoqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miwAfoq+ap
        GLOSS:	agreeing/consenting/corresponding to+[fem.sg.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P12W3
      OFFSETS:	10-12
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P12W4
      OFFSETS:	13-17
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	فاضى
     IS_TRANS:	fADY
        INDEX:	P12W5
      OFFSETS:	18-22
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADiy)
          POS:	ADJ
          VOC:	fADiy
        GLOSS:	empty/unoccupied/free

 INPUT STRING:	بحسبه
     IS_TRANS:	bHsbh
        INDEX:	P13W1
      OFFSETS:	0-5
       TOKENS:	P13W1-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(bAaHosibuh)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	bi+Aa+Hosib+uh
        GLOSS:	[present-tense]+I+think+him

 INPUT STRING:	هيقول
     IS_TRANS:	hyqwl
        INDEX:	P13W2
      OFFSETS:	6-11
       TOKENS:	P13W4-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Hayiquwl)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+quwl
        GLOSS:	will+he/it+said/say/be said/say/(for example)

 INPUT STRING:	إلغاء
     IS_TRANS:	<lgA'
        INDEX:	P13W3
      OFFSETS:	12-17
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ilogA'_1]
   UNSPLITVOC:	(<ilogA')
          POS:	NOUN
          VOC:	<ilogA'
        GLOSS:	cancellation/abrogation/repeal

 INPUT STRING:	الغش
     IS_TRANS:	Alg$
        INDEX:	P13W4
      OFFSETS:	18-22
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gi$~_1]
   UNSPLITVOC:	(Algi$~)
          POS:	DET+NOUN
          VOC:	Al+gi$~
        GLOSS:	the+cheating

 INPUT STRING:	وتجريم
     IS_TRANS:	wtjrym
