 INPUT STRING:	لا
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(fiymA)
          POS:	PREP+REL_PRON
          VOC:	fiy+mA
        GLOSS:	in, by+what/which

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P8W20
      OFFSETS:	107-110
       TOKENS:	P8W23-P8W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	عدم
     IS_TRANS:	Edm
        INDEX:	P8W21
      OFFSETS:	111-114
       TOKENS:	P8W24-P8W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(Eadam)
          POS:	NOUN
          VOC:	Eadam
        GLOSS:	absence of/lack of/not/non-

 INPUT STRING:	الحاجة
     IS_TRANS:	AlHAjp
        INDEX:	P8W22
      OFFSETS:	115-121
       TOKENS:	P8W25-P8W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(AlHAjap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HAj+ap
        GLOSS:	the+need+[fem.sg.]

 INPUT STRING:	إليها
     IS_TRANS:	<lyhA
        INDEX:	P8W23
      OFFSETS:	122-127
       TOKENS:	P8W26-P8W27
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilaY_1]
   UNSPLITVOC:	(<ilayhA)
          POS:	PREP+PRON_3FS
          VOC:	<ilay+hA
        GLOSS:	to/towards+it/them/her

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P8W24
      OFFSETS:	127-128
       TOKENS:	P8W28-P8W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وأكد
     IS_TRANS:	w>kd
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ak~ad_1]
   UNSPLITVOC:	(wa>ak~ada)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wa+>ak~ad+a
        GLOSS:	and+affirm/assure/confirm/guarantee+he/it [verb]

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P9W2
      OFFSETS:	5-7
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	وزارة
     IS_TRANS:	wzArp
        INDEX:	P9W3
      OFFSETS:	8-13
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wizArap_1]
   UNSPLITVOC:	(wizArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wizAr+ap
        GLOSS:	ministry+[fem.sg.]

 INPUT STRING:	التعاون
     IS_TRANS:	AltEAwn
        INDEX:	P9W4
      OFFSETS:	14-21
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[taEAwun_1]
   UNSPLITVOC:	(AltaEAwun)
          POS:	DET+NOUN
          VOC:	Al+taEAwun
        GLOSS:	the+cooperation

 INPUT STRING:	الدولي
     IS_TRANS:	Aldwly
        INDEX:	P9W5
      OFFSETS:	22-28
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dawoliy~_1]
   UNSPLITVOC:	(Aldawoliy~)
          POS:	DET+ADJ
          VOC:	Al+dawoliy~
        GLOSS:	the+state/national

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P9W6
      OFFSETS:	29-31
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hiya_1]
   UNSPLITVOC:	(hiya)
          POS:	PRON_3FS
          VOC:	hiya
        GLOSS:	it/they/she

 INPUT STRING:	المسؤولة
     IS_TRANS:	Alms&wlp
        INDEX:	P9W7
      OFFSETS:	32-40
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso&uwl_2]
   UNSPLITVOC:	(Almaso&uwlap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maso&uwl+ap
        GLOSS:	the+responsible/dependable+[fem.sg.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P9W8
      OFFSETS:	41-43
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	دخول
     IS_TRANS:	dxwl
        INDEX:	P9W9
      OFFSETS:	44-48
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duxuwl_1]
   UNSPLITVOC:	(duxuwl)
          POS:	NOUN
          VOC:	duxuwl
        GLOSS:	entrance/penetration

 INPUT STRING:	هذه
     IS_TRANS:	h*h
        INDEX:	P9W10
      OFFSETS:	49-52
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(h`*ihi)
          POS:	DEM_PRON_F
          VOC:	h`*ihi
        GLOSS:	this/these

 INPUT STRING:	المعونات
     IS_TRANS:	AlmEwnAt
        INDEX:	P9W11
      OFFSETS:	53-61
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEuwnap_1]
   UNSPLITVOC:	(AlmaEuwnAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+maEuwn+At
        GLOSS:	the+aid/assistance/support+[fem.pl.]

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P9W12
      OFFSETS:	62-65
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilaY_1]
   UNSPLITVOC:	(<ilaY)
          POS:	PREP
          VOC:	<ilaY
        GLOSS:	to/towards

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P9W13
      OFFSETS:	66-69
       TOKENS:	P9W14-P9W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W14
      OFFSETS:	69-70
       TOKENS:	P9W15-P9W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	بالإضافة
     IS_TRANS:	bAl<DAfp
        INDEX:	P9W15
      OFFSETS:	71-79
       TOKENS:	P9W16-P9W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iDAfap_1]
   UNSPLITVOC:	(biAl<iDAfap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+<iDAf+ap
        GLOSS:	with/by+the+addition/appending+[fem.sg.]

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P9W16
      OFFSETS:	80-83
       TOKENS:	P9W18-P9W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilaY_1]
   UNSPLITVOC:	(<ilaY)
          POS:	PREP
          VOC:	<ilaY
        GLOSS:	to/towards

 INPUT STRING:	مسؤوليتها
     IS_TRANS:	ms&wlythA
        INDEX:	P9W17
      OFFSETS:	84-93
       TOKENS:	P9W19-P9W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maso&uwliy~ap_1]
   UNSPLITVOC:	(maso&uwliy~atihA)
          POS:	NOUN.VN+NSUFF_FEM_SG+CASE_DEF_GEN+POSS_PRON_3FS
          VOC:	maso&uwliy~+at+i+hA
        GLOSS:	responsibility+[fem.sg.]+[def.gen.]+its/their/her

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P9W18
      OFFSETS:	94-96
       TOKENS:	P9W21-P9W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	كيفية
     IS_TRANS:	kyfyp
        INDEX:	P9W19
      OFFSETS:	97-102
       TOKENS:	P9W22-P9W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kayofiy~ap_1]
   UNSPLITVOC:	(kayofiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kayofiy~+ap
        GLOSS:	manner/mode/way+[fem.sg.]

 INPUT STRING:	إدارتها
     IS_TRANS:	<dArthA
        INDEX:	P9W20
      OFFSETS:	103-110
       TOKENS:	P9W23-P9W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<idArap_1]
   UNSPLITVOC:	(<idAratahA)
          POS:	NOUN+NSUFF_FEM_SG+CASE_DEF_ACC+POSS_PRON_3FS
          VOC:	<idAr+at+a+hA
        GLOSS:	administration/management/bureau+[fem.sg.]+[def.acc.]+its/their/her

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W21
      OFFSETS:	110-111
       TOKENS:	P9W25-P9W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	حيث
     IS_TRANS:	Hyv
        INDEX:	P10W1
      OFFSETS:	0-3
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hayovu_1]
   UNSPLITVOC:	(Hayovu)
          POS:	REL_ADV
          VOC:	Hayovu
        GLOSS:	where/whereby/since/given that

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P10W2
      OFFSETS:	4-8
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn-u_1]
   UNSPLITVOC:	(kAnat)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+at
        GLOSS:	be/was/were+it/they/she [verb]

 INPUT STRING:	الدكتورة
     IS_TRANS:	Aldktwrp
        INDEX:	P10W3
      OFFSETS:	9-17
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[dukotuwr_1]
   UNSPLITVOC:	(Aldukotuwrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dukotuwr+ap
        GLOSS:	the+doctor/Doctor/Dr.+[fem.sg.]

 INPUT STRING:	فايزة
     IS_TRANS:	fAyzp
        INDEX:	P10W4
      OFFSETS:	18-23
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAyizap_1]
   UNSPLITVOC:	(fAyizap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	fAyiz+ap
        GLOSS:	Faiza/Fayeza/Fayiza+[fem.sg.]

 INPUT STRING:	أبو
     IS_TRANS:	>bw
        INDEX:	P10W5
      OFFSETS:	24-27
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abuw_1]
   UNSPLITVOC:	(>abuw)
          POS:	NOUN_PROP
          VOC:	>abuw
        GLOSS:	Abu

 INPUT STRING:	النجا
     IS_TRANS:	AlnjA
        INDEX:	P10W6
      OFFSETS:	28-33
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[najA_1]
   UNSPLITVOC:	(AlnajA)
          POS:	DET+NOUN_PROP
          VOC:	Al+najA
        GLOSS:	the+Naja

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P10W7
      OFFSETS:	34-37
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	رأس
     IS_TRANS:	r>s
        INDEX:	P10W8
      OFFSETS:	38-41
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>os_1]
   UNSPLITVOC:	(ra>os)
          POS:	NOUN
          VOC:	ra>os
        GLOSS:	head/top

 INPUT STRING:	وزارة
     IS_TRANS:	wzArp
        INDEX:	P10W9
      OFFSETS:	42-47
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wizArap_1]
   UNSPLITVOC:	(wizArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wizAr+ap
        GLOSS:	ministry+[fem.sg.]

 INPUT STRING:	التعاون
     IS_TRANS:	AltEAwn
        INDEX:	P10W10
      OFFSETS:	48-55
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[taEAwun_1]
   UNSPLITVOC:	(AltaEAwun)
          POS:	DET+NOUN
          VOC:	Al+taEAwun
        GLOSS:	the+cooperation

 INPUT STRING:	الدولي
     IS_TRANS:	Aldwly
        INDEX:	P10W11
      OFFSETS:	56-62
       TOKENS:	P10W11-P10W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dawoliy~_1]
   UNSPLITVOC:	(Aldawoliy~)
          POS:	DET+ADJ
          VOC:	Al+dawoliy~
        GLOSS:	the+state/national

 INPUT STRING:	منذ
     IS_TRANS:	mn*
        INDEX:	P10W12
      OFFSETS:	63-66
       TOKENS:	P10W12-P10W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mun*u_1]
   UNSPLITVOC:	(mun*u)
          POS:	NOUN
          VOC:	mun*u
        GLOSS:	the time since

 INPUT STRING:	أواخر
     IS_TRANS:	>wAxr
        INDEX:	P10W13
      OFFSETS:	67-72
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xir_1]
   UNSPLITVOC:	(>awAxir)
          POS:	ADJ_COMP
          VOC:	>awAxir
        GLOSS:	last/end

 INPUT STRING:	عام
     IS_TRANS:	EAm
        INDEX:	P10W14
      OFFSETS:	73-76
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(EAm)
          POS:	NOUN
          VOC:	EAm
        GLOSS:	year

 INPUT STRING:	1999
     IS_TRANS:	1999
        INDEX:	P10W15
      OFFSETS:	77-81
       TOKENS:	P10W15-P10W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(1999)
          POS:	NOUN_NUM
          VOC:	1999
        GLOSS:	1999

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P10W16
      OFFSETS:	82-85
       TOKENS:	P10W16-P10W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PREP
          VOC:	Hat~aY
        GLOSS:	until/up to

 INPUT STRING:	الآن
     IS_TRANS:	Al|n
        INDEX:	P10W17
      OFFSETS:	86-90
       TOKENS:	P10W17-P10W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|n_1]
   UNSPLITVOC:	(Al|n)
          POS:	DET+NOUN
          VOC:	Al+|n
        GLOSS:	the+time/moment

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P10W18
      OFFSETS:	90-91
       TOKENS:	P10W18-P10W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	الحقيقة
     IS_TRANS:	AlHqyqp
        INDEX:	P11W1
      OFFSETS:	0-7
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(AlHaqiyqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Haqiyq+ap
        GLOSS:	the+truth/reality+[fem.sg.]

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P11W2
      OFFSETS:	8-13
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mawoDuwE_1]
   UNSPLITVOC:	(mawoDuwE)
          POS:	NOUN
          VOC:	mawoDuwE
        GLOSS:	subject/theme/issue

 INPUT STRING:	يثير
     IS_TRANS:	yvyr
        INDEX:	P11W3
      OFFSETS:	14-18
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>avAr_1]
   UNSPLITVOC:	(yuviyru)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	yu+viyr+u
        GLOSS:	he/it+raise/provoke/agitate+[ind.]

 INPUT STRING:	الاهتمام
     IS_TRANS:	AlAhtmAm
        INDEX:	P11W4
      OFFSETS:	19-27
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ihotimAm_1]
   UNSPLITVOC:	(AlAihotimAm)
          POS:	DET+NOUN
          VOC:	Al+{ihotimAm
        GLOSS:	the+interest/concern/care/attention

 INPUT STRING:	والغضب
     IS_TRANS:	wAlgDb
        INDEX:	P11W5
      OFFSETS:	28-34
       TOKENS:	P11W5-P11W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gaDab_1]
   UNSPLITVOC:	(waAlgaDab)
          POS:	CONJ+DET+NOUN
          VOC:	wa+Al+gaDab
        GLOSS:	and+the+anger/wrath

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P11W6
      OFFSETS:	35-37
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	جانب
     IS_TRANS:	jAnb
        INDEX:	P11W7
      OFFSETS:	38-42
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAnib_1]
   UNSPLITVOC:	(jAnib)
          POS:	NOUN
          VOC:	jAnib
        GLOSS:	side/aspect

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P11W8
      OFFSETS:	43-45
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	مصرى
     IS_TRANS:	mSrY
        INDEX:	P11W9
      OFFSETS:	46-50
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miSoriy~_1]
   UNSPLITVOC:	(miSoriy~)
          POS:	ADJ
          VOC:	miSoriy~
        GLOSS:	Egyptian

 INPUT STRING:	يحب
     IS_TRANS:	yHb
        INDEX:	P11W10
      OFFSETS:	51-54
       TOKENS:	P11W11-P11W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aHab~_1]
   UNSPLITVOC:	(yuHib~a)
          POS:	IV3MS+IV+IVSUFF_MOOD:S
          VOC:	yu+Hib~+a
        GLOSS:	he/it+love/like+[sub.]

 INPUT STRING:	بلدة
     IS_TRANS:	bldp
        INDEX:	P11W11
      OFFSETS:	55-59
       TOKENS:	P11W12-P11W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladahu)
          POS:	NOUN+CASE_DEF_ACC+POSS_PRON_3MS
          VOC:	balad+a+hu
        GLOSS:	country+[def.acc.]+its/his

 INPUT STRING:	ويجب
     IS_TRANS:	wyjb
        INDEX:	P11W12
      OFFSETS:	60-64
       TOKENS:	P11W14-P11W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wajab-i_1]
   UNSPLITVOC:	(wayajibu)
          POS:	CONJ+IV3MS+IV+IVSUFF_MOOD:I
          VOC:	wa+ya+jib+u
        GLOSS:	and+he/it+be necessary/be incumbent+[ind.]

 INPUT STRING:	التحقيق
     IS_TRANS:	AltHqyq
        INDEX:	P11W13
      OFFSETS:	65-72
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[taHoqiyq_2]
   UNSPLITVOC:	(AltaHoqiyq)
          POS:	DET+NOUN
          VOC:	Al+taHoqiyq
        GLOSS:	the+investigation/verification/interrogation

 INPUT STRING:	فورا
     IS_TRANS:	fwrA
        INDEX:	P11W14
      OFFSETS:	73-77
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fawor_1]
   UNSPLITVOC:	(faworAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fawor+AF
        GLOSS:	immediately/at once+[acc.indef.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P11W15
      OFFSETS:	78-80
       TOKENS:	P11W18-P11W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	تلك
     IS_TRANS:	tlk
        INDEX:	P11W16
      OFFSETS:	81-84
       TOKENS:	P11W19-P11W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(tiloka)
          POS:	DEM_PRON_F
          VOC:	tiloka
        GLOSS:	that/those

 INPUT STRING:	الكارثة
     IS_TRANS:	AlkArvp
        INDEX:	P11W17
      OFFSETS:	85-92
       TOKENS:	P11W20-P11W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kArivap_1]
   UNSPLITVOC:	(AlkArivap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kAriv+ap
        GLOSS:	the+catastrophe/tragedy+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W18
      OFFSETS:	92-93
       TOKENS:	P11W21-P11W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P12W1
      OFFSETS:	0-5
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they

 INPUT STRING:	بيجهزوا
     IS_TRANS:	byjhzwA
        INDEX:	P12W2
      OFFSETS:	6-13
       TOKENS:	P12W2-P12W3
