 INPUT STRING:	والله
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhA)
          POS:	PREP+PRON_3FS
          VOC:	min+hA
        GLOSS:	from+she/it

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P11W11
      OFFSETS:	50-52
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	خبر
     IS_TRANS:	xbr
        INDEX:	P11W12
      OFFSETS:	53-56
       TOKENS:	P11W15-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(xabar)
          POS:	NOUN
          VOC:	xabar
        GLOSS:	news/report/reports

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P11W13
      OFFSETS:	57-60
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P11W14
      OFFSETS:	61-63
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P11W15
      OFFSETS:	64-66
       TOKENS:	P11W18-P11W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	right/good/true/correct

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P12W1
      OFFSETS:	0-2
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	قناه
     IS_TRANS:	qnAh
        INDEX:	P12W2
      OFFSETS:	3-7
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qanAp_1]
   UNSPLITVOC:	(qanAp)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qanA+ap
        GLOSS:	canal/channel+[fem.sg.]

 INPUT STRING:	زباله
     IS_TRANS:	zbAlh
        INDEX:	P12W3
      OFFSETS:	8-13
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(zibAlap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	zibAl+ap
        GLOSS:	impure/dirty/greasy/filthy/rotting/rotten/impurity/filth+[fem.sg.]

 INPUT STRING:	زباله
     IS_TRANS:	zbAlh
        INDEX:	P12W4
      OFFSETS:	14-19
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(zibAlap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	zibAl+ap
        GLOSS:	impure/dirty/greasy/filthy/rotting/rotten/impurity/filth+[fem.sg.]

 INPUT STRING:	زباله
     IS_TRANS:	zbAlh
        INDEX:	P12W5
      OFFSETS:	20-25
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(zibAlap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	zibAl+ap
        GLOSS:	impure/dirty/greasy/filthy/rotting/rotten/impurity/filth+[fem.sg.]

 INPUT STRING:	ولها
     IS_TRANS:	wlhA
        INDEX:	P12W6
      OFFSETS:	26-30
       TOKENS:	P12W6-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(walahA)
          POS:	CONJ+PREP+PRON_3FS
          VOC:	wa+li+hA
        GLOSS:	and+to/for+she/it

 INPUT STRING:	اغراض
     IS_TRANS:	AgrAD
        INDEX:	P12W7
      OFFSETS:	31-36
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[garaD_1]
   UNSPLITVOC:	(>agorAD)
          POS:	NOUN
          VOC:	>agorAD
        GLOSS:	articles/items/things

 INPUT STRING:	زباله
     IS_TRANS:	zbAlh
        INDEX:	P12W8
      OFFSETS:	37-42
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(zibAlap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	zibAl+ap
        GLOSS:	impure/dirty/greasy/filthy/rotting/rotten/impurity/filth+[fem.sg.]

 INPUT STRING:	زيها
     IS_TRANS:	zyhA
        INDEX:	P12W9
      OFFSETS:	43-47
       TOKENS:	P12W11-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~ahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	zay~+hA
        GLOSS:	like/same as+its/their/her

 INPUT STRING:	سورى
     IS_TRANS:	swrY
        INDEX:	P12W10
      OFFSETS:	50-54
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(swrY)
          POS:	FOREIGN
          VOC:	swrY
        GLOSS:	nogloss

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P12W11
      OFFSETS:	55-56
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الالفاظ
     IS_TRANS:	AlAlfAZ
        INDEX:	P12W12
      OFFSETS:	57-64
       TOKENS:	P12W15-P12W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lafoZ_1]
   UNSPLITVOC:	(AlAlofAZ)
          POS:	DET+NOUN
          VOC:	Al+AlofAZ
        GLOSS:	the+word/term/expression/verbatim/literally/words/terms/expressions

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P12W13
      OFFSETS:	65-67
       TOKENS:	P12W16-P12W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	لقيتش
     IS_TRANS:	lqyt$
        INDEX:	P12W14
      OFFSETS:	68-73
       TOKENS:	P12W17-P12W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(laqayt$)
          POS:	PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	laq+ayt+$
        GLOSS:	find/meet/encounter+I+not

 INPUT STRING:	اقل
     IS_TRANS:	Aql
        INDEX:	P12W15
      OFFSETS:	74-77
       TOKENS:	P12W19-P12W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqal~_1]
   UNSPLITVOC:	(>aqal~)
          POS:	ADJ_COMP
          VOC:	>aqal~
        GLOSS:	least/smallest/minimum

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P12W16
      OFFSETS:	78-80
       TOKENS:	P12W20-P12W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P12W17
      OFFSETS:	81-84
       TOKENS:	P12W21-P12W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	سورى
     IS_TRANS:	swrY
        INDEX:	P12W18
      OFFSETS:	87-91
       TOKENS:	P12W22-P12W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(swrY)
          POS:	FOREIGN
          VOC:	swrY
        GLOSS:	nogloss

 INPUT STRING:	مره
     IS_TRANS:	mrh
        INDEX:	P12W19
      OFFSETS:	92-95
       TOKENS:	P12W23-P12W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	تانيه
     IS_TRANS:	tAnyh
        INDEX:	P12W20
      OFFSETS:	96-101
       TOKENS:	P12W24-P12W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAnoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	tAnoy+ap
        GLOSS:	second/next/II/secondly+[fem.sg.]

 INPUT STRING:	بغض
     IS_TRANS:	bgD
        INDEX:	P13W1
      OFFSETS:	0-3
       TOKENS:	P13W1-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gaD~_1]
   UNSPLITVOC:	(bigaD~)
          POS:	PREP+NOUN
          VOC:	bi+gaD~
        GLOSS:	with/by+turning aside/fresh/pristine

 INPUT STRING:	النظر
     IS_TRANS:	AlnZr
        INDEX:	P13W2
      OFFSETS:	4-9
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(Aln~aZar)
          POS:	DET+NOUN
          VOC:	Al+naZar
        GLOSS:	the+view/look/seeing/eye-sight/glances/looking/in view (of)

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P13W3
      OFFSETS:	10-13
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P13W4
      OFFSETS:	14-17
       TOKENS:	P13W5-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	راجل
     IS_TRANS:	rAjl
        INDEX:	P13W5
      OFFSETS:	18-22
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(rAjil)
          POS:	NOUN
          VOC:	rAjil
        GLOSS:	man/men/pedestrian/pedestrians

 INPUT STRING:	منافق
     IS_TRANS:	mnAfq
        INDEX:	P13W6
      OFFSETS:	23-28
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munAfiq_1]
   UNSPLITVOC:	(munAfiq)
          POS:	ADJ
          VOC:	munAfiq
        GLOSS:	hypocrite/hipocritical

 INPUT STRING:	واقصد
     IS_TRANS:	wAqSd
        INDEX:	P13W7
      OFFSETS:	29-34
       TOKENS:	P13W9-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSad_1]
   UNSPLITVOC:	(wiAaqoSud)
          POS:	PART+IV1S+IV
          VOC:	wi+Aa+qoSud
        GLOSS:	so/and+I+intend/mean/pursue/be intended/be meant/be pursued

 INPUT STRING:	ابو
     IS_TRANS:	Abw
        INDEX:	P13W8
      OFFSETS:	35-38
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abuw_1]
   UNSPLITVOC:	(>abuw)
          POS:	NOUN_PROP
          VOC:	>abuw
        GLOSS:	Abu

 INPUT STRING:	شادى
     IS_TRANS:	$AdY
        INDEX:	P13W9
      OFFSETS:	39-43
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Adiy_1]
   UNSPLITVOC:	($Adiy)
          POS:	NOUN_PROP
          VOC:	$Adiy
        GLOSS:	Shadi

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P13W10
      OFFSETS:	44-46
       TOKENS:	P13W13-P13W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P14W1
      OFFSETS:	0-3
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	these/this

 INPUT STRING:	الرجل
     IS_TRANS:	Alrjl
        INDEX:	P14W2
      OFFSETS:	4-9
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(Alr~ijol)
          POS:	DET+NOUN
          VOC:	Al+rijol
        GLOSS:	the+man/men/people/leading men/prominent men

 INPUT STRING:	الحقير
     IS_TRANS:	AlHqyr
        INDEX:	P14W3
      OFFSETS:	10-16
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyr_1]
   UNSPLITVOC:	(AlHaqiyr)
          POS:	DET+ADJ
          VOC:	Al+Haqiyr
        GLOSS:	the+despised/despicable

 INPUT STRING:	سب
     IS_TRANS:	sb
        INDEX:	P14W4
      OFFSETS:	17-19
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sab~_1]
   UNSPLITVOC:	(sab~)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	sab~+(null)
        GLOSS:	curse/swear+he/it

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P14W5
      OFFSETS:	20-26
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	والثوار
     IS_TRANS:	wAlvwAr
        INDEX:	P14W6
      OFFSETS:	27-34
       TOKENS:	P14W6-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(wiAlvuw~Ar)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+vuw~Ar
        GLOSS:	and+the+insurgent/insurgents/revolutionaries

 INPUT STRING:	وبصراحة
     IS_TRANS:	wbSrAHp
        INDEX:	P15W1
      OFFSETS:	0-7
       TOKENS:	P15W1-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(wibiSarAHap)
          POS:	CONJ+PREP+NOUN+NSUFF_FEM_SG
          VOC:	wi+bi+SarAH+ap
        GLOSS:	and+with/by+sincerity/candor/frankness/explicitly/openly+[fem.sg.]

 INPUT STRING:	الاخ
     IS_TRANS:	AlAx
        INDEX:	P15W2
      OFFSETS:	8-12
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(Al>ax~)
          POS:	DET+NOUN
          VOC:	Al+>ax~
        GLOSS:	the+brothers/brother/sisters

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P15W3
      OFFSETS:	13-17
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	بيعمل
     IS_TRANS:	byEml
        INDEX:	P15W4
      OFFSETS:	18-23
       TOKENS:	P15W6-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(biyiEomil)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Eomil
        GLOSS:	[present-tense]+he/it+function/make/act/be done/do/did

 INPUT STRING:	المواضيع
     IS_TRANS:	AlmwADyE
        INDEX:	P15W5
      OFFSETS:	24-32
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawADiyE)
          POS:	DET+NOUN
          VOC:	Al+mawADiyE
        GLOSS:	the+subject/theme/issue/subjects/themes/issues

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P15W6
      OFFSETS:	33-36
       TOKENS:	P15W9-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	البرادعى
     IS_TRANS:	AlbrAdEY
        INDEX:	P15W7
      OFFSETS:	37-45
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdEiy_1]
   UNSPLITVOC:	(AlbarAdEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdEiy
        GLOSS:	the+Baradei/Baradi/BarAdii/barAdEiy

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P15W8
      OFFSETS:	46-48
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	الللى
     IS_TRANS:	AlllY
        INDEX:	P15W9
      OFFSETS:	49-54
       TOKENS:	P15W12-P15W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlllY)
          POS:	TYPO
          VOC:	AlllY
        GLOSS:	nogloss

 INPUT STRING:	طلب
     IS_TRANS:	Tlb
        INDEX:	P15W10
      OFFSETS:	55-58
       TOKENS:	P15W13-P15W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(Talab)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Talab+(null)
        GLOSS:	request/be requested+he/it

 INPUT STRING:	المناظرة
     IS_TRANS:	AlmnAZrp
        INDEX:	P15W11
      OFFSETS:	59-67
       TOKENS:	P15W14-P15W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munAZorap_1]
   UNSPLITVOC:	(AlmunAZorap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+munAZor+ap
        GLOSS:	the+debate/discussion+[fem.sg.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P15W12
      OFFSETS:	68-70
       TOKENS:	P15W15-P15W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P15W13
      OFFSETS:	71-73
       TOKENS:	P15W16-P15W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P15W14
      OFFSETS:	74-78
       TOKENS:	P15W17-P15W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ.VN
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	مخنوق
     IS_TRANS:	mxnwq
        INDEX:	P15W15
      OFFSETS:	79-84
       TOKENS:	P15W18-P15W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maxonuwq_1]
   UNSPLITVOC:	(maxonuwq)
          POS:	ADJ
          VOC:	maxonuwq
        GLOSS:	strangled/choked/throttled/suppressed

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P15W16
      OFFSETS:	85-88
       TOKENS:	P15W19-P15W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P15W17
      OFFSETS:	89-92
       TOKENS:	P15W20-P15W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P16W1
      OFFSETS:	0-2
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	البرادعى
     IS_TRANS:	AlbrAdEY
        INDEX:	P16W2
      OFFSETS:	3-11
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdEiy_1]
   UNSPLITVOC:	(AlbarAdEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdEiy
        GLOSS:	the+Baradei/Baradi/BarAdii/barAdEiy

 INPUT STRING:	للدرجة
     IS_TRANS:	lldrjp
        INDEX:	P16W3
      OFFSETS:	12-18
       TOKENS:	P16W3-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[darajap_1]
   UNSPLITVOC:	(lild~arajap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+daraj+ap
        GLOSS:	for/to+the+degree/class/rank/grade/level/degrees/classes/ranks+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P16W4
      OFFSETS:	19-21
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	خارق
     IS_TRANS:	xArq
        INDEX:	P16W5
      OFFSETS:	22-26
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAriq_1]
   UNSPLITVOC:	(xAriq)
          POS:	ADJ
          VOC:	xAriq
        GLOSS:	violating/contravening/exceeding/extraordinary

 INPUT STRING:	للعادة
     IS_TRANS:	llEAdp
        INDEX:	P16W6
      OFFSETS:	27-33
       TOKENS:	P16W7-P16W8
