 INPUT STRING:	سلام
          VOC:	Al+miydAn
        GLOSS:	the+square/field/domain/arena/fields/domains/arenas/orchard

 INPUT STRING:	واسع
     IS_TRANS:	wAsE
        INDEX:	P13W4
      OFFSETS:	15-19
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAsiE_1]
   UNSPLITVOC:	(wAsiE)
          POS:	ADJ
          VOC:	wAsiE
        GLOSS:	wide/extensive/broad

 INPUT STRING:	ويكفى
     IS_TRANS:	wykfY
        INDEX:	P13W5
      OFFSETS:	20-25
       TOKENS:	P13W5-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaf~aY_1]
   UNSPLITVOC:	(wiyikaf~iy)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+kaf~iy
        GLOSS:	and+he/it+suffice/enough/be enough/be comprehensive

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P13W6
      OFFSETS:	26-29
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P13W7
      OFFSETS:	30-34
       TOKENS:	P13W8-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all/entire/every/whole+its/their/her

 INPUT STRING:	فلاتقلقوا
     IS_TRANS:	flAtqlqwA
        INDEX:	P14W1
      OFFSETS:	0-9
       TOKENS:	P14W1-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qiliq_1]
   UNSPLITVOC:	(falAtiqolaquwA)
          POS:	CONJ+NEG_PART+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	fa+lA+ti+qolaq+uwA
        GLOSS:	so/and+not+you [masc.pl.]+be worried/be agitated+[masc.pl.]

 INPUT STRING:	فالإسلاميين
     IS_TRANS:	fAl<slAmyyn
        INDEX:	P15W1
      OFFSETS:	0-11
       TOKENS:	P15W1-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<islAmiy_1]
   UNSPLITVOC:	(faAl<islAmiy~iyn)
          POS:	CONJ+DET+NOUN+NSUFF_MASC_PL
          VOC:	fa+Al+<islAmiy~+iyn
        GLOSS:	so/and+the+Muslim/Islamist/Islamic+[masc.pl.]

 INPUT STRING:	لايعتكفون
     IS_TRANS:	lAyEtkfwn
        INDEX:	P15W2
      OFFSETS:	12-21
       TOKENS:	P15W3-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iEotakaf_1]
   UNSPLITVOC:	(lAyaEotakifuwn)
          POS:	NEG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	lA+ya+Eotakif+uwn
        GLOSS:	not+they (people)+be busily engaged/be secluded+[masc.pl.]

 INPUT STRING:	إلا
     IS_TRANS:	<lA
        INDEX:	P15W3
      OFFSETS:	22-25
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	except for

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P15W4
      OFFSETS:	26-28
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المساجد
     IS_TRANS:	AlmsAjd
        INDEX:	P15W5
      OFFSETS:	29-36
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masojid_1]
   UNSPLITVOC:	(AlmasAjid)
          POS:	DET+NOUN
          VOC:	Al+masAjid
        GLOSS:	the+mosque/mosques

 INPUT STRING:	أى
     IS_TRANS:	>Y
        INDEX:	P16W1
      OFFSETS:	0-2
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayo_2]
   UNSPLITVOC:	(>ayo)
          POS:	PART
          VOC:	>ayo
        GLOSS:	that is to say

 INPUT STRING:	إنهم
     IS_TRANS:	<nhm
        INDEX:	P16W2
      OFFSETS:	3-7
       TOKENS:	P16W2-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	سيقضون
     IS_TRANS:	syqDwn
        INDEX:	P16W3
      OFFSETS:	8-14
       TOKENS:	P16W4-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qaDaY_1]
   UNSPLITVOC:	(sayaqoDuwn)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	sa+ya+qoD+uwn
        GLOSS:	will+they (people)+execute/perform/decree/pass/spend (time)+[masc.pl.]

 INPUT STRING:	اليوم
     IS_TRANS:	Alywm
        INDEX:	P16W4
      OFFSETS:	15-20
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Alyawm)
          POS:	DET+NOUN
          VOC:	Al+yawm
        GLOSS:	the+ever/period/day/today/some day

 INPUT STRING:	ليقدموا
     IS_TRANS:	lyqdmwA
        INDEX:	P16W5
      OFFSETS:	21-28
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lyqdmwA)
          POS:	NO_FUNC
          VOC:	lyqdmwA
        GLOSS:	nogloss

 INPUT STRING:	مطالب
     IS_TRANS:	mTAlb
        INDEX:	P16W6
      OFFSETS:	29-34
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(maTAlib)
          POS:	NOUN
          VOC:	maTAlib
        GLOSS:	request/demands/desiderata/claims

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P16W7
      OFFSETS:	35-40
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	ومطالبهم
     IS_TRANS:	wmTAlbhm
        INDEX:	P16W8
      OFFSETS:	41-49
       TOKENS:	P16W10-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(wamaTAlibhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wa+maTAlib+hum
        GLOSS:	and+request/demands/desiderata/claims+their

 INPUT STRING:	وسيعودوا
     IS_TRANS:	wsyEwdwA
        INDEX:	P17W1
      OFFSETS:	0-8
       TOKENS:	P17W1-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAd_1]
   UNSPLITVOC:	(wasayaEuwduwA)
          POS:	CONJ+FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	wa+sa+ya+Euwd+uwA
        GLOSS:	and+will+they (people)+return/go back+[masc.pl.]

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P17W2
      OFFSETS:	9-12
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	ديارهم
     IS_TRANS:	dyArhm
        INDEX:	P17W3
      OFFSETS:	13-19
       TOKENS:	P17W5-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAr_1]
   UNSPLITVOC:	(diyArhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	diyAr+hum
        GLOSS:	homes/abodes+their

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W4
      OFFSETS:	20-22
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المساء
     IS_TRANS:	AlmsA'
        INDEX:	P17W5
      OFFSETS:	23-29
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masA'_1]
   UNSPLITVOC:	(AlmasA')
          POS:	DET+NOUN
          VOC:	Al+masA'
        GLOSS:	the+evening/in the evening

 INPUT STRING:	وستعود
     IS_TRANS:	wstEwd
        INDEX:	P18W1
      OFFSETS:	0-6
       TOKENS:	P18W1-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAd_1]
   UNSPLITVOC:	(wasataEuwd)
          POS:	CONJ+FUT_PART+IV3FS+IV
          VOC:	wa+sa+ta+Euwd
        GLOSS:	and+will+she/it+return/go back

 INPUT STRING:	لكم
     IS_TRANS:	lkm
        INDEX:	P18W2
      OFFSETS:	7-10
       TOKENS:	P18W4-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(likum)
          POS:	PREP+PRON_2P
          VOC:	li+kum
        GLOSS:	to/for+you

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P18W3
      OFFSETS:	11-14
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(diwal)
          POS:	NOUN
          VOC:	diwal
        GLOSS:	state/country/states/countries

 INPUT STRING:	الميدان
     IS_TRANS:	AlmydAn
        INDEX:	P18W4
      OFFSETS:	15-22
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miydAn_1]
   UNSPLITVOC:	(AlmiydAn)
          POS:	DET+NOUN
          VOC:	Al+miydAn
        GLOSS:	the+square/field/domain/arena/fields/domains/arenas/orchard

 INPUT STRING:	الشقيقة
     IS_TRANS:	Al$qyqp
        INDEX:	P18W5
      OFFSETS:	23-30
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al$aqiyq_1]
   UNSPLITVOC:	(Al$aqiyqap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+$aqiyq+ap
        GLOSS:	the+fraternal/sisterly+[fem.sg.]

 INPUT STRING:	والصديقة
     IS_TRANS:	wAlSdyqp
        INDEX:	P18W6
      OFFSETS:	31-39
       TOKENS:	P18W9-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sadiyq_1]
   UNSPLITVOC:	(waAlSadiyqap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wa+Al+Sadiyq+ap
        GLOSS:	and+the+friend+[fem.sg.]

 INPUT STRING:	سالمة
     IS_TRANS:	sAlmp
        INDEX:	P18W7
      OFFSETS:	40-45
       TOKENS:	P18W11-P18W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAlim_1]
   UNSPLITVOC:	(sAlimap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	sAlim+ap
        GLOSS:	secure/sound/intact+[fem.sg.]

 INPUT STRING:	لتكملوا
     IS_TRANS:	ltkmlwA
        INDEX:	P19W1
      OFFSETS:	0-7
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ltkmlwA)
          POS:	NO_FUNC
          VOC:	ltkmlwA
        GLOSS:	nogloss

 INPUT STRING:	يها
     IS_TRANS:	yhA
        INDEX:	P19W2
      OFFSETS:	8-11
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(yhA)
          POS:	TYPO
          VOC:	yhA
        GLOSS:	nogloss

 INPUT STRING:	اعتكافكم
     IS_TRANS:	AEtkAfkm
        INDEX:	P19W3
      OFFSETS:	12-20
       TOKENS:	P19W3-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiEotkAf_1]
   UNSPLITVOC:	(AiEotkAfkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	AiEotkAf+kum
        GLOSS:	Isolation+your

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P19W4
      OFFSETS:	21-23
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	اعتصامكم
     IS_TRANS:	AEtSAmkm
        INDEX:	P19W5
      OFFSETS:	24-32
       TOKENS:	P19W6-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotiSAm_1]
   UNSPLITVOC:	(AiEotiSAmkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	AiEotiSAm+kum
        GLOSS:	preservation/adhering/preserving/occupation/strike/sit-in/refuge+your

 INPUT STRING:	شكرا
     IS_TRANS:	$krA
        INDEX:	P20W1
      OFFSETS:	0-4
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	($ukorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	$ukor+AF
        GLOSS:	thankfulness/thanks/thank you+[acc.indef.]

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P20W2
      OFFSETS:	5-7
       TOKENS:	P20W2-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to/for+you

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P21W1
      OFFSETS:	0-4
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs

 INPUT STRING:	تصريحات
     IS_TRANS:	tSryHAt
        INDEX:	P21W2
      OFFSETS:	5-12
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taSoriyH_1]
   UNSPLITVOC:	(taSoriyHAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	taSoriyH+At
        GLOSS:	declaration/statement/declarations/statements/permit/license/permits/licenses+[fem.pl.]

 INPUT STRING:	هؤلاء
     IS_TRANS:	h&lA'
        INDEX:	P21W3
      OFFSETS:	13-18
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha&lA'_1]
   UNSPLITVOC:	(ha&lA')
          POS:	DEM_PRON_P
          VOC:	ha&lA'
        GLOSS:	those

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P21W4
      OFFSETS:	19-23
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P21W5
      OFFSETS:	24-28
       TOKENS:	P21W6-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~inA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~+nA
        GLOSS:	all/entire/every/whole+our

 INPUT STRING:	نطلع
     IS_TRANS:	nTlE
        INDEX:	P21W6
      OFFSETS:	29-33
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(niTolaE)
          POS:	IV1P+IV
          VOC:	ni+TolaE
        GLOSS:	we+appear/rise

 INPUT STRING:	ونريهم
     IS_TRANS:	wnryhm
        INDEX:	P21W7
      OFFSETS:	34-40
       TOKENS:	P21W9-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>araY_1]
   UNSPLITVOC:	(wanuriyhum)
          POS:	CONJ+IV1P+IV+IVSUFF_DO:3P
          VOC:	wa+nu+riy+hum
        GLOSS:	and+we+show+them

 INPUT STRING:	اصرارنا
     IS_TRANS:	ASrArnA
        INDEX:	P21W8
      OFFSETS:	41-48
       TOKENS:	P21W12-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iSorAr_1]
   UNSPLITVOC:	(<iSorArnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	<iSorAr+nA
        GLOSS:	insistence/determination/premeditation+our

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P21W9
      OFFSETS:	49-52
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	شرع
     IS_TRANS:	$rE
        INDEX:	P21W10
      OFFSETS:	53-56
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aroE_1]
   UNSPLITVOC:	($aroE)
          POS:	NOUN
          VOC:	$aroE
        GLOSS:	law

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P21W11
      OFFSETS:	57-61
       TOKENS:	P21W16-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	هؤلاء
     IS_TRANS:	h&lA'
        INDEX:	P22W1
      OFFSETS:	0-5
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha&lA'_1]
   UNSPLITVOC:	(ha&lA')
          POS:	DEM_PRON_P
          VOC:	ha&lA'
        GLOSS:	those

 INPUT STRING:	يريدون
     IS_TRANS:	yrydwn
        INDEX:	P22W2
      OFFSETS:	6-12
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arAd_1]
   UNSPLITVOC:	(yuriyduwn)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+riyd+uwn
        GLOSS:	they (people)+want/desire/intend+[masc.pl.]

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P22W3
      OFFSETS:	13-15
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	يحكموا
     IS_TRANS:	yHkmwA
        INDEX:	P22W4
      OFFSETS:	16-22
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(yuHokumuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+Hokum+uwA
        GLOSS:	they+judge/sentence/be judged/be sentenced/rule/govern/be rule/be governed+they

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P22W5
      OFFSETS:	23-26
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P22W6
      OFFSETS:	27-28
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P22W7
      OFFSETS:	28-29
       TOKENS:	P22W7-P22W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P22W8
      OFFSETS:	29-30
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	اقرأ
     IS_TRANS:	Aqr>
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qara>_1]
   UNSPLITVOC:	(Aiqora>)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Aiqora>+(null)
        GLOSS:	read/be read+you

 INPUT STRING:	ماذا
     IS_TRANS:	mA*A
        INDEX:	P23W2
      OFFSETS:	5-9
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA*A_1]
   UNSPLITVOC:	(mA*A)
          POS:	INTERROG_PRON
          VOC:	mA*A
        GLOSS:	what

 INPUT STRING:	قالوا
     IS_TRANS:	qAlwA
        INDEX:	P23W3
      OFFSETS:	10-15
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAluwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	qAl+uwA
        GLOSS:	said/say/be said/(for example)+they

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W4
      OFFSETS:	15-16
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W5
      OFFSETS:	16-17
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W6
      OFFSETS:	17-18
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W7
      OFFSETS:	18-19
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
