 INPUT STRING:	هذه
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	سيدى
     IS_TRANS:	sydY
        INDEX:	P20W4
      OFFSETS:	10-14
       TOKENS:	P20W5-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~id_1]
   UNSPLITVOC:	(say~idiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	say~id+iy
        GLOSS:	Sir/Mr./Mister/gentlement+my

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P20W5
      OFFSETS:	15-18
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	حمارى
     IS_TRANS:	HmArY
        INDEX:	P20W6
      OFFSETS:	19-24
       TOKENS:	P20W8-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HumAr_1]
   UNSPLITVOC:	(HumAriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	HimAr+iy
        GLOSS:	donkey+my

 INPUT STRING:	عندما
     IS_TRANS:	EndmA
        INDEX:	P20W7
      OFFSETS:	25-30
       TOKENS:	P20W10-P20W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EinodamA_1]
   UNSPLITVOC:	(EindamA)
          POS:	NOUN+CASE_DEF_ACC+SUB_CONJ
          VOC:	Einod+a+mA
        GLOSS:	the time when+[def.acc.]+that

 INPUT STRING:	ارى
     IS_TRANS:	ArY
        INDEX:	P20W8
      OFFSETS:	31-34
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>aY_1]
   UNSPLITVOC:	(>araY)
          POS:	IV1S+IV
          VOC:	>a+raY
        GLOSS:	I+see/think/believe

 INPUT STRING:	اذنه
     IS_TRANS:	A*nh
        INDEX:	P20W9
      OFFSETS:	35-39
       TOKENS:	P20W13-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>u*un_1]
   UNSPLITVOC:	(>u*unuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>u*un+uh
        GLOSS:	ear+its/his

 INPUT STRING:	مرفوعه
     IS_TRANS:	mrfwEh
        INDEX:	P20W10
      OFFSETS:	40-46
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marofuwE_1]
   UNSPLITVOC:	(marofuwEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	marofuwE+ap
        GLOSS:	lifted/raised/hoisted+[fem.sg.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P20W11
      OFFSETS:	47-50
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	فوق
     IS_TRANS:	fwq
        INDEX:	P20W12
      OFFSETS:	51-54
       TOKENS:	P20W17-P20W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fuwq_1]
   UNSPLITVOC:	(fuwq)
          POS:	NOUN
          VOC:	fuwq
        GLOSS:	above/over/top/upper part

 INPUT STRING:	اعرف
     IS_TRANS:	AErf
        INDEX:	P20W13
      OFFSETS:	55-59
       TOKENS:	P20W18-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eirif]
   UNSPLITVOC:	(>aEoraf)
          POS:	IV1S+IV
          VOC:	>a+Eoraf
        GLOSS:	I+know

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P20W14
      OFFSETS:	60-63
       TOKENS:	P20W19-P20W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	لايريد
     IS_TRANS:	lAyryd
        INDEX:	P20W15
      OFFSETS:	64-70
       TOKENS:	P20W21-P20W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arAd_1]
   UNSPLITVOC:	(lA_yuriyd)
          POS:	NEG_PART+IV3MS+IV
          VOC:	lA+yu+riyd
        GLOSS:	not+he/it+want/desire/intend

 INPUT STRING:	الخروج
     IS_TRANS:	Alxrwj
        INDEX:	P20W16
      OFFSETS:	71-77
       TOKENS:	P20W23-P20W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuruwj_1]
   UNSPLITVOC:	(Alxuruwj)
          POS:	DET+NOUN
          VOC:	Al+xuruwj
        GLOSS:	the+exit/getting out/departure/deviation/trimming/piping

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P20W17
      OFFSETS:	78-81
       TOKENS:	P20W24-P20W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	الجو
     IS_TRANS:	Aljw
        INDEX:	P20W18
      OFFSETS:	82-86
       TOKENS:	P20W26-P20W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaw~_1]
   UNSPLITVOC:	(Aljaw~)
          POS:	DET+NOUN
          VOC:	Al+jaw~
        GLOSS:	the+air/climate/atmosphere

 INPUT STRING:	سيمطر
     IS_TRANS:	symTr
        INDEX:	P20W19
      OFFSETS:	87-92
       TOKENS:	P20W27-P20W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>amoTar_1]
   UNSPLITVOC:	(sayumoTir)
          POS:	FUT_PART+IV3MS+IV
          VOC:	sa+yu+moTir
        GLOSS:	will+he/it+rain/shower

 INPUT STRING:	عندما
     IS_TRANS:	EndmA
        INDEX:	P21W1
      OFFSETS:	0-5
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(EndmA)
          POS:	NO_FUNC
          VOC:	EndmA
        GLOSS:	nogloss

 INPUT STRING:	سمع
     IS_TRANS:	smE
        INDEX:	P21W2
      OFFSETS:	6-9
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(simiE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	simiE+(null)
        GLOSS:	hear/listen+he/it [verb]

 INPUT STRING:	الملك
     IS_TRANS:	Almlk
        INDEX:	P21W3
      OFFSETS:	10-15
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[malik_1]
   UNSPLITVOC:	(Almalik)
          POS:	DET+NOUN
          VOC:	Al+malik
        GLOSS:	the+King

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P21W4
      OFFSETS:	16-19
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P21W5
      OFFSETS:	20-26
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	امر
     IS_TRANS:	Amr
        INDEX:	P21W6
      OFFSETS:	27-30
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amar_1]
   UNSPLITVOC:	(>amar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>amar+(null)
        GLOSS:	command/order/prescribe+he/it [verb]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P21W7
      OFFSETS:	31-33
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	ياتى
     IS_TRANS:	yAtY
        INDEX:	P21W8
      OFFSETS:	34-38
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ataY_1]
   UNSPLITVOC:	(ya>otiy)
          POS:	IV3MS+IV
          VOC:	ya+>otiy
        GLOSS:	he/it+arrive/come/reach

 INPUT STRING:	الرجل
     IS_TRANS:	Alrjl
        INDEX:	P21W9
      OFFSETS:	39-44
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rajul_1]
   UNSPLITVOC:	(Alrajul)
          POS:	DET+NOUN
          VOC:	Al+rajul
        GLOSS:	the+man

 INPUT STRING:	بالحمار
     IS_TRANS:	bAlHmAr
        INDEX:	P21W10
      OFFSETS:	45-52
       TOKENS:	P21W10-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HumAr_1]
   UNSPLITVOC:	(biAlHumAr)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+HumAr
        GLOSS:	with/by+the+donkey

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P21W11
      OFFSETS:	53-56
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	قصره
     IS_TRANS:	qSrh
        INDEX:	P21W12
      OFFSETS:	57-61
       TOKENS:	P21W13-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSor_1]
   UNSPLITVOC:	(qaSoruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	qaSor+uh
        GLOSS:	castle/palace+its/his

 INPUT STRING:	فذهب
     IS_TRANS:	f*hb
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*ahab_1]
   UNSPLITVOC:	(fa*ahab)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	fa+*ahab+(null)
        GLOSS:	so/and+go/depart+he/it [verb]

 INPUT STRING:	اليه
     IS_TRANS:	Alyh
        INDEX:	P22W2
      OFFSETS:	5-9
       TOKENS:	P22W3-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilaY_1]
   UNSPLITVOC:	(<iliyh)
          POS:	PREP+PRON_3MS
          VOC:	<ilaY+uh
        GLOSS:	to/towards+it/him

 INPUT STRING:	الرجل
     IS_TRANS:	Alrjl
        INDEX:	P22W3
      OFFSETS:	10-15
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rajul_1]
   UNSPLITVOC:	(Alrajul)
          POS:	DET+NOUN
          VOC:	Al+rajul
        GLOSS:	the+man

 INPUT STRING:	بالحمار
     IS_TRANS:	bAlHmAr
        INDEX:	P22W4
      OFFSETS:	16-23
       TOKENS:	P22W6-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HumAr_1]
   UNSPLITVOC:	(biAlHumAr)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+HumAr
        GLOSS:	with/by+the+donkey

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P22W5
      OFFSETS:	24-27
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	قصره
     IS_TRANS:	qSrh
        INDEX:	P22W6
      OFFSETS:	28-32
       TOKENS:	P22W9-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSor_1]
   UNSPLITVOC:	(qaSoruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	qaSor+uh
        GLOSS:	castle/palace+its/his

 INPUT STRING:	فامر
     IS_TRANS:	fAmr
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amar_1]
   UNSPLITVOC:	(fa>amar)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	fa+>amar+(null)
        GLOSS:	so/and+command/order/prescribe+he/it [verb]

 INPUT STRING:	الملك
     IS_TRANS:	Almlk
        INDEX:	P23W2
      OFFSETS:	5-10
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[malik_1]
   UNSPLITVOC:	(Almalik)
          POS:	DET+NOUN
          VOC:	Al+malik
        GLOSS:	the+King

 INPUT STRING:	بقتل
     IS_TRANS:	bqtl
        INDEX:	P23W3
      OFFSETS:	11-15
       TOKENS:	P23W4-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatol_1]
   UNSPLITVOC:	(biqatol)
          POS:	PREP+NOUN
          VOC:	bi+qatol
        GLOSS:	with/by+murder/killing

 INPUT STRING:	العراف
     IS_TRANS:	AlErAf
        INDEX:	P23W4
      OFFSETS:	16-22
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ear~Af_1]
   UNSPLITVOC:	(AlEar~Af)
          POS:	DET+NOUN
          VOC:	Al+Ear~Af
        GLOSS:	the+fortuneteller

 INPUT STRING:	وتعيين
     IS_TRANS:	wtEyyn
        INDEX:	P23W5
      OFFSETS:	23-29
       TOKENS:	P23W7-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoyiyn_1]
   UNSPLITVOC:	(witaEoyiyn)
          POS:	CONJ+NOUN
          VOC:	wi+taEoyiyn
        GLOSS:	and+appointing/assignment

 INPUT STRING:	الحمار
     IS_TRANS:	AlHmAr
        INDEX:	P23W6
      OFFSETS:	30-36
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HumAr_1]
   UNSPLITVOC:	(AlHumAr)
          POS:	DET+NOUN
          VOC:	Al+HumAr
        GLOSS:	the+donkey

 INPUT STRING:	مكانه
     IS_TRANS:	mkAnh
        INDEX:	P23W7
      OFFSETS:	37-42
       TOKENS:	P23W10-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(makAnuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	makAn+uh
        GLOSS:	place/location/position+his/its

 INPUT STRING:	ومنذ
     IS_TRANS:	wmn*
        INDEX:	P24W1
      OFFSETS:	0-4
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muno*u_1]
   UNSPLITVOC:	(wamuno*u)
          POS:	CONJ+PREP
          VOC:	wa+muno*u
        GLOSS:	and+since/for/in/ago

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P24W2
      OFFSETS:	5-8
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	الوقت
     IS_TRANS:	Alwqt
        INDEX:	P24W3
      OFFSETS:	9-14
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(Alwaqot)
          POS:	DET+NOUN
          VOC:	Al+waqot
        GLOSS:	the+time/moment/period of time

 INPUT STRING:	والحمير
     IS_TRANS:	wAlHmyr
        INDEX:	P24W4
      OFFSETS:	15-22
       TOKENS:	P24W5-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HumAr_1]
   UNSPLITVOC:	(wiAlHimiyr)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+Himiyr
        GLOSS:	and+the+donkeys

 INPUT STRING:	تمسك
     IS_TRANS:	tmsk
        INDEX:	P24W5
      OFFSETS:	23-27
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misik_1]
   UNSPLITVOC:	(timosik)
          POS:	IV3FS+IV
          VOC:	ti+mosik
        GLOSS:	it/they/she+seize/hold

 INPUT STRING:	مناصب
     IS_TRANS:	mnASb
        INDEX:	P24W6
      OFFSETS:	28-33
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoSib_1]
   UNSPLITVOC:	(manASib)
          POS:	NOUN
          VOC:	manASib
        GLOSS:	posts/positions/offices

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P24W7
      OFFSETS:	34-36
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P24W8
      OFFSETS:	37-42
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country

 INPUT STRING:	ورزقى
     IS_TRANS:	wrzqY
        INDEX:	P25W1
      OFFSETS:	3-8
       TOKENS:	P25W1-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rizoq_1]
   UNSPLITVOC:	(wirizoqiy)
          POS:	CONJ+NOUN+POSS_PRON_1S
          VOC:	wi+rizoq+iy
        GLOSS:	and+livelihood/sustenance+my

 INPUT STRING:	ورزقم
     IS_TRANS:	wrzqm
        INDEX:	P25W2
      OFFSETS:	9-14
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wrzqm)
          POS:	TYPO
          VOC:	wrzqm
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P25W3
      OFFSETS:	15-18
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P25W4
      OFFSETS:	19-23
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P26W1
      OFFSETS:	0-2
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P26W2
      OFFSETS:	3-6
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P26W3
      OFFSETS:	7-10
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P26W4
      OFFSETS:	11-14
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P27W1
      OFFSETS:	0-3
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	بجهز
     IS_TRANS:	bjhz
        INDEX:	P27W2
      OFFSETS:	4-8
       TOKENS:	P27W2-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jah~iz_1]
   UNSPLITVOC:	(bajah~iz)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+>a+jah~iz
        GLOSS:	[present-tense]+I+equip/supply/prepare

 INPUT STRING:	كمية
     IS_TRANS:	kmyp
        INDEX:	P27W3
      OFFSETS:	9-13
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kim~iy~ap_1]
   UNSPLITVOC:	(kim~iy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kim~iy~+ap
        GLOSS:	quantity/amount+[fem.sg.]

 INPUT STRING:	كبيرة
     IS_TRANS:	kbyrp
        INDEX:	P27W4
      OFFSETS:	14-19
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kibiyr+ap
        GLOSS:	large/great/important/major/senior+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P27W5
      OFFSETS:	20-22
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	العيش
     IS_TRANS:	AlEy$
        INDEX:	P27W6
      OFFSETS:	23-28
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay$_1]
   UNSPLITVOC:	(AlEay$)
          POS:	DET+NOUN
          VOC:	Al+Eay$
        GLOSS:	the+bread

 INPUT STRING:	والحلاوة
     IS_TRANS:	wAlHlAwp
        INDEX:	P27W7
      OFFSETS:	29-37
       TOKENS:	P27W8-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HalAwap_1]
   UNSPLITVOC:	(wiAlHalAwap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+HalAw+ap
        GLOSS:	and+the+sweetness/candies+[fem.sg.]

 INPUT STRING:	.
