 INPUT STRING:	بعد
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	بيكرهوه
     IS_TRANS:	bykrhwh
        INDEX:	P8W8
      OFFSETS:	34-41
       TOKENS:	P8W12-P8W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kirih_1]
   UNSPLITVOC:	(biyikorahuwh)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3MS
          VOC:	bi+yi+korah+uwA+uh
        GLOSS:	[present-tense]+they+hate+we+him/it

 INPUT STRING:	رأيهم
     IS_TRANS:	r>yhm
        INDEX:	P8W9
      OFFSETS:	42-47
       TOKENS:	P8W15-P8W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	ra>oy+hum
        GLOSS:	opinion/view/idea+their

 INPUT STRING:	هيأثر
     IS_TRANS:	hy>vr
        INDEX:	P8W10
      OFFSETS:	48-53
       TOKENS:	P8W17-P8W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>av~ar_1]
   UNSPLITVOC:	(Hayi>av~ar)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+>av~ar
        GLOSS:	will+he/it+affect/influence/be affected/be influenced

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P9W1
      OFFSETS:	0-2
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P9W2
      OFFSETS:	3-5
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاخر
     IS_TRANS:	AlAxr
        INDEX:	P9W3
      OFFSETS:	6-11
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axir_1]
   UNSPLITVOC:	(Al|axir)
          POS:	DET+NOUN
          VOC:	Al+|axir
        GLOSS:	the+last

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P9W4
      OFFSETS:	12-16
       TOKENS:	P9W4-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	بيحشر
     IS_TRANS:	byH$r
        INDEX:	P9W5
      OFFSETS:	17-22
       TOKENS:	P9W6-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ha$ar_1]
   UNSPLITVOC:	(biyuH$ur)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yu+H$ur
        GLOSS:	[present-tense]+he/it+bring on doom's day

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P9W6
      OFFSETS:	23-25
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P9W7
      OFFSETS:	26-30
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P9W8
      OFFSETS:	31-33
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P9W9
      OFFSETS:	34-36
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	احب
     IS_TRANS:	AHb
        INDEX:	P9W10
      OFFSETS:	37-40
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHab~_1]
   UNSPLITVOC:	(>aHab~)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>aHab~+(null)
        GLOSS:	love/like+he/it

 INPUT STRING:	فأنظر
     IS_TRANS:	f>nZr
        INDEX:	P10W1
      OFFSETS:	0-5
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(fa>unoZur)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	fa+>unoZur+(null)
        GLOSS:	so/and+look+you

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P10W2
      OFFSETS:	6-8
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	تحب
     IS_TRANS:	tHb
        INDEX:	P10W3
      OFFSETS:	9-12
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(tiHib~)
          POS:	IV2MS+IV
          VOC:	ti+Hib~
        GLOSS:	you+love

 INPUT STRING:	حقك
     IS_TRANS:	Hqk
        INDEX:	P11W1
      OFFSETS:	0-3
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~ak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Haq~+ak
        GLOSS:	right, prerogative, truth+your

 INPUT STRING:	تقول
     IS_TRANS:	tqwl
        INDEX:	P11W2
      OFFSETS:	4-8
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwl)
          POS:	IV2MS+IV
          VOC:	ti+quwl
        GLOSS:	you+said/say/be said/say/(for example)

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P11W3
      OFFSETS:	9-12
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	that way

 INPUT STRING:	وموش
     IS_TRANS:	wmw$
        INDEX:	P11W4
      OFFSETS:	13-17
       TOKENS:	P11W5-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	زعلان
     IS_TRANS:	zElAn
        INDEX:	P11W5
      OFFSETS:	18-23
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaEolAn_1]
   UNSPLITVOC:	(zaEolAn)
          POS:	ADJ
          VOC:	zaEolAn
        GLOSS:	angry/annoyed

 INPUT STRING:	منك
     IS_TRANS:	mnk
        INDEX:	P11W6
      OFFSETS:	24-27
       TOKENS:	P11W8-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~ak)
          POS:	PREP+PRON_2MS
          VOC:	min~+ak
        GLOSS:	from+he/it

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for+that

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P12W2
      OFFSETS:	4-6
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	رايك
     IS_TRANS:	rAyk
        INDEX:	P12W3
      OFFSETS:	7-11
       TOKENS:	P12W4-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	ra>oy+ak
        GLOSS:	opinion/view/idea+your

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P12W4
      OFFSETS:	12-16
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P12W5
      OFFSETS:	17-21
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	احترمه
     IS_TRANS:	AHtrmh
        INDEX:	P12W6
      OFFSETS:	22-28
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AHtrmh)
          POS:	NO_FUNC
          VOC:	AHtrmh
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P12W7
      OFFSETS:	29-31
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	خليك
     IS_TRANS:	xlyk
        INDEX:	P12W8
      OFFSETS:	32-36
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(xal~iyk)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	xal~iy+k
        GLOSS:	let+you

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P12W9
      OFFSETS:	37-39
       TOKENS:	P12W11-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الكوره
     IS_TRANS:	Alkwrh
        INDEX:	P12W10
      OFFSETS:	40-46
       TOKENS:	P12W12-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kawrap_1]
   UNSPLITVOC:	(Alkawrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kawr+ap
        GLOSS:	the+ball+[fem.sg.]

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P12W11
      OFFSETS:	47-51
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	زيدان
     IS_TRANS:	zydAn
        INDEX:	P13W1
      OFFSETS:	0-5
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zayodAn_1]
   UNSPLITVOC:	(zayodAn)
          POS:	NOUN_PROP
          VOC:	zayodAn
        GLOSS:	Zaidan/Zeidan

 INPUT STRING:	لاعب
     IS_TRANS:	lAEb
        INDEX:	P13W2
      OFFSETS:	6-10
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAEib_1]
   UNSPLITVOC:	(lAEib)
          POS:	NOUN
          VOC:	lAEib
        GLOSS:	player/athlete

 INPUT STRING:	طفولي
     IS_TRANS:	Tfwly
        INDEX:	P13W3
      OFFSETS:	11-16
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tufuwliy_1]
   UNSPLITVOC:	(Tufuwliy)
          POS:	ADJ
          VOC:	Tufuwliy
        GLOSS:	infantile

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P13W4
      OFFSETS:	17-18
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	عنده
     IS_TRANS:	Endh
        INDEX:	P13W5
      OFFSETS:	19-23
       TOKENS:	P13W5-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanoduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eanod+uh
        GLOSS:	with+his/its

 INPUT STRING:	حب
     IS_TRANS:	Hb
        INDEX:	P13W6
      OFFSETS:	24-26
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hub~_1]
   UNSPLITVOC:	(Hub~)
          POS:	NOUN
          VOC:	Hub~
        GLOSS:	love/affection/out of affection for/for love of

 INPUT STRING:	شهرة
     IS_TRANS:	$hrp
        INDEX:	P13W7
      OFFSETS:	27-31
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uhorap_1]
   UNSPLITVOC:	($uhorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uhor+ap
        GLOSS:	reputation/fame+[fem.sg.]

 INPUT STRING:	وظهور
     IS_TRANS:	wZhwr
        INDEX:	P13W8
      OFFSETS:	32-37
       TOKENS:	P13W9-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zuhuwr_1]
   UNSPLITVOC:	(wiZuhuwr)
          POS:	CONJ+NOUN
          VOC:	wi+Zuhuwr
        GLOSS:	and+appearance/emergence

 INPUT STRING:	ورأيه
     IS_TRANS:	wr>yh
        INDEX:	P14W1
      OFFSETS:	0-5
       TOKENS:	P14W1-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(wira>oyuh)
          POS:	CONJ+NOUN+POSS_PRON_3MS
          VOC:	wi+ra>oy+uh
        GLOSS:	and+opinion/view/idea+his/its

 INPUT STRING:	يخصه
     IS_TRANS:	yxSh
        INDEX:	P14W2
      OFFSETS:	6-10
       TOKENS:	P14W4-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaS~_1]
   UNSPLITVOC:	(yixuS~uh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+xuS~+uh
        GLOSS:	he/it+be specefic+him/it

 INPUT STRING:	واحترمه
     IS_TRANS:	wAHtrmh
        INDEX:	P14W3
      OFFSETS:	11-18
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wAHtrmh)
          POS:	NO_FUNC
          VOC:	wAHtrmh
        GLOSS:	nogloss

 INPUT STRING:	ولكنه
     IS_TRANS:	wlknh
        INDEX:	P15W1
      OFFSETS:	0-5
       TOKENS:	P15W1-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[l`kin~a_1]
   UNSPLITVOC:	(wal`kin~ahu)
          POS:	CONJ+PSEUDO_VERB+PRON_3MS
          VOC:	wa+l`kin~a+hu
        GLOSS:	and+But, however, yet, still, nevertheless, on the other hand+it/he

 INPUT STRING:	يبقي
     IS_TRANS:	ybqy
        INDEX:	P15W2
      OFFSETS:	6-10
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+remain

 INPUT STRING:	لاعب
     IS_TRANS:	lAEb
        INDEX:	P15W3
      OFFSETS:	11-15
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAEib_1]
   UNSPLITVOC:	(lAEib)
          POS:	NOUN
          VOC:	lAEib
        GLOSS:	player/athlete

 INPUT STRING:	كرة
     IS_TRANS:	krp
        INDEX:	P15W4
      OFFSETS:	16-19
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kurap_1]
   UNSPLITVOC:	(kurap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kur+ap
        GLOSS:	ball/globe/sphere/balls/globes/spheres/soccer/football+[fem.sg.]

 INPUT STRING:	موهوب
     IS_TRANS:	mwhwb
        INDEX:	P15W5
      OFFSETS:	20-25
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawhuwb_1]
   UNSPLITVOC:	(mawhuwb)
          POS:	ADJ
          VOC:	mawhuwb
        GLOSS:	gifted/advanced/talented

 INPUT STRING:	وفقط
     IS_TRANS:	wfqT
        INDEX:	P15W6
      OFFSETS:	26-30
       TOKENS:	P15W8-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(wifaqaT)
          POS:	CONJ+ADV
          VOC:	wi+faqaT
        GLOSS:	and+only

 INPUT STRING:	ابقى
     IS_TRANS:	AbqY
        INDEX:	P16W1
      OFFSETS:	0-4
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(AiboqaY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AiboqaY+(null)
        GLOSS:	remain+you

 INPUT STRING:	خليه
     IS_TRANS:	xlyh
        INDEX:	P16W2
      OFFSETS:	5-9
       TOKENS:	P16W2-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(xal~iyh)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3MS
          VOC:	xal~+iy+uh
        GLOSS:	release/evacuate/allow/be released/be evacuated/be allowed+you+it/him

 INPUT STRING:	ينفعك
     IS_TRANS:	ynfEk
        INDEX:	P16W3
      OFFSETS:	10-15
       TOKENS:	P16W4-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(yinofaEak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+nofaE+ak
        GLOSS:	he/it+benefit+you

 INPUT STRING:	وعلشان
     IS_TRANS:	wEl$An
        INDEX:	P16W4
      OFFSETS:	16-22
       TOKENS:	P16W6-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(wiEala$a>on)
          POS:	CONJ+PREP+NOUN
          VOC:	wi+EalaY+$a>on
        GLOSS:	and+on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P16W5
      OFFSETS:	23-26
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	that way

 INPUT STRING:	مدخلتوش
     IS_TRANS:	mdxltw$
        INDEX:	P16W6
      OFFSETS:	27-34
       TOKENS:	P16W10-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dax~al_1]
   UNSPLITVOC:	(mA_dax~altuw$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:2P+NEG_PART
          VOC:	mA+dax~al+tuwA+$
        GLOSS:	not+make something enter into+you+not

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P16W7
      OFFSETS:	35-38
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	امم
     IS_TRANS:	Amm
        INDEX:	P16W8
      OFFSETS:	39-42
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~ap_1]
   UNSPLITVOC:	(>umam)
          POS:	NOUN
          VOC:	>umam
        GLOSS:	nations/peoples

 INPUT STRING:	افريقيا
     IS_TRANS:	AfryqyA
        INDEX:	P16W9
      OFFSETS:	43-50
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aforiyqiyA_1]
   UNSPLITVOC:	(<iforiyqiyA)
          POS:	NOUN_PROP
          VOC:	<iforiyqiyA
        GLOSS:	Africa

 INPUT STRING:	2012
     IS_TRANS:	2012
        INDEX:	P16W10
      OFFSETS:	51-55
       TOKENS:	P16W16-P16W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(2012)
          POS:	NOUN_NUM
          VOC:	2012
        GLOSS:	2012

