 INPUT STRING:	ما
          VOC:	xaz~An
        GLOSS:	tank/reservoir/tanks/reservoirs

 INPUT STRING:	المحطة
     IS_TRANS:	AlmHTp
        INDEX:	P15W6
      OFFSETS:	26-32
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHaT~ap_1]
   UNSPLITVOC:	(AlmaHaT~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maHaT~+ap
        GLOSS:	the+station/stop/layover+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P15W7
      OFFSETS:	33-37
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	بتمون
     IS_TRANS:	btmwn
        INDEX:	P15W8
      OFFSETS:	38-43
       TOKENS:	P15W9-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maw~in_1]
   UNSPLITVOC:	(bitimaw~in)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+maw~in
        GLOSS:	[present-tense]+it/they/she+provision

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P15W9
      OFFSETS:	44-47
       TOKENS:	P15W11-P15W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+it/him

 INPUT STRING:	ا
     IS_TRANS:	A
        INDEX:	P16W1
      OFFSETS:	0-1
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(A)
          POS:	TYPO
          VOC:	A
        GLOSS:	nogloss

 INPUT STRING:	لأنك
     IS_TRANS:	l>nk
        INDEX:	P16W2
      OFFSETS:	2-6
       TOKENS:	P16W2-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(la<in~ak)
          POS:	PREP+SUB_CONJ+PRON_2MS
          VOC:	li+<in~+ak
        GLOSS:	for/to+that+you [masc.sg.]

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P16W3
      OFFSETS:	7-11
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	NOUN
          VOC:	mumokin
        GLOSS:	possibilities

 INPUT STRING:	تحط
     IS_TRANS:	tHT
        INDEX:	P16W4
      OFFSETS:	12-15
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(tuHuT~)
          POS:	IV2MS+IV
          VOC:	tu+HuT~
        GLOSS:	you+descend/land/set down/lower

 INPUT STRING:	92
     IS_TRANS:	92
        INDEX:	P16W5
      OFFSETS:	16-18
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(92)
          POS:	NOUN_NUM
          VOC:	92
        GLOSS:	92

 INPUT STRING:	وتنزل
     IS_TRANS:	wtnzl
        INDEX:	P16W6
      OFFSETS:	19-24
       TOKENS:	P16W8-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naz~il_1]
   UNSPLITVOC:	(witinaz~il)
          POS:	CONJ+IV2MS+IV
          VOC:	wi+ti+naz~il
        GLOSS:	and+you+make descend/descend/publish

 INPUT STRING:	الفلتر
     IS_TRANS:	Alfltr
        INDEX:	P16W7
      OFFSETS:	25-31
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[filtar_1]
   UNSPLITVOC:	(Alfiltar)
          POS:	DET+NOUN
          VOC:	Al+filtar
        GLOSS:	the+filter

 INPUT STRING:	ماليان
     IS_TRANS:	mAlyAn
        INDEX:	P16W8
      OFFSETS:	32-38
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mAlyAn)
          POS:	TYPO
          VOC:	mAlyAn
        GLOSS:	nogloss

 INPUT STRING:	زبالة
     IS_TRANS:	zbAlp
        INDEX:	P16W9
      OFFSETS:	39-44
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(zibAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	zibAl+ap
        GLOSS:	any discarded articles/garbage/rubbish/trash/waste matter/chaff/hay+[fem.sg.]

 INPUT STRING:	ودى
     IS_TRANS:	wdY
        INDEX:	P16W10
      OFFSETS:	45-48
       TOKENS:	P16W13-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(widiy)
          POS:	CONJ+DEM_PRON
          VOC:	wi+diy
        GLOSS:	and+these/this

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P16W11
      OFFSETS:	49-53
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	متجربة
     IS_TRANS:	mtjrbp
        INDEX:	P16W12
      OFFSETS:	54-60
       TOKENS:	P16W16-P16W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mitojar~ab_1]
   UNSPLITVOC:	(mitojar~abap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mitojar~ab+ap
        GLOSS:	tested+[fem.sg.]

 INPUT STRING:	وأكيد
     IS_TRANS:	w>kyd
        INDEX:	P17W1
      OFFSETS:	0-5
       TOKENS:	P17W1-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(wi>akiyd)
          POS:	CONJ+NOUN
          VOC:	wi+>akiyd
        GLOSS:	and+certain/definite

 INPUT STRING:	بنزين
     IS_TRANS:	bnzyn
        INDEX:	P17W2
      OFFSETS:	6-11
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banoziyn_1]
   UNSPLITVOC:	(banoziyn)
          POS:	NOUN
          VOC:	banoziyn
        GLOSS:	gasoline/benzine/benzene

 INPUT STRING:	80
     IS_TRANS:	80
        INDEX:	P17W3
      OFFSETS:	12-14
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(80)
          POS:	NOUN_NUM
          VOC:	80
        GLOSS:	80

 INPUT STRING:	مرتبط
     IS_TRANS:	mrtbT
        INDEX:	P17W4
      OFFSETS:	15-20
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[murotabiT_1]
   UNSPLITVOC:	(murotabiT)
          POS:	ADJ.VN
          VOC:	murotabiT
        GLOSS:	connected/linked

 INPUT STRING:	بمحطات
     IS_TRANS:	bmHTAt
        INDEX:	P17W5
      OFFSETS:	21-27
       TOKENS:	P17W6-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHaT~ap_1]
   UNSPLITVOC:	(bimaHaT~At)
          POS:	PREP+NOUN+NSUFF_FEM_PL
          VOC:	bi+maHaT~+At
        GLOSS:	with/by+station/stop/layover+[fem.pl.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P17W6
      OFFSETS:	28-30
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	نمرة
     IS_TRANS:	nmrp
        INDEX:	P17W7
      OFFSETS:	31-35
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nimorap_1]
   UNSPLITVOC:	(nimorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nimor+ap
        GLOSS:	number+[fem.sg.]

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P17W8
      OFFSETS:	36-40
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	فطبيعى
     IS_TRANS:	fTbyEY
        INDEX:	P18W1
      OFFSETS:	0-6
       TOKENS:	P18W1-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TabiyEiy_1]
   UNSPLITVOC:	(faTabiyEiy)
          POS:	CONJ+ADJ
          VOC:	fa+TabiyEiy
        GLOSS:	so/and+normal/natural

 INPUT STRING:	إنه
     IS_TRANS:	<nh
        INDEX:	P18W2
      OFFSETS:	7-10
       TOKENS:	P18W3-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	despite/even if/in spite of the fact that/verily/Although/(even) though/that/indeed+he/it

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P18W3
      OFFSETS:	11-15
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be/was/were

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P18W4
      OFFSETS:	16-18
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	نضيف
     IS_TRANS:	nDyf
        INDEX:	P18W5
      OFFSETS:	19-23
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niDiyf_1]
   UNSPLITVOC:	(niDiyf)
          POS:	ADJ
          VOC:	niDiyf
        GLOSS:	clean/tidy/pure/organized/neat/proper/morally decent/upright

 INPUT STRING:	وخصوصا
     IS_TRANS:	wxSwSA
        INDEX:	P18W6
      OFFSETS:	24-30
       TOKENS:	P18W8-P18W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(wixuSuwSAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+xuSuwS+AF
        GLOSS:	and+matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P18W7
      OFFSETS:	31-33
       TOKENS:	P18W10-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	أغلبية
     IS_TRANS:	>glbyp
        INDEX:	P18W8
      OFFSETS:	34-40
       TOKENS:	P18W11-P18W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aagolabiy~ap_1]
   UNSPLITVOC:	(>agolabiy~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	>agolabiy~+ap
        GLOSS:	majority+[fem.sg.]

 INPUT STRING:	المحطات
     IS_TRANS:	AlmHTAt
        INDEX:	P18W9
      OFFSETS:	41-48
       TOKENS:	P18W12-P18W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHaT~ap_1]
   UNSPLITVOC:	(AlmaHaT~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+maHaT~+At
        GLOSS:	the+station/stop/layover+[fem.pl.]

 INPUT STRING:	الكبيرة
     IS_TRANS:	Alkbyrp
        INDEX:	P18W10
      OFFSETS:	49-56
       TOKENS:	P18W13-P18W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(Alkibiyrap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+kibiyr+ap
        GLOSS:	the+large/big/old+[fem.sg.]

 INPUT STRING:	بطلت
     IS_TRANS:	bTlt
        INDEX:	P18W11
      OFFSETS:	57-61
       TOKENS:	P18W14-P18W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baT~al_1]
   UNSPLITVOC:	(baT~alit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	baT~al+it
        GLOSS:	thwart/abolish/be thwarted/be abolished+it/they/she

 INPUT STRING:	تجيبه
     IS_TRANS:	tjybh
        INDEX:	P18W12
      OFFSETS:	62-67
       TOKENS:	P18W15-P18W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(tijiybuh)
          POS:	IV3FS+IV+IVSUFF_DO:3MS
          VOC:	ti+jiyb+uh
        GLOSS:	it/they/she+explore/traverse+it/him

 INPUT STRING:	حاول
     IS_TRANS:	HAwl
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(HAwil)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	HAwil+(null)
        GLOSS:	try/attempt+you

 INPUT STRING:	تغير
     IS_TRANS:	tgyr
        INDEX:	P19W2
      OFFSETS:	5-9
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gay~ar_1]
   UNSPLITVOC:	(tigay~ar)
          POS:	IV2MS+IV
          VOC:	ti+gay~ar
        GLOSS:	you+change/modify

 INPUT STRING:	الفلتر
     IS_TRANS:	Alfltr
        INDEX:	P19W3
      OFFSETS:	10-16
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[filtar_1]
   UNSPLITVOC:	(Alfiltar)
          POS:	DET+NOUN
          VOC:	Al+filtar
        GLOSS:	the+filter

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P19W4
      OFFSETS:	17-19
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	10000
     IS_TRANS:	10000
        INDEX:	P19W5
      OFFSETS:	20-25
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(10000)
          POS:	NOUN_NUM
          VOC:	10000
        GLOSS:	10000

 INPUT STRING:	كم
     IS_TRANS:	km
        INDEX:	P19W6
      OFFSETS:	25-27
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kamo_1]
   UNSPLITVOC:	(km)
          POS:	ABBREV
          VOC:	km
        GLOSS:	kilometer(s)

 INPUT STRING:	لأن
     IS_TRANS:	l>n
        INDEX:	P19W7
      OFFSETS:	28-31
       TOKENS:	P19W7-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(la<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P19W8
      OFFSETS:	32-34
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	أفضل
     IS_TRANS:	>fDl
        INDEX:	P19W9
      OFFSETS:	35-39
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(>afoDal)
          POS:	ADJ_COMP
          VOC:	>afoDal
        GLOSS:	better/best

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مكملتش
     IS_TRANS:	mkmlt$
        INDEX:	P20W2
      OFFSETS:	4-10
       TOKENS:	P20W2-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kam~il_1]
   UNSPLITVOC:	(mA_kam~ilti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	mA+kam~il+t+$
        GLOSS:	not+carry on/continue/complete/finish+it/they/she+not

 INPUT STRING:	بالفلتر
     IS_TRANS:	bAlfltr
        INDEX:	P20W3
      OFFSETS:	11-18
       TOKENS:	P20W5-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[filtar_1]
   UNSPLITVOC:	(biAlfiltar)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+filtar
        GLOSS:	with/by+the+filter

 INPUT STRING:	10000
     IS_TRANS:	10000
        INDEX:	P20W4
      OFFSETS:	19-24
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(10000)
          POS:	NOUN_NUM
          VOC:	10000
        GLOSS:	10000

 INPUT STRING:	كم
     IS_TRANS:	km
        INDEX:	P20W5
      OFFSETS:	25-27
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kamo_1]
   UNSPLITVOC:	(km)
          POS:	ABBREV
          VOC:	km
        GLOSS:	kilometer(s)

 INPUT STRING:	يادوب
     IS_TRANS:	yAdwb
        INDEX:	P20W6
      OFFSETS:	28-33
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yAdawb_1]
   UNSPLITVOC:	(yAdawb)
          POS:	ADV
          VOC:	yAdawb
        GLOSS:	still/yet/little

 INPUT STRING:	3000
     IS_TRANS:	3000
        INDEX:	P20W7
      OFFSETS:	34-38
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3000)
          POS:	NOUN_NUM
          VOC:	3000
        GLOSS:	3000

 INPUT STRING:	كم
     IS_TRANS:	km
        INDEX:	P20W8
      OFFSETS:	39-41
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kamo_1]
   UNSPLITVOC:	(km)
          POS:	ABBREV
          VOC:	km
        GLOSS:	kilometer(s)

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P20W9
      OFFSETS:	42-44
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but/yet

 INPUT STRING:	خلال
     IS_TRANS:	xlAl
        INDEX:	P20W10
      OFFSETS:	45-49
       TOKENS:	P20W13-P20W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xilAl_1]
   UNSPLITVOC:	(xilAl)
          POS:	NOUN
          VOC:	xilAl
        GLOSS:	during/through/(by) means (of)/via

 INPUT STRING:	5
     IS_TRANS:	5
        INDEX:	P20W11
      OFFSETS:	50-51
       TOKENS:	P20W14-P20W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(5)
          POS:	NOUN_NUM
          VOC:	5
        GLOSS:	5

 INPUT STRING:	شهور
     IS_TRANS:	$hwr
        INDEX:	P20W12
      OFFSETS:	52-56
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($uhuwr)
          POS:	NOUN
          VOC:	$uhuwr
        GLOSS:	month/months

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P20W13
      OFFSETS:	57-58
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	والطلمبة
     IS_TRANS:	wAlTlmbp
        INDEX:	P20W14
      OFFSETS:	59-67
       TOKENS:	P20W17-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tulumobap_1]
   UNSPLITVOC:	(wiAlTulumobap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+Tulumob+ap
        GLOSS:	and+the+pump+[fem.sg.]

 INPUT STRING:	باظت
     IS_TRANS:	bAZt
        INDEX:	P20W15
      OFFSETS:	68-72
       TOKENS:	P20W19-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAZ_1]
   UNSPLITVOC:	(bAZit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	bAZ+it
        GLOSS:	decompose/corrupt/spoil+it/they/she

 INPUT STRING:	والحمد
     IS_TRANS:	wAlHmd
        INDEX:	P20W16
      OFFSETS:	73-79
       TOKENS:	P20W20-P20W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(wiAlHamod)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+Hamod
        GLOSS:	and+the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P20W17
      OFFSETS:	80-83
       TOKENS:	P20W22-P20W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+God/Allah

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W18
      OFFSETS:	83-84
       TOKENS:	P20W24-P20W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P21W2
      OFFSETS:	3-7
