 INPUT STRING:	طبعا
 INPUT STRING:	منحازين
     IS_TRANS:	mnHAzyn
        INDEX:	P11W4
      OFFSETS:	14-21
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munoHAz_1]
   UNSPLITVOC:	(munoHAziyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	munoHAz+iyn
        GLOSS:	aligned/biased+[pl.]

 INPUT STRING:	لمرشح
     IS_TRANS:	lmr$H
        INDEX:	P11W5
      OFFSETS:	22-27
       TOKENS:	P11W6-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mura$~aH_1]
   UNSPLITVOC:	(limura$~aH)
          POS:	PREP+NOUN
          VOC:	li+mura$~aH
        GLOSS:	for/to+candidate/nominee

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P11W6
      OFFSETS:	28-31
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xar_1]
   UNSPLITVOC:	(|xar)
          POS:	ADJ
          VOC:	|xar
        GLOSS:	other/another

 INPUT STRING:	وعايزين
     IS_TRANS:	wEAyzyn
        INDEX:	P11W7
      OFFSETS:	32-39
       TOKENS:	P11W9-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(wiEAyoziyn)
          POS:	CONJ+ADJ.VN+NSUFF_MASC_PL
          VOC:	wi+EAyoz+iyn
        GLOSS:	and+wanting/needing+[pl.]

 INPUT STRING:	تروجوله
     IS_TRANS:	trwjwlh
        INDEX:	P11W8
      OFFSETS:	40-47
       TOKENS:	P11W11-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raw~aj_1]
   UNSPLITVOC:	(tiraw~ijuwAliuh)
          POS:	IV2P+IV+IVSUFF_SUBJ:P+PREP+PRON_3MS
          VOC:	ti+raw~ij+uwA+li+uh
        GLOSS:	you+promote/market/circulate+we+to/for+him

 INPUT STRING:	روجوا
     IS_TRANS:	rwjwA
        INDEX:	P11W9
      OFFSETS:	48-53
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raw~aj_1]
   UNSPLITVOC:	(raw~ajuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	raw~aj+uwA
        GLOSS:	promote/market/circulate+you

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P11W10
      OFFSETS:	54-56
       TOKENS:	P11W15-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	حقكم
     IS_TRANS:	Hqkm
        INDEX:	P11W11
      OFFSETS:	57-61
       TOKENS:	P11W16-P11W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~ukum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	Haq~+kum
        GLOSS:	right, prerogative, truth+your

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P11W12
      OFFSETS:	62-64
       TOKENS:	P11W18-P11W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بدون
     IS_TRANS:	bdwn
        INDEX:	P11W13
      OFFSETS:	65-69
       TOKENS:	P11W19-P11W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duwn_1]
   UNSPLITVOC:	(biduwn)
          POS:	PREP+NOUN
          VOC:	bi+duwn
        GLOSS:	with/by+without/beneath/underneath/inferior/poor

 INPUT STRING:	تجريح
     IS_TRANS:	tjryH
        INDEX:	P11W14
      OFFSETS:	70-75
       TOKENS:	P11W21-P11W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tajoriyH_1]
   UNSPLITVOC:	(tajoriyH)
          POS:	NOUN
          VOC:	tajoriyH
        GLOSS:	surgery/slander

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P11W15
      OFFSETS:	76-78
       TOKENS:	P11W22-P11W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P11W16
      OFFSETS:	79-84
       TOKENS:	P11W23-P11W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	المحترمه
     IS_TRANS:	AlmHtrmh
        INDEX:	P11W17
      OFFSETS:	85-93
       TOKENS:	P11W24-P11W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHotaram_1]
   UNSPLITVOC:	(AlmuHotaramap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+muHotaram+ap
        GLOSS:	the+respected+[fem.sg.]

 INPUT STRING:	وتشتيت
     IS_TRANS:	wt$tyt
        INDEX:	P11W18
      OFFSETS:	94-100
       TOKENS:	P11W25-P11W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta$otiyt_1]
   UNSPLITVOC:	(wita$otiyt)
          POS:	CONJ+NOUN
          VOC:	wi+ta$otiyt
        GLOSS:	and+dispersion/scattering/disruption

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P11W19
      OFFSETS:	101-106
       TOKENS:	P11W27-P11W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P11W20
      OFFSETS:	107-110
       TOKENS:	P11W28-P11W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	to/for+that

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P11W21
      OFFSETS:	111-113
       TOKENS:	P11W30-P11W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P11W22
      OFFSETS:	114-118
       TOKENS:	P11W31-P11W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	ADJ
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all, entire, every, whole

 INPUT STRING:	الفديوهات
     IS_TRANS:	AlfdywhAt
        INDEX:	P12W2
      OFFSETS:	4-13
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiydoyuw_1]
   UNSPLITVOC:	(AlfidoyuwhAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+fidoyuwh+At
        GLOSS:	the+videos+[fem.pl.]

 INPUT STRING:	مردود
     IS_TRANS:	mrdwd
        INDEX:	P12W3
      OFFSETS:	14-19
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroduwd_1]
   UNSPLITVOC:	(maroduwd)
          POS:	ADJ
          VOC:	maroduwd
        GLOSS:	answered/replied

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P12W4
      OFFSETS:	20-25
       TOKENS:	P12W5-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+it/them/her

 INPUT STRING:	واول
     IS_TRANS:	wAwl
        INDEX:	P13W1
      OFFSETS:	0-4
       TOKENS:	P13W1-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~il_2]
   UNSPLITVOC:	(wi>aw~il)
          POS:	CONJ+ADJ_NUM
          VOC:	wi+>aw~il
        GLOSS:	and+first

 INPUT STRING:	مره
     IS_TRANS:	mrh
        INDEX:	P13W2
      OFFSETS:	5-8
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	once/one time/(several) times+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P13W3
      OFFSETS:	9-11
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حياتى
     IS_TRANS:	HyAtY
        INDEX:	P13W4
      OFFSETS:	12-17
       TOKENS:	P13W5-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	HayA+ap+iy
        GLOSS:	life/lives+[fem.sg.]+my

 INPUT STRING:	اقيم
     IS_TRANS:	Aqym
        INDEX:	P13W5
      OFFSETS:	18-22
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qay~im_1]
   UNSPLITVOC:	(Auqay~im)
          POS:	IV1S+IV
          VOC:	Au+qay~im
        GLOSS:	I+evaluate/assess/rate

 INPUT STRING:	سئ
     IS_TRANS:	s}
        INDEX:	P13W6
      OFFSETS:	23-25
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(s})
          POS:	TYPO
          VOC:	s}
        GLOSS:	nogloss

