 INPUT STRING:	لماذا
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$aHat+(null)
        GLOSS:	beg+he/it

 INPUT STRING:	قريب
     IS_TRANS:	qryb
        INDEX:	P35W24
      OFFSETS:	103-107
       TOKENS:	P35W26-P35W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qariyb_1]
   UNSPLITVOC:	(qariyb)
          POS:	NOUN
          VOC:	qariyb
        GLOSS:	relative

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P35W25
      OFFSETS:	108-110
       TOKENS:	P35W27-P35W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to+you

 INPUT STRING:	لكى
     IS_TRANS:	lkY
        INDEX:	P35W26
      OFFSETS:	111-114
       TOKENS:	P35W29-P35W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kayo_1]
   UNSPLITVOC:	(likayo)
          POS:	PREP+SUB_CONJ
          VOC:	li+kayo
        GLOSS:	in order+that

 INPUT STRING:	يتعالج
     IS_TRANS:	ytEAlj
        INDEX:	P35W27
      OFFSETS:	115-121
       TOKENS:	P35W31-P35W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlij_1]
   UNSPLITVOC:	(yitoEAlij)
          POS:	IV3MS+IV_PASS
          VOC:	yi+toEAlij
        GLOSS:	he/it+be healed

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P35W28
      OFFSETS:	121-122
       TOKENS:	P35W32-P35W32
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P36W1
      OFFSETS:	1-3
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	حرموك
     IS_TRANS:	Hrmwk
        INDEX:	P36W2
      OFFSETS:	4-9
       TOKENS:	P36W2-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Haram-iu_1]
   UNSPLITVOC:	(Haramuwka)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:2MS
          VOC:	Haram+uw+ka
        GLOSS:	forbid/deprive+they [verb]+you

 INPUT STRING:	يوماً
     IS_TRANS:	ywmAF
        INDEX:	P36W3
      OFFSETS:	10-15
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yawom_1]
   UNSPLITVOC:	(yawom)
          POS:	NOUN
          VOC:	yawom
        GLOSS:	day

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P36W4
      OFFSETS:	16-18
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	وظيفة
     IS_TRANS:	wZyfp
        INDEX:	P36W5
      OFFSETS:	19-24
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waZiyfap_1]
   UNSPLITVOC:	(waZiyfap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	waZiyf+ap
        GLOSS:	job/position/function+[fem.sg.]

 INPUT STRING:	تستحقها
     IS_TRANS:	tstHqhA
        INDEX:	P36W6
      OFFSETS:	25-32
       TOKENS:	P36W7-P36W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AistaHaq_1]
   UNSPLITVOC:	(tistaHiq~ahA)
          POS:	IV2MS+IV+IVSUFF_DO:3FS
          VOC:	ti+staHiq~a+hA
        GLOSS:	you+deserve+it/them/her

 INPUT STRING:	لأنك
     IS_TRANS:	l>nk
        INDEX:	P36W7
      OFFSETS:	33-37
       TOKENS:	P36W9-P36W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(li>an~aak)
          POS:	PREP+SUB_CONJ+PRON_2MS
          VOC:	li+>an~a+ak
        GLOSS:	for+that+you [masc.sg.]

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P36W8
      OFFSETS:	38-41
       TOKENS:	P36W12-P36W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	لائق
     IS_TRANS:	lA}q
        INDEX:	P36W9
      OFFSETS:	42-46
       TOKENS:	P36W13-P36W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA}iq_1]
   UNSPLITVOC:	(lA}iq)
          POS:	ADJ
          VOC:	lA}iq
        GLOSS:	suitable/appropriate

 INPUT STRING:	اجتماعياً
     IS_TRANS:	AjtmAEyAF
        INDEX:	P36W10
      OFFSETS:	47-56
       TOKENS:	P36W14-P36W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ijotimAEiy~_1]
   UNSPLITVOC:	({ijotimAEiy~)
          POS:	ADJ
          VOC:	{ijotimAEiy~
        GLOSS:	social

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P36W11
      OFFSETS:	57-59
       TOKENS:	P36W15-P36W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	لأن
     IS_TRANS:	l>n
        INDEX:	P36W12
      OFFSETS:	60-63
       TOKENS:	P36W16-P36W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(li>an~a)
          POS:	PREP+SUB_CONJ
          VOC:	li+>an~a
        GLOSS:	for+that

 INPUT STRING:	قريباً
     IS_TRANS:	qrybAF
        INDEX:	P36W13
      OFFSETS:	64-70
       TOKENS:	P36W18-P36W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qariyb_3]
   UNSPLITVOC:	(qariyb)
          POS:	NOUN
          VOC:	qariyb
        GLOSS:	relative

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P36W14
      OFFSETS:	71-73
       TOKENS:	P36W19-P36W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to/for+you [masc.sg.] (you have)

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P36W15
      OFFSETS:	74-76
       TOKENS:	P36W21-P36W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الدرجة
     IS_TRANS:	Aldrjp
        INDEX:	P36W16
      OFFSETS:	77-83
       TOKENS:	P36W22-P36W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[darajap_1]
   UNSPLITVOC:	(Ald~arajap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+daraj+ap
        GLOSS:	the+degree/class/rank/grade/level/degrees/classes/ranks/grades/levels+[fem.sg.]

 INPUT STRING:	الرابعة
     IS_TRANS:	AlrAbEp
        INDEX:	P36W17
      OFFSETS:	84-91
       TOKENS:	P36W23-P36W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAbiE_1]
   UNSPLITVOC:	(Alr~AboEap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+rAboE+ap
        GLOSS:	the+Gloss:TBA+[fem.sg.]

 INPUT STRING:	لديه
     IS_TRANS:	ldyh
        INDEX:	P36W18
      OFFSETS:	92-96
       TOKENS:	P36W24-P36W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ladaY_1]
   UNSPLITVOC:	(ladayhi)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	ladaY+hi
        GLOSS:	with/by+it/him

 INPUT STRING:	انتماء
     IS_TRANS:	AntmA'
        INDEX:	P36W19
      OFFSETS:	97-103
       TOKENS:	P36W26-P36W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotimA'_1]
   UNSPLITVOC:	(AinotimA')
          POS:	NOUN
          VOC:	AinotimA'
        GLOSS:	membership/affiliation/commitment

 INPUT STRING:	معارض
     IS_TRANS:	mEArD
        INDEX:	P36W20
      OFFSETS:	104-109
       TOKENS:	P36W27-P36W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miEAriD_1]
   UNSPLITVOC:	(miEAriD)
          POS:	ADJ
          VOC:	miEAriD
        GLOSS:	opposing

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P36W21
      OFFSETS:	109-110
       TOKENS:	P36W28-P36W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P37W1
      OFFSETS:	1-3
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	أهينت
     IS_TRANS:	>hynt
        INDEX:	P37W2
      OFFSETS:	4-9
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uhiyn_1]
   UNSPLITVOC:	(>uhiynat)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	>uhiyn+at
        GLOSS:	be disrespected+she/it

 INPUT STRING:	كرامتك
     IS_TRANS:	krAmtk
        INDEX:	P37W3
      OFFSETS:	10-16
       TOKENS:	P37W3-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[karAmap_1]
   UNSPLITVOC:	(karAmtak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	karAmt+ak
        GLOSS:	dignity+your

 INPUT STRING:	وأنت
     IS_TRANS:	w>nt
        INDEX:	P37W4
      OFFSETS:	17-21
       TOKENS:	P37W5-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(wiAinota)
          POS:	CONJ+PRON_2MS
          VOC:	wi+Ainota
        GLOSS:	and+you

 INPUT STRING:	ترى
     IS_TRANS:	trY
        INDEX:	P37W5
      OFFSETS:	22-25
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>aY_1]
   UNSPLITVOC:	(taraY)
          POS:	IV2MS+IV
          VOC:	ta+raY
        GLOSS:	you+see

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P37W6
      OFFSETS:	26-30
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	بلدك
     IS_TRANS:	bldk
        INDEX:	P37W7
      OFFSETS:	31-35
       TOKENS:	P37W9-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	balad+ak
        GLOSS:	country/country/countries+your

 INPUT STRING:	يفخر
     IS_TRANS:	yfxr
        INDEX:	P37W8
      OFFSETS:	36-40
       TOKENS:	P37W11-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faxar_1]
   UNSPLITVOC:	(yifoxar)
          POS:	IV3MS+IV
          VOC:	yi+foxar
        GLOSS:	he/it+boast

 INPUT STRING:	بصداقة
     IS_TRANS:	bSdAqp
        INDEX:	P37W9
      OFFSETS:	41-47
       TOKENS:	P37W12-P37W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SadAqap_1]
   UNSPLITVOC:	(biSadAqap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+SadAq+ap
        GLOSS:	with/by+friendship+[fem.sg.]

 INPUT STRING:	الإسرائيليين
     IS_TRANS:	Al<srA}ylyyn
        INDEX:	P37W10
      OFFSETS:	48-60
       TOKENS:	P37W14-P37W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isorA}iyliy_1]
   UNSPLITVOC:	(Al<isorA}iyliy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+<isorA}iyliy~+iyn
        GLOSS:	the+jews+[masc.pl.]

 INPUT STRING:	بينما
     IS_TRANS:	bynmA
        INDEX:	P37W11
      OFFSETS:	61-66
       TOKENS:	P37W15-P37W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bayonamA_1]
   UNSPLITVOC:	(bayonamA)
          POS:	SUB_CONJ
          VOC:	bayonamA
        GLOSS:	whereas/while

 INPUT STRING:	يسحل
     IS_TRANS:	ysHl
        INDEX:	P37W12
      OFFSETS:	67-71
       TOKENS:	P37W16-P37W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saHal_1]
   UNSPLITVOC:	(yisoHal)
          POS:	IV3MS+IV
          VOC:	yi+soHal
        GLOSS:	he/it+go

 INPUT STRING:	أبناء
     IS_TRANS:	>bnA'
        INDEX:	P37W13
      OFFSETS:	72-77
       TOKENS:	P37W17-P37W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[{ibon_1]
   UNSPLITVOC:	(>abonA')
          POS:	NOUN
          VOC:	>abonA'
        GLOSS:	sons/children

 INPUT STRING:	وطنه
     IS_TRANS:	wTnh
        INDEX:	P37W14
      OFFSETS:	78-82
       TOKENS:	P37W18-P37W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTan_1]
   UNSPLITVOC:	(waTanuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	waTan+uh
        GLOSS:	country+his/its

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P37W15
      OFFSETS:	83-85
       TOKENS:	P37W20-P37W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	السجون
     IS_TRANS:	Alsjwn
        INDEX:	P37W16
      OFFSETS:	86-92
       TOKENS:	P37W21-P37W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sijon_1]
   UNSPLITVOC:	(Als~ujuwn)
          POS:	DET+NOUN
          VOC:	Al+sujuwn
        GLOSS:	the+prisons

 INPUT STRING:	والشوارع
     IS_TRANS:	wAl$wArE
        INDEX:	P37W17
      OFFSETS:	93-101
       TOKENS:	P37W22-P37W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(wiAl$awAriE)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+$awAriE
        GLOSS:	and+the+streets

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P37W18
      OFFSETS:	101-102
       TOKENS:	P37W24-P37W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P38W1
      OFFSETS:	1-3
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	غرق
     IS_TRANS:	grq
        INDEX:	P38W2
      OFFSETS:	4-7
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[giriq_1]
   UNSPLITVOC:	(giriq)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	giriq+(null)
        GLOSS:	drown+he/it

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P38W3
      OFFSETS:	8-10
       TOKENS:	P38W3-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to+you

 INPUT STRING:	أقارب
     IS_TRANS:	>qArb
        INDEX:	P38W4
      OFFSETS:	11-16
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqorab_1]
   UNSPLITVOC:	(>aqArib)
          POS:	NOUN
          VOC:	>aqArib
        GLOSS:	relatives/extended family

 INPUT STRING:	فقراء
     IS_TRANS:	fqrA'
        INDEX:	P38W5
      OFFSETS:	17-22
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqiyr_1]
   UNSPLITVOC:	(fuqarA')
          POS:	NOUN
          VOC:	fuqarA'
        GLOSS:	poor/destitute

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P38W6
      OFFSETS:	23-25
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البحر
     IS_TRANS:	AlbHr
        INDEX:	P38W7
      OFFSETS:	26-31
       TOKENS:	P38W8-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baHor_1]
   UNSPLITVOC:	(AlbaHor)
          POS:	DET+NOUN
          VOC:	Al+baHor
        GLOSS:	the+sea/seas

 INPUT STRING:	وهم
     IS_TRANS:	whm
        INDEX:	P38W8
      OFFSETS:	32-35
       TOKENS:	P38W9-P38W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hum_1]
   UNSPLITVOC:	(wahum)
          POS:	CONJ+PRON_3P
          VOC:	wa+hum
        GLOSS:	and+they [masc.pl]

 INPUT STRING:	يحاولون
     IS_TRANS:	yHAwlwn
        INDEX:	P38W9
      OFFSETS:	36-43
       TOKENS:	P38W11-P38W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yHAwlwn)
          POS:	NO_FUNC
          VOC:	yHAwlwn
        GLOSS:	nogloss

 INPUT STRING:	الهروب
     IS_TRANS:	Alhrwb
        INDEX:	P38W10
      OFFSETS:	44-50
       TOKENS:	P38W12-P38W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huruwb_1]
   UNSPLITVOC:	(Alhuruwb)
          POS:	DET+NOUN
          VOC:	Al+huruwb
        GLOSS:	the+escape/fleeing

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P38W11
      OFFSETS:	51-53
       TOKENS:	P38W13-P38W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بلاد
     IS_TRANS:	blAd
        INDEX:	P38W12
      OFFSETS:	54-58
       TOKENS:	P38W14-P38W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(bilAd)
          POS:	NOUN
          VOC:	bilAd
        GLOSS:	country/country/countries

 INPUT STRING:	يُكَدِّس
     IS_TRANS:	yukad~is
        INDEX:	P38W13
      OFFSETS:	59-67
       TOKENS:	P38W15-P38W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kad~as_1]
   UNSPLITVOC:	(yukad~is)
          POS:	IV3MS+IV
          VOC:	yu+kad~is
        GLOSS:	he/it+pile

 INPUT STRING:	حاكمها
     IS_TRANS:	HAkmhA
        INDEX:	P38W14
      OFFSETS:	68-74
       TOKENS:	P38W16-P38W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAkim_1]
   UNSPLITVOC:	(HAkimhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	HAkim+hA
        GLOSS:	ruler+its/their/her

 INPUT STRING:	المليارات
     IS_TRANS:	AlmlyArAt
        INDEX:	P38W15
      OFFSETS:	75-84
       TOKENS:	P38W18-P38W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miloyAr_1]
   UNSPLITVOC:	(AlmiloyArAt)
          POS:	DET+NOUN_NUM+NSUFF_FEM_PL
          VOC:	Al+miloyAr+At
        GLOSS:	the+billions+[fem.pl.]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P38W16
      OFFSETS:	85-87
       TOKENS:	P38W19-P38W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	وأسرته
     IS_TRANS:	w>srth
        INDEX:	P38W17
      OFFSETS:	88-94
       TOKENS:	P38W20-P38W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usorap_1]
   UNSPLITVOC:	(wi>usorituh)
          POS:	CONJ+NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	wi+>usor+ap+uh
        GLOSS:	and+family+[fem.sg.]+his

 INPUT STRING:	وأصدقاؤه
     IS_TRANS:	w>SdqA&h
        INDEX:	P38W18
      OFFSETS:	95-103
       TOKENS:	P38W23-P38W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sadiyq_1]
   UNSPLITVOC:	(wi>aSdiqA&uh)
          POS:	CONJ+NOUN+POSS_PRON_3MS
          VOC:	wi+>aSdiqA&+uh
        GLOSS:	and+friend+his/its

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P38W19
      OFFSETS:	103-104
       TOKENS:	P38W26-P38W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P39W1
      OFFSETS:	1-3
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	شعرت
     IS_TRANS:	$Ert
        INDEX:	P39W2
      OFFSETS:	4-8
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aEar_1]
   UNSPLITVOC:	($aEart)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	$aEar+t
        GLOSS:	feel+you

