 INPUT STRING:	في
        INDEX:	P10W10
      OFFSETS:	36-38
       TOKENS:	P10W12-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	حقا
     IS_TRANS:	HqA
        INDEX:	P10W11
      OFFSETS:	39-42
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Haq~+AF
        GLOSS:	truth/right/against/towards/rights/law+[acc.indef.]

 INPUT STRING:	عميل
     IS_TRANS:	Emyl
        INDEX:	P10W12
      OFFSETS:	43-47
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamiyl_1]
   UNSPLITVOC:	(Eamiyl)
          POS:	NOUN
          VOC:	Eamiyl
        GLOSS:	agent/agents

 INPUT STRING:	الأمريكان
     IS_TRANS:	Al>mrykAn
        INDEX:	P10W13
      OFFSETS:	48-57
       TOKENS:	P10W15-P10W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykiy_1]
   UNSPLITVOC:	(Al>amoriykAn)
          POS:	DET+NOUN
          VOC:	Al+>amoriykAn
        GLOSS:	the+American/Americans

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P10W14
      OFFSETS:	58-59
       TOKENS:	P10W16-P10W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P10W15
      OFFSETS:	59-60
       TOKENS:	P10W17-P10W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P10W16
      OFFSETS:	60-61
       TOKENS:	P10W18-P10W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P11W1
      OFFSETS:	0-6
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P11W2
      OFFSETS:	7-9
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	بنقوله
     IS_TRANS:	bnqwlh
        INDEX:	P11W3
      OFFSETS:	10-16
       TOKENS:	P11W3-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(binquwluh)
          POS:	PROG_PART+IV1P+IV+IVSUFF_DO:3MS
          VOC:	bi+n+quwl+uh
        GLOSS:	[present-tense]+we+said/say/be said/(for example)+it/him

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P11W4
      OFFSETS:	17-19
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	شهور
     IS_TRANS:	$hwr
        INDEX:	P11W5
      OFFSETS:	20-24
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($uhuwr)
          POS:	NOUN
          VOC:	$uhuwr
        GLOSS:	month/months

 INPUT STRING:	طويلة
     IS_TRANS:	Twylp
        INDEX:	P11W6
      OFFSETS:	25-30
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tawiyl_1]
   UNSPLITVOC:	(Tawiylap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Tawiyl+ap
        GLOSS:	tall/long/for a long time/at length/extensively+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P12W1
      OFFSETS:	0-2
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P12W2
      OFFSETS:	3-7
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(>ay~Am)
          POS:	NOUN
          VOC:	>ay~Am
        GLOSS:	ever/period/day/today/some day

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P12W3
      OFFSETS:	8-10
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P12W4
      OFFSETS:	11-15
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be/was/were+it/they/she

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P12W5
      OFFSETS:	16-21
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	بتتقتل
     IS_TRANS:	bttqtl
        INDEX:	P12W6
      OFFSETS:	22-28
       TOKENS:	P12W6-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitqatal_1]
   UNSPLITVOC:	(bititqitil)
          POS:	PROG_PART+IV3FS+IV_PASS
          VOC:	bi+ti+tqitil
        GLOSS:	[present-tense]+it/they/she+kill/be killed

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P12W7
      OFFSETS:	29-31
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P12W8
      OFFSETS:	32-36
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Mohamed/Muhammad

 INPUT STRING:	محمود
     IS_TRANS:	mHmwd
        INDEX:	P12W9
      OFFSETS:	37-42
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomuwd_1]
   UNSPLITVOC:	(maHomuwd)
          POS:	NOUN_PROP
          VOC:	maHomuwd
        GLOSS:	Mahmoud

 INPUT STRING:	ومجلس
     IS_TRANS:	wmjls
        INDEX:	P12W10
      OFFSETS:	43-48
       TOKENS:	P12W11-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(wimajolis)
          POS:	CONJ+NOUN
          VOC:	wi+majolis
        GLOSS:	and+council/board/Majlis/councils/boards

 INPUT STRING:	الوزرا
     IS_TRANS:	AlwzrA
        INDEX:	P12W11
      OFFSETS:	49-55
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wazir_1]
   UNSPLITVOC:	(Alwizar>a)
          POS:	DET+NOUN
          VOC:	Al+wizar>a
        GLOSS:	the+minister

 INPUT STRING:	وتتسحل
     IS_TRANS:	wttsHl
        INDEX:	P12W12
      OFFSETS:	56-62
       TOKENS:	P12W14-P12W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitosaHal_1]
   UNSPLITVOC:	(wititosiHil)
          POS:	CONJ+IV3FS+IV_PASS
          VOC:	wi+ti+tosiHil
        GLOSS:	and+she+scrape off/make smooth

 INPUT STRING:	وتتضرب
     IS_TRANS:	wttDrb
        INDEX:	P12W13
      OFFSETS:	63-69
       TOKENS:	P12W16-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(wititoDirib)
          POS:	CONJ+IV3FS+IV_PASS
          VOC:	wi+ti+toDirib
        GLOSS:	and+it/they/she+strike/hit/be struck/be hit

 INPUT STRING:	وتتهان
     IS_TRANS:	wtthAn
        INDEX:	P12W14
      OFFSETS:	70-76
       TOKENS:	P12W18-P12W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitohAn_1]
   UNSPLITVOC:	(wititohAn)
          POS:	CONJ+IV3FS+IV_PASS
          VOC:	wi+ti+tohAn
        GLOSS:	and+it/they/she+insulted

 INPUT STRING:	وتيجى
     IS_TRANS:	wtyjY
        INDEX:	P12W15
      OFFSETS:	77-82
       TOKENS:	P12W20-P12W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(witiyojiy)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+yojiy
        GLOSS:	and+it/they/she+occur/come/cime/arrive

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P12W16
      OFFSETS:	83-88
       TOKENS:	P12W22-P12W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P12W17
      OFFSETS:	89-92
       TOKENS:	P12W23-P12W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	تقول
     IS_TRANS:	tqwl
        INDEX:	P12W18
      OFFSETS:	93-97
       TOKENS:	P12W24-P12W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tuquwl)
          POS:	IV3FS+IV
          VOC:	tu+quwl
        GLOSS:	it/they/she+said/say/be said/(for example)

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P12W19
      OFFSETS:	98-103
       TOKENS:	P12W25-P12W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+troops/army

 INPUT STRING:	خط
     IS_TRANS:	xT
        INDEX:	P12W20
      OFFSETS:	104-106
       TOKENS:	P12W26-P12W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaT~_1]
   UNSPLITVOC:	(xaT~)
          POS:	NOUN
          VOC:	xaT~
        GLOSS:	handwriting/script/calligraphy/line/lines

 INPUT STRING:	احمر
     IS_TRANS:	AHmr
        INDEX:	P12W21
      OFFSETS:	107-111
       TOKENS:	P12W27-P12W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHomar_1]
   UNSPLITVOC:	(>aHomar)
          POS:	ADJ
          VOC:	>aHomar
        GLOSS:	red

 INPUT STRING:	والجيش
     IS_TRANS:	wAljy$
        INDEX:	P12W22
      OFFSETS:	112-118
       TOKENS:	P12W28-P12W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(wiAljay$)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+jay$
        GLOSS:	and+the+troops/army

 INPUT STRING:	عنده
     IS_TRANS:	Endh
        INDEX:	P12W23
      OFFSETS:	119-123
       TOKENS:	P12W30-P12W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanoduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eanod+uh
        GLOSS:	at/with+his/its

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P12W24
      OFFSETS:	124-126
       TOKENS:	P12W32-P12W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	truth/right/against/towards/rights/law

 INPUT STRING:	مهما
     IS_TRANS:	mhmA
        INDEX:	P12W25
      OFFSETS:	127-131
       TOKENS:	P12W33-P12W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahomA_1]
   UNSPLITVOC:	(mahomA)
          POS:	REL_PRON
          VOC:	mahomA
        GLOSS:	whatever

 INPUT STRING:	عمل
     IS_TRANS:	Eml
        INDEX:	P12W26
      OFFSETS:	132-135
       TOKENS:	P12W34-P12W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Eamal+(null)
        GLOSS:	function/make/act/do+he/it

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P12W27
      OFFSETS:	136-137
       TOKENS:	P12W35-P12W35
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P12W28
      OFFSETS:	137-138
       TOKENS:	P12W36-P12W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P13W1
      OFFSETS:	0-6
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P13W2
      OFFSETS:	7-12
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	لفت
     IS_TRANS:	lft
        INDEX:	P13W3
      OFFSETS:	13-16
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laf~_1]
   UNSPLITVOC:	(laf~it)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	laf~+it
        GLOSS:	wrap/turn+it/they/she

 INPUT STRING:	وقالت
     IS_TRANS:	wqAlt
        INDEX:	P13W4
      OFFSETS:	17-22
       TOKENS:	P13W4-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAlit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+qAl+it
        GLOSS:	and+said/say/be said/(for example)+it/they/she

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P13W5
      OFFSETS:	23-26
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P13W6
      OFFSETS:	27-33
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis/councils/boards

 INPUT STRING:	العسكرى
     IS_TRANS:	AlEskrY
        INDEX:	P13W7
      OFFSETS:	34-41
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+army/military

 INPUT STRING:	يهرب
     IS_TRANS:	yhrb
        INDEX:	P13W8
      OFFSETS:	42-46
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[har~ab_1]
   UNSPLITVOC:	(yihar~ab)
          POS:	IV3MS+IV
          VOC:	yi+har~ab
        GLOSS:	he/it+smuggle

 INPUT STRING:	الامريكان
     IS_TRANS:	AlAmrykAn
        INDEX:	P13W9
      OFFSETS:	47-56
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykiy_1]
   UNSPLITVOC:	(Al>amoriykAn)
          POS:	DET+NOUN
          VOC:	Al+>amoriykAn
        GLOSS:	the+American/Americans

 INPUT STRING:	المتهمين
     IS_TRANS:	Almthmyn
        INDEX:	P13W10
      OFFSETS:	57-65
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mut~aham_1]
   UNSPLITVOC:	(Almut~ahamiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+mut~aham+iyn
        GLOSS:	the+accused/indicted/suspect+[masc.pl.]

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P13W11
      OFFSETS:	66-67
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P13W12
      OFFSETS:	67-68
       TOKENS:	P13W13-P13W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P14W1
      OFFSETS:	0-2
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	سبحان
     IS_TRANS:	sbHAn
        INDEX:	P14W2
      OFFSETS:	3-8
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suboHAn_1]
   UNSPLITVOC:	(suboHAn)
          POS:	NOUN
          VOC:	suboHAn
        GLOSS:	praise

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P14W3
      OFFSETS:	9-13
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P15W2
      OFFSETS:	4-8
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	ماكنتش
     IS_TRANS:	mAknt$
        INDEX:	P15W3
      OFFSETS:	9-15
       TOKENS:	P15W3-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_kunti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+kun+t+$
        GLOSS:	not+be+I+not

 INPUT STRING:	مصدقة
     IS_TRANS:	mSdqp
        INDEX:	P15W4
      OFFSETS:	16-21
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSad~aq_1]
   UNSPLITVOC:	(miSad~aqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miSad~aq+ap
        GLOSS:	credible/reliable+[fem.sing.]

 INPUT STRING:	القضية
     IS_TRANS:	AlqDyp
        INDEX:	P15W5
      OFFSETS:	22-28
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(AlqaDiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qaDiy~+ap
        GLOSS:	the+problem/issue/problems/issues/lawsuit/legal case/lawsuits/legal cases+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P15W6
      OFFSETS:	29-31
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	انتوا
     IS_TRANS:	AntwA
        INDEX:	P15W7
      OFFSETS:	32-37
       TOKENS:	P15W9-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P15W8
      OFFSETS:	38-41
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyoh
        GLOSS:	what

 INPUT STRING:	رأيكم
     IS_TRANS:	r>ykm
        INDEX:	P15W9
      OFFSETS:	42-47
       TOKENS:	P15W11-P15W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyukum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	ra>oy+kum
