 INPUT STRING:	ده
      OFFSETS:	0-5
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarab_1]
   UNSPLITVOC:	(yixoribuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+xorib+uwA
        GLOSS:	they+destroy/demolish+[masc.pl.]

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P15W2
      OFFSETS:	6-11
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	ويولعو
     IS_TRANS:	wywlEw
        INDEX:	P15W3
      OFFSETS:	12-18
       TOKENS:	P15W3-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~aE_1]
   UNSPLITVOC:	(wiyiwal~aEuwA)
          POS:	CONJ+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	wi+yi+wal~aE+uwA
        GLOSS:	and+they+kindle/light/set fire to+[masc.pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P15W4
      OFFSETS:	19-21
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	منشأت
     IS_TRANS:	mn$>t
        INDEX:	P15W5
      OFFSETS:	22-27
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muno$a>ap_1]
   UNSPLITVOC:	(mun$a>at)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	mun$a>+at
        GLOSS:	establishments/firms+[fem.pl.]

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P15W6
      OFFSETS:	28-33
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	وندور
     IS_TRANS:	wndwr
        INDEX:	P15W7
      OFFSETS:	34-39
       TOKENS:	P15W8-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daw~ar_1]
   UNSPLITVOC:	(winidaw~ar)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+daw~ar
        GLOSS:	and+we+rotate/wind /search

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P15W8
      OFFSETS:	40-43
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	دم
     IS_TRANS:	dm
        INDEX:	P15W9
      OFFSETS:	44-46
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(dam~)
          POS:	NOUN
          VOC:	dam~
        GLOSS:	blood

 INPUT STRING:	الثوار
     IS_TRANS:	AlvwAr
        INDEX:	P15W10
      OFFSETS:	47-53
       TOKENS:	P15W12-P15W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_2]
   UNSPLITVOC:	(Alv~uw~Ar)
          POS:	DET+NOUN
          VOC:	Al+vuw~Ar
        GLOSS:	the+insurgents/revolutionaries

 INPUT STRING:	عمر
     IS_TRANS:	Emr
        INDEX:	P16W1
      OFFSETS:	0-3
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumor)
          POS:	NOUN
          VOC:	Eumor
        GLOSS:	age/life/ages/age groups

 INPUT STRING:	الاعتصام
     IS_TRANS:	AlAEtSAm
        INDEX:	P16W2
      OFFSETS:	4-12
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotiSAm_1]
   UNSPLITVOC:	(AlAiEotiSAm)
          POS:	DET+NOUN
          VOC:	Al+AiEotiSAm
        GLOSS:	the+sit-in strike/occupation

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P16W3
      OFFSETS:	13-15
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P16W4
      OFFSETS:	16-19
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	بالتخريب
     IS_TRANS:	bAltxryb
        INDEX:	P16W5
      OFFSETS:	20-28
       TOKENS:	P16W5-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taxoriyb_1]
   UNSPLITVOC:	(biAlt~axoriyb)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+taxoriyb
        GLOSS:	with/by+the+destruction/sabotage/terrorism

 INPUT STRING:	والهدم
     IS_TRANS:	wAlhdm
        INDEX:	P16W6
      OFFSETS:	29-35
       TOKENS:	P16W7-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadom_1]
   UNSPLITVOC:	(wiAlhadom)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+hadom
        GLOSS:	and+the+demolition/razing

 INPUT STRING:	ودمار
     IS_TRANS:	wdmAr
        INDEX:	P16W7
      OFFSETS:	36-41
       TOKENS:	P16W9-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[damAr_1]
   UNSPLITVOC:	(widamAr)
          POS:	CONJ+NOUN
          VOC:	wi+damAr
        GLOSS:	and+ruin/destruction

 INPUT STRING:	وخراب
     IS_TRANS:	wxrAb
        INDEX:	P16W8
      OFFSETS:	42-47
       TOKENS:	P16W11-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarAb_1]
   UNSPLITVOC:	(wixarAb)
          POS:	CONJ+NOUN
          VOC:	wi+xarAb
        GLOSS:	and+ruins/destroyed

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P16W9
      OFFSETS:	48-53
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P16W10
      OFFSETS:	54-58
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whom

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P16W11
      OFFSETS:	59-61
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاخر
     IS_TRANS:	AlAxr
        INDEX:	P16W12
      OFFSETS:	62-67
       TOKENS:	P16W16-P16W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al|xir_1]
   UNSPLITVOC:	(Al|xir)
          POS:	DET+ADJ_COMP
          VOC:	Al+|xir
        GLOSS:	the+last/end

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P16W13
      OFFSETS:	68-72
       TOKENS:	P16W17-P16W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	بردوا
     IS_TRANS:	brdwA
        INDEX:	P16W14
      OFFSETS:	73-78
       TOKENS:	P16W18-P16W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P16W15
      OFFSETS:	79-83
       TOKENS:	P16W19-P16W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whom

 INPUT STRING:	هندفع
     IS_TRANS:	hndfE
        INDEX:	P16W16
      OFFSETS:	84-89
       TOKENS:	P16W20-P16W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafaE_1]
   UNSPLITVOC:	(HanidofaE)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+dofaE
        GLOSS:	will+we+push/motivate/pay/be pushed/be motivated/be paid

 INPUT STRING:	الثمن
     IS_TRANS:	Alvmn
        INDEX:	P16W17
      OFFSETS:	90-95
       TOKENS:	P16W22-P16W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vaman_1]
   UNSPLITVOC:	(Altaman)
          POS:	DET+NOUN
          VOC:	Al+vaman
        GLOSS:	the+value/price

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P17W1
      OFFSETS:	0-5
       TOKENS:	P17W1-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+also/too

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P17W2
      OFFSETS:	6-10
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whom

 INPUT STRING:	بيتكلم
     IS_TRANS:	bytklm
        INDEX:	P17W3
      OFFSETS:	11-17
       TOKENS:	P17W4-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(biyitokal~im)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+tokal~im
        GLOSS:	[present-tense]+he/it+talk/discuss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P17W4
      OFFSETS:	18-20
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عاجبه
     IS_TRANS:	EAjbh
        INDEX:	P17W5
      OFFSETS:	21-26
       TOKENS:	P17W7-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAjib_1]
   UNSPLITVOC:	(EAjibuh)
          POS:	ADJ.VN+PRON_3MS
          VOC:	EAjib+uh
        GLOSS:	admire+him

 INPUT STRING:	الجنزورى
     IS_TRANS:	AljnzwrY
        INDEX:	P17W6
      OFFSETS:	27-35
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[janozuwriy_1]
   UNSPLITVOC:	(Aljanozuwriy)
          POS:	DET+NOUN_PROP
          VOC:	Al+janozuwriy
        GLOSS:	the+Janzouri

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P17W7
      OFFSETS:	36-37
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	أمال
     IS_TRANS:	>mAl
        INDEX:	P18W1
      OFFSETS:	0-4
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~Al_1]
   UNSPLITVOC:	(>um~Al)
          POS:	ADV
          VOC:	>um~Al
        GLOSS:	hence/then/so

 INPUT STRING:	انتو
     IS_TRANS:	Antw
        INDEX:	P18W2
      OFFSETS:	5-9
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you

 INPUT STRING:	عايزين
     IS_TRANS:	EAyzyn
        INDEX:	P18W3
      OFFSETS:	10-16
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyoziyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAyoz+iyn
        GLOSS:	wanting/needing+[pl.]

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P18W4
      OFFSETS:	17-20
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	بالظبط
     IS_TRANS:	bAlZbT
        INDEX:	P18W5
      OFFSETS:	21-27
       TOKENS:	P18W5-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZaboT_1]
   UNSPLITVOC:	(biAlZ~aboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ZaboT
        GLOSS:	with/by+the+adjusting/regulating/precision

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P19W1
      OFFSETS:	0-2
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P19W2
      OFFSETS:	3-7
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	يجى
     IS_TRANS:	yjY
        INDEX:	P19W3
      OFFSETS:	8-11
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(yijiy)
          POS:	IV3MS+IV
          VOC:	yi+jiy
        GLOSS:	he/it+come

 INPUT STRING:	تفضلو
     IS_TRANS:	tfDlw
        INDEX:	P19W4
      OFFSETS:	12-17
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiDil_1]
   UNSPLITVOC:	(tifoDaluwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ti+foDal+uwA
        GLOSS:	you+remain/continue+[masc.pl.]

 INPUT STRING:	وراه
     IS_TRANS:	wrAh
        INDEX:	P19W5
      OFFSETS:	18-22
       TOKENS:	P19W5-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warA_1]
   UNSPLITVOC:	(warAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	warA+uh
        GLOSS:	behind/past/beyond+his/its

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P19W6
      OFFSETS:	23-26
       TOKENS:	P19W7-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(liHad~)
          POS:	PREP+NOUN
          VOC:	li+Had~
        GLOSS:	for/to+extent/limit/level/border/frontier/limits

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P19W7
      OFFSETS:	27-30
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	يمشى
     IS_TRANS:	ym$Y
        INDEX:	P19W8
      OFFSETS:	31-35
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$iy_1]
   UNSPLITVOC:	(yimo$iy)
          POS:	IV3MS+IV
          VOC:	yi+mo$iy
        GLOSS:	he/it+make walk/adjust/be made to walk

 INPUT STRING:	والبلد
     IS_TRANS:	wAlbld
        INDEX:	P20W1
      OFFSETS:	0-6
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(wiAlbalad)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+balad
        GLOSS:	and+the+country/country/countries

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P20W2
      OFFSETS:	7-9
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	خراب
     IS_TRANS:	xrAb
        INDEX:	P20W3
      OFFSETS:	10-14
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarAb_1]
   UNSPLITVOC:	(xarAb)
          POS:	NOUN
          VOC:	xarAb
        GLOSS:	ruins/destroyed

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P20W4
      OFFSETS:	15-18
       TOKENS:	P20W5-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(liHad~)
          POS:	PREP+NOUN
          VOC:	li+Had~
        GLOSS:	for/to+extent/limit/level/border/frontier/limits

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P20W5
      OFFSETS:	19-22
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P20W6
      OFFSETS:	23-27
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whom

 INPUT STRING:	عايزين
     IS_TRANS:	EAyzyn
        INDEX:	P20W7
      OFFSETS:	28-34
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyoziyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EAyoz+iyn
        GLOSS:	wanting/needing+[pl.]

 INPUT STRING:	يدخلو
     IS_TRANS:	ydxlw
        INDEX:	P20W8
      OFFSETS:	35-40
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(yudoxuluwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+doxul+uwA
        GLOSS:	they+enter/be entered+[masc.pl.]

 INPUT STRING:	بلدنا
     IS_TRANS:	bldnA
        INDEX:	P20W9
      OFFSETS:	41-46
       TOKENS:	P20W11-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	balad+nA
        GLOSS:	country/country/countries+our

 INPUT STRING:	وواقفين
     IS_TRANS:	wwAqfyn
        INDEX:	P20W10
      OFFSETS:	47-54
       TOKENS:	P20W13-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAqif_1]
   UNSPLITVOC:	(wiwAqofiyn)
          POS:	CONJ+ADJ+NSUFF_MASC_PL
          VOC:	wi+wAqof+iyn
        GLOSS:	and+standing+[masc.pl.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P20W11
      OFFSETS:	55-58
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الحدو
     IS_TRANS:	AlHdw
        INDEX:	P20W12
      OFFSETS:	59-64
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlHdw)
          POS:	TYPO
          VOC:	AlHdw
        GLOSS:	nogloss

 INPUT STRING:	د
     IS_TRANS:	d
        INDEX:	P21W1
      OFFSETS:	0-1
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(d)
          POS:	TYPO
          VOC:	d
        GLOSS:	nogloss

 INPUT STRING:	يدخلو
     IS_TRANS:	ydxlw
        INDEX:	P21W2
      OFFSETS:	2-7
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(yudoxuluwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+doxul+uwA
        GLOSS:	they+enter/be entered+[masc.pl.]

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P21W3
      OFFSETS:	8-13
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	ساعتها
     IS_TRANS:	sAEthA
        INDEX:	P21W4
      OFFSETS:	14-20
       TOKENS:	P21W4-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	sAE+ap+hA
        GLOSS:	hour/time/hours+[fem.sg.]+its/their/her

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P21W5
      OFFSETS:	21-23
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P21W6
      OFFSETS:	24-28
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
