 INPUT STRING:	عندما
 INPUT STRING:	دلوقتي
     IS_TRANS:	dlwqty
        INDEX:	P16W6
      OFFSETS:	24-30
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P16W7
      OFFSETS:	31-33
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	جماعة
     IS_TRANS:	jmAEp
        INDEX:	P16W8
      OFFSETS:	34-39
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(jamAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jamAE+ap
        GLOSS:	party/group/squad/groups/parties/squads/Gama'a/Jemaah+[fem.sg.]

 INPUT STRING:	الشباب
     IS_TRANS:	Al$bAb
        INDEX:	P17W1
      OFFSETS:	0-6
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$abAb_1]
   UNSPLITVOC:	(Al$~abAb)
          POS:	DET+NOUN
          VOC:	Al+$abAb
        GLOSS:	the+Jeunesse

 INPUT STRING:	المحترمين
     IS_TRANS:	AlmHtrmyn
        INDEX:	P17W2
      OFFSETS:	7-16
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHotaram_1]
   UNSPLITVOC:	(AlmuHotaramiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+muHotaram+iyn
        GLOSS:	the+respected+two

 INPUT STRING:	تظاهروا
     IS_TRANS:	tZAhrwA
        INDEX:	P17W3
      OFFSETS:	17-24
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taZAhar_1]
   UNSPLITVOC:	(taZAharuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	taZAhar+uwA
        GLOSS:	manifest/demonstrate+they

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P17W4
      OFFSETS:	25-28
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yawom_1]
   UNSPLITVOC:	(yawom)
          POS:	NOUN
          VOC:	yawom
        GLOSS:	today

 INPUT STRING:	25
     IS_TRANS:	25
        INDEX:	P17W5
      OFFSETS:	29-31
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[25_1]
   UNSPLITVOC:	(25)
          POS:	NOUN_NUM
          VOC:	25
        GLOSS:	25

 INPUT STRING:	وتحققت
     IS_TRANS:	wtHqqt
        INDEX:	P17W6
      OFFSETS:	32-38
       TOKENS:	P17W6-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taHaq~aq_1]
   UNSPLITVOC:	(witaHaq~aqit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+taHaq~aq+it
        GLOSS:	and+achieved+she/it

 INPUT STRING:	مطالبهم
     IS_TRANS:	mTAlbhm
        INDEX:	P17W7
      OFFSETS:	39-46
       TOKENS:	P17W8-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(maTAlibhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maTAlib+hum
        GLOSS:	demands/desiderata+their

 INPUT STRING:	انما
     IS_TRANS:	AnmA
        INDEX:	P18W1
      OFFSETS:	0-4
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~amA_1]
   UNSPLITVOC:	(<in~amA)
          POS:	RESTRIC_PART
          VOC:	<in~amA
        GLOSS:	but rather/indeed

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P18W2
      OFFSETS:	5-9
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	الاخوان
     IS_TRANS:	AlAxwAn
        INDEX:	P18W3
      OFFSETS:	10-17
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixowAn_1]
   UNSPLITVOC:	(AlAixowAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+<ixowAn
        GLOSS:	the+EKHWAN

 INPUT STRING:	الحرامية
     IS_TRANS:	AlHrAmyp
        INDEX:	P18W4
      OFFSETS:	18-26
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlHarAmiy~_1]
   UNSPLITVOC:	(AlHarAmiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+HarAmiy~+ap
        GLOSS:	the+theives+[fem.sg.]

 INPUT STRING:	يفوتوا
     IS_TRANS:	yfwtwA
        INDEX:	P18W5
      OFFSETS:	27-33
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yfwtwA)
          POS:	NO_FUNC
          VOC:	yfwtwA
        GLOSS:	nogloss

 INPUT STRING:	فرصة
     IS_TRANS:	frSp
        INDEX:	P18W6
      OFFSETS:	34-38
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[furoSap_1]
   UNSPLITVOC:	(furoSap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	furoS+ap
        GLOSS:	opportunity/chance+[fem.sg.]

 INPUT STRING:	للنهب
     IS_TRANS:	llnhb
        INDEX:	P18W7
      OFFSETS:	39-44
       TOKENS:	P18W7-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahob_1]
   UNSPLITVOC:	(liln~ahob)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+nahob
        GLOSS:	for/to+the+by stealing/by robbery/by looting

 INPUT STRING:	والسرقة
     IS_TRANS:	wAlsrqp
        INDEX:	P18W8
      OFFSETS:	45-52
       TOKENS:	P18W9-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siroqap_1]
   UNSPLITVOC:	(wiAlsiroqap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+siroq+ap
        GLOSS:	and+the+stealing/theft/heist+[fem.sg.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P18W9
      OFFSETS:	53-55
       TOKENS:	P18W11-P18W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	as

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P18W10
      OFFSETS:	56-58
       TOKENS:	P18W12-P18W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	خربوا
     IS_TRANS:	xrbwA
        INDEX:	P19W1
      OFFSETS:	0-5
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarab_1]
   UNSPLITVOC:	(xarabuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	xarab+uwA
        GLOSS:	destroy+they

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P19W2
      OFFSETS:	6-11
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P19W3
      OFFSETS:	12-15
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	امل
     IS_TRANS:	Aml
        INDEX:	P19W4
      OFFSETS:	16-19
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amal_1]
   UNSPLITVOC:	(>amal)
          POS:	NOUN
          VOC:	>amal
        GLOSS:	hope/wish/hopes/wishes

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P19W5
      OFFSETS:	20-24
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Anhm)
          POS:	NO_FUNC
          VOC:	Anhm
        GLOSS:	nogloss

 INPUT STRING:	يحكمونا
     IS_TRANS:	yHkmwnA
        INDEX:	P19W6
      OFFSETS:	25-32
       TOKENS:	P19W6-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(yuHokumuwnA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:1P
          VOC:	yu+Hokum+uwA+nA
        GLOSS:	they+rule/govern+[pl.]+us

 INPUT STRING:	لاكن
     IS_TRANS:	lAkn
        INDEX:	P19W7
      OFFSETS:	33-37
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lAkin_1]
   UNSPLITVOC:	(lAkin)
          POS:	CONJ
          VOC:	lAkin
        GLOSS:	But, however, yet, still, nevertheless, on the other hand

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P19W8
      OFFSETS:	38-40
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بعيد
     IS_TRANS:	bEyd
        INDEX:	P19W9
      OFFSETS:	41-45
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biEiyd_1]
   UNSPLITVOC:	(biEiyd)
          POS:	ADJ
          VOC:	biEiyd
        GLOSS:	remote/distant/far

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P19W10
      OFFSETS:	46-48
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	عنيكم
     IS_TRANS:	Enykm
        INDEX:	P19W11
      OFFSETS:	49-54
       TOKENS:	P19W12-P19W12
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Enykm)
          POS:	NO_FUNC
          VOC:	Enykm
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P19W12
      OFFSETS:	55-57
       TOKENS:	P19W13-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	كلاب
     IS_TRANS:	klAb
        INDEX:	P19W13
      OFFSETS:	58-62
       TOKENS:	P19W14-P19W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalob_1]
   UNSPLITVOC:	(kilAb)
          POS:	NOUN
          VOC:	kilAb
        GLOSS:	dogs

 INPUT STRING:	البرادعي
     IS_TRANS:	AlbrAdEy
        INDEX:	P19W14
      OFFSETS:	63-71
       TOKENS:	P19W15-P19W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdiEiy~_2]
   UNSPLITVOC:	(AlbarAdiEiy~)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdiEiy~
        GLOSS:	the+Baradei

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P19W15
      OFFSETS:	72-74
       TOKENS:	P19W16-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	خونة
     IS_TRANS:	xwnp
        INDEX:	P19W16
      OFFSETS:	75-79
       TOKENS:	P19W17-P19W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAyin_1]
   UNSPLITVOC:	(xawanap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	xawan+ap
        GLOSS:	traitor/treacherous+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P20W1
      OFFSETS:	0-2
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P20W2
      OFFSETS:	3-8
       TOKENS:	P20W2-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+also

 INPUT STRING:	لاجئين
     IS_TRANS:	lAj}yn
        INDEX:	P20W3
      OFFSETS:	9-15
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lAji}_1]
   UNSPLITVOC:	(lAji}iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	lAji}+iyn
        GLOSS:	refugee+[masc.pl.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P20W4
      OFFSETS:	16-18
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	التحرير
     IS_TRANS:	AltHryr
        INDEX:	P20W5
      OFFSETS:	19-26
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoriyr_1]
   UNSPLITVOC:	(Alt~aHoriyr)
          POS:	DET+NOUN_PROP
          VOC:	Al+taHoriyr
        GLOSS:	the+TAHRIR

 INPUT STRING:	بتاكلو
     IS_TRANS:	btAklw
        INDEX:	P20W6
      OFFSETS:	27-33
       TOKENS:	P20W7-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakal_1]
   UNSPLITVOC:	(bitAkoluwA)
          POS:	PROG_PART+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	bi+t+Akol+uwA
        GLOSS:	[present-tense]+you+EAT+you[pl.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P20W7
      OFFSETS:	34-36
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اعدائنا
     IS_TRANS:	AEdA}nA
        INDEX:	P20W8
      OFFSETS:	37-44
       TOKENS:	P20W10-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eadiuw_1]
   UNSPLITVOC:	(AEodA}nA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	AEodA}+nA
        GLOSS:	enemies+our

 INPUT STRING:	اليهود
     IS_TRANS:	Alyhwd
        INDEX:	P20W9
      OFFSETS:	45-51
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwdiy_1]
   UNSPLITVOC:	(Alyahuwd)
          POS:	DET+NOUN
          VOC:	Al+yahuwd
        GLOSS:	the+Jewish

 INPUT STRING:	واصحاب
     IS_TRANS:	wASHAb
        INDEX:	P20W10
      OFFSETS:	52-58
       TOKENS:	P20W13-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(wiASoHAb)
          POS:	CONJ+NOUN
          VOC:	wi+ASoHAb
        GLOSS:	and+friend/companion/friends/companions

 INPUT STRING:	المصلحة
     IS_TRANS:	AlmSlHp
        INDEX:	P20W11
      OFFSETS:	59-66
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muSoliH_1]
   UNSPLITVOC:	(AlmuSoliHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muSoliH+ap
        GLOSS:	the+peacemaker/conciliator+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P20W12
      OFFSETS:	67-69
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	هدم
     IS_TRANS:	hdm
        INDEX:	P20W13
      OFFSETS:	70-73
       TOKENS:	P20W17-P20W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadom_1]
   UNSPLITVOC:	(hadom)
          POS:	NOUN
          VOC:	hadom
        GLOSS:	demolition/razing

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P20W14
      OFFSETS:	74-77
       TOKENS:	P20W18-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P21W1
      OFFSETS:	0-3
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	حسبي
     IS_TRANS:	Hsby
        INDEX:	P21W2
      OFFSETS:	4-8
       TOKENS:	P21W3-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hasob_1]
   UNSPLITVOC:	(Hasobiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Hasob+iy
        GLOSS:	sufficient /enough+my

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P21W3
      OFFSETS:	9-13
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	god

 INPUT STRING:	ونعم
     IS_TRANS:	wnEm
        INDEX:	P21W4
      OFFSETS:	14-18
       TOKENS:	P21W6-P21W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[niEma_1]
   UNSPLITVOC:	(waniEma)
          POS:	CONJ+VERB
          VOC:	wa+niEma
        GLOSS:	and+how good

 INPUT STRING:	الوكيل
     IS_TRANS:	Alwkyl
        INDEX:	P21W5
      OFFSETS:	19-25
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wakiyl_1]
   UNSPLITVOC:	(Alwakiyl)
          POS:	DET+NOUN
          VOC:	Al+wakiyl
        GLOSS:	the+representative/agent

 INPUT STRING:	فيكو
     IS_TRANS:	fykw
        INDEX:	P21W6
      OFFSETS:	26-30
       TOKENS:	P21W9-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiykuw)
          POS:	PREP+PRON_2P
          VOC:	fiy+kuw
        GLOSS:	in+you[pl.]

 INPUT STRING:	تسلم
     IS_TRANS:	tslm
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(tisal~im)
          POS:	IV3FS+IV
          VOC:	ti+sal~im
        GLOSS:	she/it+be peaceful

 INPUT STRING:	ايدك
     IS_TRANS:	Aydk
        INDEX:	P22W2
      OFFSETS:	5-9
       TOKENS:	P22W2-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iydik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	<iyd+ik
        GLOSS:	Gloss:TBA+your

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P23W1
      OFFSETS:	0-3
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	REL_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	بتشوفوا
     IS_TRANS:	bt$wfwA
        INDEX:	P23W2
      OFFSETS:	4-11
       TOKENS:	P23W2-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(biti$uwfuwA)
          POS:	PROG_PART+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	bi+ti+$uwf+uwA
        GLOSS:	[present-tense]+you+look+we

 INPUT STRING:	المساوئ
     IS_TRANS:	AlmsAw}
        INDEX:	P23W3
      OFFSETS:	12-19
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masAwi}_1]
   UNSPLITVOC:	(AlmasAwi})
          POS:	DET+NOUN
          VOC:	Al+masAwi}
        GLOSS:	the+evil deeds/disadvantages

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P23W4
      OFFSETS:	20-22
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	بصى
     IS_TRANS:	bSY
        INDEX:	P24W1
      OFFSETS:	0-3
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look+you

 INPUT STRING:	لبلدك
     IS_TRANS:	lbldk
        INDEX:	P24W2
      OFFSETS:	4-9
       TOKENS:	P24W2-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(libaladik)
          POS:	PREP+NOUN+POSS_PRON_2FS
          VOC:	li+balad+ik
        GLOSS:	for/to+country/country/countries+your

 INPUT STRING:	هوكان
     IS_TRANS:	hwkAn
        INDEX:	P24W3
      OFFSETS:	10-15
       TOKENS:	P24W5-P24W5
