 INPUT STRING:	بصراحة
 INPUT STRING:	دلوقت
     IS_TRANS:	dlwqt
        INDEX:	P4W29
      OFFSETS:	162-167
       TOKENS:	P4W39-P4W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqot_1]
   UNSPLITVOC:	(dilowaqot)
          POS:	ADV
          VOC:	dilowaqot
        GLOSS:	now

 INPUT STRING:	وعلى
     IS_TRANS:	wElY
        INDEX:	P5W1
      OFFSETS:	0-4
       TOKENS:	P5W1-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(wiEalaY)
          POS:	CONJ+PREP
          VOC:	wi+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	الرغم
     IS_TRANS:	Alrgm
        INDEX:	P5W2
      OFFSETS:	5-10
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(Alr~agom)
          POS:	DET+NOUN
          VOC:	Al+ragom
        GLOSS:	the+in spite of/despite

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P5W3
      OFFSETS:	11-13
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	موقف
     IS_TRANS:	mwqf
        INDEX:	P5W4
      OFFSETS:	14-18
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(mawqif)
          POS:	NOUN
          VOC:	mawqif
        GLOSS:	position/positions

 INPUT STRING:	البابا
     IS_TRANS:	AlbAbA
        INDEX:	P5W5
      OFFSETS:	19-25
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(AlbAbA)
          POS:	DET+NOUN
          VOC:	Al+bAbA
        GLOSS:	the+Pope

 INPUT STRING:	السابق
     IS_TRANS:	AlsAbq
        INDEX:	P5W6
      OFFSETS:	26-32
       TOKENS:	P5W7-P5W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAbiq_1]
   UNSPLITVOC:	(Als~Abiq)
          POS:	DET+ADJ
          VOC:	Al+sAbiq
        GLOSS:	the+preceding/previous/former

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P5W7
      OFFSETS:	33-35
       TOKENS:	P5W8-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	رفض
     IS_TRANS:	rfD
        INDEX:	P5W8
      OFFSETS:	36-39
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafoD_1]
   UNSPLITVOC:	(rafoD)
          POS:	NOUN
          VOC:	rafoD
        GLOSS:	rejection/refusal

 INPUT STRING:	التظاهر
     IS_TRANS:	AltZAhr
        INDEX:	P5W9
      OFFSETS:	40-47
       TOKENS:	P5W10-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taZAhur_1]
   UNSPLITVOC:	(Alt~aZAhur)
          POS:	DET+NOUN
          VOC:	Al+taZAhur
        GLOSS:	the+demonstration/exhibition/simulation

 INPUT STRING:	تماما
     IS_TRANS:	tmAmA
        INDEX:	P5W10
      OFFSETS:	48-53
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exact/complete/exactly/completely+[acc.indef.]

 INPUT STRING:	وتأييدة
     IS_TRANS:	wt>yydp
        INDEX:	P5W11
      OFFSETS:	54-61
       TOKENS:	P5W12-P5W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>oyiyd_1]
   UNSPLITVOC:	(wita>oyiyduh)
          POS:	CONJ+NOUN+POSS_PRON_3MS
          VOC:	wi+ta>oyiyd+uh
        GLOSS:	and+support/approval/assistance/in support/in approval/in assistance+his/its

 INPUT STRING:	المطلق
     IS_TRANS:	AlmTlq
        INDEX:	P5W12
      OFFSETS:	62-68
       TOKENS:	P5W15-P5W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muTolaq_1]
   UNSPLITVOC:	(AlmuTolaq)
          POS:	DET+ADJ
          VOC:	Al+muTolaq
        GLOSS:	the+absolute/unlimited/absolutely

 INPUT STRING:	لمبارك
     IS_TRANS:	lmbArk
        INDEX:	P5W13
      OFFSETS:	69-75
       TOKENS:	P5W16-P5W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(limubArak)
          POS:	PREP+NOUN_PROP
          VOC:	li+mubArak
        GLOSS:	for/to+Mubarak

 INPUT STRING:	لية
     IS_TRANS:	lyp
        INDEX:	P6W1
      OFFSETS:	0-3
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P6W2
      OFFSETS:	4-7
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P6W3
      OFFSETS:	8-10
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	قداسة
     IS_TRANS:	qdAsp
        INDEX:	P6W4
      OFFSETS:	11-16
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qadAsap_1]
   UNSPLITVOC:	(qadAsap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qadAs+ap
        GLOSS:	sanctity/His Holiness+[fem.sg.]

 INPUT STRING:	البابا
     IS_TRANS:	AlbAbA
        INDEX:	P6W5
      OFFSETS:	17-23
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(AlbAbA)
          POS:	DET+NOUN
          VOC:	Al+bAbA
        GLOSS:	the+Pope

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P6W6
      OFFSETS:	24-25
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P6W7
      OFFSETS:	25-26
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	نفاجأ
     IS_TRANS:	nfAj>
        INDEX:	P7W1
      OFFSETS:	0-5
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAja>_1]
   UNSPLITVOC:	(nifAjo>)
          POS:	IV1P+IV_PASS
          VOC:	ni+fAjo>
        GLOSS:	we+surprise/be surprised

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P7W2
      OFFSETS:	6-8
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	التظاهرات
     IS_TRANS:	AltZAhrAt
        INDEX:	P7W3
      OFFSETS:	9-18
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taZAhur_1]
   UNSPLITVOC:	(Alt~aZAhurAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+taZAhur+At
        GLOSS:	the+demonstration/exhibition/simulation+[fem.pl.]

 INPUT STRING:	والاعتصامت
     IS_TRANS:	wAlAEtSAmt
        INDEX:	P7W4
      OFFSETS:	19-29
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wAlAEtSAmt)
          POS:	TYPO
          VOC:	wAlAEtSAmt
        GLOSS:	nogloss

 INPUT STRING:	قدام
     IS_TRANS:	qdAm
        INDEX:	P7W5
      OFFSETS:	30-34
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Am)
          POS:	NOUN
          VOC:	qud~Am
        GLOSS:	front/in front of

 INPUT STRING:	التلفزيون
     IS_TRANS:	Altlfzywn
        INDEX:	P7W6
      OFFSETS:	35-44
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tilifizoyawn_1]
   UNSPLITVOC:	(Alt~ilifizoyawn)
          POS:	DET+NOUN
          VOC:	Al+tilifizoyawn
        GLOSS:	the+TV/television

 INPUT STRING:	مازالت
     IS_TRANS:	mAzAlt
        INDEX:	P7W7
      OFFSETS:	45-51
       TOKENS:	P7W7-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAl_1]
   UNSPLITVOC:	(mA_zAlit)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS
          VOC:	mA+zAl+it
        GLOSS:	not+disappear/cease/stop being/stop doing+it/they/she

 INPUT STRING:	مستمرة
     IS_TRANS:	mstmrp
        INDEX:	P7W8
      OFFSETS:	52-58
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotamir~_1]
   UNSPLITVOC:	(musotamir~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	musotamir~+ap
        GLOSS:	continuing/continuous/incessant+[fem.sg.]

 INPUT STRING:	وطبعا
     IS_TRANS:	wTbEA
        INDEX:	P7W9
      OFFSETS:	59-64
       TOKENS:	P7W10-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(wiTaboEAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+TaboE+AF
        GLOSS:	and+temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	بدأ
     IS_TRANS:	bd>
        INDEX:	P7W10
      OFFSETS:	65-68
       TOKENS:	P7W12-P7W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bada>_1]
   UNSPLITVOC:	(bada>)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	bada>+(null)
        GLOSS:	start/begin+he/it

 INPUT STRING:	سقف
     IS_TRANS:	sqf
        INDEX:	P7W11
      OFFSETS:	69-72
       TOKENS:	P7W13-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saqof_1]
   UNSPLITVOC:	(saqof)
          POS:	NOUN
          VOC:	saqof
        GLOSS:	roof/ceiling/roofs

 INPUT STRING:	المطالب
     IS_TRANS:	AlmTAlb
        INDEX:	P7W12
      OFFSETS:	73-80
       TOKENS:	P7W14-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(AlmaTAlib)
          POS:	DET+NOUN
          VOC:	Al+maTAlib
        GLOSS:	the+request/demands/desiderata/claims

 INPUT STRING:	يزيد
     IS_TRANS:	yzyd
        INDEX:	P7W13
      OFFSETS:	81-85
       TOKENS:	P7W15-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAd_1]
   UNSPLITVOC:	(yiziyd)
          POS:	IV3MS+IV
          VOC:	yi+ziyd
        GLOSS:	he/it+increase/exceed/add/be increased/be added/add (to)

 INPUT STRING:	مهو
     IS_TRANS:	mhw
        INDEX:	P7W14
      OFFSETS:	86-89
       TOKENS:	P7W16-P7W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(mAhuw~a)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	mA+huw~a
        GLOSS:	that+he

 INPUT STRING:	الاخوة
     IS_TRANS:	AlAxwp
        INDEX:	P7W15
      OFFSETS:	90-96
       TOKENS:	P7W18-P7W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(AlAixowap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Aixow+ap
        GLOSS:	the+brother/brothers+[fem.sg.]

 INPUT STRING:	الاقباط
     IS_TRANS:	AlAqbAT
        INDEX:	P7W16
      OFFSETS:	97-104
       TOKENS:	P7W19-P7W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiboTiy_1]
   UNSPLITVOC:	(Al>aqobAT)
          POS:	DET+NOUN
          VOC:	Al+>aqobAT
        GLOSS:	the+Copts

 INPUT STRING:	عجبهم
     IS_TRANS:	Ejbhm
        INDEX:	P7W17
      OFFSETS:	105-110
       TOKENS:	P7W20-P7W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(Eajabhum)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3P
          VOC:	Eajab+(null)+hum
        GLOSS:	delight/admire/like/be amazed/arouse admiration/please+he/it+them

 INPUT STRING:	الحال
     IS_TRANS:	AlHAl
        INDEX:	P7W18
      OFFSETS:	111-116
       TOKENS:	P7W22-P7W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(AlHAl)
          POS:	DET+NOUN
          VOC:	Al+HAl
        GLOSS:	the+situation/condition/case/situations/conditions/cases

 INPUT STRING:	وشافوا
     IS_TRANS:	w$AfwA
        INDEX:	P7W19
      OFFSETS:	117-123
       TOKENS:	P7W23-P7W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(wi$AfuwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+$Af+uwA
        GLOSS:	and+look+they

 INPUT STRING:	نفسهم
     IS_TRANS:	nfshm
        INDEX:	P7W20
      OFFSETS:	124-129
       TOKENS:	P7W25-P7W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	nafos+hum
        GLOSS:	same/self/selves/soul/souls+their

 INPUT STRING:	عدد
     IS_TRANS:	Edd
        INDEX:	P7W21
      OFFSETS:	130-133
       TOKENS:	P7W27-P7W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadad_1]
   UNSPLITVOC:	(Eadad)
          POS:	NOUN
          VOC:	Eadad
        GLOSS:	number/quantity/issue/numbers/issues

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P7W22
      OFFSETS:	134-137
       TOKENS:	P7W28-P7W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	كبير
     IS_TRANS:	kbyr
        INDEX:	P7W23
      OFFSETS:	138-142
       TOKENS:	P7W29-P7W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyr)
          POS:	ADJ
          VOC:	kibiyr
        GLOSS:	large/big/old

 INPUT STRING:	قدام
     IS_TRANS:	qdAm
        INDEX:	P7W24
      OFFSETS:	143-147
       TOKENS:	P7W30-P7W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Am)
          POS:	NOUN
          VOC:	qud~Am
        GLOSS:	front/in front of

 INPUT STRING:	التلفزيون
     IS_TRANS:	Altlfzywn
        INDEX:	P7W25
      OFFSETS:	148-157
       TOKENS:	P7W31-P7W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tilifizoyawn_1]
   UNSPLITVOC:	(Alt~ilifizoyawn)
          POS:	DET+NOUN
          VOC:	Al+tilifizoyawn
        GLOSS:	the+TV/television

 INPUT STRING:	لأول
     IS_TRANS:	l>wl
        INDEX:	P7W26
      OFFSETS:	158-162
       TOKENS:	P7W32-P7W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(liAw~il)
          POS:	PREP+ADJ
          VOC:	li+Aw~il
        GLOSS:	for/to+top/first

 INPUT STRING:	مرة
     IS_TRANS:	mrp
        INDEX:	P7W27
      OFFSETS:	163-166
       TOKENS:	P7W34-P7W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	يمكن
     IS_TRANS:	ymkn
        INDEX:	P7W28
      OFFSETS:	167-171
       TOKENS:	P7W35-P7W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amokan_1]
   UNSPLITVOC:	(yimokin)
          POS:	IV3MS+IV
          VOC:	yi+mokin
        GLOSS:	he/it+be possible/make possible for

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P7W29
      OFFSETS:	172-174
       TOKENS:	P7W36-P7W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	عشرات
     IS_TRANS:	E$rAt
        INDEX:	P7W30
      OFFSETS:	175-180
       TOKENS:	P7W37-P7W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ea$arap_1]
   UNSPLITVOC:	(Ea$arAt)
          POS:	NOUN_NUM+NSUFF_FEM_PL
          VOC:	Ea$ar+At
        GLOSS:	ten+[fem.pl.]

 INPUT STRING:	السنين
     IS_TRANS:	Alsnyn
        INDEX:	P7W31
      OFFSETS:	181-187
       TOKENS:	P7W38-P7W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(Alsiniyn)
          POS:	DET+NOUN
          VOC:	Al+siniyn
        GLOSS:	the+year/years

 INPUT STRING:	يحسوا
     IS_TRANS:	yHswA
        INDEX:	P7W32
      OFFSETS:	188-193
       TOKENS:	P7W39-P7W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(yiHis~uwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+His~+uwA
        GLOSS:	they+feel+[pl.]

 INPUT STRING:	بأحساس
     IS_TRANS:	b>HsAs
        INDEX:	P7W33
      OFFSETS:	194-200
       TOKENS:	P7W40-P7W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHosAs_1]
   UNSPLITVOC:	(biAiHosAs)
          POS:	PREP+NOUN
          VOC:	bi+AiHosAs
        GLOSS:	with/by+feeling/sensitivity/feelings/sensitivities/sentiment/awareness/judge/opinion

 INPUT STRING:	العزوة
     IS_TRANS:	AlEzwp
        INDEX:	P7W34
      OFFSETS:	201-207
       TOKENS:	P7W42-P7W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eizowap_1]
   UNSPLITVOC:	(AlEizowap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Eizow+ap
        GLOSS:	the+ancestry+[fem.sg.]

 INPUT STRING:	والقوة
     IS_TRANS:	wAlqwp
        INDEX:	P7W35
      OFFSETS:	208-214
       TOKENS:	P7W43-P7W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(wiAlquw~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+quw~+ap
        GLOSS:	and+the+power/strength/force/violence/armed forces/forces+[fem.sg.]

 INPUT STRING:	والحرية
     IS_TRANS:	wAlHryp
        INDEX:	P7W36
      OFFSETS:	215-222
       TOKENS:	P7W45-P7W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~iy~ap_1]
   UNSPLITVOC:	(wiAlHur~iy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+Hur~iy~+ap
        GLOSS:	and+the+freedom+[fem.sg.]

 INPUT STRING:	فقالوا
     IS_TRANS:	fqAlwA
        INDEX:	P7W37
      OFFSETS:	223-229
       TOKENS:	P7W47-P7W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(faqAluwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	fa+qAl+uwA
        GLOSS:	so/and+said/say/be said/(for example)+they

 INPUT STRING:	نستغل
     IS_TRANS:	nstgl
        INDEX:	P7W38
      OFFSETS:	230-235
       TOKENS:	P7W49-P7W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isotagal~_1]
   UNSPLITVOC:	(nisotagil~)
          POS:	IV1P+IV
          VOC:	ni+sotagil~
        GLOSS:	we+exploit/take advantage of

 INPUT STRING:	الوضع
     IS_TRANS:	AlwDE
        INDEX:	P7W39
      OFFSETS:	236-241
       TOKENS:	P7W50-P7W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waDoE_1]
   UNSPLITVOC:	(AlwaDoE)
          POS:	DET+NOUN
          VOC:	Al+waDoE
        GLOSS:	the+laying down/putting/placing/situation/status/condition/conditions

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P7W40
      OFFSETS:	242-245
       TOKENS:	P7W51-P7W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	ونطلب
     IS_TRANS:	wnTlb
        INDEX:	P7W41
      OFFSETS:	246-251
       TOKENS:	P7W52-P7W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(winuTolub)
          POS:	CONJ+IV1P+IV
          VOC:	wi+nu+Tolub
        GLOSS:	and+we+request/be requested

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P7W42
      OFFSETS:	252-254
       TOKENS:	P7W54-P7W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
