 INPUT STRING:	ازيك
        INDEX:	P245W5
      OFFSETS:	18-24
       TOKENS:	P245W8-P245W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ham~Am_1]
   UNSPLITVOC:	(AlHam~Am)
          POS:	DET+NOUN
          VOC:	Al+Ham~Am
        GLOSS:	the+bath

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P246W1
      OFFSETS:	0-2
       TOKENS:	P246W1-P246W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P246W2
      OFFSETS:	3-8
       TOKENS:	P246W2-P246W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(wAll~`h)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~`h
        GLOSS:	by+Allah/God

 INPUT STRING:	وضحك
     IS_TRANS:	wDHk
        INDEX:	P247W1
      OFFSETS:	0-4
       TOKENS:	P247W1-P247W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DaHok_1]
   UNSPLITVOC:	(waDaHok)
          POS:	CONJ+NOUN
          VOC:	wa+DaHok
        GLOSS:	and+laughter/laughing

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P247W2
      OFFSETS:	5-8
       TOKENS:	P247W3-P247W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	بغل
     IS_TRANS:	bgl
        INDEX:	P247W3
      OFFSETS:	9-12
       TOKENS:	P247W4-P247W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gil~_1]
   UNSPLITVOC:	(bigil~)
          POS:	PREP+NOUN
          VOC:	bi+gil~
        GLOSS:	with/by+rancor

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P247W4
      OFFSETS:	13-14
       TOKENS:	P247W6-P247W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	حقد
     IS_TRANS:	Hqd
        INDEX:	P247W5
      OFFSETS:	15-18
       TOKENS:	P247W7-P247W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hiqod_1]
   UNSPLITVOC:	(Hiqod)
          POS:	NOUN
          VOC:	Hiqod
        GLOSS:	malice/resentment

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P248W1
      OFFSETS:	0-3
       TOKENS:	P248W1-P248W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	غريبه
     IS_TRANS:	grybh
        INDEX:	P248W2
      OFFSETS:	4-9
       TOKENS:	P248W2-P248W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gariyb_1]
   UNSPLITVOC:	(gariybap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	gariyb+ap
        GLOSS:	strange+[fem.sg.]

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P248W3
      OFFSETS:	10-14
       TOKENS:	P248W3-P248W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يهدي
     IS_TRANS:	yhdy
        INDEX:	P248W4
      OFFSETS:	15-19
       TOKENS:	P248W5-P248W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadaY_1]
   UNSPLITVOC:	(yihodiy)
          POS:	IV3MS+IV
          VOC:	yi+hodiy
        GLOSS:	he/it+guide/direct/lead/be guided/be directed/be led

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P249W1
      OFFSETS:	0-2
       TOKENS:	P249W1-P249W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P249W2
      OFFSETS:	3-8
       TOKENS:	P249W2-P249W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(waAll~`h)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~`h
        GLOSS:	by+Allah/God

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P250W1
      OFFSETS:	0-4
       TOKENS:	P250W1-P250W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	نفسة
     IS_TRANS:	nfsp
        INDEX:	P250W2
      OFFSETS:	5-9
       TOKENS:	P250W2-P250W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves/soul/souls+his/its

 INPUT STRING:	قالي
     IS_TRANS:	qAly
        INDEX:	P250W3
      OFFSETS:	10-14
       TOKENS:	P250W4-P250W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(qAly)
          POS:	NO_FUNC
          VOC:	qAly
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P250W4
      OFFSETS:	15-18
       TOKENS:	P250W5-P250W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	خفت
     IS_TRANS:	xft
        INDEX:	P250W5
      OFFSETS:	19-22
       TOKENS:	P250W6-P250W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAf_1]
   UNSPLITVOC:	(xuft)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	xuf+t
        GLOSS:	fear/be afraid (of)/fear for/be worried (of)+I

 INPUT STRING:	ايح
     IS_TRANS:	AyH
        INDEX:	P251W1
      OFFSETS:	0-3
       TOKENS:	P251W1-P251W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AyH)
          POS:	TYPO
          VOC:	AyH
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P251W2
      OFFSETS:	4-6
       TOKENS:	P251W2-P251W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P252W1
      OFFSETS:	0-3
       TOKENS:	P252W1-P252W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P252W2
      OFFSETS:	4-6
       TOKENS:	P252W2-P252W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	المشكله
     IS_TRANS:	Alm$klh
        INDEX:	P253W1
      OFFSETS:	0-7
       TOKENS:	P253W1-P253W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue/problems/issues/inconveniences+[fem.sg.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P253W2
      OFFSETS:	8-12
       TOKENS:	P253W2-P253W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	انتو
     IS_TRANS:	Antw
        INDEX:	P253W3
      OFFSETS:	13-17
       TOKENS:	P253W4-P253W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you [pl.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P253W4
      OFFSETS:	18-20
       TOKENS:	P253W5-P253W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	شغل
     IS_TRANS:	$gl
        INDEX:	P253W5
      OFFSETS:	21-24
       TOKENS:	P253W6-P253W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	($ugol)
          POS:	NOUN
          VOC:	$ugol
        GLOSS:	work/activity/occupation/labor/business

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P253W6
      OFFSETS:	25-29
       TOKENS:	P253W7-P253W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	ones

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P254W1
      OFFSETS:	0-2
       TOKENS:	P254W1-P254W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	وكنه
     IS_TRANS:	wknh
        INDEX:	P254W2
      OFFSETS:	3-7
       TOKENS:	P254W2-P254W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wknh)
          POS:	TYPO
          VOC:	wknh
        GLOSS:	nogloss

 INPUT STRING:	بنفطر
     IS_TRANS:	bnfTr
        INDEX:	P254W3
      OFFSETS:	8-13
       TOKENS:	P254W3-P254W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiTir_1]
   UNSPLITVOC:	(binifoTar)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+foTar
        GLOSS:	[present-tense]+we+be given breakfast/constitute fast breaking/give breakfast to/breakfast/eat breakfast

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P254W4
      OFFSETS:	14-16
       TOKENS:	P254W5-P254W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P254W5
      OFFSETS:	17-20
       TOKENS:	P254W6-P254W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN
          VOC:	baEoD
        GLOSS:	some/a few/little/part/part of/a little of/one another/each other

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P254W6
      OFFSETS:	21-25
       TOKENS:	P254W7-P254W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	النهارده
     IS_TRANS:	AlnhArdh
        INDEX:	P254W7
      OFFSETS:	26-34
       TOKENS:	P254W8-P254W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahArodap_1]
   UNSPLITVOC:	(AlnahArodap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nahArod+ap
        GLOSS:	the+this day/morning/day/today+[fem.sg.]

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P255W1
      OFFSETS:	0-4
       TOKENS:	P255W1-P255W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$_1]
   UNSPLITVOC:	(maEoli$)
          POS:	INTERJ
          VOC:	maEoli$
        GLOSS:	sorry/never mind

 INPUT STRING:	كلميه
     IS_TRANS:	klmyh
        INDEX:	P256W1
      OFFSETS:	0-5
       TOKENS:	P256W1-P256W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imiyh)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3MS
          VOC:	kal~im+iy+uh
        GLOSS:	talk/speak/talk to+you+it/him

 INPUT STRING:	وصالحيه
     IS_TRANS:	wSAlHyh
        INDEX:	P256W2
      OFFSETS:	6-13
       TOKENS:	P256W3-P256W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAliH_1]
   UNSPLITVOC:	(wiSAloHiyh)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3MS
          VOC:	wi+SAloH+iy+uh
        GLOSS:	and+forgive+you+it/him

 INPUT STRING:	وقوليله
     IS_TRANS:	wqwlylh
        INDEX:	P256W3
      OFFSETS:	14-21
       TOKENS:	P256W6-P256W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiquwliy_luh)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS+PREP+PRON_3MS
          VOC:	wi+quwl+iy+li+uh
        GLOSS:	and+said/say/be said/(for example)+you+to/for+him

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P256W4
      OFFSETS:	22-25
       TOKENS:	P256W10-P256W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	رايك
     IS_TRANS:	rAyk
        INDEX:	P256W5
      OFFSETS:	26-30
       TOKENS:	P256W11-P256W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	ra>oy+ik
        GLOSS:	opinion/view/idea/opinions/views/ideas+your

 INPUT STRING:	نتجوز
     IS_TRANS:	ntjwz
        INDEX:	P256W6
      OFFSETS:	31-36
       TOKENS:	P256W13-P256W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitojaw~iz_1]
   UNSPLITVOC:	(nitojaw~iz)
          POS:	IV1P+IV
          VOC:	ni+tojaw~iz
        GLOSS:	we+get married/take/begin/be taken/convey/treat/chose/receive and gain

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P256W7
      OFFSETS:	37-39
       TOKENS:	P256W14-P256W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	شهر
     IS_TRANS:	$hr
        INDEX:	P256W8
      OFFSETS:	40-43
       TOKENS:	P256W15-P256W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($ahor)
          POS:	NOUN
          VOC:	$ahor
        GLOSS:	month/months

 INPUT STRING:	مايو
     IS_TRANS:	mAyw
        INDEX:	P256W9
      OFFSETS:	44-48
       TOKENS:	P256W16-P256W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAyuw_1]
   UNSPLITVOC:	(mAyuw)
          POS:	NOUN
          VOC:	mAyuw
        GLOSS:	May

 INPUT STRING:	خليكي
     IS_TRANS:	xlyky
        INDEX:	P257W1
      OFFSETS:	0-5
       TOKENS:	P257W1-P257W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(xlyky)
          POS:	NO_FUNC
          VOC:	xlyky
        GLOSS:	nogloss

 INPUT STRING:	طيبه
     IS_TRANS:	Tybh
        INDEX:	P257W2
      OFFSETS:	6-10
       TOKENS:	P257W2-P257W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ibap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Tay~ib+ap
        GLOSS:	good/pleasant+[fem.sg.]

 INPUT STRING:	معاه
     IS_TRANS:	mEAh
        INDEX:	P257W3
      OFFSETS:	11-15
       TOKENS:	P257W3-P257W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEa+uh
        GLOSS:	with+his/its

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P257W4
      OFFSETS:	16-20
       TOKENS:	P257W5-P257W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P257W5
      OFFSETS:	21-23
       TOKENS:	P257W7-P257W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P257W6
      OFFSETS:	24-27
       TOKENS:	P257W8-P257W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	الراجل
     IS_TRANS:	AlrAjl
        INDEX:	P258W1
      OFFSETS:	0-6
       TOKENS:	P258W1-P258W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(AlrAjil)
          POS:	DET+NOUN
          VOC:	Al+rAjil
        GLOSS:	the+man/men/pedestrian/pedestrians

 INPUT STRING:	بيحب
     IS_TRANS:	byHb
        INDEX:	P258W2
      OFFSETS:	7-11
       TOKENS:	P258W2-P258W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Hib~
        GLOSS:	[present-tense]+he/it+love/like/want

 INPUT STRING:	الحنان
     IS_TRANS:	AlHnAn
        INDEX:	P258W3
      OFFSETS:	12-18
       TOKENS:	P258W4-P258W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HanAn_1]
   UNSPLITVOC:	(AlHanAn)
          POS:	DET+NOUN
          VOC:	Al+HanAn
        GLOSS:	the+sympathy/affection

 INPUT STRING:	والطيبه
     IS_TRANS:	wAlTybh
        INDEX:	P258W4
      OFFSETS:	19-26
       TOKENS:	P258W5-P258W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tiybap_1]
   UNSPLITVOC:	(wilTiybap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+Tiyb+ap
        GLOSS:	and+the+good nature/goodness+[fem.sg.]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P259W1
      OFFSETS:	0-2
       TOKENS:	P259W1-P259W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	المفروض
     IS_TRANS:	AlmfrwD
        INDEX:	P259W2
      OFFSETS:	3-10
       TOKENS:	P259W2-P259W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maforuwD_1]
   UNSPLITVOC:	(AlmaforuwD)
          POS:	DET+ADJ
          VOC:	Al+maforuwD
        GLOSS:	the+imposed/prescribed

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P259W3
      OFFSETS:	11-15
       TOKENS:	P259W3-P259W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~iy_1]
   UNSPLITVOC:	(All~iy)
          POS:	REL_PRON
          VOC:	All~iy
        GLOSS:	who/which/that

 INPUT STRING:	يقولي
     IS_TRANS:	yqwly
        INDEX:	P259W4
      OFFSETS:	16-21
       TOKENS:	P259W4-P259W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yqwly)
          POS:	NO_FUNC
          VOC:	yqwly
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P259W5
      OFFSETS:	22-25
       TOKENS:	P259W5-P259W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الوقت
     IS_TRANS:	Alwqt
        INDEX:	P259W6
      OFFSETS:	26-31
       TOKENS:	P259W6-P259W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(Alwaqot)
          POS:	DET+NOUN
          VOC:	Al+waqot
        GLOSS:	the+time/moment/period of time/moments/times

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P259W7
      OFFSETS:	32-36
       TOKENS:	P259W7-P259W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	اقول
     IS_TRANS:	Aqwl
        INDEX:	P259W8
      OFFSETS:	37-41
       TOKENS:	P259W9-P259W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl)
          POS:	IV1S+IV
          VOC:	Aa+quwl
        GLOSS:	I+said/say/be said/(for example)

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P259W9
      OFFSETS:	42-44
       TOKENS:	P259W10-P259W10
