 INPUT STRING:	مين
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P24W2
      OFFSETS:	5-8
       TOKENS:	P24W2-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every/whole+his/its

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P24W3
      OFFSETS:	9-12
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بعضه
     IS_TRANS:	bEDh
        INDEX:	P24W4
      OFFSETS:	13-17
       TOKENS:	P24W5-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoDuh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	baEoD+uh
        GLOSS:	some/a few/little/part+his/its

 INPUT STRING:	مافيش
     IS_TRANS:	mAfy$
        INDEX:	P24W5
      OFFSETS:	18-23
       TOKENS:	P24W7-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mAfiy$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	mA+fiy+uh+$
        GLOSS:	not+there is+him/it+not

 INPUT STRING:	ترتيب
     IS_TRANS:	trtyb
        INDEX:	P24W6
      OFFSETS:	24-29
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tarotiyb_1]
   UNSPLITVOC:	(tarotiyb)
          POS:	NOUN
          VOC:	tarotiyb
        GLOSS:	arrangement/organization/preparation/arrangements/preparations

 INPUT STRING:	معين
     IS_TRANS:	mEyn
        INDEX:	P24W7
      OFFSETS:	30-34
       TOKENS:	P24W12-P24W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEay~an_1]
   UNSPLITVOC:	(muEay~an)
          POS:	ADJ
          VOC:	muEay~an
        GLOSS:	fixed/determined/prescribed

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P25W1
      OFFSETS:	0-1
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	قرفه
     IS_TRANS:	qrfh
        INDEX:	P25W2
      OFFSETS:	2-6
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qirofap_1]
   UNSPLITVOC:	(qirofap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qirof+ap
        GLOSS:	ceasers+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P25W3
      OFFSETS:	7-8
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	سمسم
     IS_TRANS:	smsm
        INDEX:	P25W4
      OFFSETS:	9-13
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simosimap_1]
   UNSPLITVOC:	(simosim)
          POS:	NOUN
          VOC:	simosim
        GLOSS:	a sesame seed

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P25W5
      OFFSETS:	14-15
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	افرميها
     IS_TRANS:	AfrmyhA
        INDEX:	P25W6
      OFFSETS:	16-23
       TOKENS:	P25W6-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faram_1]
   UNSPLITVOC:	(>uforumiyhA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3FS
          VOC:	>uforum+iy+hA
        GLOSS:	mix+you+it/them/her

 INPUT STRING:	عالنار
     IS_TRANS:	EAlnAr
        INDEX:	P25W7
      OFFSETS:	24-30
       TOKENS:	P25W8-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAr_1]
   UNSPLITVOC:	(EaAlnAr)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+nAr
        GLOSS:	on/above+the+fire/shooting/burning/fires

 INPUT STRING:	يستحسن
     IS_TRANS:	ystHsn
        INDEX:	P25W8
      OFFSETS:	31-37
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotaHosan_1]
   UNSPLITVOC:	(yusotaHosan)
          POS:	IV3MS+IV
          VOC:	yu+sotaHosan
        GLOSS:	he/it+select for being better

 INPUT STRING:	افرمها
     IS_TRANS:	AfrmhA
        INDEX:	P26W1
      OFFSETS:	0-6
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faram_1]
   UNSPLITVOC:	(>ufrmhA)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:3FS
          VOC:	>ufrm+(null)+hA
        GLOSS:	mix+you+it/them/her

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P26W2
      OFFSETS:	7-10
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	النار
     IS_TRANS:	AlnAr
        INDEX:	P26W3
      OFFSETS:	11-16
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAr_1]
   UNSPLITVOC:	(AlnAr)
          POS:	DET+NOUN
          VOC:	Al+nAr
        GLOSS:	the+fire/shooting/burning/fires

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P26W4
      OFFSETS:	17-21
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how/what degree

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P26W5
      OFFSETS:	21-22
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P26W6
      OFFSETS:	22-23
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	بتضربى
     IS_TRANS:	btDrbY
        INDEX:	P27W1
      OFFSETS:	0-6
       TOKENS:	P27W1-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(bitiDorabiy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Dorab+iy
        GLOSS:	[present-tense]+you+strike/hit/be struck/be hit+[fem.sg.]

 INPUT STRING:	السوائل
     IS_TRANS:	AlswA}l
        INDEX:	P27W2
      OFFSETS:	7-14
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sA}il_3]
   UNSPLITVOC:	(AlsawA}il)
          POS:	DET+NOUN
          VOC:	Al+sawA}il
        GLOSS:	the+fluids/liquids

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P27W3
      OFFSETS:	15-20
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AlAaw~il_1]
   UNSPLITVOC:	(AlAw~il)
          POS:	DET+ADJ
          VOC:	Al+Aw~il
        GLOSS:	the+first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P28W1
      OFFSETS:	0-1
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	بعدين
     IS_TRANS:	bEdyn
        INDEX:	P28W2
      OFFSETS:	2-7
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEodiyn_1]
   UNSPLITVOC:	(baEodiyn)
          POS:	ADV
          VOC:	baEodiyn
        GLOSS:	then

 INPUT STRING:	تضيفى
     IS_TRANS:	tDyfY
        INDEX:	P28W3
      OFFSETS:	8-13
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tDyfY)
          POS:	NO_FUNC
          VOC:	tDyfY
        GLOSS:	nogloss

 INPUT STRING:	الدقيق
     IS_TRANS:	Aldqyq
        INDEX:	P28W4
      OFFSETS:	14-20
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diqiyq_1]
   UNSPLITVOC:	(Aldiqiyq)
          POS:	DET+NOUN
          VOC:	Al+diqiyq
        GLOSS:	the+flower/flour

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P28W5
      OFFSETS:	21-22
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	البيكينج
     IS_TRANS:	Albykynj
        INDEX:	P28W6
      OFFSETS:	23-31
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Albykynj)
          POS:	FOREIGN
          VOC:	Albykynj
        GLOSS:	nogloss

 INPUT STRING:	باودر
     IS_TRANS:	bAwdr
        INDEX:	P28W7
      OFFSETS:	32-37
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bAwdr)
          POS:	FOREIGN
          VOC:	bAwdr
        GLOSS:	nogloss

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P28W8
      OFFSETS:	38-41
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axar_1]
   UNSPLITVOC:	(|axar)
          POS:	ADJ
          VOC:	|axar
        GLOSS:	other/another/last/end/the last/extreme/utmost/second

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P28W9
      OFFSETS:	42-46
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	فوق
     IS_TRANS:	fwq
        INDEX:	P28W10
      OFFSETS:	47-50
       TOKENS:	P28W10-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fuwq_1]
   UNSPLITVOC:	(fuwq)
          POS:	NOUN
          VOC:	fuwq
        GLOSS:	above/over/top/upper part

 INPUT STRING:	عالبوتاجاز
     IS_TRANS:	EAlbwtAjAz
        INDEX:	P28W11
      OFFSETS:	51-61
       TOKENS:	P28W11-P28W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buwtAjAz_1]
   UNSPLITVOC:	(EaAlbuwtAjAz)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+buwtAjAz
        GLOSS:	on/above+the+propane/butane/bottled gas/gas stove/butane cooker

 INPUT STRING:	فطاسه
     IS_TRANS:	fTAsh
        INDEX:	P28W12
      OFFSETS:	62-67
       TOKENS:	P28W13-P28W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TAsap_1]
   UNSPLITVOC:	(fiTAsap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	fi+TAs+ap
        GLOSS:	in+large metal serving bowl/tureen/bowl+[fem.sg.]

 INPUT STRING:	كبيره
     IS_TRANS:	kbyrh
        INDEX:	P28W13
      OFFSETS:	68-73
       TOKENS:	P28W15-P28W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kibiyr+ap
        GLOSS:	senior/major/large/big/important/great+[fem.sg.]

 INPUT STRING:	بشوكه
     IS_TRANS:	b$wkh
        INDEX:	P28W14
      OFFSETS:	74-79
       TOKENS:	P28W16-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uwkap_1]
   UNSPLITVOC:	(bi$uwkap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+$uwk+ap
        GLOSS:	with/by+fork/thorn/bravery+[fem.sg.]

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P29W1
      OFFSETS:	0-2
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	فهمت
     IS_TRANS:	fhmt
        INDEX:	P29W2
      OFFSETS:	3-7
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(fihimt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	fihim+t
        GLOSS:	understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive+I

 INPUT STRING:	اهرسها
     IS_TRANS:	AhrshA
        INDEX:	P30W1
      OFFSETS:	0-6
       TOKENS:	P30W1-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haras_1]
   UNSPLITVOC:	(AahorishA)
          POS:	IV1S+IV+IVSUFF_DO:3FS
          VOC:	Aa+horis+hA
        GLOSS:	I+crush/pound/bruise+it/them/her

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P30W2
      OFFSETS:	7-9
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	افرمها
     IS_TRANS:	AfrmhA
        INDEX:	P30W3
      OFFSETS:	10-16
       TOKENS:	P30W4-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faram_1]
   UNSPLITVOC:	(>afrumhA)
          POS:	IV1S+IV+IVSUFF_DO:3FS
          VOC:	>a+frum+hA
        GLOSS:	i+mix+it/them/her

 INPUT STRING:	
     IS_TRANS:	&#xe415;
        INDEX:	P30W4
      OFFSETS:	17-18
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe415;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	نضفى
     IS_TRANS:	nDfY
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naD~af_1]
   UNSPLITVOC:	(naD~af~iy)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1S
          VOC:	naD~af+(null)+niy
        GLOSS:	clean+you+me

 INPUT STRING:	العجوه
     IS_TRANS:	AlEjwh
        INDEX:	P31W2
      OFFSETS:	5-11
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajowap_1]
   UNSPLITVOC:	(AlEajowap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Eajow+ap
        GLOSS:	the+pressed dates/date paste+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P31W3
      OFFSETS:	12-13
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	ضيفى
     IS_TRANS:	DyfY
        INDEX:	P31W4
      OFFSETS:	14-18
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAf_1]
   UNSPLITVOC:	(Diyfiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Diyf+iy
        GLOSS:	add+you

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P31W5
      OFFSETS:	19-24
       TOKENS:	P31W6-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+her/it

 INPUT STRING:	الزيت
     IS_TRANS:	Alzyt
        INDEX:	P31W6
      OFFSETS:	25-30
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ziyt_1]
   UNSPLITVOC:	(Alziyt)
          POS:	DET+NOUN
          VOC:	Al+ziyt
        GLOSS:	the+oil/oils

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P31W7
      OFFSETS:	31-32
       TOKENS:	P31W9-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	السمسم
     IS_TRANS:	Alsmsm
        INDEX:	P31W8
      OFFSETS:	33-39
       TOKENS:	P31W10-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simosimap_1]
   UNSPLITVOC:	(Alsimosim)
          POS:	DET+NOUN
          VOC:	Al+simosim
        GLOSS:	the+a sesame seed

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P31W9
      OFFSETS:	40-41
       TOKENS:	P31W11-P31W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	القرفه
     IS_TRANS:	Alqrfh
        INDEX:	P31W10
      OFFSETS:	42-48
       TOKENS:	P31W12-P31W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qirofap_1]
   UNSPLITVOC:	(Alqirofap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qirof+ap
        GLOSS:	the+ceasers+[fem.sg.]

 INPUT STRING:	عالنار
     IS_TRANS:	EAlnAr
        INDEX:	P31W11
      OFFSETS:	49-55
       TOKENS:	P31W13-P31W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAr_1]
   UNSPLITVOC:	(EaAlnAr)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+nAr
        GLOSS:	on/above+the+fire/shooting/burning/fires

 INPUT STRING:	اهرسيها
     IS_TRANS:	AhrsyhA
        INDEX:	P32W1
      OFFSETS:	0-7
       TOKENS:	P32W1-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haras_1]
   UNSPLITVOC:	(AhorisiyhA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3FS
          VOC:	Ahoris+iy+hA
        GLOSS:	crush/pound/bruise+you+it/them/her

 INPUT STRING:	ايوه
     IS_TRANS:	Aywh
        INDEX:	P32W2
      OFFSETS:	8-12
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	انتى
     IS_TRANS:	AntY
        INDEX:	P32W3
      OFFSETS:	13-17
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P32W4
      OFFSETS:	18-20
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	ههه
     IS_TRANS:	hhh
        INDEX:	P32W5
      OFFSETS:	21-24
       TOKENS:	P32W6-P32W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha_1]
   UNSPLITVOC:	(hahah)
          POS:	INTERJ
          VOC:	hahah
        GLOSS:	laughing

 INPUT STRING:	خدى
     IS_TRANS:	xdY
        INDEX:	P33W1
      OFFSETS:	0-3
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aaxa*_1]
   UNSPLITVOC:	(xudiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	xud+iy
        GLOSS:	I/take+you

 INPUT STRING:	حته
     IS_TRANS:	Hth
        INDEX:	P33W2
      OFFSETS:	4-7
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hit~ap_1]
   UNSPLITVOC:	(Hit~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	Hit~+ap
        GLOSS:	morsel/piece/morsels/pieces/small piece/part/hair/hairs+[fem.sg.]

 INPUT STRING:	مالعجين
     IS_TRANS:	mAlEjyn
        INDEX:	P33W3
      OFFSETS:	8-15
       TOKENS:	P33W3-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajiyn_1]
   UNSPLITVOC:	(miAlEajiyn)
          POS:	PREP+DET+NOUN
          VOC:	mi+Al+Eajiyn
        GLOSS:	from+the+dough/pasta

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P34W1
      OFFSETS:	0-1
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
