 INPUT STRING:	بست
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بيأخذوا
     IS_TRANS:	by>x*wA
        INDEX:	P275W2
      OFFSETS:	3-10
       TOKENS:	P275W2-P275W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(biya>oxu*uwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+>oxu*+uwA
        GLOSS:	[present-tense]+they+take/begin+[pl.]

 INPUT STRING:	كريديت
     IS_TRANS:	krydyt
        INDEX:	P275W3
      OFFSETS:	11-17
       TOKENS:	P275W4-P275W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(krydyt)
          POS:	FOREIGN
          VOC:	krydyt
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P275W4
      OFFSETS:	17-18
       TOKENS:	P275W5-P275W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P275W5
      OFFSETS:	18-19
       TOKENS:	P275W6-P275W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P276W1
      OFFSETS:	0-2
       TOKENS:	P276W1-P276W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	أكيد
     IS_TRANS:	>kyd
        INDEX:	P276W2
      OFFSETS:	3-7
       TOKENS:	P276W2-P276W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite/certainly/surely/definitely

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P277W1
      OFFSETS:	0-2
       TOKENS:	P277W1-P277W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	كذا
     IS_TRANS:	k*A
        INDEX:	P277W2
      OFFSETS:	3-6
       TOKENS:	P277W3-P277W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka*A_1]
   UNSPLITVOC:	(ka*A)
          POS:	NOUN
          VOC:	ka*A
        GLOSS:	such/thus/so

 INPUT STRING:	محل
     IS_TRANS:	mHl
        INDEX:	P277W3
      OFFSETS:	7-10
       TOKENS:	P277W4-P277W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHal~_1]
   UNSPLITVOC:	(maHal~)
          POS:	NOUN
          VOC:	maHal~
        GLOSS:	place/location/places/locations

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P277W4
      OFFSETS:	11-13
       TOKENS:	P277W5-P277W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P277W5
      OFFSETS:	14-16
       TOKENS:	P277W6-P277W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	أخذش
     IS_TRANS:	>x*$
        INDEX:	P277W6
      OFFSETS:	17-21
       TOKENS:	P277W7-P277W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(>axa*$)
          POS:	PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	>axa*+(null)+$
        GLOSS:	take/begin/be taken+he/it+not

 INPUT STRING:	كريديت
     IS_TRANS:	krydyt
        INDEX:	P277W7
      OFFSETS:	22-28
       TOKENS:	P277W9-P277W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(krydyt)
          POS:	FOREIGN
          VOC:	krydyt
        GLOSS:	nogloss

 INPUT STRING:	الثاني
     IS_TRANS:	AlvAny
        INDEX:	P277W8
      OFFSETS:	29-35
       TOKENS:	P277W10-P277W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AlvAniy_1]
   UNSPLITVOC:	(AlvAniy)
          POS:	DET+ADJ
          VOC:	Al+vAniy
        GLOSS:	the+second/next/II/secondly

 INPUT STRING:	ياخذ
     IS_TRANS:	yAx*
        INDEX:	P277W9
      OFFSETS:	36-40
       TOKENS:	P277W11-P277W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(yAxu*)
          POS:	IV3MS+IV
          VOC:	yi+>oxu*
        GLOSS:	he/it+take/begin

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P277W10
      OFFSETS:	41-45
       TOKENS:	P277W12-P277W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	ADJ
          VOC:	EAdiy
        GLOSS:	ordinary/regular/normal

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P278W1
      OFFSETS:	0-3
       TOKENS:	P278W1-P278W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	نروح
     IS_TRANS:	nrwH
        INDEX:	P278W2
      OFFSETS:	4-8
       TOKENS:	P278W2-P278W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(niruwH)
          POS:	IV1P+IV
          VOC:	ni+ruwH
        GLOSS:	we+begin/go

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P278W3
      OFFSETS:	9-13
       TOKENS:	P278W3-P278W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P278W4
      OFFSETS:	14-17
       TOKENS:	P278W4-P278W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	1
     IS_TRANS:	1
        INDEX:	P278W5
      OFFSETS:	18-19
       TOKENS:	P278W5-P278W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(1)
          POS:	NOUN_NUM
          VOC:	1
        GLOSS:	1

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P278W6
      OFFSETS:	20-23
       TOKENS:	P278W6-P278W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	تمام
     IS_TRANS:	tmAm
        INDEX:	P279W1
      OFFSETS:	0-4
       TOKENS:	P279W1-P279W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAm)
          POS:	NOUN
          VOC:	tamAm
        GLOSS:	exact/complete/exactly/completely

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P280W1
      OFFSETS:	0-4
       TOKENS:	P280W1-P280W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	قشدة
     IS_TRANS:	q$dp
        INDEX:	P280W2
      OFFSETS:	5-9
       TOKENS:	P280W2-P280W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qi$odap_1]
   UNSPLITVOC:	(qi$odap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$od+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P281W1
      OFFSETS:	0-2
       TOKENS:	P281W1-P281W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	حاأؤكد
     IS_TRANS:	HA>&kd
        INDEX:	P281W2
      OFFSETS:	3-9
       TOKENS:	P281W2-P281W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HA>&kd)
          POS:	TYPO
          VOC:	HA>&kd
        GLOSS:	nogloss

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P281W3
      OFFSETS:	10-15
       TOKENS:	P281W3-P281W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	اوكيه
     IS_TRANS:	Awkyh
        INDEX:	P282W1
      OFFSETS:	0-5
       TOKENS:	P282W1-P282W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwk~iyh_1]
   UNSPLITVOC:	(>uwk~iyh)
          POS:	INTERJ
          VOC:	>uwk~iyh
        GLOSS:	ok

 INPUT STRING:	بتعملي
     IS_TRANS:	btEmly
        INDEX:	P283W1
      OFFSETS:	0-6
       TOKENS:	P283W1-P283W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiliy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Eomil+iy
        GLOSS:	[present-tense]+you+function/make/act/do+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P283W2
      OFFSETS:	7-10
       TOKENS:	P283W3-P283W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P283W3
      OFFSETS:	10-11
       TOKENS:	P283W4-P283W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P284W1
      OFFSETS:	0-3
       TOKENS:	P284W1-P284W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_3]
   UNSPLITVOC:	(walA)
          POS:	CONJ+PSEUDO_VERB
          VOC:	wa+lA
        GLOSS:	and+no

 INPUT STRING:	شئ
     IS_TRANS:	$}
        INDEX:	P284W2
      OFFSETS:	4-6
       TOKENS:	P284W3-P284W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iy'_1]
   UNSPLITVOC:	($a})
          POS:	NOUN
          VOC:	$iy'
        GLOSS:	thing/things/something

 INPUT STRING:	بأكلم
     IS_TRANS:	b>klm
        INDEX:	P284W3
      OFFSETS:	7-12
       TOKENS:	P284W4-P284W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(bAakal~im)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+kal~im
        GLOSS:	[present-tense]+I+talk/speak/talk to

 INPUT STRING:	الصيدلية
     IS_TRANS:	AlSydlyp
        INDEX:	P284W4
      OFFSETS:	13-21
       TOKENS:	P284W6-P284W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saydaliy~ap_1]
   UNSPLITVOC:	(AlSaydaliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Saydaliy~+ap
        GLOSS:	the+pharmacy+[fem.sg.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P285W1
      OFFSETS:	0-4
       TOKENS:	P285W1-P285W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P285W2
      OFFSETS:	5-9
       TOKENS:	P285W3-P285W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	برد
     IS_TRANS:	brd
        INDEX:	P285W3
      OFFSETS:	10-13
       TOKENS:	P285W5-P285W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barod_1]
   UNSPLITVOC:	(barod)
          POS:	NOUN
          VOC:	barod
        GLOSS:	cold/cooling

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P286W1
      OFFSETS:	0-2
       TOKENS:	P286W1-P286W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P286W2
      OFFSETS:	3-6
       TOKENS:	P286W2-P286W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every/whole+his/its

 INPUT STRING:	واخذ
     IS_TRANS:	wAx*
        INDEX:	P286W3
      OFFSETS:	7-11
       TOKENS:	P286W4-P286W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAxi*_1]
   UNSPLITVOC:	(wAxi*)
          POS:	ADJ
          VOC:	wAxi*
        GLOSS:	taking

 INPUT STRING:	دور
     IS_TRANS:	dwr
        INDEX:	P286W4
      OFFSETS:	12-15
       TOKENS:	P286W5-P286W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[duwr_1]
   UNSPLITVOC:	(duwr)
          POS:	NOUN
          VOC:	duwr
        GLOSS:	role/part/roles/parts/round

 INPUT STRING:	برد
     IS_TRANS:	brd
        INDEX:	P286W5
      OFFSETS:	16-19
       TOKENS:	P286W6-P286W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barod_1]
   UNSPLITVOC:	(barod)
          POS:	NOUN
          VOC:	barod
        GLOSS:	cold/cooling

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P286W6
      OFFSETS:	20-23
       TOKENS:	P286W7-P286W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P286W7
      OFFSETS:	24-27
       TOKENS:	P286W8-P286W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P286W8
      OFFSETS:	27-28
       TOKENS:	P286W9-P286W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P286W9
      OFFSETS:	29-30
       TOKENS:	P286W10-P286W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P287W1
      OFFSETS:	0-1
       TOKENS:	P287W1-P287W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P287W2
      OFFSETS:	2-5
       TOKENS:	P287W2-P287W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P287W3
      OFFSETS:	6-8
       TOKENS:	P287W4-P287W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	stop/halt/end/extent/limit/level/border/frontier/someone

 INPUT STRING:	بيشاركني
     IS_TRANS:	by$Arkny
        INDEX:	P287W4
      OFFSETS:	9-17
       TOKENS:	P287W5-P287W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Arik_1]
   UNSPLITVOC:	(biyi$Arikniy)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:1S
          VOC:	bi+yi+$Arik+niy
        GLOSS:	[present-tense]+he/it+participate+me

 INPUT STRING:	المأساة
     IS_TRANS:	Alm>sAp
        INDEX:	P287W5
      OFFSETS:	18-25
       TOKENS:	P287W8-P287W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma>osAp_1]
   UNSPLITVOC:	(Alma>osAp)
          POS:	DET+NOUN
          VOC:	Al+ma>osAp
        GLOSS:	the+tragedy/tragedies

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P287W6
      OFFSETS:	26-27
       TOKENS:	P287W9-P287W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P288W1
      OFFSETS:	0-2
       TOKENS:	P288W1-P288W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P288W2
      OFFSETS:	3-6
       TOKENS:	P288W2-P288W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	كثير
     IS_TRANS:	kvyr
        INDEX:	P288W3
      OFFSETS:	7-11
       TOKENS:	P288W4-P288W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kiviyr
        GLOSS:	very/much/numerous/so much/a lot/more/alot/many

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P289W1
      OFFSETS:	0-3
       TOKENS:	P289W1-P289W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	بتعمل
     IS_TRANS:	btEml
        INDEX:	P289W2
      OFFSETS:	4-9
       TOKENS:	P289W2-P289W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomil)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+Eomil
        GLOSS:	[present-tense]+you+function/make/act/do

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P289W3
      OFFSETS:	10-13
       TOKENS:	P289W4-P289W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P292W1
      OFFSETS:	0-5
       TOKENS:	P292W1-P292W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	ابتدا
     IS_TRANS:	AbtdA
        INDEX:	P292W2
      OFFSETS:	6-11
       TOKENS:	P292W3-P292W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AibotadA_1]
   UNSPLITVOC:	(AibotadA)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	AibotadA+(null)
        GLOSS:	start/undertake/enact/prescribe/begin tart/appear/seem/make a start+he/it

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P292W3
      OFFSETS:	12-16
       TOKENS:	P292W4-P292W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become/begin/start/be/begin a new day

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P292W4
      OFFSETS:	17-21
       TOKENS:	P292W5-P292W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	كرش
     IS_TRANS:	kr$
        INDEX:	P292W5
      OFFSETS:	22-25
       TOKENS:	P292W7-P292W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiro$_1]
   UNSPLITVOC:	(kiro$)
          POS:	NOUN
          VOC:	kiro$
        GLOSS:	paunch/belly/paunches/bellies

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P292W6
