 INPUT STRING:	امنية
     IS_TRANS:	fy
        INDEX:	P17W5
      OFFSETS:	20-22
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حياته
     IS_TRANS:	HyAth
        INDEX:	P17W6
      OFFSETS:	23-28
       TOKENS:	P17W7-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAtuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	HayA+ap+uh
        GLOSS:	life/lives+[fem.sg.]+his/its

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P17W7
      OFFSETS:	29-31
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P17W8
      OFFSETS:	32-36
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P17W9
      OFFSETS:	37-39
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	حياته
     IS_TRANS:	HyAth
        INDEX:	P17W10
      OFFSETS:	40-45
       TOKENS:	P17W12-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAtuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	HayA+ap+uh
        GLOSS:	life/lives+[fem.sg.]+his/its

 INPUT STRING:	إخواته
     IS_TRANS:	<xwAth
        INDEX:	P17W11
      OFFSETS:	46-52
       TOKENS:	P17W14-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(<ixowAtuh)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	<ixow+At+uh
        GLOSS:	brothers/fraternity/brotherhood+[fem.pl.]+his/its

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P17W12
      OFFSETS:	52-53
       TOKENS:	P17W16-P17W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	اصحابه
     IS_TRANS:	ASHAbh
        INDEX:	P17W13
      OFFSETS:	53-59
       TOKENS:	P17W17-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(>aSoHAbuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>aSoHAb+uh
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+his/its

 INPUT STRING:	هواياته
     IS_TRANS:	hwAyAth
        INDEX:	P17W14
      OFFSETS:	60-67
       TOKENS:	P17W19-P17W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiwAyap_1]
   UNSPLITVOC:	(hiwAyAtuh)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	hiwAy+At+uh
        GLOSS:	hobby/passion+[fem.pl.]+his/its

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P18W1
      OFFSETS:	0-2
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum_1]
   UNSPLITVOC:	(hum)
          POS:	INTERJ
          VOC:	hum
        GLOSS:	hum

 INPUT STRING:	اف
     IS_TRANS:	Af
        INDEX:	P18W2
      OFFSETS:	3-5
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Auf~_1]
   UNSPLITVOC:	(Auf~)
          POS:	INTERJ
          VOC:	Auf~
        GLOSS:	uff

 INPUT STRING:	بقه
     IS_TRANS:	bqh
        INDEX:	P18W3
      OFFSETS:	6-9
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P18W4
      OFFSETS:	10-13
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P18W5
      OFFSETS:	14-16
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P18W6
      OFFSETS:	17-20
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tayib_1]
   UNSPLITVOC:	(Tayib)
          POS:	INTERJ
          VOC:	Tayib
        GLOSS:	then

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P18W7
      OFFSETS:	21-22
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	اسأليه
     IS_TRANS:	As>lyh
        INDEX:	P19W1
      OFFSETS:	0-6
       TOKENS:	P19W1-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(Aiso>aliyh)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3MS
          VOC:	Aiso>al+iy+uh
        GLOSS:	ask/inquire/request/be asked+you+it/him

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P19W2
      OFFSETS:	7-10
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بيحب
     IS_TRANS:	byHb
        INDEX:	P19W3
      OFFSETS:	11-15
       TOKENS:	P19W4-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Hib~
        GLOSS:	[present-tense]+he/it+love/like/want

 INPUT STRING:	يقرا
     IS_TRANS:	yqrA
        INDEX:	P19W4
      OFFSETS:	16-20
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qara>_1]
   UNSPLITVOC:	(yiqora>)
          POS:	IV3P+IV
          VOC:	yi+qora>
        GLOSS:	they+read/be read

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P19W5
      OFFSETS:	21-24
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P19W6
      OFFSETS:	24-25
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	بيعمل
     IS_TRANS:	byEml
        INDEX:	P20W1
      OFFSETS:	0-5
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(biyiEomil)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Eomil
        GLOSS:	[present-tense]+he/it+function/make/act/do

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P20W2
      OFFSETS:	6-9
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P20W3
      OFFSETS:	10-12
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	فاضي
     IS_TRANS:	fADy
        INDEX:	P20W4
      OFFSETS:	13-17
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADiy)
          POS:	ADJ
          VOC:	fADiy
        GLOSS:	empty/unoccupied/free

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P20W5
      OFFSETS:	18-21
       TOKENS:	P20W6-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all/entire/every/whole

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P20W6
      OFFSETS:	22-24
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	يجاوب
     IS_TRANS:	yjAwb
        INDEX:	P20W7
      OFFSETS:	25-30
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAwib_1]
   UNSPLITVOC:	(yijAwib)
          POS:	IV3MS+IV
          VOC:	yi+jAwib
        GLOSS:	he/it+comply/reply/answer

 INPUT STRING:	قوليله
     IS_TRANS:	qwlylh
        INDEX:	P20W8
      OFFSETS:	31-37
       TOKENS:	P20W10-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwliy_luh)
          POS:	CV+CVSUFF_SUBJ:2FS+PREP+PRON_3MS
          VOC:	quwl+iy+li+uh
        GLOSS:	said/say/be said/(for example)+you+to/for+him

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P20W9
      OFFSETS:	38-42
       TOKENS:	P20W13-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	كذا
     IS_TRANS:	k*A
        INDEX:	P20W10
      OFFSETS:	43-46
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka*A_1]
   UNSPLITVOC:	(ka*A)
          POS:	NOUN
          VOC:	ka*A
        GLOSS:	such/thus/so

 INPUT STRING:	كذا
     IS_TRANS:	k*A
        INDEX:	P20W11
      OFFSETS:	47-50
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka*A_1]
   UNSPLITVOC:	(ka*A)
          POS:	NOUN
          VOC:	ka*A
        GLOSS:	such/thus/so

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P20W12
      OFFSETS:	51-55
       TOKENS:	P20W17-P20W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	احكي
     IS_TRANS:	AHky
        INDEX:	P20W13
      OFFSETS:	56-60
       TOKENS:	P20W18-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HakaY_1]
   UNSPLITVOC:	(AiHokiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiHok+iy
        GLOSS:	relate/report/tell/be related/be reported/be told+you

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P20W14
      OFFSETS:	61-65
       TOKENS:	P20W19-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P20W15
      OFFSETS:	66-69
       TOKENS:	P20W20-P20W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	and+it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P20W16
      OFFSETS:	70-74
       TOKENS:	P20W22-P20W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	وكده
     IS_TRANS:	wkdh
        INDEX:	P20W17
      OFFSETS:	75-79
       TOKENS:	P20W23-P20W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(wikidah)
          POS:	CONJ+NOUN
          VOC:	wi+kidah
        GLOSS:	and+this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	كليمني
     IS_TRANS:	klymny
        INDEX:	P20W18
      OFFSETS:	80-86
       TOKENS:	P20W25-P20W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kal~m_1]
   UNSPLITVOC:	(kal~imiyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	kal~m+iy+niy
        GLOSS:	speak to/talk to+you+me

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P20W19
      OFFSETS:	87-90
       TOKENS:	P20W27-P20W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	يمشي
     IS_TRANS:	ym$y
        INDEX:	P20W20
      OFFSETS:	91-95
       TOKENS:	P20W28-P20W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$~aY_1]
   UNSPLITVOC:	(yima$~iy)
          POS:	IV3MS+IV
          VOC:	yi+ma$~iy
        GLOSS:	he/it+make walk/adjust/be made to walk/be adjusted

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P20W21
      OFFSETS:	96-100
       TOKENS:	P20W29-P20W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P20W22
      OFFSETS:	101-102
       TOKENS:	P20W30-P20W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	ابعتي
     IS_TRANS:	AbEty
        INDEX:	P21W2
      OFFSETS:	3-8
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(AiboEatiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiboEat+iy
        GLOSS:	send+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P21W3
      OFFSETS:	9-11
       TOKENS:	P21W3-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~a)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+I/me

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P21W4
      OFFSETS:	12-17
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	اتطمن
     IS_TRANS:	AtTmn
        INDEX:	P21W5
      OFFSETS:	18-23
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoTam~in_1]
   UNSPLITVOC:	(AatoTam~in)
          POS:	IV1S+IV
          VOC:	Aa+toTam~in
        GLOSS:	I+be calm/be reassured

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P21W6
      OFFSETS:	24-29
       TOKENS:	P21W7-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealaykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+gloss

 INPUT STRING:	اوكي
     IS_TRANS:	Awky
        INDEX:	P21W7
      OFFSETS:	30-34
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aawok~ayoh_1]
   UNSPLITVOC:	(Aawok~ay)
          POS:	INTERJ
          VOC:	Aawok~ayoh
        GLOSS:	Ok

 INPUT STRING:	حتلبسي
     IS_TRANS:	Htlbsy
        INDEX:	P22W1
      OFFSETS:	0-6
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libis_1]
   UNSPLITVOC:	(Hatilobisiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+lobis+iy
        GLOSS:	will+you+put on/wear/dress/make vague/deceive/be worn/be dressed in+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P22W2
      OFFSETS:	7-10
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P22W3
      OFFSETS:	11-12
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	لبست
     IS_TRANS:	lbst
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libis_1]
   UNSPLITVOC:	(libist)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	libis+t
        GLOSS:	put on/wear/dress/make vague/deceive/be worn/be dressed in+I

 INPUT STRING:	سكر
     IS_TRANS:	skr
        INDEX:	P23W2
      OFFSETS:	5-8
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(skr)
          POS:	FOREIGN
          VOC:	skr
        GLOSS:	nogloss

 INPUT STRING:	جان
     IS_TRANS:	jAn
        INDEX:	P23W3
      OFFSETS:	9-12
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jAn)
          POS:	FOREIGN
          VOC:	jAn
        GLOSS:	nogloss

 INPUT STRING:	وبودي
     IS_TRANS:	wbwdy
        INDEX:	P23W4
      OFFSETS:	13-18
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wbwdy)
          POS:	FOREIGN
          VOC:	wbwdy
        GLOSS:	nogloss

 INPUT STRING:	توتي
     IS_TRANS:	twty
        INDEX:	P23W5
      OFFSETS:	19-23
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(twty)
          POS:	FOREIGN
          VOC:	twty
        GLOSS:	nogloss

 INPUT STRING:	لول
     IS_TRANS:	lwl
        INDEX:	P23W6
      OFFSETS:	24-27
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lwl)
          POS:	FOREIGN
          VOC:	lwl
        GLOSS:	nogloss

 INPUT STRING:	حاهجة
     IS_TRANS:	HAhjp
        INDEX:	P24W1
      OFFSETS:	0-5
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HAhjp)
          POS:	TYPO
          VOC:	HAhjp
        GLOSS:	nogloss

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P25W1
      OFFSETS:	0-4
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	الحال
     IS_TRANS:	AlHAl
        INDEX:	P25W2
      OFFSETS:	5-10
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(AlHAl)
          POS:	DET+NOUN
          VOC:	Al+HAl
        GLOSS:	the+situation/condition/case/situations/conditions/cases

 INPUT STRING:	أحلى
     IS_TRANS:	>HlY
        INDEX:	P25W3
      OFFSETS:	11-15
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHolaY_1]
