 INPUT STRING:	أهلا
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alfwtbwl)
          POS:	FOREIGN
          VOC:	Alfwtbwl
        GLOSS:	nogloss

 INPUT STRING:	المصري
     IS_TRANS:	AlmSry
        INDEX:	P16W4
      OFFSETS:	18-24
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P16W5
      OFFSETS:	25-27
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	الامريكاني
     IS_TRANS:	AlAmrykAny
        INDEX:	P16W6
      OFFSETS:	28-38
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykiy_1]
   UNSPLITVOC:	(AlAmoriykAniy)
          POS:	DET+ADJ
          VOC:	Al+AmoriykAniy
        GLOSS:	the+American

 INPUT STRING:	أكيد
     IS_TRANS:	>kyd
        INDEX:	P17W1
      OFFSETS:	0-4
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	NOUN
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	الكرة
     IS_TRANS:	Alkrp
        INDEX:	P17W2
      OFFSETS:	5-10
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kurap_1]
   UNSPLITVOC:	(Alkurap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kur+ap
        GLOSS:	the+ball/globe/sphere/balls/globes/spheres/soccer/football+[fem.sg.]

 INPUT STRING:	الأمريكاني
     IS_TRANS:	Al>mrykAny
        INDEX:	P17W3
      OFFSETS:	11-21
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykiy_1]
   UNSPLITVOC:	(AlAmoriykAniy)
          POS:	DET+ADJ
          VOC:	Al+AmoriykAniy
        GLOSS:	the+American

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P17W4
      OFFSETS:	22-24
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	فاشلةً
     IS_TRANS:	fA$lpF
        INDEX:	P17W5
      OFFSETS:	25-31
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fA$il_1]
   UNSPLITVOC:	(fA$lap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fA$l+ap
        GLOSS:	failing/unsuccessful+[fem.sg.]

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P18W1
      OFFSETS:	0-4
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	little/few+[fem.sg.]

 INPUT STRING:	فحول
     IS_TRANS:	fHwl
        INDEX:	P18W2
      OFFSETS:	5-9
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faHl_1]
   UNSPLITVOC:	(fuHuwl)
          POS:	NOUN
          VOC:	fuHuwl
        GLOSS:	giant

 INPUT STRING:	ليضربوا
     IS_TRANS:	lyDrbwA
        INDEX:	P18W3
      OFFSETS:	10-17
       TOKENS:	P18W3-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(layiDorabuwA)
          POS:	EMPHATIC_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	la+yi+Dorab+uwA
        GLOSS:	indeed/truly+they+strike/hit/be struck/be hit+we

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P18W4
      OFFSETS:	18-21
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN_QUANT
          VOC:	baEoD
        GLOSS:	some/a few/little/part

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P19W1
      OFFSETS:	0-2
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بالنسبة
     IS_TRANS:	bAlnsbp
        INDEX:	P19W2
      OFFSETS:	3-10
       TOKENS:	P19W2-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(biAlnisobap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+nisob+ap
        GLOSS:	with/by+the+ratio/rate/percentage figure/ratios/rates/percentage figures/link/relation (concerning+[fem.sg.]

 INPUT STRING:	لينا
     IS_TRANS:	lynA
        INDEX:	P19W3
      OFFSETS:	11-15
       TOKENS:	P19W4-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liynA)
          POS:	PREP+PRON_1P
          VOC:	li+nA
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+us

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P19W4
      OFFSETS:	16-19
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	الأمريكان
     IS_TRANS:	Al>mrykAn
        INDEX:	P19W5
      OFFSETS:	20-29
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykiy_1]
   UNSPLITVOC:	(Al>amoriykAn)
          POS:	DET+NOUN
          VOC:	Al+>amoriykAn
        GLOSS:	the+Americans/American

 INPUT STRING:	بيحبوها
     IS_TRANS:	byHbwhA
        INDEX:	P19W6
      OFFSETS:	30-37
       TOKENS:	P19W8-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~uwhA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3FS
          VOC:	bi+yi+Hib~+uwA+hA
        GLOSS:	[present-tense]+they+love/like/want+we+it/them/her

 INPUT STRING:	موت
     IS_TRANS:	mwt
        INDEX:	P19W7
      OFFSETS:	38-41
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muwt_1]
   UNSPLITVOC:	(muwt)
          POS:	NOUN
          VOC:	muwt
        GLOSS:	death

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P20W1
      OFFSETS:	0-2
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P20W2
      OFFSETS:	3-7
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P20W3
      OFFSETS:	8-10
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	مرة
     IS_TRANS:	mrp
        INDEX:	P20W4
      OFFSETS:	11-14
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P20W5
      OFFSETS:	15-19
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one/individual

 INPUT STRING:	يصاب
     IS_TRANS:	ySAb
        INDEX:	P20W6
      OFFSETS:	20-24
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aSAb_1]
   UNSPLITVOC:	(yuSAb)
          POS:	IV3MS+IV_PASS
          VOC:	yu+SAb
        GLOSS:	he/it+be hit/be struck/be afflicted

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P20W7
      OFFSETS:	25-27
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	دماغه
     IS_TRANS:	dmAgh
        INDEX:	P20W8
      OFFSETS:	28-33
       TOKENS:	P20W8-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(dimAguh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	dimAg+uh
        GLOSS:	brain/brains+his/its

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P21W1
      OFFSETS:	0-3
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P21W2
      OFFSETS:	4-8
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P21W3
      OFFSETS:	9-12
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عرفت
     IS_TRANS:	Erft
        INDEX:	P21W4
      OFFSETS:	13-17
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(Eirift)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Eirif+t
        GLOSS:	know+I

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P21W5
      OFFSETS:	18-20
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الفوتبول
     IS_TRANS:	Alfwtbwl
        INDEX:	P21W6
      OFFSETS:	21-29
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alfwtbwl)
          POS:	FOREIGN
          VOC:	Alfwtbwl
        GLOSS:	nogloss

 INPUT STRING:	الامريكاني
     IS_TRANS:	AlAmrykAny
        INDEX:	P21W7
      OFFSETS:	30-40
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykiy_1]
   UNSPLITVOC:	(AlAmoriykAniy)
          POS:	DET+ADJ
          VOC:	Al+AmoriykAniy
        GLOSS:	the+American

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P21W8
      OFFSETS:	41-44
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	الرجبي
     IS_TRANS:	Alrjby
        INDEX:	P21W9
      OFFSETS:	45-51
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rajbiy_1]
   UNSPLITVOC:	(Alrajbiy)
          POS:	DET+NOUN
          VOC:	Al+rajbiy
        GLOSS:	the+rugby

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all/entire/every/whole/totality/entirety/each/eating+its/their/her

 INPUT STRING:	عنف
     IS_TRANS:	Enf
        INDEX:	P22W2
      OFFSETS:	5-8
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eunof_1]
   UNSPLITVOC:	(Eunof)
          POS:	NOUN
          VOC:	Eunof
        GLOSS:	violence/force

 INPUT STRING:	وخلاص
     IS_TRANS:	wxlAS
        INDEX:	P22W3
      OFFSETS:	9-14
       TOKENS:	P22W4-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(wixalAS)
          POS:	CONJ+NOUN
          VOC:	wi+xalAS
        GLOSS:	and+deliverance/salvation/settlement

 INPUT STRING:	ومفيش
     IS_TRANS:	wmfy$
        INDEX:	P23W1
      OFFSETS:	0-5
       TOKENS:	P23W1-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wimafiy$)
          POS:	CONJ+VERB+PREP+PRON_3MS+NEG_PART
          VOC:	wi+ma+fiy+uh+$
        GLOSS:	and+not+in+it/him+not

 INPUT STRING:	أى
     IS_TRANS:	>Y
        INDEX:	P23W2
      OFFSETS:	6-8
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aay~_2]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	فن
     IS_TRANS:	fn
        INDEX:	P23W3
      OFFSETS:	9-11
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fan~_1]
   UNSPLITVOC:	(fan~)
          POS:	NOUN
          VOC:	fan~
        GLOSS:	art/specialty/variety/arts/specialties/varieties

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P24W1
      OFFSETS:	0-2
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P24W2
      OFFSETS:	3-7
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	مكمنه
     IS_TRANS:	mkmnh
        INDEX:	P24W3
      OFFSETS:	8-13
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mkmnh)
          POS:	TYPO
          VOC:	mkmnh
        GLOSS:	nogloss

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P24W4
      OFFSETS:	14-17
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	الأخطر
     IS_TRANS:	Al>xTr
        INDEX:	P24W5
      OFFSETS:	18-24
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>axTar_1]
   UNSPLITVOC:	(Al>axTar)
          POS:	DET+ADJ_COMP
          VOC:	Al+>axTar
        GLOSS:	the+more/most dangerous/more/most serious

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P24W6
      OFFSETS:	25-27
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	الرجبي
     IS_TRANS:	Alrjby
        INDEX:	P24W7
      OFFSETS:	28-34
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rajbiy_1]
   UNSPLITVOC:	(Alrajbiy)
          POS:	DET+NOUN
          VOC:	Al+rajbiy
        GLOSS:	the+rugby

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W8
      OFFSETS:	34-35
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	تخيل
     IS_TRANS:	txyl
        INDEX:	P24W9
      OFFSETS:	36-40
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taxay~al_1]
   UNSPLITVOC:	(taxay~al)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	taxay~al+(null)
        GLOSS:	imagine/suppose+you

 INPUT STRING:	أنهم
     IS_TRANS:	>nhm
        INDEX:	P24W10
      OFFSETS:	41-45
       TOKENS:	P24W10-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	بيلعبوا
     IS_TRANS:	bylEbwA
        INDEX:	P24W11
      OFFSETS:	46-53
       TOKENS:	P24W12-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liEib_1]
   UNSPLITVOC:	(biyiloEabuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+loEab+uwA
        GLOSS:	[present-tense]+they+play+we

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P24W12
      OFFSETS:	54-56
       TOKENS:	P24W14-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P24W13
      OFFSETS:	57-60
       TOKENS:	P24W15-P24W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	واقيالرأس
     IS_TRANS:	wAqyAlr>s
        INDEX:	P24W14
      OFFSETS:	61-70
       TOKENS:	P24W16-P24W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wAqyAlr>s)
          POS:	NOUN+DET+NOUN
          VOC:	wAqiy+Al+raAos
        GLOSS:	helmet+the + head

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	رياضات
     IS_TRANS:	ryADAt
        INDEX:	P25W2
      OFFSETS:	4-10
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[riyADap_1]
   UNSPLITVOC:	(riyADAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	riyAD+At
        GLOSS:	sport+[fem.pl.]

 INPUT STRING:	كتيره
     IS_TRANS:	ktyrh
        INDEX:	P25W3
      OFFSETS:	11-16
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kitiyr+ap
        GLOSS:	numerous/many/several/much/a lot/very+[fem.sg.]

 INPUT STRING:	عنيفه
     IS_TRANS:	Enyfh
        INDEX:	P25W4
      OFFSETS:	17-22
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaniyf_1]
   UNSPLITVOC:	(Eaniyfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Eaniyf+ap
        GLOSS:	fierce/violent/forceful+[fem.sg.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P25W5
      OFFSETS:	23-25
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	الملاكمة
     IS_TRANS:	AlmlAkmp
        INDEX:	P25W6
      OFFSETS:	26-34
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mulAkomap_1]
   UNSPLITVOC:	(AlmulAkomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mulAkom+ap
        GLOSS:	the+boxing/a punch+[fem.sg.]

 INPUT STRING:	والمصارعة
     IS_TRANS:	wAlmSArEp
        INDEX:	P25W7
      OFFSETS:	35-44
       TOKENS:	P25W8-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muSAroEap_1]
   UNSPLITVOC:	(wiAlmuSAroEap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+muSAroE+ap
        GLOSS:	and+the+wrestling+[fem.sg.]

 INPUT STRING:	فعلا
