 INPUT STRING:	بصي
      COMMENT:	[]
        LEMMA:	[jAmid_1]
   UNSPLITVOC:	(jAmodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jAmod+ap
        GLOSS:	frozen/rigid/inorganic+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P179W3
      OFFSETS:	11-12
       TOKENS:	P179W3-P179W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	وفيه
     IS_TRANS:	wfyh
        INDEX:	P180W1
      OFFSETS:	0-4
       TOKENS:	P180W1-P180W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiyuh)
          POS:	CONJ+PREP+PRON_3MS
          VOC:	wi+fiy+uh
        GLOSS:	and+in+him/it

 INPUT STRING:	حاجات
     IS_TRANS:	HAjAt
        INDEX:	P180W2
      OFFSETS:	5-10
       TOKENS:	P180W4-P180W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	HAj+At
        GLOSS:	need/needs/thing/belongings+[fem.pl.]

 INPUT STRING:	كثيرة
     IS_TRANS:	kvyrp
        INDEX:	P180W3
      OFFSETS:	11-16
       TOKENS:	P180W5-P180W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kiviyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kiviyr+ap
        GLOSS:	very/much/numerous/so much/a lot/more/alot/many+[fem.sg.]

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P180W4
      OFFSETS:	17-20
       TOKENS:	P180W6-P180W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	بتحصل
     IS_TRANS:	btHSl
        INDEX:	P180W5
      OFFSETS:	21-26
       TOKENS:	P180W7-P180W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(bitiHoSal)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+HoSal
        GLOSS:	[present-tense]+you+obtain/acquire/get/be obtained/be acquired/occur/happen/take place

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P180W6
      OFFSETS:	27-29
       TOKENS:	P180W9-P180W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بتعجبني
     IS_TRANS:	btEjbny
        INDEX:	P180W7
      OFFSETS:	30-37
       TOKENS:	P180W10-P180W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(bitiEojibniy)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:1S
          VOC:	bi+ti+Eojib+niy
        GLOSS:	[present-tense]+it/they/she+delight/admire/like/be amazed/liked/arouse admiration/please+me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P181W1
      OFFSETS:	0-2
       TOKENS:	P181W1-P181W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هزار
     IS_TRANS:	hzAr
        INDEX:	P181W2
      OFFSETS:	3-7
       TOKENS:	P181W2-P181W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hizAr_1]
   UNSPLITVOC:	(hizAr)
          POS:	NOUN
          VOC:	hizAr
        GLOSS:	joking/jesting/nightingale

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P182W1
      OFFSETS:	0-4
       TOKENS:	P182W1-P182W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P182W2
      OFFSETS:	5-8
       TOKENS:	P182W2-P182W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P182W3
      OFFSETS:	9-13
       TOKENS:	P182W3-P182W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	example/proverb/for example/proverbs/examples/saying/model/models+[acc.indef.]

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P182W4
      OFFSETS:	14-16
       TOKENS:	P182W4-P182W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	صاحبي
     IS_TRANS:	SAHby
        INDEX:	P182W5
      OFFSETS:	17-22
       TOKENS:	P182W5-P182W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SAHibiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	SAHib+iy
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+my

 INPUT STRING:	شيتد
     IS_TRANS:	$ytd
        INDEX:	P182W6
      OFFSETS:	23-27
       TOKENS:	P182W7-P182W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	($ytd)
          POS:	FOREIGN
          VOC:	$ytd
        GLOSS:	nogloss

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P182W7
      OFFSETS:	28-30
       TOKENS:	P182W8-P182W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	م
     IS_TRANS:	m
        INDEX:	P182W8
      OFFSETS:	31-32
       TOKENS:	P182W9-P182W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(m)
          POS:	TYPO
          VOC:	m
        GLOSS:	nogloss

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P182W9
      OFFSETS:	33-35
       TOKENS:	P182W10-P182W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P182W10
      OFFSETS:	36-39
       TOKENS:	P182W11-P182W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	obtain/acquire/get/be obtained/be acquired/occur/happen/take place+he/it

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P182W11
      OFFSETS:	40-43
       TOKENS:	P182W12-P182W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P182W12
      OFFSETS:	44-46
       TOKENS:	P182W13-P182W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	أرجعلوش
     IS_TRANS:	>rjElw$
        INDEX:	P182W13
      OFFSETS:	47-54
       TOKENS:	P182W14-P182W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(AarojaE_luw$)
          POS:	IV1S+IV+PREP+PRON_3MS+NEG_PART
          VOC:	Aa+rojaE+li+uh+$
        GLOSS:	I+come back/go back/return back/return+to/for+him+not

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P183W1
      OFFSETS:	0-4
       TOKENS:	P183W1-P183W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P183W2
      OFFSETS:	5-7
       TOKENS:	P183W3-P183W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	قلتش
     IS_TRANS:	qlt$
        INDEX:	P183W3
      OFFSETS:	8-12
       TOKENS:	P183W4-P183W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qulti$)
          POS:	PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	qul+t+$
        GLOSS:	said/say/be said/(for example)+I+not

 INPUT STRING:	إنك
     IS_TRANS:	<nk
        INDEX:	P183W4
      OFFSETS:	13-16
       TOKENS:	P183W6-P183W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ik)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	<in~+ik
        GLOSS:	that+you

 INPUT STRING:	بتهزري
     IS_TRANS:	bthzry
        INDEX:	P183W5
      OFFSETS:	17-23
       TOKENS:	P183W8-P183W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[haz~ar_1]
   UNSPLITVOC:	(bitihaz~ariy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+haz~ar+iy
        GLOSS:	[present-tense]+you+joke/make fun+you

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P183W6
      OFFSETS:	24-27
       TOKENS:	P183W10-P183W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بأرخم
     IS_TRANS:	b>rxm
        INDEX:	P183W7
      OFFSETS:	28-33
       TOKENS:	P183W11-P183W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(b>rxm)
          POS:	NO_FUNC
          VOC:	b>rxm
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P183W8
      OFFSETS:	34-36
       TOKENS:	P183W12-P183W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	enough/ only

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P184W1
      OFFSETS:	0-2
       TOKENS:	P184W1-P184W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	عملت
     IS_TRANS:	Emlt
        INDEX:	P184W2
      OFFSETS:	3-7
       TOKENS:	P184W2-P184W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Eamal+it
        GLOSS:	function/make/act/do+it/they/she

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P184W3
      OFFSETS:	8-11
       TOKENS:	P184W3-P184W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	just like that

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P184W4
      OFFSETS:	12-16
       TOKENS:	P184W4-P184W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P185W1
      OFFSETS:	0-2
       TOKENS:	P185W1-P185W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	يمنى
     IS_TRANS:	ymnY
        INDEX:	P185W2
      OFFSETS:	3-7
       TOKENS:	P185W2-P185W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yumonaY_1]
   UNSPLITVOC:	(yumonaY)
          POS:	NOUN_PROP
          VOC:	yumonaY
        GLOSS:	yumna

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P185W3
      OFFSETS:	8-12
       TOKENS:	P185W3-P185W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwl)
          POS:	IV3MS+IV
          VOC:	yi+quwl
        GLOSS:	he/it+said/say/be said/(for example)

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P185W4
      OFFSETS:	13-16
       TOKENS:	P185W4-P185W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	la+hA
        GLOSS:	to/for+her/it

 INPUT STRING:	كلمتين
     IS_TRANS:	klmtyn
        INDEX:	P185W5
      OFFSETS:	17-23
       TOKENS:	P185W6-P185W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(kilomitayn)
          POS:	NOUN+NSUFF_FEM_DU
          VOC:	kilom+itayn
        GLOSS:	word+two

 INPUT STRING:	كويسين
     IS_TRANS:	kwysyn
        INDEX:	P185W6
      OFFSETS:	24-30
       TOKENS:	P185W7-P185W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~isiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	kuway~is+iyn
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive+two

 INPUT STRING:	وينزل
     IS_TRANS:	wynzl
        INDEX:	P185W7
      OFFSETS:	31-36
       TOKENS:	P185W8-P185W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazal_1]
   UNSPLITVOC:	(wiyinozil)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+nozil
        GLOSS:	and+he/it+descend/stay

 INPUT STRING:	معاها
     IS_TRANS:	mEAhA
        INDEX:	P185W8
      OFFSETS:	37-42
       TOKENS:	P185W10-P185W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	with+its/their/her

 INPUT STRING:	يعطوا
     IS_TRANS:	yETwA
        INDEX:	P185W9
      OFFSETS:	43-48
       TOKENS:	P185W12-P185W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEoTay_1]
   UNSPLITVOC:	(yiEoTuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+EoT+uwA
        GLOSS:	they+be provided/hand over/give/provide+we

 INPUT STRING:	وما
     IS_TRANS:	wmA
        INDEX:	P185W10
      OFFSETS:	49-52
       TOKENS:	P185W13-P185W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(wimA)
          POS:	CONJ+NEG_PART
          VOC:	wi+mA
        GLOSS:	and+not

 INPUT STRING:	يكلمهاش
     IS_TRANS:	yklmhA$
        INDEX:	P185W11
      OFFSETS:	53-60
       TOKENS:	P185W15-P185W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(yikal~imhA$)
          POS:	IV3MS+IV+IVSUFF_DO:3FS+NEG_PART
          VOC:	yi+kal~im+hA+$
        GLOSS:	he/it+talk/speak/talk to+it/them/her+not

 INPUT STRING:	ثاني
     IS_TRANS:	vAny
        INDEX:	P185W12
      OFFSETS:	61-65
       TOKENS:	P185W18-P185W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniy)
          POS:	ADJ
          VOC:	vAniy
        GLOSS:	second/next/II/secondly

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P185W13
      OFFSETS:	65-66
       TOKENS:	P185W19-P185W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P185W14
      OFFSETS:	67-71
       TOKENS:	P185W20-P185W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	one/individual

 INPUT STRING:	وسخ
     IS_TRANS:	wsx
        INDEX:	P185W15
      OFFSETS:	72-75
       TOKENS:	P185W21-P185W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wisix_1]
   UNSPLITVOC:	(wisix)
          POS:	ADJ
          VOC:	wisix
        GLOSS:	oily/fatty/greasy/fat/meaty/over-weight/plump/obese/filthy

 INPUT STRING:	وهي
     IS_TRANS:	why
        INDEX:	P185W16
      OFFSETS:	76-79
       TOKENS:	P185W22-P185W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy_1]
   UNSPLITVOC:	(wihiy)
          POS:	CONJ+INTERJ
          VOC:	wi+hiy
        GLOSS:	and+Gloss:TBA

 INPUT STRING:	بتخلي
     IS_TRANS:	btxly
        INDEX:	P185W17
      OFFSETS:	80-85
       TOKENS:	P185W24-P185W24
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(btxly)
          POS:	NO_FUNC
          VOC:	btxly
        GLOSS:	nogloss

 INPUT STRING:	يوطيها
     IS_TRANS:	ywTyhA
        INDEX:	P185W18
      OFFSETS:	86-92
       TOKENS:	P185W25-P185W25
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ywTyhA)
          POS:	NO_FUNC
          VOC:	ywTyhA
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P186W1
      OFFSETS:	0-3
       TOKENS:	P186W1-P186W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	اتخانقت
     IS_TRANS:	AtxAnqt
        INDEX:	P186W2
      OFFSETS:	4-11
       TOKENS:	P186W2-P186W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoxAniq_1]
   UNSPLITVOC:	(AitoxAniqt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	AitoxAniq+t
        GLOSS:	quarrel/quarril+I

 INPUT STRING:	معاها
     IS_TRANS:	mEAhA
        INDEX:	P186W3
      OFFSETS:	12-17
       TOKENS:	P186W3-P186W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	with+its/their/her

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P186W4
      OFFSETS:	18-20
       TOKENS:	P186W5-P186W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	يقلش
     IS_TRANS:	yql$
        INDEX:	P186W5
      OFFSETS:	21-25
       TOKENS:	P186W6-P186W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qal~_1]
   UNSPLITVOC:	(yiqil~i$)
          POS:	IV3MS+IV+NEG_PART
          VOC:	yi+qil~+$
        GLOSS:	he/it+be less/decrease/diminish/decreased+not

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P186W6
      OFFSETS:	26-28
       TOKENS:	P186W8-P186W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	5
     IS_TRANS:	5
        INDEX:	P186W7
      OFFSETS:	29-30
       TOKENS:	P186W9-P186W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(5)
          POS:	ADJ_NUM
          VOC:	5
        GLOSS:	5

 INPUT STRING:	مرات
     IS_TRANS:	mrAt
        INDEX:	P186W8
      OFFSETS:	31-35
       TOKENS:	P186W10-P186W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~At)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	mar~+At
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+[fem.pl.]

 INPUT STRING:	بسبب
     IS_TRANS:	bsbb
        INDEX:	P186W9
      OFFSETS:	36-40
       TOKENS:	P186W11-P186W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(bisabab)
          POS:	PREP+NOUN
          VOC:	bi+sabab
        GLOSS:	with/by+reason/cause/because of/due to/reasons/causes/circumstances

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P186W10
      OFFSETS:	41-43
       TOKENS:	P186W13-P186W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P186W11
      OFFSETS:	44-46
       TOKENS:	P186W14-P186W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
