 INPUT STRING:	أريك
     IS_TRANS:	E$An
        INDEX:	P16W5
      OFFSETS:	21-25
       TOKENS:	P16W8-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	بيقولوا
     IS_TRANS:	byqwlwA
        INDEX:	P16W6
      OFFSETS:	26-33
       TOKENS:	P16W10-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyuquwluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yu+quwl+uwA
        GLOSS:	[present-tense]+they+said/say/be said/(for example)+they

 INPUT STRING:	المطر
     IS_TRANS:	AlmTr
        INDEX:	P16W7
      OFFSETS:	34-39
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maTar_1]
   UNSPLITVOC:	(AlmaTar)
          POS:	DET+NOUN
          VOC:	Al+maTar
        GLOSS:	the+rain

 INPUT STRING:	هيستمر
     IS_TRANS:	hystmr
        INDEX:	P16W8
      OFFSETS:	40-46
       TOKENS:	P16W13-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotamar~_1]
   UNSPLITVOC:	(Hayisotamir~)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+sotamir~
        GLOSS:	will+he/it+last (time)/continue

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P16W9
      OFFSETS:	47-50
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	اليوم
     IS_TRANS:	Alywm
        INDEX:	P16W10
      OFFSETS:	51-56
       TOKENS:	P16W16-P16W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(Alyuwm)
          POS:	DET+NOUN
          VOC:	Al+yuwm
        GLOSS:	the+today/day/some day/ever/days

 INPUT STRING:	إحنا
     IS_TRANS:	<HnA
        INDEX:	P17W1
      OFFSETS:	0-4
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P17W2
      OFFSETS:	5-8
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	المطر
     IS_TRANS:	AlmTr
        INDEX:	P17W3
      OFFSETS:	9-14
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maTar_1]
   UNSPLITVOC:	(AlmaTar)
          POS:	DET+NOUN
          VOC:	Al+maTar
        GLOSS:	the+rain

 INPUT STRING:	وقفت
     IS_TRANS:	wqft
        INDEX:	P17W4
      OFFSETS:	15-19
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiqif_1]
   UNSPLITVOC:	(wiqofit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	wiqof+it
        GLOSS:	stand/block+it/they/she

 INPUT STRING:	والشوارع
     IS_TRANS:	wAl$wArE
        INDEX:	P17W5
      OFFSETS:	20-28
       TOKENS:	P17W5-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(wiAl$awAriE)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+$awAriE
        GLOSS:	and+the+street/streets/legislator

 INPUT STRING:	نشفت
     IS_TRANS:	n$ft
        INDEX:	P17W6
      OFFSETS:	29-33
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ni$if_1]
   UNSPLITVOC:	(ni$ofit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	ni$of+it
        GLOSS:	dry+it/they/she

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P17W7
      OFFSETS:	34-38
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	ADV
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement/well

 INPUT STRING:	وطبعا
     IS_TRANS:	wTbEA
        INDEX:	P17W8
      OFFSETS:	39-44
       TOKENS:	P17W9-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(wiTaboEAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+TaboE+AF
        GLOSS:	and+temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	نورت
     IS_TRANS:	nwrt
        INDEX:	P17W9
      OFFSETS:	45-49
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naw~r_1]
   UNSPLITVOC:	(naw~rit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	naw~r+it
        GLOSS:	shed light/enlighten+it/they/she

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P17W10
      OFFSETS:	50-52
       TOKENS:	P17W12-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	الصبح
     IS_TRANS:	AlSbH
        INDEX:	P17W11
      OFFSETS:	53-58
       TOKENS:	P17W13-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SuboH_1]
   UNSPLITVOC:	(AlSuboH)
          POS:	DET+NOUN
          VOC:	Al+SuboH
        GLOSS:	the+morning/daybreak/mornings

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
        INDEX:	P18W1
      OFFSETS:	0-4
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P18W2
      OFFSETS:	5-7
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	الصبح
     IS_TRANS:	AlSbH
        INDEX:	P18W3
      OFFSETS:	8-13
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SuboH_1]
   UNSPLITVOC:	(AlSuboH)
          POS:	DET+NOUN
          VOC:	Al+SuboH
        GLOSS:	the+morning/daybreak/mornings

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P18W4
      OFFSETS:	14-17
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	ضلمه
     IS_TRANS:	Dlmh
        INDEX:	P18W5
      OFFSETS:	18-22
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dalomap_1]
   UNSPLITVOC:	(Dalomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Dalom+ap
        GLOSS:	dark/gloomy/glomy/darken+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P18W6
      OFFSETS:	23-26
       TOKENS:	P18W6-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	عز
     IS_TRANS:	Ez
        INDEX:	P18W7
      OFFSETS:	27-29
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eiz~_1]
   UNSPLITVOC:	(Eiz~)
          POS:	NOUN
          VOC:	Eiz~
        GLOSS:	power/rank/renown/prime/peak

 INPUT STRING:	الشتا
     IS_TRANS:	Al$tA
        INDEX:	P18W8
      OFFSETS:	30-35
       TOKENS:	P18W9-P18W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$itA_1]
   UNSPLITVOC:	(Al$itA)
          POS:	DET+NOUN
          VOC:	Al+$itA
        GLOSS:	the+winter/winters/rain/rains

 INPUT STRING:	الجو
     IS_TRANS:	Aljw
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaw~_1]
   UNSPLITVOC:	(Aljaw~)
          POS:	DET+NOUN
          VOC:	Al+jaw~
        GLOSS:	the+climate/atmosphere/by air/by plane/air

 INPUT STRING:	السنة
     IS_TRANS:	Alsnp
        INDEX:	P19W2
      OFFSETS:	5-10
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(Alsanap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+san+ap
        GLOSS:	the+year/years+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P19W3
      OFFSETS:	11-13
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	غريب
     IS_TRANS:	gryb
        INDEX:	P19W4
      OFFSETS:	14-18
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gariyb_1]
   UNSPLITVOC:	(gariyb)
          POS:	ADJ
          VOC:	gariyb
        GLOSS:	strange

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P19W5
      OFFSETS:	19-23
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	NOUN
          VOC:	xAliS
        GLOSS:	pure/clear/sincere/very/absolutely

 INPUT STRING:	المطر
     IS_TRANS:	AlmTr
        INDEX:	P19W6
      OFFSETS:	24-29
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maTar_1]
   UNSPLITVOC:	(AlmaTar)
          POS:	DET+NOUN
          VOC:	Al+maTar
        GLOSS:	the+rain

 INPUT STRING:	زيادة
     IS_TRANS:	zyAdp
        INDEX:	P19W7
      OFFSETS:	30-35
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziyAdap_1]
   UNSPLITVOC:	(ziyAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ziyAd+ap
        GLOSS:	increase/addition+[fem.sg.]

 INPUT STRING:	شويتين
     IS_TRANS:	$wytyn
        INDEX:	P19W8
      OFFSETS:	36-42
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	($wytyn)
          POS:	NO_FUNC
          VOC:	$wytyn
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مبسوط
     IS_TRANS:	mbswT
        INDEX:	P20W2
      OFFSETS:	4-9
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mabosuwT_1]
   UNSPLITVOC:	(mabosuwT)
          POS:	ADJ
          VOC:	mabosuwT
        GLOSS:	cheerful

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P20W3
      OFFSETS:	10-14
       TOKENS:	P20W3-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	ماضطريتش
     IS_TRANS:	mADTryt$
        INDEX:	P20W4
      OFFSETS:	15-23
       TOKENS:	P20W5-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiDoTar~_1]
   UNSPLITVOC:	(mAAiDoTar~iyt$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+AiDoTar~+iyt+$
        GLOSS:	not+compel/force/oblige/be compelled/be forced/be obligated+I+not

 INPUT STRING:	اسقي
     IS_TRANS:	Asqy
        INDEX:	P20W5
      OFFSETS:	24-28
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[saqaY_1]
   UNSPLITVOC:	(Aasqiy)
          POS:	IV1S+IV
          VOC:	Aa+sqiy
        GLOSS:	I+irrigate

 INPUT STRING:	الجنينه
     IS_TRANS:	Aljnynh
        INDEX:	P20W6
      OFFSETS:	29-36
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jiniynap_1]
   UNSPLITVOC:	(Aljiniynap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jiniyn+ap
        GLOSS:	the+garden/gardens/park/orchard/public garden/recreation ground+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P20W7
      OFFSETS:	37-40
       TOKENS:	P20W10-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	مره
     IS_TRANS:	mrh
        INDEX:	P20W8
      OFFSETS:	41-44
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	الجنينة
     IS_TRANS:	Aljnynp
        INDEX:	P21W2
      OFFSETS:	3-10
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jiniynap_1]
   UNSPLITVOC:	(Aljiniynap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jiniyn+ap
        GLOSS:	the+garden/gardens/park/orchard/public garden/recreation ground+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P21W3
      OFFSETS:	11-13
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	no/not

 INPUT STRING:	شربت
     IS_TRANS:	$rbt
        INDEX:	P21W4
      OFFSETS:	14-18
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$irib_1]
   UNSPLITVOC:	($irobit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	$irob+it
        GLOSS:	drink/be drunk/be caused absorb/soak up/make drink/sip/water/sate+it/they/she

 INPUT STRING:	وبس
     IS_TRANS:	wbs
        INDEX:	P21W5
      OFFSETS:	19-22
       TOKENS:	P21W5-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(wibas~)
          POS:	PART+ADV
          VOC:	wi+bas~
        GLOSS:	so/and+enough

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P21W6
      OFFSETS:	23-25
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	طفحت
     IS_TRANS:	TfHt
        INDEX:	P21W7
      OFFSETS:	26-30
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TafaH_1]
   UNSPLITVOC:	(TafaHit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	TafaH+it
        GLOSS:	overflow+she/it

 INPUT STRING:	ميه
     IS_TRANS:	myh
        INDEX:	P21W8
      OFFSETS:	31-34
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[may~ap_1]
   UNSPLITVOC:	(may~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	may~+ap
        GLOSS:	water+[fem.sg.]

 INPUT STRING:	السنه
     IS_TRANS:	Alsnh
        INDEX:	P21W9
      OFFSETS:	35-40
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(Alsanap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+san+ap
        GLOSS:	the+year/years+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P21W10
      OFFSETS:	41-43
       TOKENS:	P21W11-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	شغل
     IS_TRANS:	$gl
        INDEX:	P22W1
      OFFSETS:	0-3
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	($ugol)
          POS:	NOUN
          VOC:	$ugol
        GLOSS:	work/activity/occupation/labor/business

 INPUT STRING:	الجنينة
     IS_TRANS:	Aljnynp
        INDEX:	P22W2
      OFFSETS:	4-11
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jiniynap_1]
   UNSPLITVOC:	(Aljiniynap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jiniyn+ap
        GLOSS:	the+garden/gardens/park/orchard/public garden/recreation ground+[fem.sg.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P22W3
      OFFSETS:	12-14
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	عاوز
     IS_TRANS:	EAwz
        INDEX:	P22W4
      OFFSETS:	15-19
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwiz)
          POS:	ADJ
          VOC:	EAwiz
        GLOSS:	wanting/needing

 INPUT STRING:	مزاج
     IS_TRANS:	mzAj
        INDEX:	P22W5
      OFFSETS:	20-24
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mazAj_1]
   UNSPLITVOC:	(mazAj)
          POS:	NOUN
          VOC:	mazAj
        GLOSS:	mixture/mixtures/temperament/mood/feeling/moods/temperaments/mod

 INPUT STRING:	وصبر
     IS_TRANS:	wSbr
        INDEX:	P22W6
      OFFSETS:	25-29
       TOKENS:	P22W6-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sabor_1]
   UNSPLITVOC:	(wiSabor)
          POS:	CONJ+NOUN
          VOC:	wi+Sabor
        GLOSS:	and+patience/endurance

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/(actually/in effect)/acts+[acc.indef.]

 INPUT STRING:	الظاهر
     IS_TRANS:	AlZAhr
        INDEX:	P23W2
      OFFSETS:	5-11
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAhir_1]
   UNSPLITVOC:	(AlZAhir)
          POS:	DET+ADJ
          VOC:	Al+ZAhir
        GLOSS:	the+evident/apparent/manifest/visible

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P23W3
      OFFSETS:	12-16
       TOKENS:	P23W3-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+her/it

 INPUT STRING:	طفحت
     IS_TRANS:	TfHt
        INDEX:	P23W4
      OFFSETS:	17-21
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TafaH_1]
   UNSPLITVOC:	(TafaHit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	TafaH+it
        GLOSS:	overflow+she/it

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P23W5
      OFFSETS:	22-24
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البيزمنت
     IS_TRANS:	Albyzmnt
        INDEX:	P23W6
      OFFSETS:	25-33
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Albyzmnt)
          POS:	FOREIGN
          VOC:	Albyzmnt
        GLOSS:	nogloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P23W7
      OFFSETS:	34-36
       TOKENS:	P23W8-P23W8
