 INPUT STRING:	ناني
 INPUT STRING:	شعري
     IS_TRANS:	$Ery
        INDEX:	P37W3
      OFFSETS:	10-14
       TOKENS:	P37W3-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEorap_1]
   UNSPLITVOC:	($aEoriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	$aEor+iy
        GLOSS:	hair/hairs/hair-piece+my

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P37W4
      OFFSETS:	15-17
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	هنروح
     IS_TRANS:	hnrwH
        INDEX:	P37W5
      OFFSETS:	18-23
       TOKENS:	P37W6-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HaniruwH)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+ruwH
        GLOSS:	will+we+begin/go

 INPUT STRING:	car4
     IS_TRANS:	car4
        INDEX:	P37W6
      OFFSETS:	24-28
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(car4)
          POS:	FOREIGN
          VOC:	car4
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P37W7
      OFFSETS:	28-29
       TOKENS:	P37W9-P37W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P38W1
      OFFSETS:	0-3
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	هتفكسوا
     IS_TRANS:	htfkswA
        INDEX:	P38W2
      OFFSETS:	4-11
       TOKENS:	P38W2-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fakas_1]
   UNSPLITVOC:	(HatifokisuwA)
          POS:	FUT_PART+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+ti+fokis+uwA
        GLOSS:	will+you+cancle+you

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P38W3
      OFFSETS:	12-16
       TOKENS:	P38W4-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P38W4
      OFFSETS:	17-19
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	هتفكسي
     IS_TRANS:	htfksy
        INDEX:	P38W5
      OFFSETS:	20-26
       TOKENS:	P38W7-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fakas_1]
   UNSPLITVOC:	(Hatifokisiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+fokis+iy
        GLOSS:	will+you+cancle+you

 INPUT STRING:	هأروح
     IS_TRANS:	h>rwH
        INDEX:	P38W6
      OFFSETS:	27-32
       TOKENS:	P38W9-P38W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(Ha>aruwH)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+>aruwH
        GLOSS:	will+I+go

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P38W7
      OFFSETS:	33-36
       TOKENS:	P38W11-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بصي
     IS_TRANS:	bSy
        INDEX:	P39W1
      OFFSETS:	0-3
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P39W2
      OFFSETS:	4-7
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	هأروح
     IS_TRANS:	h>rwH
        INDEX:	P39W3
      OFFSETS:	8-13
       TOKENS:	P39W3-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(Ha>aruwH)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+>aruwH
        GLOSS:	will+I+go

 INPUT STRING:	car4
     IS_TRANS:	car4
        INDEX:	P39W4
      OFFSETS:	14-18
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(car4)
          POS:	FOREIGN
          VOC:	car4
        GLOSS:	nogloss

 INPUT STRING:	خلصي
     IS_TRANS:	xlSy
        INDEX:	P39W5
      OFFSETS:	19-23
       TOKENS:	P39W6-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aS_1]
   UNSPLITVOC:	(xal~aSiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	xal~aS+iy
        GLOSS:	purify/refine/clarify+you

 INPUT STRING:	وتل
     IS_TRANS:	wtl
        INDEX:	P39W6
      OFFSETS:	24-27
       TOKENS:	P39W7-P39W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wtl)
          POS:	FOREIGN
          VOC:	wtl
        GLOSS:	nogloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P39W7
      OFFSETS:	28-30
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mn)
          POS:	FOREIGN
          VOC:	mn
        GLOSS:	nogloss

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P39W8
      OFFSETS:	31-33
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P39W9
      OFFSETS:	34-36
       TOKENS:	P39W10-P39W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	تردي
     IS_TRANS:	trdy
        INDEX:	P39W10
      OFFSETS:	37-41
       TOKENS:	P39W11-P39W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(tirud~iy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+rud~+iy
        GLOSS:	you+answer/reply/return/be returned/be given back+you

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P39W11
      OFFSETS:	42-45
       TOKENS:	P39W12-P39W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	أمي
     IS_TRANS:	>my
        INDEX:	P39W12
      OFFSETS:	46-49
       TOKENS:	P39W13-P39W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(>um~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>um~+iy
        GLOSS:	mother/maternal/mothers+my

 INPUT STRING:	هأجيلك
     IS_TRANS:	h>jylk
        INDEX:	P39W13
      OFFSETS:	50-56
       TOKENS:	P39W15-P39W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gih]
   UNSPLITVOC:	(HaAa>jy_lik)
          POS:	FUT_PART+IV1S+IV+PREP+PRON_2FS
          VOC:	Ha+Aa+>jiy+li+ik
        GLOSS:	will+I+come+to/for+you

 INPUT STRING:	الكوافير
     IS_TRANS:	AlkwAfyr
        INDEX:	P39W14
      OFFSETS:	57-65
       TOKENS:	P39W19-P39W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kuwAfiyr_1]
   UNSPLITVOC:	(AlkuwAfiyr)
          POS:	DET+NOUN
          VOC:	Al+kuwAfayr
        GLOSS:	the+hair stylist

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P40W1
      OFFSETS:	0-3
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	اهه
     IS_TRANS:	Ahh
        INDEX:	P40W2
      OFFSETS:	4-7
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Ahh)
          POS:	NO_FUNC
          VOC:	Ahh
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P40W3
      OFFSETS:	8-10
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ريري
     IS_TRANS:	ryry
        INDEX:	P40W4
      OFFSETS:	11-15
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riyriy_1]
   UNSPLITVOC:	(riyriy)
          POS:	NOUN_PROP
          VOC:	riyriy
        GLOSS:	Riri

 INPUT STRING:	رايحة
     IS_TRANS:	rAyHp
        INDEX:	P41W1
      OFFSETS:	0-5
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyoHap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	rAyoH+ap
        GLOSS:	going+[fem.sg.]

 INPUT STRING:	طارق
     IS_TRANS:	TArq
        INDEX:	P41W2
      OFFSETS:	6-10
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAriq_1]
   UNSPLITVOC:	(TAriq)
          POS:	NOUN_PROP
          VOC:	TAriq
        GLOSS:	Tariq

 INPUT STRING:	نانا
     IS_TRANS:	nAnA
        INDEX:	P42W1
      OFFSETS:	0-4
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAnA_1]
   UNSPLITVOC:	(nAnA)
          POS:	NOUN_PROP
          VOC:	nAnA
        GLOSS:	Nana

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P42W2
      OFFSETS:	5-7
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	تنسيش
     IS_TRANS:	tnsy$
        INDEX:	P42W3
      OFFSETS:	8-13
       TOKENS:	P42W3-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisiy_1]
   UNSPLITVOC:	(tinosiy$)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	ti+nos+iy+$
        GLOSS:	you+forget/forgot+you+not

 INPUT STRING:	تقولي
     IS_TRANS:	tqwly
        INDEX:	P42W4
      OFFSETS:	14-19
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwliy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+quwl+iy
        GLOSS:	you+said/say/be said/(for example)+you

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P42W5
      OFFSETS:	20-23
       TOKENS:	P42W6-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lihum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for/to+them [masc.pl.]

 INPUT STRING:	حاضر
     IS_TRANS:	HADr
        INDEX:	P43W1
      OFFSETS:	0-4
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HADir_1]
   UNSPLITVOC:	(HADir)
          POS:	ADJ
          VOC:	HADir
        GLOSS:	present

 INPUT STRING:	نانا
     IS_TRANS:	nAnA
        INDEX:	P44W1
      OFFSETS:	0-4
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAnA_1]
   UNSPLITVOC:	(nAnA)
          POS:	NOUN_PROP
          VOC:	nAnA
        GLOSS:	Nana

 INPUT STRING:	بصي
     IS_TRANS:	bSy
        INDEX:	P44W2
      OFFSETS:	5-8
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	رايحة
     IS_TRANS:	rAyHp
        INDEX:	P44W3
      OFFSETS:	9-14
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyoHap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	rAyoH+ap
        GLOSS:	going+[fem.sg.]

 INPUT STRING:	كوافير
     IS_TRANS:	kwAfyr
        INDEX:	P44W4
      OFFSETS:	15-21
       TOKENS:	P44W4-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kuwAfiyr_1]
   UNSPLITVOC:	(kuwAfiyr)
          POS:	NOUN
          VOC:	kuwAfayr
        GLOSS:	hair stylist

 INPUT STRING:	أقرب
     IS_TRANS:	>qrb
        INDEX:	P44W5
      OFFSETS:	22-26
       TOKENS:	P44W5-P44W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqorab_1]
   UNSPLITVOC:	(>aqorab)
          POS:	ADJ_COMP
          VOC:	>aqorab
        GLOSS:	soonest/nearer/nearest/more/most likely

 INPUT STRING:	خلصي
     IS_TRANS:	xlSy
        INDEX:	P45W1
      OFFSETS:	0-4
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aS_1]
   UNSPLITVOC:	(xal~aSiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	xal~aS+iy
        GLOSS:	purify/refine/clarify+you

 INPUT STRING:	وكلميني
     IS_TRANS:	wklmyny
        INDEX:	P45W2
      OFFSETS:	5-12
       TOKENS:	P45W2-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(wikal~imiyniy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	wi+kal~im+iy+niy
        GLOSS:	and+talk/speak/talk to+you+me

 INPUT STRING:	ريري
     IS_TRANS:	ryry
        INDEX:	P46W1
      OFFSETS:	0-4
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riyriy_1]
   UNSPLITVOC:	(riyriy)
          POS:	NOUN_PROP
          VOC:	riyriy
        GLOSS:	Riri

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P47W1
      OFFSETS:	0-2
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	نازلة
     IS_TRANS:	nAzlp
        INDEX:	P47W2
      OFFSETS:	3-8
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAzil_1]
   UNSPLITVOC:	(nAzolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAzol+ap
        GLOSS:	descending/staying+[fem.sg.]

 INPUT STRING:	أدى
     IS_TRANS:	>dY
        INDEX:	P47W3
      OFFSETS:	9-12
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>dY)
          POS:	FOREIGN
          VOC:	>dY
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P47W4
      OFFSETS:	12-13
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P48W1
      OFFSETS:	0-2
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P48W2
      OFFSETS:	3-4
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P49W1
      OFFSETS:	0-1
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	عملتي
     IS_TRANS:	Emlty
        INDEX:	P50W1
      OFFSETS:	0-5
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamaltiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	Eamal+tiy
        GLOSS:	function/make/act/do+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P50W2
      OFFSETS:	6-9
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P50W3
      OFFSETS:	10-12
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ست
     IS_TRANS:	st
        INDEX:	P50W4
      OFFSETS:	13-15
       TOKENS:	P50W4-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sit~_1]
   UNSPLITVOC:	(sit~)
          POS:	NOUN
          VOC:	sit~
        GLOSS:	lady/miss/ladies/misses

 INPUT STRING:	عندنا
     IS_TRANS:	EndnA
        INDEX:	P51W1
      OFFSETS:	0-5
       TOKENS:	P51W1-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Eanod+nA
        GLOSS:	at/have/possession/with+our

 INPUT STRING:	عزومة
     IS_TRANS:	Ezwmp
        INDEX:	P51W2
      OFFSETS:	6-11
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Euzuwmap_1]
   UNSPLITVOC:	(Euzuwmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Euzuwm+ap
        GLOSS:	invitation/banquet+[fem.sg.]

 INPUT STRING:	>
     IS_TRANS:	>
        INDEX:	P52W1
      OFFSETS:	0-1
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(>)
          POS:	PUNC
          VOC:	>
        GLOSS:	nogloss

 INPUT STRING:	مديه
     IS_TRANS:	mdyh
        INDEX:	P52W2
      OFFSETS:	1-5
       TOKENS:	P52W2-P52W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mdyh)
          POS:	FOREIGN
          VOC:	mdyh
        GLOSS:	nogloss

 INPUT STRING:	أوميتتد
     IS_TRANS:	>wmyttd
        INDEX:	P52W3
      OFFSETS:	6-13
       TOKENS:	P52W3-P52W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>wmyttd)
          POS:	FOREIGN
          VOC:	>wmyttd
        GLOSS:	nogloss

 INPUT STRING:	<
     IS_TRANS:	<
        INDEX:	P52W4
      OFFSETS:	13-14
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(<)
          POS:	PUNC
          VOC:	<
        GLOSS:	nogloss

 INPUT STRING:	شكلك
     IS_TRANS:	$klk
        INDEX:	P53W1
      OFFSETS:	0-4
       TOKENS:	P53W1-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akolik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	$akol+ik
        GLOSS:	manner/form/configuration/manners/types/forms/configurations+your

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P53W2
      OFFSETS:	5-8
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	sweet/pleasant

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P53W3
      OFFSETS:	9-12
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
