 INPUT STRING:	طب
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P272W1
      OFFSETS:	0-2
       TOKENS:	P272W1-P272W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	قاعدة
     IS_TRANS:	qAEdp
        INDEX:	P272W2
      OFFSETS:	3-8
       TOKENS:	P272W2-P272W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qAEod+ap
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)+[fem.sg.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P272W3
      OFFSETS:	9-11
       TOKENS:	P272W3-P272W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	مريم
     IS_TRANS:	mrym
        INDEX:	P272W4
      OFFSETS:	12-16
       TOKENS:	P272W4-P272W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroyam_1]
   UNSPLITVOC:	(maroyam)
          POS:	NOUN_PROP
          VOC:	maroyam
        GLOSS:	Mariam/Miriam/Mary

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P273W1
      OFFSETS:	0-3
       TOKENS:	P273W1-P273W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	قشدة
     IS_TRANS:	q$dp
        INDEX:	P273W2
      OFFSETS:	4-8
       TOKENS:	P273W2-P273W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qi$dap_1]
   UNSPLITVOC:	(qi$dap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$d+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P274W1
      OFFSETS:	0-3
       TOKENS:	P274W1-P274W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P274W2
      OFFSETS:	4-8
       TOKENS:	P274W3-P274W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P274W3
      OFFSETS:	8-9
       TOKENS:	P274W4-P274W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P275W1
      OFFSETS:	0-2
       TOKENS:	P275W1-P275W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	قشدة
     IS_TRANS:	q$dp
        INDEX:	P275W2
      OFFSETS:	3-7
       TOKENS:	P275W2-P275W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qi$dap_1]
   UNSPLITVOC:	(qi$dap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$d+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P275W3
      OFFSETS:	8-9
       TOKENS:	P275W3-P275W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	حاأقى
     IS_TRANS:	HA>qY
        INDEX:	P276W1
      OFFSETS:	0-5
       TOKENS:	P276W1-P276W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HA>qY)
          POS:	TYPO
          VOC:	HA>qY
        GLOSS:	nogloss

 INPUT STRING:	احكي
     IS_TRANS:	AHky
        INDEX:	P276W2
      OFFSETS:	6-10
       TOKENS:	P276W2-P276W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HakaY_1]
   UNSPLITVOC:	(AaHokiy)
          POS:	IV1S+IV
          VOC:	Aa+Hokiy
        GLOSS:	I+relate/report/tell/be related/be reported/be told

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P276W3
      OFFSETS:	11-13
       TOKENS:	P276W3-P276W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	for/to+you

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P276W4
      OFFSETS:	14-18
       TOKENS:	P276W5-P276W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	تبقي
     IS_TRANS:	tbqy
        INDEX:	P276W5
      OFFSETS:	19-23
       TOKENS:	P276W6-P276W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(tiboqiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+boq+iy
        GLOSS:	you+become/begin/start/be/begin a new day+you

 INPUT STRING:	فاضية
     IS_TRANS:	fADyp
        INDEX:	P276W6
      OFFSETS:	24-29
       TOKENS:	P276W7-P276W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fADoy+ap
        GLOSS:	empty/unoccupied/free+[fem.sg.]

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P277W1
      OFFSETS:	0-2
       TOKENS:	P277W1-P277W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	اتا
     IS_TRANS:	AtA
        INDEX:	P277W2
      OFFSETS:	3-6
       TOKENS:	P277W2-P277W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AtA)
          POS:	TYPO
          VOC:	AtA
        GLOSS:	nogloss

 INPUT STRING:	فاضية
     IS_TRANS:	fADyp
        INDEX:	P277W3
      OFFSETS:	7-12
       TOKENS:	P277W3-P277W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fADoy+ap
        GLOSS:	empty/unoccupied/free+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P277W4
      OFFSETS:	13-16
       TOKENS:	P277W4-P277W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بايتة
     IS_TRANS:	bAytp
        INDEX:	P277W5
      OFFSETS:	17-22
       TOKENS:	P277W5-P277W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bAyit_1]
   UNSPLITVOC:	(bAyotap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	bAyot+ap
        GLOSS:	sleeping+[fem.sg.]

 INPUT STRING:	معاها
     IS_TRANS:	mEAhA
        INDEX:	P277W6
      OFFSETS:	23-28
       TOKENS:	P277W6-P277W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	with+its/their/her

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P277W7
      OFFSETS:	29-31
       TOKENS:	P277W8-P277W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P278W1
      OFFSETS:	0-2
       TOKENS:	P278W1-P278W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	قشدة
     IS_TRANS:	q$dp
        INDEX:	P278W2
      OFFSETS:	3-7
       TOKENS:	P278W2-P278W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qi$dap_1]
   UNSPLITVOC:	(qi$dap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$d+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	بتعملي
     IS_TRANS:	btEmly
        INDEX:	P278W3
      OFFSETS:	8-14
       TOKENS:	P278W3-P278W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiliy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Eomil+iy
        GLOSS:	[present-tense]+you+function/make/act/do+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P278W4
      OFFSETS:	15-18
       TOKENS:	P278W5-P278W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	قاعدة
     IS_TRANS:	qAEdp
        INDEX:	P279W1
      OFFSETS:	0-5
       TOKENS:	P279W1-P279W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qAEod+ap
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P279W2
      OFFSETS:	6-8
       TOKENS:	P279W2-P279W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بأعمل
     IS_TRANS:	b>Eml
        INDEX:	P279W3
      OFFSETS:	9-14
       TOKENS:	P279W3-P279W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bAaEomil)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+Eomil
        GLOSS:	[present-tense]+I+function/make/act/do

 INPUT STRING:	احكي
     IS_TRANS:	AHky
        INDEX:	P279W4
      OFFSETS:	15-19
       TOKENS:	P279W5-P279W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HakaY_1]
   UNSPLITVOC:	(AiHokiy)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AiHokiy+(null)
        GLOSS:	relate/report/tell/be related/be reported/be told+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P279W5
      OFFSETS:	20-22
       TOKENS:	P279W6-P279W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me/I

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P280W1
      OFFSETS:	0-4
       TOKENS:	P280W1-P280W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	وشريف
     IS_TRANS:	w$ryf
        INDEX:	P280W2
      OFFSETS:	5-10
       TOKENS:	P280W2-P280W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iriyf_1]
   UNSPLITVOC:	(wi$iriyf)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+$iriyf
        GLOSS:	and+Sheriff

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P280W3
      OFFSETS:	11-16
       TOKENS:	P280W4-P280W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be/was/were+they

 INPUT STRING:	ماسكين
     IS_TRANS:	mAskyn
        INDEX:	P280W4
      OFFSETS:	17-23
       TOKENS:	P280W5-P280W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAsik_1]
   UNSPLITVOC:	(mAsokiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	mAsok+iyn
        GLOSS:	grabbing/holding+[pl.]

 INPUT STRING:	الموبايل
     IS_TRANS:	AlmwbAyl
        INDEX:	P280W5
      OFFSETS:	24-32
       TOKENS:	P280W6-P280W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwbAyil_1]
   UNSPLITVOC:	(AlmuwbAyil)
          POS:	DET+NOUN
          VOC:	Al+muwbAyil
        GLOSS:	the+mobile phone/Mobile/cell phones/mobiles

 INPUT STRING:	وكتبوا
     IS_TRANS:	wktbwA
        INDEX:	P280W6
      OFFSETS:	33-39
       TOKENS:	P280W7-P280W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(wikatabuwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+katab+uwA
        GLOSS:	and+write/be written/be fated/be destined+they

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P280W7
      OFFSETS:	40-44
       TOKENS:	P280W9-P280W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P280W8
      OFFSETS:	45-48
       TOKENS:	P280W10-P280W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	وبتاع
     IS_TRANS:	wbtAE
        INDEX:	P280W9
      OFFSETS:	49-54
       TOKENS:	P280W11-P280W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(wibitAE)
          POS:	CONJ+NOUN
          VOC:	wi+bitAE
        GLOSS:	and+owners/something/belongings

 INPUT STRING:	فهي
     IS_TRANS:	fhy
        INDEX:	P281W1
      OFFSETS:	0-3
       TOKENS:	P281W1-P281W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(fahiy~a)
          POS:	CONJ+PRON_3FS
          VOC:	fa+hiy~a
        GLOSS:	so/and+it/they/she

 INPUT STRING:	قالت
     IS_TRANS:	qAlt
        INDEX:	P281W2
      OFFSETS:	4-8
       TOKENS:	P281W3-P281W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAlit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qAl+it
        GLOSS:	said/say/be said/(for example)+it/they/she

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P281W3
      OFFSETS:	9-13
       TOKENS:	P281W4-P281W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P281W4
      OFFSETS:	13-14
       TOKENS:	P281W5-P281W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ردت
     IS_TRANS:	rdt
        INDEX:	P282W1
      OFFSETS:	0-3
       TOKENS:	P282W1-P282W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(rad~iyt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	rad~+it
        GLOSS:	answer/reply/return/be returned/be given back+I

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P282W2
      OFFSETS:	4-7
       TOKENS:	P282W2-P282W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P282W3
      OFFSETS:	8-11
       TOKENS:	P282W3-P282W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P282W4
      OFFSETS:	12-15
       TOKENS:	P282W4-P282W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P282W5
      OFFSETS:	15-16
       TOKENS:	P282W5-P282W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P282W6
      OFFSETS:	17-20
       TOKENS:	P282W6-P282W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P282W7
      OFFSETS:	20-21
       TOKENS:	P282W7-P282W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	قالت
     IS_TRANS:	qAlt
        INDEX:	P283W1
      OFFSETS:	0-4
       TOKENS:	P283W1-P283W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAlit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qAl+it
        GLOSS:	said/say/be said/(for example)+it/they/she

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P283W2
      OFFSETS:	5-10
       TOKENS:	P283W2-P283W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	اكلم
     IS_TRANS:	Aklm
        INDEX:	P283W3
      OFFSETS:	11-15
       TOKENS:	P283W3-P283W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(Aakal~im)
          POS:	IV1S+IV
          VOC:	Aa+kal~im
        GLOSS:	I+talk/speak/talk to

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P283W4
      OFFSETS:	16-20
       TOKENS:	P283W4-P283W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	قعدت
     IS_TRANS:	qEdt
        INDEX:	P284W1
      OFFSETS:	0-4
       TOKENS:	P284W1-P284W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(qaEadit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qaEad+it
        GLOSS:	sit down/be seated/remain+it/they/she

 INPUT STRING:	تكلمه
     IS_TRANS:	tklmh
        INDEX:	P284W2
      OFFSETS:	5-10
       TOKENS:	P284W2-P284W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(tikal~imuh)
          POS:	IV3FS+IV+IVSUFF_DO:3MS
          VOC:	ti+kal~im+uh
        GLOSS:	it/they/she+talk/speak/talk to+it/him

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P284W3
      OFFSETS:	11-14
       TOKENS:	P284W4-P284W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	وتقول
     IS_TRANS:	wtqwl
        INDEX:	P284W4
      OFFSETS:	15-20
       TOKENS:	P284W5-P284W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(witiquwl)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+quwl
        GLOSS:	and+it/they/she+said/say/be said/(for example)

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P284W5
      OFFSETS:	21-23
       TOKENS:	P284W7-P284W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+it/him

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P284W6
      OFFSETS:	24-27
       TOKENS:	P284W9-P284W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	أملي
     IS_TRANS:	>mly
