 INPUT STRING:	أريك
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone

 INPUT STRING:	سءا
     IS_TRANS:	s'A
        INDEX:	P40W4
      OFFSETS:	12-15
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(s'A)
          POS:	TYPO
          VOC:	s'A
        GLOSS:	nogloss

 INPUT STRING:	عليا
     IS_TRANS:	ElyA
        INDEX:	P40W5
      OFFSETS:	16-20
       TOKENS:	P40W5-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealayi~A)
          POS:	PREP+PRON_1S
          VOC:	Eala+yi~A
        GLOSS:	anout+me

 INPUT STRING:	وأنا
     IS_TRANS:	w>nA
        INDEX:	P40W6
      OFFSETS:	21-25
       TOKENS:	P40W7-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	SUB_CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	while+I/me

 INPUT STRING:	برة
     IS_TRANS:	brp
        INDEX:	P40W7
      OFFSETS:	26-29
       TOKENS:	P40W9-P40W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bar~ah_1]
   UNSPLITVOC:	(bar~ah)
          POS:	NOUN
          VOC:	bar~ah
        GLOSS:	outside/outer part/overseas/exterior/out of play/leaving/departing/exiting

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P40W8
      OFFSETS:	30-31
       TOKENS:	P40W10-P40W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P40W9
      OFFSETS:	31-32
       TOKENS:	P40W11-P40W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P40W10
      OFFSETS:	32-33
       TOKENS:	P40W12-P40W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P40W11
      OFFSETS:	33-34
       TOKENS:	P40W13-P40W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P40W12
      OFFSETS:	34-35
       TOKENS:	P40W14-P40W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P41W1
      OFFSETS:	0-2
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	خالتي
     IS_TRANS:	xAlty
        INDEX:	P41W2
      OFFSETS:	3-8
       TOKENS:	P41W2-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAlap_1]
   UNSPLITVOC:	(xAltiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	xAl+ap+iy
        GLOSS:	maternal aunt/maternal aunts+[fem.sg.]+my

 INPUT STRING:	وبتسال
     IS_TRANS:	wbtsAl
        INDEX:	P41W3
      OFFSETS:	9-15
       TOKENS:	P41W4-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(wibitiso>al)
          POS:	CONJ+PROG_PART+IV2FS+IV
          VOC:	wi+bi+ti+so>al
        GLOSS:	and+[present-tense]+you+ask/inquire/request/be asked

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P41W4
      OFFSETS:	16-18
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P41W5
      OFFSETS:	19-23
       TOKENS:	P41W8-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Eanod+ak
        GLOSS:	at/have/possession/with+you

 INPUT STRING:	راسين
     IS_TRANS:	rAsyn
        INDEX:	P41W6
      OFFSETS:	24-29
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAs_1]
   UNSPLITVOC:	(rAsiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	rAs+iyn
        GLOSS:	head+two

 INPUT STRING:	توم
     IS_TRANS:	twm
        INDEX:	P41W7
      OFFSETS:	30-33
       TOKENS:	P41W11-P41W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tuwm_1]
   UNSPLITVOC:	(tuwm)
          POS:	NOUN
          VOC:	tuwm
        GLOSS:	garlic

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P41W8
      OFFSETS:	34-38
       TOKENS:	P41W12-P41W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	NOUN
          VOC:	mumokin
        GLOSS:	possibilities

 INPUT STRING:	تسلفيهالها
     IS_TRANS:	tslfyhAlhA
        INDEX:	P41W9
      OFFSETS:	39-49
       TOKENS:	P41W13-P41W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tslfyhAlhA)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3FS+PREP+PRON_3FS
          VOC:	ti+salif+iy+hA+l+hA
        GLOSS:	you + lend + you+it/her+to+her

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P42W1
      OFFSETS:	0-2
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P42W2
      OFFSETS:	3-6
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	just like that

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P42W3
      OFFSETS:	7-10
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	under

 INPUT STRING:	أمرك
     IS_TRANS:	>mrk
        INDEX:	P42W4
      OFFSETS:	11-15
       TOKENS:	P42W4-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(>amorik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	>amor+ik
        GLOSS:	matter/issue/matters/issues/order/command/orders/commands+your

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P43W1
      OFFSETS:	0-3
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P43W2
      OFFSETS:	4-8
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P43W3
      OFFSETS:	9-12
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	حا
     IS_TRANS:	HA
        INDEX:	P43W4
      OFFSETS:	13-15
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HA_1]
   UNSPLITVOC:	(HA)
          POS:	FUT_PART
          VOC:	HA
        GLOSS:	will

 INPUT STRING:	أشرفكم
     IS_TRANS:	>$rfkm
        INDEX:	P43W5
      OFFSETS:	16-22
       TOKENS:	P43W5-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ar~af_1]
   UNSPLITVOC:	(Aa$ar~afkum)
          POS:	IV1S+IV+IVSUFF_DO:2P
          VOC:	Aa+$ar~af+kum
        GLOSS:	I+honor+you

 INPUT STRING:	بحضورى
     IS_TRANS:	bHDwrY
        INDEX:	P43W6
      OFFSETS:	23-29
       TOKENS:	P43W7-P43W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HuDuwr_1]
   UNSPLITVOC:	(biHuDuwriy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	bi+HuDuwr+iy
        GLOSS:	with/by+presence+my

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P43W7
      OFFSETS:	30-34
       TOKENS:	P43W10-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorah_1]
   UNSPLITVOC:	(bukorah)
          POS:	NOUN
          VOC:	bukorah
        GLOSS:	tomorrow/sometime in the future/meal/luncheon/breakfast/lunch

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P44W1
      OFFSETS:	0-2
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بسرعه
     IS_TRANS:	bsrEh
        INDEX:	P44W2
      OFFSETS:	3-8
       TOKENS:	P44W2-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suroEap_1]
   UNSPLITVOC:	(bisuroEap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+suroE+ap
        GLOSS:	with/by+speed/velocity/promptness/speeds+[fem.sg.]

 INPUT STRING:	وحياتك
     IS_TRANS:	wHyAtk
        INDEX:	P44W3
      OFFSETS:	9-15
       TOKENS:	P44W4-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(wiHayAtak)
          POS:	CONJ+NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	wi+HayA+ap+ak
        GLOSS:	and+life/lives+[fem.sg.]+your

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P44W4
      OFFSETS:	16-20
       TOKENS:	P44W7-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Eala$An_2]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+because

 INPUT STRING:	الملوخيه
     IS_TRANS:	Almlwxyh
        INDEX:	P44W5
      OFFSETS:	21-29
       TOKENS:	P44W9-P44W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muluwxy~ap_1]
   UNSPLITVOC:	(Almuluwxy~ap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	Almuluwxy~+ap
        GLOSS:	green soup+[fem.sg.]

 INPUT STRING:	عالنار
     IS_TRANS:	EAlnAr
        INDEX:	P44W6
      OFFSETS:	30-36
       TOKENS:	P44W10-P44W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAr_1]
   UNSPLITVOC:	(EaAlnAr)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+nAr
        GLOSS:	on/above+the+fire/shooting/burning/fires

 INPUT STRING:	جالنا
     IS_TRANS:	jAlnA
        INDEX:	P45W1
      OFFSETS:	0-5
       TOKENS:	P45W1-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(jA_linA)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1P
          VOC:	jA+(null)+li+nA
        GLOSS:	occur/came/come/reach/arrive+he/it+to/for+us

 INPUT STRING:	استدعا
     IS_TRANS:	AstdEA
        INDEX:	P45W2
      OFFSETS:	6-12
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<istidEA_1]
   UNSPLITVOC:	(AstdEA)
          POS:	NOUN
          VOC:	AstdEA
        GLOSS:	notification

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P45W3
      OFFSETS:	13-18
       TOKENS:	P45W5-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$An_2]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+because

 INPUT STRING:	مزنوقين
     IS_TRANS:	mznwqyn
        INDEX:	P45W4
      OFFSETS:	19-26
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mazonuwq_1]
   UNSPLITVOC:	(mazonuwqiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	mazonuwq+iyn
        GLOSS:	clustered in+[masc.plur.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P45W5
      OFFSETS:	27-29
       TOKENS:	P45W8-P45W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P45W6
      OFFSETS:	30-34
       TOKENS:	P45W9-P45W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P46W1
      OFFSETS:	0-2
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ألف
     IS_TRANS:	>lf
        INDEX:	P46W2
      OFFSETS:	3-6
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>alof_1]
   UNSPLITVOC:	(Alof)
          POS:	NOUN
          VOC:	Alof
        GLOSS:	one thousand

 INPUT STRING:	مرحبه
     IS_TRANS:	mrHbh
        INDEX:	P46W3
      OFFSETS:	7-12
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maroHabap_1]
   UNSPLITVOC:	(maroHabap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maroHab+ap
        GLOSS:	welcoming+[fem.sg.]

 INPUT STRING:	بيتك
     IS_TRANS:	bytk
        INDEX:	P46W4
      OFFSETS:	13-17
       TOKENS:	P46W4-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(biytak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	biyt+ak
        GLOSS:	house/houses/verse/verses+your

 INPUT STRING:	ومطرحك
     IS_TRANS:	wmTrHk
        INDEX:	P46W5
      OFFSETS:	18-24
       TOKENS:	P46W6-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maToraH_1]
   UNSPLITVOC:	(wimaToraHak)
          POS:	CONJ+NOUN+POSS_PRON_2MS
          VOC:	wi+maToraH+ak
        GLOSS:	and+place/seat/places/seats+your

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P46W6
      OFFSETS:	25-27
       TOKENS:	P46W9-P46W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اسد
     IS_TRANS:	Asd
        INDEX:	P46W7
      OFFSETS:	28-31
       TOKENS:	P46W10-P46W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asad_1]
   UNSPLITVOC:	(>asad)
          POS:	NOUN
          VOC:	>asad
        GLOSS:	lion/lions/lioness

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P47W1
      OFFSETS:	0-4
       TOKENS:	P47W1-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يفك
     IS_TRANS:	yfk
        INDEX:	P47W2
      OFFSETS:	5-8
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~_1]
   UNSPLITVOC:	(yifuk~)
          POS:	IV3MS+IV
          VOC:	yi+fuk~
        GLOSS:	he/it+separate/dismantle/detach/disengage

 INPUT STRING:	زنقتهم
     IS_TRANS:	znqthm
        INDEX:	P47W3
      OFFSETS:	9-15
       TOKENS:	P47W4-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zanoqap_1]
   UNSPLITVOC:	(zanoqithum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	zanoq+it+hum
        GLOSS:	squeezing situation+[fem.sg.]+their

 INPUT STRING:	لحسن
     IS_TRANS:	lHsn
        INDEX:	P47W4
      OFFSETS:	16-20
       TOKENS:	P47W6-P47W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laHosan_1]
   UNSPLITVOC:	(laHosan)
          POS:	CONJ
          VOC:	laHosan
        GLOSS:	because

 INPUT STRING:	الزنقه
     IS_TRANS:	Alznqh
        INDEX:	P47W5
      OFFSETS:	21-27
       TOKENS:	P47W7-P47W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zanoqap_1]
   UNSPLITVOC:	(Alzanoqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+zanoq+ap
        GLOSS:	the+buildup/mobilization/crowd/gathering/concentration/crowds/throngs/gatherings+[fem.sg.]

 INPUT STRING:	بتبقي
     IS_TRANS:	btbqy
        INDEX:	P47W6
      OFFSETS:	28-33
       TOKENS:	P47W8-P47W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(bitiboqaY)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+boqaY
        GLOSS:	[present-tense]+you+become/begin/start/be/begin a new day

 INPUT STRING:	صعبه
     IS_TRANS:	SEbh
        INDEX:	P47W7
      OFFSETS:	34-38
       TOKENS:	P47W10-P47W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(SaEobap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	SaEob+ap
        GLOSS:	difficult/hard/arduous+[fem.sg.]

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P47W8
      OFFSETS:	39-42
       TOKENS:	P47W11-P47W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	أخوكم
     IS_TRANS:	>xwkm
        INDEX:	P48W1
      OFFSETS:	0-5
       TOKENS:	P48W1-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(>axuwkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	>axuw+kum
        GLOSS:	brothers/fraternity/brotherhood+your

 INPUT STRING:	مزنوق
     IS_TRANS:	mznwq
        INDEX:	P48W2
      OFFSETS:	6-11
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mazonuwq_1]
   UNSPLITVOC:	(mazonuwq)
          POS:	ADJ
          VOC:	mazonuwq
        GLOSS:	in a bad situation

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P48W3
      OFFSETS:	12-15
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	رأى
     IS_TRANS:	r>Y
        INDEX:	P48W4
      OFFSETS:	16-19
       TOKENS:	P48W5-P48W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea/opinions/views/ideas

 INPUT STRING:	مدرسة
     IS_TRANS:	mdrsp
        INDEX:	P48W5
      OFFSETS:	20-25
       TOKENS:	P48W6-P48W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(madorasap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	madoras+ap
        GLOSS:	school/schools+[fem.sg.]

 INPUT STRING:	المشاغبين
     IS_TRANS:	Alm$Agbyn
        INDEX:	P48W6
      OFFSETS:	26-35
       TOKENS:	P48W7-P48W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu$Agib_1]
   UNSPLITVOC:	(Almu$Agibiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+mu$Agib+iyn
        GLOSS:	the+agitator/subverter/rioter+[masc.plur.]

 INPUT STRING:	مدرسة
     IS_TRANS:	mdrsp
        INDEX:	P49W1
      OFFSETS:	0-5
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(madorasap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	madoras+ap
        GLOSS:	school/schools+[fem.sg.]

 INPUT STRING:	المشاغبين
     IS_TRANS:	Alm$Agbyn
