 INPUT STRING:	فانك
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	فل
     IS_TRANS:	fl
        INDEX:	P26W2
      OFFSETS:	4-6
       TOKENS:	P26W2-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fi_1]
   UNSPLITVOC:	(fil)
          POS:	PREP+DET
          VOC:	fi+Al
        GLOSS:	in+the

 INPUT STRING:	سرير
     IS_TRANS:	sryr
        INDEX:	P26W3
      OFFSETS:	7-11
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siriyr_1]
   UNSPLITVOC:	(siriyr)
          POS:	NOUN
          VOC:	siriyr
        GLOSS:	bed/couch/beds/couches

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P26W4
      OFFSETS:	12-14
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	laughing

 INPUT STRING:	hahahaha
     IS_TRANS:	hahahaha
        INDEX:	P27W1
      OFFSETS:	0-8
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(hahahaha)
          POS:	TRANSLIT_ERR
          VOC:	hahahaha
        GLOSS:	hahahaha

 INPUT STRING:	نامي
     IS_TRANS:	nAmy
        INDEX:	P27W2
      OFFSETS:	9-13
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nAmiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	nAm+iy
        GLOSS:	sleep/lie down+you

 INPUT STRING:	بقي
     IS_TRANS:	bqy
        INDEX:	P27W3
      OFFSETS:	14-17
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P27W4
      OFFSETS:	18-19
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P27W5
      OFFSETS:	20-21
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(f)
          POS:	TYPO
          VOC:	f
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P28W1
      OFFSETS:	0-2
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P28W2
      OFFSETS:	3-8
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P28W3
      OFFSETS:	9-10
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	يد
     IS_TRANS:	yd
        INDEX:	P28W4
      OFFSETS:	11-13
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yad~_1]
   UNSPLITVOC:	(yad~)
          POS:	NOUN
          VOC:	yad~
        GLOSS:	hand/hands/dor handle

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P29W1
      OFFSETS:	0-3
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P29W2
      OFFSETS:	4-5
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	(
     IS_TRANS:	(
        INDEX:	P29W3
      OFFSETS:	6-7
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(()
          POS:	PUNC
          VOC:	(
        GLOSS:	(

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P30W1
      OFFSETS:	0-3
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P30W2
      OFFSETS:	4-5
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P30W3
      OFFSETS:	6-7
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P30W4
      OFFSETS:	8-10
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	جايلي
     IS_TRANS:	jAyly
        INDEX:	P30W5
      OFFSETS:	11-16
       TOKENS:	P30W5-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAy_1]
   UNSPLITVOC:	(jAy_liy)
          POS:	ADJ.VN+PREP+PRON_1S
          VOC:	jAy+li+iy
        GLOSS:	coming+to/for+I

 INPUT STRING:	نوم
     IS_TRANS:	nwm
        INDEX:	P30W6
      OFFSETS:	17-20
       TOKENS:	P30W8-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nuwm_1]
   UNSPLITVOC:	(nuwm)
          POS:	NOUN
          VOC:	nuwm
        GLOSS:	sleep

 INPUT STRING:	احكيلك
     IS_TRANS:	AHkylk
        INDEX:	P31W1
      OFFSETS:	0-6
       TOKENS:	P31W1-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HakaY_1]
   UNSPLITVOC:	(AaHokiy_lik)
          POS:	IV1S+IV+PREP+PRON_2FS
          VOC:	Aa+Hokiy+li+ik
        GLOSS:	I+relate/report/tell/be related/be reported/be told+to/for+you

 INPUT STRING:	حدوته
     IS_TRANS:	Hdwth
        INDEX:	P31W2
      OFFSETS:	7-12
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~uwtap_1]
   UNSPLITVOC:	(Had~uwtap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Had~uwt+ap
        GLOSS:	story for children+[fem.sg.]

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P31W3
      OFFSETS:	13-14
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	بتو
     IS_TRANS:	btw
        INDEX:	P31W4
      OFFSETS:	15-18
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(btw)
          POS:	NO_FUNC
          VOC:	btw
        GLOSS:	nogloss

 INPUT STRING:	عملتلك
     IS_TRANS:	Emltlk
        INDEX:	P31W5
      OFFSETS:	19-25
       TOKENS:	P31W7-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamalt_lik)
          POS:	PV+PVSUFF_SUBJ:1S+PREP+PRON_2FS
          VOC:	Eamal+t+li+ik
        GLOSS:	function/make/act/do+I+to/for+you

 INPUT STRING:	فلو
     IS_TRANS:	flw
        INDEX:	P31W6
      OFFSETS:	26-29
       TOKENS:	P31W10-P31W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(flw)
          POS:	TYPO
          VOC:	flw
        GLOSS:	nogloss

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P32W1
      OFFSETS:	0-2
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	اوكي
     IS_TRANS:	Awky
        INDEX:	P32W2
      OFFSETS:	3-7
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Auwok~iyh_1]
   UNSPLITVOC:	(Auwok~iyh)
          POS:	INTERJ
          VOC:	Auwok~iyh
        GLOSS:	ok

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P32W3
      OFFSETS:	8-9
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	هحكيلك
     IS_TRANS:	hHkylk
        INDEX:	P33W1
      OFFSETS:	0-6
       TOKENS:	P33W1-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HakaY_1]
   UNSPLITVOC:	(HaAaHokiy_lik)
          POS:	FUT_PART+IV1S+IV+PREP+PRON_2FS
          VOC:	Ha+Aa+Hokiy+li+ik
        GLOSS:	will+I+relate/report/tell/be related/be reported/be told+to/for+you

 INPUT STRING:	حدوتت
     IS_TRANS:	Hdwtt
        INDEX:	P33W2
      OFFSETS:	7-12
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~uwtap_1]
   UNSPLITVOC:	(Had~uwtit)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Had~uwt+ap
        GLOSS:	story for children+[fem.sg.]

 INPUT STRING:	سنو
     IS_TRANS:	snw
        INDEX:	P33W3
      OFFSETS:	13-16
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(snw)
          POS:	FOREIGN
          VOC:	snw
        GLOSS:	nogloss

 INPUT STRING:	وحتي
     IS_TRANS:	wHty
        INDEX:	P33W4
      OFFSETS:	17-21
       TOKENS:	P33W7-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(wiHat~aY)
          POS:	CONJ+ADJ
          VOC:	wi+Hat~aY
        GLOSS:	and+even

 INPUT STRING:	دلوقتي
     IS_TRANS:	dlwqty
        INDEX:	P33W5
      OFFSETS:	22-28
       TOKENS:	P33W9-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	يارا
     IS_TRANS:	yArA
        INDEX:	P34W1
      OFFSETS:	0-4
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yArA_1]
   UNSPLITVOC:	(yArA)
          POS:	NOUN_PROP
          VOC:	yArA
        GLOSS:	Yara

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P34W2
      OFFSETS:	5-8
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P34W3
      OFFSETS:	9-11
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	princess
     IS_TRANS:	princess
        INDEX:	P34W4
      OFFSETS:	12-20
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(princess)
          POS:	TRANSLIT_ERR
          VOC:	princess
        GLOSS:	princess

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P34W5
      OFFSETS:	21-26
       TOKENS:	P34W5-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isom_1]
   UNSPLITVOC:	(<isomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	<isom+hA
        GLOSS:	name/names+its/their/her

 INPUT STRING:	يارا
     IS_TRANS:	yArA
        INDEX:	P34W6
      OFFSETS:	27-31
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yArA_1]
   UNSPLITVOC:	(yArA)
          POS:	NOUN_PROP
          VOC:	yArA
        GLOSS:	Yara

 INPUT STRING:	اوكي
     IS_TRANS:	Awky
        INDEX:	P35W1
      OFFSETS:	0-4
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Auwok~iyh_1]
   UNSPLITVOC:	(Auwok~iyh)
          POS:	INTERJ
          VOC:	Auwok~iyh
        GLOSS:	ok

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P35W2
      OFFSETS:	5-7
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	yah

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W1
      OFFSETS:	0-1
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P36W2
      OFFSETS:	2-6
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be/was/were+it/they/she

 INPUT STRING:	mo2daba
     IS_TRANS:	mo2daba
        INDEX:	P36W3
      OFFSETS:	7-14
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(mo2daba)
          POS:	TRANSLIT_ERR
          VOC:	mo2daba
        GLOSS:	mo2daba

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W4
      OFFSETS:	15-16
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P36W5
      OFFSETS:	17-19
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P36W6
      OFFSETS:	20-25
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(AlnAs)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	بتحبها
     IS_TRANS:	btHbhA
        INDEX:	P36W7
      OFFSETS:	26-32
       TOKENS:	P36W7-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bitiHib~ahA)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:3FS
          VOC:	bi+ti+Hib~+hA
        GLOSS:	[present-tense]+it/they/she+love/like/want+it/them/her

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W8
      OFFSETS:	33-34
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P36W9
      OFFSETS:	35-38
       TOKENS:	P36W11-P36W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	عندها
     IS_TRANS:	EndhA
        INDEX:	P36W10
      OFFSETS:	39-44
       TOKENS:	P36W12-P36W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Eanod+hA
        GLOSS:	at/have/possession/with+its/their/her

 INPUT STRING:	اختها
     IS_TRANS:	AxthA
        INDEX:	P36W11
      OFFSETS:	45-50
       TOKENS:	P36W14-P36W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(>uxotahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	>uxot+hA
        GLOSS:	sister/counterpart/sisters+its/their/her

 INPUT STRING:	ياسمينا
     IS_TRANS:	yAsmynA
        INDEX:	P36W12
      OFFSETS:	51-58
       TOKENS:	P36W16-P36W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yAsmiynA_1]
   UNSPLITVOC:	(yAsmiynA)
          POS:	NOUN_PROP
          VOC:	yAsmiynA
        GLOSS:	Yassmena

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P36W13
      OFFSETS:	59-60
       TOKENS:	P36W17-P36W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P36W14
      OFFSETS:	61-62
       TOKENS:	P36W18-P36W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(f)
          POS:	TYPO
          VOC:	f
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W15
      OFFSETS:	63-64
       TOKENS:	P36W19-P36W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P36W16
      OFFSETS:	65-68
       TOKENS:	P36W20-P36W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	بيحبه
     IS_TRANS:	byHbh
        INDEX:	P36W17
      OFFSETS:	69-74
       TOKENS:	P36W21-P36W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~uh)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	bi+yi+Hib~+uh
        GLOSS:	[present-tense]+he/it+love/like/want+it/him

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P36W18
      OFFSETS:	75-78
       TOKENS:	P36W24-P36W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P36W19
      OFFSETS:	79-82
       TOKENS:	P36W25-P36W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W20
      OFFSETS:	83-84
       TOKENS:	P36W26-P36W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P36W21
      OFFSETS:	85-88
       TOKENS:	P36W27-P36W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	بيعملوا
     IS_TRANS:	byEmlwA
        INDEX:	P36W22
      OFFSETS:	89-96
       TOKENS:	P36W28-P36W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(biyiEomiluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+Eomil+uwA
        GLOSS:	[present-tense]+they+function/make/act/do+we

 INPUT STRING:	dafayer
     IS_TRANS:	dafayer
        INDEX:	P36W23
      OFFSETS:	97-104
       TOKENS:	P36W30-P36W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(dafayer)
