 INPUT STRING:	سارة
        GLOSS:	it/they/she+become/begin/start/be/begin a new day

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P125W6
      OFFSETS:	26-31
       TOKENS:	P125W8-P125W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EaliyhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+her/it/them

 INPUT STRING:	bEd
     IS_TRANS:	bEd
        INDEX:	P126W1
      OFFSETS:	0-3
       TOKENS:	P126W1-P126W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	جواب
     IS_TRANS:	jwAb
        INDEX:	P126W2
      OFFSETS:	4-8
       TOKENS:	P126W2-P126W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jawAb_1]
   UNSPLITVOC:	(jawAb)
          POS:	NOUN
          VOC:	jawAb
        GLOSS:	answer/answers/letter/letters

 INPUT STRING:	الصيدلية
     IS_TRANS:	AlSydlyp
        INDEX:	P126W3
      OFFSETS:	9-17
       TOKENS:	P126W3-P126W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saydaliy~ap_1]
   UNSPLITVOC:	(AlSaydaliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Saydaliy~+ap
        GLOSS:	the+pharmacy+[fem.sg.]

 INPUT STRING:	Tbb
     IS_TRANS:	Tbb
        INDEX:	P127W1
      OFFSETS:	0-3
       TOKENS:	P127W1-P127W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Tbb)
          POS:	TYPO
          VOC:	Tbb
        GLOSS:	nogloss

 INPUT STRING:	مستشفى
     IS_TRANS:	mst$fY
        INDEX:	P127W2
      OFFSETS:	4-10
       TOKENS:	P127W2-P127W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$ofaY_1]
   UNSPLITVOC:	(musota$ofaY)
          POS:	NOUN
          VOC:	musota$ofaY
        GLOSS:	hospital/hospitals

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P128W1
      OFFSETS:	0-1
       TOKENS:	P128W1-P128W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	الأول
     IS_TRANS:	Al>wl
        INDEX:	P129W1
      OFFSETS:	0-5
       TOKENS:	P129W1-P129W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(AlAw~il)
          POS:	DET+ADJ
          VOC:	Al+Aw~il
        GLOSS:	the+first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	شهاداتي
     IS_TRANS:	$hAdAty
        INDEX:	P129W2
      OFFSETS:	6-13
       TOKENS:	P129W2-P129W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahAdap_1]
   UNSPLITVOC:	($ahAdAtiy)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_1S
          VOC:	$ahAd+At+iy
        GLOSS:	certificate/witness/testimony/martyrdom+[fem.pl.]+my

 INPUT STRING:	يتاكدوا
     IS_TRANS:	ytAkdwA
        INDEX:	P129W3
      OFFSETS:	14-21
       TOKENS:	P129W4-P129W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aito>ak~id_1]
   UNSPLITVOC:	(yito>ak~iduwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+to>ak~id+uwA
        GLOSS:	they+be verified/be certain+[pl.]

 INPUT STRING:	mn
     IS_TRANS:	mn
        INDEX:	P129W4
      OFFSETS:	22-24
       TOKENS:	P129W5-P129W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	صحتها
     IS_TRANS:	SHthA
        INDEX:	P129W5
      OFFSETS:	25-30
       TOKENS:	P129W6-P129W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiH~ap_1]
   UNSPLITVOC:	(SiH~ithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	SiH~+ap+hA
        GLOSS:	health/authenticity/truth/correctness+[fem.sg.]+its/their/her

 INPUT STRING:	fy
     IS_TRANS:	fy
        INDEX:	P129W6
      OFFSETS:	31-33
       TOKENS:	P129W8-P129W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P129W7
      OFFSETS:	34-37
       TOKENS:	P129W9-P129W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P130W1
      OFFSETS:	0-2
       TOKENS:	P130W1-P130W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	btAxd
     IS_TRANS:	btAxd
        INDEX:	P130W2
      OFFSETS:	3-8
       TOKENS:	P130W2-P130W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(bitAxud)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+t+Axud
        GLOSS:	[present-tense]+it/they/she+I/take

 INPUT STRING:	سنة
     IS_TRANS:	snp
        INDEX:	P130W3
      OFFSETS:	9-12
       TOKENS:	P130W4-P130W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year/years+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P131W1
      OFFSETS:	0-2
       TOKENS:	P131W1-P131W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	ينفعش
     IS_TRANS:	ynfE$
        INDEX:	P131W2
      OFFSETS:	3-8
       TOKENS:	P131W2-P131W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(yinofaE$)
          POS:	IV3MS+IV+NEG_PART
          VOC:	yi+nofaE+$
        GLOSS:	he/it+be of use+not

 INPUT STRING:	اشتغل
     IS_TRANS:	A$tgl
        INDEX:	P131W3
      OFFSETS:	9-14
       TOKENS:	P131W4-P131W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otagal_1]
   UNSPLITVOC:	(Aa$otagal)
          POS:	IV1S+IV
          VOC:	Aa+$otagal
        GLOSS:	I+function/direct/guide/lead/be directed/be guided/be lead/perform (function)

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P131W4
      OFFSETS:	15-19
       TOKENS:	P131W5-P131W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+her/it/them

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P131W5
      OFFSETS:	20-22
       TOKENS:	P131W7-P131W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_3]
   UNSPLITVOC:	(lA)
          POS:	PSEUDO_VERB
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	صيدليه
     IS_TRANS:	Sydlyh
        INDEX:	P131W6
      OFFSETS:	23-29
       TOKENS:	P131W8-P131W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saydaliy~ap_1]
   UNSPLITVOC:	(Saydaliy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Saydaliy~+ap
        GLOSS:	pharmacy+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P131W7
      OFFSETS:	30-33
       TOKENS:	P131W9-P131W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_3]
   UNSPLITVOC:	(walA)
          POS:	CONJ+PSEUDO_VERB
          VOC:	wa+lA
        GLOSS:	and+no

 INPUT STRING:	مستشفى
     IS_TRANS:	mst$fY
        INDEX:	P131W8
      OFFSETS:	34-40
       TOKENS:	P131W11-P131W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$ofaY_1]
   UNSPLITVOC:	(musota$ofaY)
          POS:	NOUN
          VOC:	musota$ofaY
        GLOSS:	hospital/hospitals

 INPUT STRING:	w
     IS_TRANS:	w
        INDEX:	P132W1
      OFFSETS:	0-1
       TOKENS:	P132W1-P132W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	lw
     IS_TRANS:	lw
        INDEX:	P132W2
      OFFSETS:	2-4
       TOKENS:	P132W2-P132W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P132W3
      OFFSETS:	5-10
       TOKENS:	P132W3-P132W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	اشتغل
     IS_TRANS:	A$tgl
        INDEX:	P132W4
      OFFSETS:	11-16
       TOKENS:	P132W4-P132W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otagal_1]
   UNSPLITVOC:	(Aa$otagal)
          POS:	IV1S+IV
          VOC:	Aa+$otagal
        GLOSS:	I+function/direct/guide/lead/be directed/be guided/be lead/perform (function)

 INPUT STRING:	ريل
     IS_TRANS:	ryl
        INDEX:	P132W5
      OFFSETS:	17-20
       TOKENS:	P132W5-P132W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(ryl)
          POS:	FOREIGN
          VOC:	ryl
        GLOSS:	nogloss

 INPUT STRING:	ريب
     IS_TRANS:	ryb
        INDEX:	P133W1
      OFFSETS:	0-3
       TOKENS:	P133W1-P133W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ryb)
          POS:	TYPO
          VOC:	ryb
        GLOSS:	nogloss

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P134W1
      OFFSETS:	0-2
       TOKENS:	P134W1-P134W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	ينفعش
     IS_TRANS:	ynfE$
        INDEX:	P134W2
      OFFSETS:	3-8
       TOKENS:	P134W2-P134W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(yinofaE$)
          POS:	IV3MS+IV+NEG_PART
          VOC:	yi+nofaE+$
        GLOSS:	he/it+be of use+not

 INPUT STRING:	mn
     IS_TRANS:	mn
        INDEX:	P134W3
      OFFSETS:	9-11
       TOKENS:	P134W4-P134W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P134W4
      OFFSETS:	12-15
       TOKENS:	P134W5-P134W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	rxSp
     IS_TRANS:	rxSp
        INDEX:	P134W5
      OFFSETS:	16-20
       TOKENS:	P134W6-P134W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruxoSap_1]
   UNSPLITVOC:	(ruxoSap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ruxoS+ap
        GLOSS:	license/permit/licenses/permits+[fem.sg.]

 INPUT STRING:	عربية
     IS_TRANS:	Erbyp
        INDEX:	P134W6
      OFFSETS:	21-26
       TOKENS:	P134W7-P134W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(Earabiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Earabiy~+ap
        GLOSS:	Arabic (language)/car+[fem.sg.]

 INPUT STRING:	اوف
     IS_TRANS:	Awf
        INDEX:	P135W1
      OFFSETS:	0-3
       TOKENS:	P135W1-P135W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Auwf_1]
   UNSPLITVOC:	(Auwf)
          POS:	INTERJ
          VOC:	Auwf
        GLOSS:	expressing boredom

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P136W1
      OFFSETS:	0-3
       TOKENS:	P136W1-P136W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	الملل
     IS_TRANS:	Almll
        INDEX:	P136W2
      OFFSETS:	4-9
       TOKENS:	P136W2-P136W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[malal_1]
   UNSPLITVOC:	(Almalal)
          POS:	DET+NOUN
          VOC:	Al+malal
        GLOSS:	the+boredom/annoyance

 INPUT STRING:	dp
     IS_TRANS:	dp
        INDEX:	P136W3
      OFFSETS:	10-12
       TOKENS:	P136W3-P136W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	w
     IS_TRANS:	w
        INDEX:	P137W1
      OFFSETS:	0-1
       TOKENS:	P137W1-P137W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	rxSp
     IS_TRANS:	rxSp
        INDEX:	P137W2
      OFFSETS:	2-6
       TOKENS:	P137W2-P137W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruxoSap_1]
   UNSPLITVOC:	(ruxoSap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ruxoS+ap
        GLOSS:	license/permit/licenses/permits+[fem.sg.]

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P137W3
      OFFSETS:	7-14
       TOKENS:	P137W3-P137W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+Arabic (language)/car+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P137W4
      OFFSETS:	15-17
       TOKENS:	P137W4-P137W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	ينفعش
     IS_TRANS:	ynfE$
        INDEX:	P137W5
      OFFSETS:	18-23
       TOKENS:	P137W5-P137W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(yinofaE$)
          POS:	IV3MS+IV+NEG_PART
          VOC:	yi+nofaE+$
        GLOSS:	he/it+be of use+not

 INPUT STRING:	تطلع
     IS_TRANS:	tTlE
        INDEX:	P137W6
      OFFSETS:	24-28
       TOKENS:	P137W7-P137W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(tiTolaE)
          POS:	IV3FS+IV
          VOC:	ti+TolaE
        GLOSS:	it/they/she+ascend/begin to/rise/start/seems/come out/get out/turn be

 INPUT STRING:	إلا
     IS_TRANS:	<lA
        INDEX:	P137W7
      OFFSETS:	29-32
       TOKENS:	P137W8-P137W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	PREP
          VOC:	<il~A
        GLOSS:	except

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P137W8
      OFFSETS:	33-37
       TOKENS:	P137W9-P137W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	SUB_CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	while+I/me

 INPUT STRING:	باشتغل
     IS_TRANS:	bA$tgl
        INDEX:	P137W9
      OFFSETS:	38-44
       TOKENS:	P137W11-P137W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otagal_1]
   UNSPLITVOC:	(bAa$otagal)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+$otagal
        GLOSS:	[present-tense]+I+function/direct/guide/lead/be directed/be guided/be lead/perform (function)

 INPUT STRING:	E
     IS_TRANS:	E
        INDEX:	P137W10
      OFFSETS:	45-46
       TOKENS:	P137W13-P137W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الأقل
     IS_TRANS:	Al>ql
        INDEX:	P137W11
      OFFSETS:	47-52
       TOKENS:	P137W14-P137W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqal~_1]
   UNSPLITVOC:	(Al>aqal~)
          POS:	DET+ADJ_COMP
          VOC:	Al+>aqal~
        GLOSS:	the+least/smallest/minimum

 INPUT STRING:	400
     IS_TRANS:	400
        INDEX:	P137W12
      OFFSETS:	53-56
       TOKENS:	P137W15-P137W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(400)
          POS:	NOUN_NUM
          VOC:	400
        GLOSS:	400

 INPUT STRING:	دينار
     IS_TRANS:	dynAr
        INDEX:	P137W13
      OFFSETS:	57-62
       TOKENS:	P137W16-P137W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diynAr_1]
   UNSPLITVOC:	(diynAr)
          POS:	NOUN
          VOC:	diynAr
        GLOSS:	dinar/dinars

 INPUT STRING:	w
     IS_TRANS:	w
        INDEX:	P137W14
      OFFSETS:	63-64
       TOKENS:	P137W17-P137W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	عدى
     IS_TRANS:	EdY
        INDEX:	P137W15
      OFFSETS:	65-68
       TOKENS:	P137W18-P137W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(Ead~aY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Ead~aY+(null)
        GLOSS:	traverse/cross/be traversed/be crossed+he/it

 INPUT STRING:	سنة
     IS_TRANS:	snp
        INDEX:	P137W16
      OFFSETS:	69-72
       TOKENS:	P137W19-P137W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year/years+[fem.sg.]

 INPUT STRING:	علىشغلى
     IS_TRANS:	ElY$glY
        INDEX:	P137W17
      OFFSETS:	73-80
       TOKENS:	P137W20-P137W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ElY$glY)
          POS:	TYPO
          VOC:	ElY$glY
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P137W18
      OFFSETS:	81-82
       TOKENS:	P137W21-P137W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P137W19
      OFFSETS:	82-83
       TOKENS:	P137W22-P137W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P137W20
      OFFSETS:	83-84
       TOKENS:	P137W23-P137W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	الشغل
     IS_TRANS:	Al$gl
        INDEX:	P138W1
      OFFSETS:	0-5
       TOKENS:	P138W1-P138W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	(Al$ugol)
          POS:	DET+NOUN
          VOC:	Al+$ugol
        GLOSS:	the+work/activity/occupation/labor/business

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P138W2
      OFFSETS:	6-10
       TOKENS:	P138W2-P138W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	ليا
     IS_TRANS:	lyA
        INDEX:	P138W3
      OFFSETS:	11-14
       TOKENS:	P138W3-P138W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~A)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me

 INPUT STRING:	A
     IS_TRANS:	A
        INDEX:	P138W4
      OFFSETS:	15-16
       TOKENS:	P138W5-P138W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(A)
          POS:	TYPO
          VOC:	A
