 INPUT STRING:	بأقول
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maraw~aH_1]
   UNSPLITVOC:	(maraw~aHap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maraw~aH+ap
        GLOSS:	going home+[fem.sg.]

 INPUT STRING:	منين
     IS_TRANS:	mnyn
        INDEX:	P30W3
      OFFSETS:	11-15
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miniyn_1]
   UNSPLITVOC:	(miniyn)
          POS:	INTERROG_ADV
          VOC:	miniyn
        GLOSS:	from where

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P30W4
      OFFSETS:	16-18
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بنت
     IS_TRANS:	bnt
        INDEX:	P30W5
      OFFSETS:	19-22
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binot)
          POS:	NOUN
          VOC:	binot
        GLOSS:	daughter/girl/daughters/girls

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P30W6
      OFFSETS:	22-23
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P31W1
      OFFSETS:	0-2
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بنتي
     IS_TRANS:	bnty
        INDEX:	P31W2
      OFFSETS:	3-7
       TOKENS:	P31W2-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	binot+iy
        GLOSS:	daughter/girl/daughters/girls+my

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P31W3
      OFFSETS:	8-12
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P31W4
      OFFSETS:	13-16
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الأقل
     IS_TRANS:	Al>ql
        INDEX:	P31W5
      OFFSETS:	17-22
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqal~_1]
   UNSPLITVOC:	(Al>aqal)
          POS:	DET+ADJ_COMP
          VOC:	Al+>aqal
        GLOSS:	the+least/smallest/minimum

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P31W6
      OFFSETS:	23-25
       TOKENS:	P31W7-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بيعرف
     IS_TRANS:	byErf
        INDEX:	P31W7
      OFFSETS:	26-31
       TOKENS:	P31W8-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(biyiEoraf)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Eoraf
        GLOSS:	[present-tense]+he/it+know

 INPUT STRING:	يكذب
     IS_TRANS:	yk*b
        INDEX:	P31W8
      OFFSETS:	32-36
       TOKENS:	P31W10-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ki*ib_1]
   UNSPLITVOC:	(yiko*ib)
          POS:	IV3MS+IV
          VOC:	yi+ko*ib
        GLOSS:	he/it+lie

 INPUT STRING:	حيحياة
     IS_TRANS:	HyHyAp
        INDEX:	P32W1
      OFFSETS:	0-6
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HyHyAp)
          POS:	TYPO
          VOC:	HyHyAp
        GLOSS:	nogloss

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P32W2
      OFFSETS:	7-10
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P32W3
      OFFSETS:	11-15
       TOKENS:	P32W3-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	كورس
     IS_TRANS:	kwrs
        INDEX:	P32W4
      OFFSETS:	16-20
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kuwrs_1]
   UNSPLITVOC:	(kuwrs)
          POS:	NOUN
          VOC:	kuwrs
        GLOSS:	course

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P32W5
      OFFSETS:	21-27
       TOKENS:	P32W6-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+then

 INPUT STRING:	رحت
     IS_TRANS:	rHt
        INDEX:	P32W6
      OFFSETS:	28-31
       TOKENS:	P32W8-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(ruHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	ruH+t
        GLOSS:	begin/go+I

 INPUT STRING:	اشوف
     IS_TRANS:	A$wf
        INDEX:	P32W7
      OFFSETS:	32-36
       TOKENS:	P32W9-P32W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Aa$uwf)
          POS:	IV1S+IV
          VOC:	Aa+$uwf
        GLOSS:	I+look

 INPUT STRING:	عكسيا
     IS_TRANS:	EksyA
        INDEX:	P32W8
      OFFSETS:	37-42
       TOKENS:	P32W10-P32W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(EksyA)
          POS:	TYPO
          VOC:	EksyA
        GLOSS:	nogloss

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P32W9
      OFFSETS:	43-47
       TOKENS:	P32W11-P32W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	there is+it

 INPUT STRING:	صالة
     IS_TRANS:	SAlp
        INDEX:	P32W10
      OFFSETS:	48-52
       TOKENS:	P32W13-P32W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAlap_1]
   UNSPLITVOC:	(SAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	SAl+ap
        GLOSS:	hall+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P32W11
      OFFSETS:	53-56
       TOKENS:	P32W14-P32W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P32W12
      OFFSETS:	57-59
       TOKENS:	P32W15-P32W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P32W13
      OFFSETS:	60-62
       TOKENS:	P32W16-P32W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	لقيتش
     IS_TRANS:	lqyt$
        INDEX:	P32W14
      OFFSETS:	63-68
       TOKENS:	P32W17-P32W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(laqayt$)
          POS:	PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	laq+ayt+$
        GLOSS:	find/be found/exist/ascertain/come upon/modal of probability/encounter/discover+I+not

 INPUT STRING:	ووصلنا
     IS_TRANS:	wwSlnA
        INDEX:	P32W15
      OFFSETS:	69-75
       TOKENS:	P32W19-P32W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waS~al_1]
   UNSPLITVOC:	(wiwaS~alnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+waS~al+nA
        GLOSS:	and+connect+we

 INPUT STRING:	رويدا
     IS_TRANS:	rwydA
        INDEX:	P32W16
      OFFSETS:	76-81
       TOKENS:	P32W21-P32W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ruwayodA_1]
   UNSPLITVOC:	(ruwayodA)
          POS:	NOUN_PROP
          VOC:	ruwayodA
        GLOSS:	Ruweida/Rowaida

 INPUT STRING:	ومروحة
     IS_TRANS:	wmrwHp
        INDEX:	P32W17
      OFFSETS:	82-88
       TOKENS:	P32W22-P32W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maraw~aH_1]
   UNSPLITVOC:	(wimaraw~aHap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+maraw~aH+ap
        GLOSS:	and+going home+[fem.sg.]

 INPUT STRING:	لوحدك
     IS_TRANS:	lwHdk
        INDEX:	P33W1
      OFFSETS:	0-5
       TOKENS:	P33W1-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodik)
          POS:	PREP+NOUN+POSS_PRON_2FS
          VOC:	li+waHod+ik
        GLOSS:	for/to+alone/only+your

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P33W2
      OFFSETS:	5-6
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P34W1
      OFFSETS:	0-6
       TOKENS:	P34W1-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+then

 INPUT STRING:	رمضان
     IS_TRANS:	rmDAn
        INDEX:	P34W2
      OFFSETS:	7-12
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaDAn_1]
   UNSPLITVOC:	(ramaDAn)
          POS:	NOUN_PROP
          VOC:	ramaDAn
        GLOSS:	Ramadan

 INPUT STRING:	بيحب
     IS_TRANS:	byHb
        INDEX:	P34W3
      OFFSETS:	13-17
       TOKENS:	P34W4-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Hib~
        GLOSS:	[present-tense]+he/it+love/like/want

 INPUT STRING:	السهر
     IS_TRANS:	Alshr
        INDEX:	P34W4
      OFFSETS:	18-23
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sahar_1]
   UNSPLITVOC:	(Alsahar)
          POS:	DET+NOUN
          VOC:	Al+sahar
        GLOSS:	the+sleeplessness/night without sleep

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P34W5
      OFFSETS:	24-25
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	معايا
     IS_TRANS:	mEAyA
        INDEX:	P35W1
      OFFSETS:	0-5
       TOKENS:	P35W1-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAyA)
          POS:	NOUN+POSS_PRON_1S
          VOC:	maEa+iy
        GLOSS:	with+my

 INPUT STRING:	رامي
     IS_TRANS:	rAmy
        INDEX:	P35W2
      OFFSETS:	6-10
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAmiy_1]
   UNSPLITVOC:	(rAmiy)
          POS:	NOUN_PROP
          VOC:	rAmiy
        GLOSS:	Sagittarius/Rami

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P35W3
      OFFSETS:	11-13
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	القصة
     IS_TRANS:	AlqSp
        INDEX:	P35W4
      OFFSETS:	14-19
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiS~ap_1]
   UNSPLITVOC:	(AlqiS~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qiS~+ap
        GLOSS:	the+story/stories+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P35W5
      OFFSETS:	20-22
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P35W6
      OFFSETS:	23-27
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	اكون
     IS_TRANS:	Akwn
        INDEX:	P35W7
      OFFSETS:	28-32
       TOKENS:	P35W8-P35W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Aakuwn)
          POS:	IV1S+IV
          VOC:	Aa+kuwn
        GLOSS:	I+be/was/were

 INPUT STRING:	بطلتها
     IS_TRANS:	bTlthA
        INDEX:	P35W8
      OFFSETS:	33-39
       TOKENS:	P35W9-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baT~al_1]
   UNSPLITVOC:	(baT~altahA)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3FS
          VOC:	baT~al+t+hA
        GLOSS:	thwart/abolish/be thwarted/be abolished+I+it/them/her

 INPUT STRING:	لوحدي
     IS_TRANS:	lwHdy
        INDEX:	P35W9
      OFFSETS:	40-45
       TOKENS:	P35W11-P35W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	li+waHod+iy
        GLOSS:	for/to+alone/only+my

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P35W10
      OFFSETS:	46-50
       TOKENS:	P35W14-P35W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P35W11
      OFFSETS:	51-52
       TOKENS:	P35W15-P35W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	هاهي
     IS_TRANS:	hAhy
        INDEX:	P36W1
      OFFSETS:	0-4
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hA_1]
   UNSPLITVOC:	(hA)
          POS:	INTERJ
          VOC:	hA
        GLOSS:	express happiness

 INPUT STRING:	صايع
     IS_TRANS:	SAyE
        INDEX:	P36W2
      OFFSETS:	5-9
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAyiE_1]
   UNSPLITVOC:	(SAyiE)
          POS:	ADJ
          VOC:	SAyiE
        GLOSS:	gangsters

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P36W3
      OFFSETS:	10-13
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P36W4
      OFFSETS:	14-16
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P36W5
      OFFSETS:	17-19
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mn)
          POS:	FOREIGN
          VOC:	mn
        GLOSS:	nogloss

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P37W1
      OFFSETS:	0-2
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	EXCLAM_PRON
          VOC:	mA
        GLOSS:	what/how

 INPUT STRING:	أجملك
     IS_TRANS:	>jmlk
        INDEX:	P37W2
      OFFSETS:	3-8
       TOKENS:	P37W2-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ajomal_1]
   UNSPLITVOC:	(>ajomalik)
          POS:	ADJ_COMP+POSS_PRON_2FS
          VOC:	>ajomal+ik
        GLOSS:	more/most beautiful+your [fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P37W3
      OFFSETS:	9-10
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	وأعبطك
     IS_TRANS:	w>EbTk
        INDEX:	P38W1
      OFFSETS:	0-6
       TOKENS:	P38W1-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aEobaT_1]
   UNSPLITVOC:	(wi>aEobaTik)
          POS:	CONJ+ADJ_COMP+POSS_PRON_2FS
          VOC:	wi+>aEobaT+ik
        GLOSS:	and+mentally retatrded+you

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P38W2
      OFFSETS:	7-8
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P39W1
      OFFSETS:	0-3
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	هبلة
     IS_TRANS:	hblp
        INDEX:	P39W2
      OFFSETS:	4-8
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahobal_1]
   UNSPLITVOC:	(habolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	habol+ap
        GLOSS:	dim-witted/imbecile/imbeciles+[fem.sg.]

 INPUT STRING:	هبلة
     IS_TRANS:	hblp
        INDEX:	P39W3
      OFFSETS:	9-13
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahobal_1]
   UNSPLITVOC:	(habolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	habol+ap
        GLOSS:	dim-witted/imbecile/imbeciles+[fem.sg.]

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P39W4
      OFFSETS:	14-18
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P39W5
      OFFSETS:	19-20
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	أمال
     IS_TRANS:	>mAl
        INDEX:	P40W1
      OFFSETS:	0-4
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~Al_1]
   UNSPLITVOC:	(>um~Al)
          POS:	ADV
          VOC:	>um~Al
        GLOSS:	so what

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P40W2
      OFFSETS:	5-8
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	اسأل
     IS_TRANS:	As>l
        INDEX:	P40W3
      OFFSETS:	9-13
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(Aaso>al)
          POS:	IV1S+IV
          VOC:	Aa+so>al
