 INPUT STRING:	كل
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P30W2
      OFFSETS:	3-5
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P30W3
      OFFSETS:	6-8
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	جيش
     IS_TRANS:	jy$
        INDEX:	P30W4
      OFFSETS:	9-12
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jiy$_1]
   UNSPLITVOC:	(jiy$)
          POS:	NOUN
          VOC:	jiy$
        GLOSS:	army/troops

 INPUT STRING:	قفل
     IS_TRANS:	qfl
        INDEX:	P30W5
      OFFSETS:	13-16
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(qafal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qafal+(null)
        GLOSS:	return/lock+he/it

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P30W6
      OFFSETS:	17-18
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P30W7
      OFFSETS:	19-21
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	شارع
     IS_TRANS:	$ArE
        INDEX:	P30W8
      OFFSETS:	22-26
       TOKENS:	P30W8-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	($AriE)
          POS:	NOUN
          VOC:	$AriE
        GLOSS:	street/streets/legislator

 INPUT STRING:	حولنا
     IS_TRANS:	HwlnA
        INDEX:	P30W9
      OFFSETS:	27-32
       TOKENS:	P30W9-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hawl_1]
   UNSPLITVOC:	(HawlinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Hawl+nA
        GLOSS:	about/around/concerning/power+our

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P31W2
      OFFSETS:	5-7
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	اخوان
     IS_TRANS:	AxwAn
        INDEX:	P31W3
      OFFSETS:	8-13
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixowAn_1]
   UNSPLITVOC:	(AixowAn)
          POS:	NOUN_PROP
          VOC:	AixowAn
        GLOSS:	Ikhwan

 INPUT STRING:	مايروهوش
     IS_TRANS:	mAyrwhw$
        INDEX:	P31W4
      OFFSETS:	14-22
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mAyrwhw$)
          POS:	TYPO
          VOC:	mAyrwhw$
        GLOSS:	nogloss

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P31W5
      OFFSETS:	23-25
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P32W1
      OFFSETS:	0-2
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	هاتي
     IS_TRANS:	hAty
        INDEX:	P32W2
      OFFSETS:	3-7
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hAty)
          POS:	TYPO
          VOC:	hAty
        GLOSS:	nogloss

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P32W3
      OFFSETS:	8-10
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	وحيده
     IS_TRANS:	wHydh
        INDEX:	P32W4
      OFFSETS:	11-16
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHiyd_1]
   UNSPLITVOC:	(waHiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	waHiyd+ap
        GLOSS:	only/sole/alone/exclusive+[fem.sg.]

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P32W5
      OFFSETS:	17-19
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	بنعرف
     IS_TRANS:	bnErf
        INDEX:	P32W6
      OFFSETS:	20-25
       TOKENS:	P32W6-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(biniEoraf)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+Eoraf
        GLOSS:	[present-tense]+we+know/be known

 INPUT STRING:	نروه
     IS_TRANS:	nrwh
        INDEX:	P32W7
      OFFSETS:	26-30
       TOKENS:	P32W8-P32W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(nrwh)
          POS:	TYPO
          VOC:	nrwh
        GLOSS:	nogloss

 INPUT STRING:	7
     IS_TRANS:	7
        INDEX:	P32W8
      OFFSETS:	30-31
       TOKENS:	P32W9-P32W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[7_1]
   UNSPLITVOC:	(7)
          POS:	NOUN_NUM
          VOC:	7
        GLOSS:	7

 INPUT STRING:	ا
     IS_TRANS:	A
        INDEX:	P32W9
      OFFSETS:	31-32
       TOKENS:	P32W10-P32W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(A)
          POS:	NO_FUNC
          VOC:	A
        GLOSS:	nogloss

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P32W10
      OFFSETS:	33-35
       TOKENS:	P32W11-P32W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	تجمه
     IS_TRANS:	tjmh
        INDEX:	P32W11
      OFFSETS:	36-40
       TOKENS:	P32W12-P32W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(tjmh)
          POS:	TYPO
          VOC:	tjmh
        GLOSS:	nogloss

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P33W1
      OFFSETS:	0-2
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P34W1
      OFFSETS:	0-2
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P34W2
      OFFSETS:	3-6
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country/countries

 INPUT STRING:	هتبوز
     IS_TRANS:	htbwz
        INDEX:	P34W3
      OFFSETS:	7-12
       TOKENS:	P34W3-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bAZ_1]
   UNSPLITVOC:	(hatobuwZ)
          POS:	FUT_PART+IV3FS+IV
          VOC:	ha+to+buwZ
        GLOSS:	will+she/it+be destroyed

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P34W4
      OFFSETS:	13-17
       TOKENS:	P34W5-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[min~_1]
   UNSPLITVOC:	(min~hum)
          POS:	PREP+PRON_3P
          VOC:	min~+hum
        GLOSS:	from+them

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P34W5
      OFFSETS:	18-23
       TOKENS:	P34W7-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	and+Allah/God

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P35W1
      OFFSETS:	0-4
       TOKENS:	P35W1-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yA_rab)
          POS:	VOC_PART+NOUN
          VOC:	yA+rab
        GLOSS:	O/oh+lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	يتحرق
     IS_TRANS:	ytHrq
        INDEX:	P35W2
      OFFSETS:	5-10
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoHaraq_1]
   UNSPLITVOC:	(yitoHaraq)
          POS:	IV3MS+IV_PASS
          VOC:	yi+toHaraq
        GLOSS:	he/it+burn/be burned

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P36W1
      OFFSETS:	0-2
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	ناقصين
     IS_TRANS:	nAqSyn
        INDEX:	P36W2
      OFFSETS:	3-9
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAqiS_1]
   UNSPLITVOC:	(nAqoSiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	nAqoS+iyn
        GLOSS:	incomplete/defective/lacking+two

 INPUT STRING:	صوره
     IS_TRANS:	Swrh
        INDEX:	P36W3
      OFFSETS:	10-14
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	وهشه
     IS_TRANS:	wh$h
        INDEX:	P36W4
      OFFSETS:	15-19
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wh$h)
          POS:	TYPO
          VOC:	wh$h
        GLOSS:	nogloss

 INPUT STRING:	ليل
     IS_TRANS:	lyl
        INDEX:	P36W5
      OFFSETS:	20-23
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lyl)
          POS:	TYPO
          VOC:	lyl
        GLOSS:	nogloss

 INPUT STRING:	اسلام
     IS_TRANS:	AslAm
        INDEX:	P36W6
      OFFSETS:	24-29
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAm_1]
   UNSPLITVOC:	(<isolAm)
          POS:	NOUN
          VOC:	<isolAm
        GLOSS:	Islam

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P37W1
      OFFSETS:	0-2
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P37W2
      OFFSETS:	3-8
       TOKENS:	P37W2-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	and+Allah/God

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P37W3
      OFFSETS:	9-11
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P37W4
      OFFSETS:	12-14
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P37W5
      OFFSETS:	15-20
       TOKENS:	P37W6-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3P+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+they+obtain/acquire/get/be obtained/be acquired/occur/happen/take place

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P37W6
      OFFSETS:	21-23
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P37W7
      OFFSETS:	24-27
       TOKENS:	P37W9-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P37W8
      OFFSETS:	28-30
       TOKENS:	P37W11-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P37W9
      OFFSETS:	31-33
       TOKENS:	P37W12-P37W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	اخوان
     IS_TRANS:	AxwAn
        INDEX:	P37W10
      OFFSETS:	34-39
       TOKENS:	P37W13-P37W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixowAn_1]
   UNSPLITVOC:	(AixowAn)
          POS:	NOUN_PROP
          VOC:	AixowAn
        GLOSS:	Ikhwan

 INPUT STRING:	ايوة
     IS_TRANS:	Aywp
        INDEX:	P38W1
      OFFSETS:	0-4
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	بيحطوا
     IS_TRANS:	byHTwA
        INDEX:	P39W1
      OFFSETS:	0-6
       TOKENS:	P39W1-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(biyiHuT~uwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+HuT~+uwA
        GLOSS:	[present-tense]+they+descend/land/set down/lower+we

 INPUT STRING:	صورت
     IS_TRANS:	Swrt
        INDEX:	P39W2
      OFFSETS:	7-11
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrt)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	مرسي
     IS_TRANS:	mrsy
        INDEX:	P39W3
      OFFSETS:	12-16
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[murosiy_1]
   UNSPLITVOC:	(murosiy)
          POS:	NOUN_PROP
          VOC:	murosiy
        GLOSS:	Mursi

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P39W4
      OFFSETS:	17-20
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P39W5
      OFFSETS:	21-23
       TOKENS:	P39W6-P39W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	جساس
     IS_TRANS:	jsAs
        INDEX:	P39W6
      OFFSETS:	24-28
       TOKENS:	P39W7-P39W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(jsAs)
          POS:	TYPO
          VOC:	jsAs
        GLOSS:	nogloss

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P40W1
      OFFSETS:	0-2
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P40W2
      OFFSETS:	3-6
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P40W3
      OFFSETS:	7-9
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	بتموت
     IS_TRANS:	btmwt
        INDEX:	P40W4
      OFFSETS:	10-15
       TOKENS:	P40W4-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(bitimuwt)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+muwt
        GLOSS:	[present-tense]+it/they/she+die/pass away

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P41W1
      OFFSETS:	0-3
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P41W2
      OFFSETS:	4-6
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al)
          POS:	TYPO
          VOC:	Al
        GLOSS:	nogloss

 INPUT STRING:	هبل
     IS_TRANS:	hbl
        INDEX:	P41W3
      OFFSETS:	7-10
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[habal_1]
   UNSPLITVOC:	(habal)
          POS:	NOUN
          VOC:	habal
        GLOSS:	stupidity/silliness

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P41W4
      OFFSETS:	11-13
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	خره
     IS_TRANS:	xrh
        INDEX:	P42W1
      OFFSETS:	0-3
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xarah_1]
   UNSPLITVOC:	(xarah)
          POS:	NOUN
          VOC:	xarah
        GLOSS:	stool

 INPUT STRING:	بتعمل
     IS_TRANS:	btEml
        INDEX:	P43W1
      OFFSETS:	0-5
       TOKENS:	P43W1-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomil)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+Eomil
        GLOSS:	[present-tense]+you+function/make/act/do

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P43W2
      OFFSETS:	6-8
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	وانتو
     IS_TRANS:	wAntw
        INDEX:	P44W1
      OFFSETS:	0-5
       TOKENS:	P44W1-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(wiAinotuw)
          POS:	SUB_CONJ+PRON_2P
