 INPUT STRING:	ناني
 INPUT STRING:	5
     IS_TRANS:	5
        INDEX:	P30W6
      OFFSETS:	25-26
       TOKENS:	P30W9-P30W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[5_1]
   UNSPLITVOC:	(5)
          POS:	NOUN_NUM
          VOC:	5
        GLOSS:	5

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P30W7
      OFFSETS:	27-29
       TOKENS:	P30W10-P30W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(yA)
          POS:	FOREIGN
          VOC:	yA
        GLOSS:	nogloss

 INPUT STRING:	رز
     IS_TRANS:	rz
        INDEX:	P30W8
      OFFSETS:	30-32
       TOKENS:	P30W11-P30W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(rz)
          POS:	FOREIGN
          VOC:	rz
        GLOSS:	nogloss

 INPUT STRING:	مجناني
     IS_TRANS:	mjnAny
        INDEX:	P30W9
      OFFSETS:	33-39
       TOKENS:	P30W12-P30W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mjnAny)
          POS:	TYPO
          VOC:	mjnAny
        GLOSS:	nogloss

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P30W10
      OFFSETS:	40-44
       TOKENS:	P30W13-P30W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	باباها
     IS_TRANS:	bAbAhA
        INDEX:	P30W11
      OFFSETS:	45-51
       TOKENS:	P30W14-P30W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(bAbAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	bAbA+hA
        GLOSS:	father+its/their/her

 INPUT STRING:	ومامتها
     IS_TRANS:	wmAmthA
        INDEX:	P30W12
      OFFSETS:	52-59
       TOKENS:	P30W16-P30W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(wimAmithA)
          POS:	CONJ+NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	wi+mAm+ap+hA
        GLOSS:	and+mama+[fem.sg.]+its/their/her

 INPUT STRING:	راحوا
     IS_TRANS:	rAHwA
        INDEX:	P30W13
      OFFSETS:	60-65
       TOKENS:	P30W19-P30W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(rAHuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	rAH+uwA
        GLOSS:	begin/go+they

 INPUT STRING:	عمرة
     IS_TRANS:	Emrp
        INDEX:	P30W14
      OFFSETS:	66-70
       TOKENS:	P30W20-P30W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eumorap_1]
   UNSPLITVOC:	(Eumorap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	Eumor+ap
        GLOSS:	Umra (pilgrimage to Mecca)+[fem.sg.]

 INPUT STRING:	وسبوها
     IS_TRANS:	wsbwhA
        INDEX:	P30W15
      OFFSETS:	71-77
       TOKENS:	P30W21-P30W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(wasabuwhA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3FS
          VOC:	wa+sab+uwA+hA
        GLOSS:	and+leave+they+it/them/her

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P30W16
      OFFSETS:	78-80
       TOKENS:	P30W24-P30W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P30W17
      OFFSETS:	81-84
       TOKENS:	P30W26-P30W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P30W18
      OFFSETS:	85-86
       TOKENS:	P30W27-P30W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

