 INPUT STRING:	بتعملي
   UNSPLITVOC:	(hynfh)
          POS:	TYPO
          VOC:	hynfh
        GLOSS:	nogloss

 INPUT STRING:	تل
     IS_TRANS:	tl
        INDEX:	P31W4
      OFFSETS:	12-14
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tl)
          POS:	FOREIGN
          VOC:	tl
        GLOSS:	nogloss

 INPUT STRING:	م
     IS_TRANS:	m
        INDEX:	P31W5
      OFFSETS:	15-16
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(m)
          POS:	FOREIGN
          VOC:	m
        GLOSS:	nogloss

 INPUT STRING:	هاجي
     IS_TRANS:	hAjy
        INDEX:	P31W6
      OFFSETS:	17-21
       TOKENS:	P31W6-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(hAajiy)
          POS:	FUT_PART+IV1S+IV
          VOC:	h+Aa+jiy
        GLOSS:	will+I+come

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P31W7
      OFFSETS:	22-25
       TOKENS:	P31W8-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(bijid~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness/very/much

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P32W1
      OFFSETS:	0-2
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	هعدي
     IS_TRANS:	hEdy
        INDEX:	P32W2
      OFFSETS:	3-7
       TOKENS:	P32W2-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(HaAaEad~iy)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Ead~iy
        GLOSS:	will+I+traverse/cross/be traversed/be crossed

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P32W3
      OFFSETS:	8-13
       TOKENS:	P32W4-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealikiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you[fem.sg.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P33W1
      OFFSETS:	0-3
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	ok/so

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P33W2
      OFFSETS:	4-6
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P33W3
      OFFSETS:	7-8
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P34W1
      OFFSETS:	0-2
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	مامي
     IS_TRANS:	mAmy
        INDEX:	P34W2
      OFFSETS:	3-7
       TOKENS:	P34W2-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	mAm+iy
        GLOSS:	mama+my

 INPUT STRING:	بتلبس
     IS_TRANS:	btlbs
        INDEX:	P34W3
      OFFSETS:	8-13
       TOKENS:	P34W4-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libis_1]
   UNSPLITVOC:	(bitilobis)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+lobis
        GLOSS:	[present-tense]+it/they/she+wear

 INPUT STRING:	اوكي
     IS_TRANS:	Awky
        INDEX:	P35W1
      OFFSETS:	0-4
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Awuk~ay_1]
   UNSPLITVOC:	(Awuk~ay)
          POS:	INTERJ
          VOC:	Awuk~ay
        GLOSS:	Okey

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P35W2
      OFFSETS:	5-8
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(>anA)
          POS:	PRON_1S
          VOC:	>anA
        GLOSS:	I

 INPUT STRING:	جاهزه
     IS_TRANS:	jAhzh
        INDEX:	P35W3
      OFFSETS:	9-14
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAhiz_1]
   UNSPLITVOC:	(jAhozap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jAhoz+ap
        GLOSS:	prepared/ready/equipped+[fem.sg.]

 INPUT STRING:	اوكي
     IS_TRANS:	Awky
        INDEX:	P36W1
      OFFSETS:	0-4
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Awuk~ay_1]
   UNSPLITVOC:	(Awuk~ay)
          POS:	INTERJ
          VOC:	Awuk~ay
        GLOSS:	Okey

 INPUT STRING:	هقولك
     IS_TRANS:	hqwlk
        INDEX:	P36W2
      OFFSETS:	5-10
       TOKENS:	P36W2-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(HaAaqw_lik)
          POS:	FUT_PART+IV1S+IV+PREP+PRON_2FS
          VOC:	Ha+Aa+quw+li+ik
        GLOSS:	will+I+say/tell+to/for+you

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P36W3
      OFFSETS:	11-14
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	اوصل
     IS_TRANS:	AwSl
        INDEX:	P36W4
      OFFSETS:	15-19
       TOKENS:	P36W7-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(AawoSal)
          POS:	IV1S+IV
          VOC:	Aa+woSal
        GLOSS:	I+arrive at/reach/connect/be arrived at/be reached/be connected/reach up/be long

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P36W5
      OFFSETS:	20-24
       TOKENS:	P36W8-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodaik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Eanod+ik
        GLOSS:	at/with+your

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P37W1
      OFFSETS:	0-2
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P37W2
      OFFSETS:	3-8
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	wanting+[fem.sg.]

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P37W3
      OFFSETS:	9-13
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P37W4
      OFFSETS:	14-17
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P37W5
      OFFSETS:	18-20
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	توصلني
     IS_TRANS:	twSlny
        INDEX:	P37W6
      OFFSETS:	21-27
       TOKENS:	P37W6-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(tiwoSalniy)
          POS:	IV3FS+IV+IVSUFF_DO:1S
          VOC:	ti+woSal+niy
        GLOSS:	it/they/she+arrive at/reach/connect/be arrived at/be reached/be connected+me

 INPUT STRING:	اقولها
     IS_TRANS:	AqwlhA
        INDEX:	P37W7
      OFFSETS:	28-34
       TOKENS:	P37W8-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaqw_lahA)
          POS:	IV1S+IV+PREP+PRON_3FS
          VOC:	Aa+qw+li+hA
        GLOSS:	I+say/tell+to/for+it/them/her

 INPUT STRING:	اخو
     IS_TRANS:	Axw
        INDEX:	P37W8
      OFFSETS:	35-38
       TOKENS:	P37W11-P37W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax_1]
   UNSPLITVOC:	(>axuw)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>ax+uh
        GLOSS:	brother/brothers+his/its

 INPUT STRING:	روشني
     IS_TRANS:	rw$ny
        INDEX:	P37W9
      OFFSETS:	39-44
       TOKENS:	P37W13-P37W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ruw$an_1]
   UNSPLITVOC:	(ruw$an)
          POS:	NOUN_PROP
          VOC:	ruw$an
        GLOSS:	Rochane

 INPUT STRING:	هيوصلنا
     IS_TRANS:	hywSlnA
        INDEX:	P37W10
      OFFSETS:	45-52
       TOKENS:	P37W14-P37W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waS~al_1]
   UNSPLITVOC:	(HayiwaS~alnA)
          POS:	FUT_PART+IV3MS+IV+IVSUFF_DO:1P
          VOC:	Ha+yi+waS~al+nA
        GLOSS:	will+he/it+connect+us

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P37W11
      OFFSETS:	53-54
       TOKENS:	P37W17-P37W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	نروح
     IS_TRANS:	nrwH
        INDEX:	P37W12
      OFFSETS:	55-59
       TOKENS:	P37W18-P37W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(niruwH)
          POS:	IV1P+IV
          VOC:	ni+ruwH
        GLOSS:	we+begin/go

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P37W13
      OFFSETS:	60-64
       TOKENS:	P37W19-P37W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	لوحدنا
     IS_TRANS:	lwHdnA
        INDEX:	P37W14
      OFFSETS:	65-71
       TOKENS:	P37W20-P37W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodnA)
          POS:	EMPHATIC_PART+NOUN+POSS_PRON_1P
          VOC:	li+waHod+nA
        GLOSS:	[emphasis]+alone/only+our

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P38W1
      OFFSETS:	0-4
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	ننزل
     IS_TRANS:	nnzl
        INDEX:	P38W2
      OFFSETS:	5-9
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazal_1]
   UNSPLITVOC:	(ninozil)
          POS:	IV1P+IV
          VOC:	ni+nozil
        GLOSS:	we+descend/stay

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P38W3
      OFFSETS:	10-12
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	طيف
     IS_TRANS:	Tyf
        INDEX:	P38W4
      OFFSETS:	13-16
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tif_1]
   UNSPLITVOC:	(Tif)
          POS:	ABBREV
          VOC:	Tif
        GLOSS:	Tivoli

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P38W5
      OFFSETS:	17-18
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	نتصرف
     IS_TRANS:	ntSrf
        INDEX:	P38W6
      OFFSETS:	19-24
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoSar~af_1]
   UNSPLITVOC:	(nitoSar~af)
          POS:	IV1P+IV
          VOC:	ni+toSar~af
        GLOSS:	we+manage/act

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P38W7
      OFFSETS:	25-29
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	نزلت
     IS_TRANS:	nzlt
        INDEX:	P39W1
      OFFSETS:	0-4
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazal_1]
   UNSPLITVOC:	(nazalt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	nazal+t
        GLOSS:	descend/stay+you

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P39W2
      OFFSETS:	5-6
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	نازله
     IS_TRANS:	nAzlh
        INDEX:	P40W1
      OFFSETS:	0-5
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAzil_1]
   UNSPLITVOC:	(nAzolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAzol+ap
        GLOSS:	staying/descending+[fem.sg.]

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P40W2
      OFFSETS:	6-8
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	انزلي
     IS_TRANS:	Anzly
        INDEX:	P40W3
      OFFSETS:	9-14
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(Ainoziliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Ainozil+iy
        GLOSS:	get down/go down+you

 INPUT STRING:	تلعت
     IS_TRANS:	tlEt
        INDEX:	P41W1
      OFFSETS:	0-4
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiliEti)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	TiliE+ti
        GLOSS:	appear/rise+you [fem.sg.]

 INPUT STRING:	متوتش
     IS_TRANS:	mtwt$
        INDEX:	P42W1
      OFFSETS:	0-5
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mtwt$)
          POS:	NO_FUNC
          VOC:	mtwt$
        GLOSS:	nogloss

 INPUT STRING:	صور
     IS_TRANS:	Swr
        INDEX:	P42W2
      OFFSETS:	6-9
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwar)
          POS:	NOUN
          VOC:	Suwar
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P42W3
      OFFSETS:	10-13
       TOKENS:	P42W3-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~a)
          POS:	PREP+PRON_3MS
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P42W4
      OFFSETS:	14-17
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	instgram
     IS_TRANS:	instgram
        INDEX:	P42W5
      OFFSETS:	18-26
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(instgram)
          POS:	TRANSLIT_ERR
          VOC:	instgram
        GLOSS:	instgram

 INPUT STRING:	اوكي
     IS_TRANS:	Awky
        INDEX:	P43W1
      OFFSETS:	0-4
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Awuk~ay_1]
   UNSPLITVOC:	(Awuk~ay)
          POS:	INTERJ
          VOC:	Awuk~ay
        GLOSS:	Okey

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P43W2
      OFFSETS:	5-8
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why/like this

 INPUT STRING:	مردتش
     IS_TRANS:	mrdt$
        INDEX:	P43W3
      OFFSETS:	9-14
       TOKENS:	P43W3-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(mA_rad~it$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:2MS+NEG_PART
          VOC:	mA+rad~+t+$
        GLOSS:	not+answer/reply+you+not

 INPUT STRING:	هفهمك
     IS_TRANS:	hfhmk
        INDEX:	P44W1
      OFFSETS:	0-5
       TOKENS:	P44W1-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fah~im_1]
   UNSPLITVOC:	(HaAafah~imik)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+fah~im+ik
        GLOSS:	will+I+make understand/explain/make them understand+you

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P44W2
      OFFSETS:	6-9
       TOKENS:	P44W4-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	REL_ADV
          VOC:	liyh
        GLOSS:	who/why/whose

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P44W3
      OFFSETS:	10-13
       TOKENS:	P44W5-P44W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wAn)
          POS:	FOREIGN
          VOC:	wAn
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P44W4
      OFFSETS:	14-15
       TOKENS:	P44W6-P44W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	تلك
     IS_TRANS:	tlk
        INDEX:	P44W5
      OFFSETS:	16-19
       TOKENS:	P44W7-P44W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tlk)
          POS:	FOREIGN
          VOC:	tlk
        GLOSS:	nogloss

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P45W1
      OFFSETS:	0-3
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	نايمه
     IS_TRANS:	nAymh
        INDEX:	P45W2
      OFFSETS:	4-9
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAyim_1]
   UNSPLITVOC:	(nAyomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAyom+ap
        GLOSS:	sleeping/asleep+[fem.sg.]

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P46W1
      OFFSETS:	0-3
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P46W2
      OFFSETS:	4-5
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fi_1]
   UNSPLITVOC:	(fi)
          POS:	PREP
          VOC:	fi
        GLOSS:	in/about

 INPUT STRING:	burger
     IS_TRANS:	burger
        INDEX:	P46W3
